source,country,station,bhi_id,lat,lon,year,date,variable,qflag,value,unit,vflag,detli,lmqnt,sub_id,bio_id,samp_id,num_indiv_subsamp
ICES,Finland,,38,61.75,20.5,1990,1990-10-01,CB101,,0.00187,mg/kg,A,1.36,NA,1,2165086,303958,20
ICES,Finland,,38,61.75,20.5,1990,1990-10-01,CB118,,4.41e-08,mg/kg,A,1.4,NA,1,2165086,303958,20
ICES,Finland,,38,61.75,20.5,1990,1990-10-01,CB118,,4.71e-08,mg/kg,A,1.4,NA,1,2165086,303958,20
ICES,Finland,,38,61.75,20.5,1990,1990-10-01,CB138,,0.00274,mg/kg,A,0.739,NA,1,2165086,303958,20
ICES,Finland,,38,61.75,20.5,1990,1990-10-01,CB138,,0.00277,mg/kg,A,0.739,NA,1,2165086,303958,20
ICES,Finland,,38,61.75,20.5,1990,1990-10-01,CB153,,0.0029,mg/kg,A,0.929,NA,1,2165086,303958,20
ICES,Finland,,38,61.75,20.5,1990,1990-10-01,CB180,,0.00111,mg/kg,A,0.416,NA,1,2165086,303958,20
ICES,Finland,,38,61.75,20.5,1990,1990-10-01,CB180,,0.00115,mg/kg,A,0.416,NA,1,2165086,303958,20
ICES,Finland,,42,64.25,23.5,1990,1990-08-16,CB101,,0.00157,mg/kg,A,1.36,NA,1,2165085,303955,20
ICES,Finland,,42,64.25,23.5,1990,1990-08-16,CB101,,0.00185,mg/kg,A,1.36,NA,1,2165085,303955,20
ICES,Finland,,42,64.25,23.5,1990,1990-08-16,CB118,,4.26e-08,mg/kg,A,1.4,NA,1,2165085,303955,20
ICES,Finland,,42,64.25,23.5,1990,1990-08-16,CB118,D,3.63e-08,mg/kg,A,1.4,NA,1,2165085,303955,20
ICES,Finland,,42,64.25,23.5,1990,1990-08-16,CB138,,0.00222,mg/kg,A,0.739,NA,1,2165085,303955,20
ICES,Finland,,42,64.25,23.5,1990,1990-08-16,CB138,,0.00253,mg/kg,A,0.739,NA,1,2165085,303955,20
ICES,Finland,,42,64.25,23.5,1990,1990-08-16,CB153,,0.00236,mg/kg,A,0.929,NA,1,2165085,303955,20
ICES,Finland,,42,64.25,23.5,1990,1990-08-16,CB153,,0.00265,mg/kg,A,0.929,NA,1,2165085,303955,20
ICES,Finland,,42,64.25,23.5,1990,1990-08-16,CB180,,0.00103,mg/kg,A,0.416,NA,1,2165085,303955,20
ICES,Finland,,42,64.25,23.5,1990,1990-08-16,CB180,,0.00114,mg/kg,A,0.416,NA,1,2165085,303955,20
ICES,Finland,,30,59.75,22.5,1990,1990-11-19,CB101,,0.00202,mg/kg,A,1.36,NA,1,2165088,303959,20
ICES,Finland,,30,59.75,22.5,1990,1990-11-19,CB101,,0.00222,mg/kg,A,1.36,NA,1,2165088,303959,20
ICES,Finland,,30,59.75,22.5,1990,1990-11-19,CB118,,5.37e-08,mg/kg,A,1.4,NA,1,2165088,303959,20
ICES,Finland,,30,59.75,22.5,1990,1990-11-19,CB118,,6.03e-08,mg/kg,A,1.4,NA,1,2165088,303959,20
ICES,Finland,,30,59.75,22.5,1990,1990-11-19,CB138,,0.00266,mg/kg,A,0.739,NA,1,2165088,303959,20
ICES,Finland,,30,59.75,22.5,1990,1990-11-19,CB138,,0.00283,mg/kg,A,0.739,NA,1,2165088,303959,20
ICES,Finland,,30,59.75,22.5,1990,1990-11-19,CB153,,0.00278,mg/kg,A,0.929,NA,1,2165088,303959,20
ICES,Finland,,30,59.75,22.5,1990,1990-11-19,CB153,,0.00288,mg/kg,A,0.929,NA,1,2165088,303959,20
ICES,Finland,,30,59.75,22.5,1990,1990-11-19,CB180,,0.00084,mg/kg,A,0.416,NA,1,2165088,303959,20
ICES,Finland,,30,59.75,22.5,1990,1990-11-19,CB180,,9e-04,mg/kg,A,0.416,NA,1,2165088,303959,20
ICES,Finland,,32,60.25,26.5,1990,1990-08-27,CB101,,0.00227,mg/kg,A,1.36,NA,1,2165089,303956,20
ICES,Finland,,32,60.25,26.5,1990,1990-08-27,CB118,,6.72e-08,mg/kg,A,1.4,NA,1,2165089,303956,20
ICES,Finland,,32,60.25,26.5,1990,1990-08-27,CB118,,7.5e-08,mg/kg,A,1.4,NA,1,2165089,303956,20
ICES,Finland,,32,60.25,26.5,1990,1990-08-27,CB138,,0.00295,mg/kg,A,0.739,NA,1,2165089,303956,20
ICES,Finland,,32,60.25,26.5,1990,1990-08-27,CB138,,0.00313,mg/kg,A,0.739,NA,1,2165089,303956,20
ICES,Finland,,32,60.25,26.5,1990,1990-08-27,CB153,,0.00283,mg/kg,A,0.929,NA,1,2165089,303956,20
ICES,Finland,,32,60.25,26.5,1990,1990-08-27,CB153,,0.009,mg/kg,A,0.929,NA,1,2165089,303956,20
ICES,Finland,,32,60.25,26.5,1990,1990-08-27,CB180,,0.00098,mg/kg,A,0.416,NA,1,2165089,303956,20
ICES,Finland,,38,61.75,20.5,1991,1991-10-01,CB101,D,0.00088,mg/kg,A,1.36,NA,1,2165081,303954,20
ICES,Finland,,38,61.75,20.5,1991,1991-10-01,CB101,D,0.001,mg/kg,A,1.36,NA,1,2165081,303954,20
ICES,Finland,,38,61.75,20.5,1991,1991-10-01,CB118,D,3.87e-08,mg/kg,A,1.4,NA,1,2165081,303954,20
ICES,Finland,,38,61.75,20.5,1991,1991-10-01,CB138,,0.00148,mg/kg,A,0.739,NA,1,2165081,303954,20
ICES,Finland,,38,61.75,20.5,1991,1991-10-01,CB138,,0.00156,mg/kg,A,0.739,NA,1,2165081,303954,20
ICES,Finland,,38,61.75,20.5,1991,1991-10-01,CB180,,0.00066,mg/kg,A,0.416,NA,1,2165081,303954,20
ICES,Finland,,38,61.75,20.5,1991,1991-10-01,CB180,,0.00087,mg/kg,A,0.416,NA,1,2165081,303954,20
ICES,Finland,,38,61.75,20.5,1991,1991-10-01,CB28,D,0.00027,mg/kg,A,0.58,NA,1,2165081,303954,20
ICES,Finland,,38,61.75,20.5,1991,1991-10-01,CB28,D,3e-04,mg/kg,A,0.58,NA,1,2165081,303954,20
ICES,Finland,,38,61.75,20.5,1991,1991-10-01,CB52,D,5e-04,mg/kg,A,1.21,NA,1,2165081,303954,20
ICES,Finland,,38,61.75,20.5,1991,1991-10-01,CB52,D,0.00051,mg/kg,A,1.21,NA,1,2165081,303954,20
ICES,Finland,,32,60.25,26.5,1991,1991-09-16,CB101,,0.00137,mg/kg,A,1.36,NA,1,2165084,303951,20
ICES,Finland,,32,60.25,26.5,1991,1991-09-16,CB118,,4.83e-08,mg/kg,A,1.4,NA,1,2165084,303951,20
ICES,Finland,,32,60.25,26.5,1991,1991-09-16,CB138,,0.00164,mg/kg,A,0.739,NA,1,2165084,303951,20
ICES,Finland,,32,60.25,26.5,1991,1991-09-16,CB138,,0.00201,mg/kg,A,0.739,NA,1,2165084,303951,20
ICES,Finland,,32,60.25,26.5,1991,1991-09-16,CB153,,0.00262,mg/kg,A,0.929,NA,1,2165084,303951,20
ICES,Finland,,32,60.25,26.5,1991,1991-09-16,CB153,,0.00309,mg/kg,A,0.929,NA,1,2165084,303951,20
ICES,Finland,,32,60.25,26.5,1991,1991-09-16,CB180,,0.00065,mg/kg,A,0.416,NA,1,2165084,303951,20
ICES,Finland,,32,60.25,26.5,1991,1991-09-16,CB180,,0.00076,mg/kg,A,0.416,NA,1,2165084,303951,20
ICES,Finland,,32,60.25,26.5,1991,1991-09-16,CB28,D,0.00037,mg/kg,A,0.58,NA,1,2165084,303951,20
ICES,Finland,,32,60.25,26.5,1991,1991-09-16,CB28,D,0.00043,mg/kg,A,0.58,NA,1,2165084,303951,20
ICES,Finland,,32,60.25,26.5,1991,1991-09-16,CB52,D,0.00048,mg/kg,A,1.21,NA,1,2165084,303951,20
ICES,Finland,,32,60.25,26.5,1991,1991-09-16,CB52,D,0.00065,mg/kg,A,1.21,NA,1,2165084,303951,20
ICES,Finland,,30,59.75,22.5,1991,1991-09-20,CB101,,0.00151,mg/kg,A,1.36,NA,1,2165083,303952,11
ICES,Finland,,30,59.75,22.5,1991,1991-09-20,CB101,D,0.00132,mg/kg,A,1.36,NA,1,2165083,303952,11
ICES,Finland,,30,59.75,22.5,1991,1991-09-20,CB118,,5.34e-08,mg/kg,A,1.4,NA,1,2165083,303952,11
ICES,Finland,,30,59.75,22.5,1991,1991-09-20,CB118,,5.55e-08,mg/kg,A,1.4,NA,1,2165083,303952,11
ICES,Finland,,30,59.75,22.5,1991,1991-09-20,CB138,,0.00176,mg/kg,A,0.739,NA,1,2165083,303952,11
ICES,Finland,,30,59.75,22.5,1991,1991-09-20,CB138,,0.00183,mg/kg,A,0.739,NA,1,2165083,303952,11
ICES,Finland,,30,59.75,22.5,1991,1991-09-20,CB153,,0.00281,mg/kg,A,0.929,NA,1,2165083,303952,11
ICES,Finland,,30,59.75,22.5,1991,1991-09-20,CB180,,0.00051,mg/kg,A,0.416,NA,1,2165083,303952,11
ICES,Finland,,30,59.75,22.5,1991,1991-09-20,CB28,D,0.00045,mg/kg,A,0.58,NA,1,2165083,303952,11
ICES,Finland,,30,59.75,22.5,1991,1991-09-20,CB52,D,0.00066,mg/kg,A,1.21,NA,1,2165083,303952,11
ICES,Finland,,42,64.25,23.5,1991,1991-09-30,CB101,D,0.00071,mg/kg,A,1.36,NA,1,2165080,303953,20
ICES,Finland,,42,64.25,23.5,1991,1991-09-30,CB118,D,2.91e-08,mg/kg,A,1.4,NA,1,2165080,303953,20
ICES,Finland,,42,64.25,23.5,1991,1991-09-30,CB138,,0.00122,mg/kg,A,0.739,NA,1,2165080,303953,20
ICES,Finland,,42,64.25,23.5,1991,1991-09-30,CB180,,0.00048,mg/kg,A,0.416,NA,1,2165080,303953,20
ICES,Finland,,42,64.25,23.5,1991,1991-09-30,CB180,D,0.00013,mg/kg,A,0.416,NA,1,2165080,303953,20
ICES,Finland,,42,64.25,23.5,1992,1992-09-04,CB118,D,3.72e-08,mg/kg,A,1.4,NA,1,2165072,303944,20
ICES,Finland,,42,64.25,23.5,1992,1992-09-04,CB138,,0.00145,mg/kg,A,0.739,NA,1,2165072,303944,20
ICES,Finland,,42,64.25,23.5,1992,1992-09-04,CB153,,0.00166,mg/kg,A,0.929,NA,1,2165072,303944,20
ICES,Finland,,42,64.25,23.5,1992,1992-09-04,CB52,<,0.00121,mg/kg,,1.21,NA,1,2165072,303944,20
ICES,Finland,,NA,61.75,21.5,1992,1992-09-20,CB101,D,0.00124,mg/kg,A,1.36,NA,1,2165073,303946,20
ICES,Finland,,NA,61.75,21.5,1992,1992-09-20,CB118,D,3e-08,mg/kg,A,1.4,NA,1,2165073,303946,20
ICES,Finland,,NA,61.75,21.5,1992,1992-09-20,CB118,D,3.42e-08,mg/kg,A,1.4,NA,1,2165073,303946,20
ICES,Finland,,NA,61.75,21.5,1992,1992-09-20,CB138,,0.00161,mg/kg,A,0.739,NA,1,2165073,303946,20
ICES,Finland,,NA,61.75,21.5,1992,1992-09-20,CB138,,0.0018,mg/kg,A,0.739,NA,1,2165073,303946,20
ICES,Finland,,NA,61.75,21.5,1992,1992-09-20,CB153,,0.00227,mg/kg,A,0.929,NA,1,2165073,303946,20
ICES,Finland,,NA,61.75,21.5,1992,1992-09-20,CB153,,0.00239,mg/kg,A,0.929,NA,1,2165073,303946,20
ICES,Finland,,NA,61.75,21.5,1992,1992-09-20,CB180,,0.00094,mg/kg,A,0.416,NA,1,2165073,303946,20
ICES,Finland,,NA,61.75,21.5,1992,1992-09-20,CB28,<,0.00058,mg/kg,,0.58,NA,1,2165073,303946,20
ICES,Finland,,NA,61.75,21.5,1992,1992-09-20,CB28,<,0.00058,mg/kg,,0.58,NA,1,2165073,303946,20
ICES,Finland,,NA,61.75,21.5,1992,1992-09-20,CB52,<,0.00121,mg/kg,,1.21,NA,1,2165073,303946,20
ICES,Finland,,NA,61.75,21.5,1992,1992-09-20,CB52,<,0.00121,mg/kg,,1.21,NA,1,2165073,303946,20
ICES,Finland,,32,60.25,26.5,1992,1992-09-21,CB101,,0.00141,mg/kg,A,1.36,NA,1,2165076,303947,20
ICES,Finland,,32,60.25,26.5,1992,1992-09-21,CB101,,0.00142,mg/kg,A,1.36,NA,1,2165076,303947,20
ICES,Finland,,32,60.25,26.5,1992,1992-09-21,CB118,,6.3e-08,mg/kg,A,1.4,NA,1,2165076,303947,20
ICES,Finland,,32,60.25,26.5,1992,1992-09-21,CB118,,6.99e-08,mg/kg,A,1.4,NA,1,2165076,303947,20
ICES,Finland,,32,60.25,26.5,1992,1992-09-21,CB138,,0.00227,mg/kg,A,0.739,NA,1,2165076,303947,20
ICES,Finland,,32,60.25,26.5,1992,1992-09-21,CB138,,0.0029,mg/kg,A,0.739,NA,1,2165076,303947,20
ICES,Finland,,32,60.25,26.5,1992,1992-09-21,CB153,,0.00223,mg/kg,A,0.929,NA,1,2165076,303947,20
ICES,Finland,,32,60.25,26.5,1992,1992-09-21,CB153,,0.00334,mg/kg,A,0.929,NA,1,2165076,303947,20
ICES,Finland,,32,60.25,26.5,1992,1992-09-21,CB180,,0.00086,mg/kg,A,0.416,NA,1,2165076,303947,20
ICES,Finland,,32,60.25,26.5,1992,1992-09-21,CB180,,9e-04,mg/kg,A,0.416,NA,1,2165076,303947,20
ICES,Finland,,32,60.25,26.5,1992,1992-09-21,CB52,<,0.00121,mg/kg,,1.21,NA,1,2165076,303947,20
ICES,Finland,,32,60.25,26.5,1992,1992-09-21,CB52,<,0.00121,mg/kg,,1.21,NA,1,2165076,303947,20
ICES,Finland,,30,59.75,22.5,1992,1992-09-22,CB101,,0.0014,mg/kg,A,1.36,NA,1,2165075,303948,12
ICES,Finland,,30,59.75,22.5,1992,1992-09-22,CB101,,0.0014,mg/kg,A,1.36,NA,1,2165075,303948,12
ICES,Finland,,30,59.75,22.5,1992,1992-09-22,CB118,,4.41e-08,mg/kg,A,1.4,NA,1,2165075,303948,12
ICES,Finland,,30,59.75,22.5,1992,1992-09-22,CB118,,5.58e-08,mg/kg,A,1.4,NA,1,2165075,303948,12
ICES,Finland,,30,59.75,22.5,1992,1992-09-22,CB138,,0.00219,mg/kg,A,0.739,NA,1,2165075,303948,12
ICES,Finland,,30,59.75,22.5,1992,1992-09-22,CB138,,0.00221,mg/kg,A,0.739,NA,1,2165075,303948,12
ICES,Finland,,30,59.75,22.5,1992,1992-09-22,CB153,,0.00249,mg/kg,A,0.929,NA,1,2165075,303948,12
ICES,Finland,,30,59.75,22.5,1992,1992-09-22,CB153,,0.00252,mg/kg,A,0.929,NA,1,2165075,303948,12
ICES,Finland,,30,59.75,22.5,1992,1992-09-22,CB180,,0.00073,mg/kg,A,0.416,NA,1,2165075,303948,12
ICES,Finland,,30,59.75,22.5,1992,1992-09-22,CB180,<,0.000416,mg/kg,,0.416,NA,1,2165075,303948,12
ICES,Finland,,30,59.75,22.5,1992,1992-09-22,CB28,<,0.00058,mg/kg,,0.58,NA,1,2165075,303948,12
ICES,Finland,,30,59.75,22.5,1992,1992-09-22,CB28,<,0.00058,mg/kg,,0.58,NA,1,2165075,303948,12
ICES,Finland,,30,59.75,22.5,1992,1992-09-22,CB52,<,0.00121,mg/kg,,1.21,NA,1,2165075,303948,12
ICES,Finland,,30,59.75,22.5,1992,1992-09-22,CB52,<,0.00121,mg/kg,,1.21,NA,1,2165075,303948,12
ICES,Finland,,31,58.75,20.5,1992,1992-10-26,CB101,,0.00142,mg/kg,A,1.36,NA,1,2165074,303949,8
ICES,Finland,,31,58.75,20.5,1992,1992-10-26,CB101,,0.00175,mg/kg,A,1.36,NA,1,2165074,303949,8
ICES,Finland,,31,58.75,20.5,1992,1992-10-26,CB118,,6.72e-08,mg/kg,A,1.4,NA,1,2165074,303949,8
ICES,Finland,,31,58.75,20.5,1992,1992-10-26,CB118,,6.99e-08,mg/kg,A,1.4,NA,1,2165074,303949,8
ICES,Finland,,31,58.75,20.5,1992,1992-10-26,CB138,,0.00227,mg/kg,A,0.739,NA,1,2165074,303949,8
ICES,Finland,,31,58.75,20.5,1992,1992-10-26,CB138,,0.00252,mg/kg,A,0.739,NA,1,2165074,303949,8
ICES,Finland,,31,58.75,20.5,1992,1992-10-26,CB153,,0.00278,mg/kg,A,0.929,NA,1,2165074,303949,8
ICES,Finland,,31,58.75,20.5,1992,1992-10-26,CB153,,0.00308,mg/kg,A,0.929,NA,1,2165074,303949,8
ICES,Finland,,31,58.75,20.5,1992,1992-10-26,CB180,,0.00097,mg/kg,A,0.416,NA,1,2165074,303949,8
ICES,Finland,,31,58.75,20.5,1992,1992-10-26,CB180,,0.00105,mg/kg,A,0.416,NA,1,2165074,303949,8
ICES,Finland,,31,58.75,20.5,1992,1992-10-26,CB28,<,0.00058,mg/kg,,0.58,NA,1,2165074,303949,8
ICES,Finland,,31,58.75,20.5,1992,1992-10-26,CB28,<,0.00058,mg/kg,,0.58,NA,1,2165074,303949,8
ICES,Finland,,31,58.75,20.5,1992,1992-10-26,CB52,<,0.00121,mg/kg,,1.21,NA,1,2165074,303949,8
ICES,Finland,,31,58.75,20.5,1992,1992-10-26,CB52,<,0.00121,mg/kg,,1.21,NA,1,2165074,303949,8
ICES,Finland,,32,60.25,26.5,1993,1993-10-06,CB101,,0.00223,mg/kg,A,1.36,NA,1,2165071,303942,20
ICES,Finland,,32,60.25,26.5,1993,1993-10-06,CB101,,0.00229,mg/kg,A,1.36,NA,1,2165071,303942,20
ICES,Finland,,32,60.25,26.5,1993,1993-10-06,CB118,,1.002e-07,mg/kg,A,1.4,NA,1,2165071,303942,20
ICES,Finland,,32,60.25,26.5,1993,1993-10-06,CB138,,0.00341,mg/kg,A,0.739,NA,1,2165071,303942,20
ICES,Finland,,32,60.25,26.5,1993,1993-10-06,CB138,,0.00345,mg/kg,A,0.739,NA,1,2165071,303942,20
ICES,Finland,,32,60.25,26.5,1993,1993-10-06,CB153,,0.00418,mg/kg,A,0.929,NA,1,2165071,303942,20
