BHI_ID,current_area,year
14,928,2005
15,3833,2005
16,0,2005
17,1670,2005
20,12318,2005
21,1897,2005
22,2815,2005
23,99,2005
24,8238,2005
25,1143,2005
26,11637,2005
29,8168,2005
30,1789,2005
31,4993,2005
