"rgn_id","species_name","IUCN"
29,"Alisma wahlenbergii","VU"
41,"Alisma wahlenbergii","VU"
40,"Alisma wahlenbergii","VU"
42,"Alisma wahlenbergii","VU"
33,"Alisma wahlenbergii","VU"
32,"Alisma wahlenbergii","VU"
3,"Botrytella reinboldii","DD"
2,"Botrytella reinboldii","DD"
1,"Botrytella reinboldii","DD"
41,"Chara braunii","VU"
32,"Chara braunii","VU"
42,"Chara braunii","VU"
33,"Chara braunii","VU"
31,"Chara connivens","LC"
28,"Chara connivens","LC"
37,"Chara connivens","LC"
25,"Chara connivens","LC"
34,"Chara connivens","LC"
36,"Chara connivens","LC"
38,"Chara connivens","LC"
35,"Chara connivens","LC"
13,"Chara connivens","LC"
16,"Chara connivens","LC"
14,"Chara horrida","NT"
36,"Chara horrida","NT"
13,"Chara horrida","NT"
8,"Chara horrida","NT"
29,"Chara horrida","NT"
26,"Chara horrida","NT"
20,"Chara horrida","NT"
38,"Chara horrida","NT"
37,"Chara horrida","NT"
35,"Chara horrida","NT"
32,"Chara horrida","NT"
3,"Chara horrida","NT"
4,"Chara horrida","NT"
10,"Chara horrida","NT"
25,"Chara horrida","NT"
31,"Chara horrida","NT"
28,"Chara horrida","NT"
36,"Chara tomentosa","LC"
13,"Chara tomentosa","LC"
38,"Chara tomentosa","LC"
37,"Chara tomentosa","LC"
26,"Chara tomentosa","LC"
29,"Chara tomentosa","LC"
35,"Chara tomentosa","LC"
32,"Chara tomentosa","LC"
28,"Chara tomentosa","LC"
39,"Chara tomentosa","LC"
33,"Chara tomentosa","LC"
10,"Chara tomentosa","LC"
16,"Chara tomentosa","LC"
14,"Chara tomentosa","LC"
31,"Chara tomentosa","LC"
30,"Chara tomentosa","LC"
25,"Chara tomentosa","LC"
40,"Chara tomentosa","LC"
36,"Crassula aquatica","NT"
38,"Crassula aquatica","NT"
37,"Crassula aquatica","NT"
32,"Crassula aquatica","NT"
33,"Crassula aquatica","NT"
41,"Crassula aquatica","NT"
42,"Crassula aquatica","NT"
34,"Crassula aquatica","NT"
39,"Crassula aquatica","NT"
14,"Crassula aquatica","NT"
29,"Crassula aquatica","NT"
40,"Crassula aquatica","NT"
3,"Delamarea attenuata","DD"
2,"Delamarea attenuata","DD"
1,"Delamarea attenuata","DD"
3,"Fucus serratus","LC"
2,"Fucus serratus","LC"
12,"Fucus serratus","LC"
11,"Fucus serratus","LC"
1,"Fucus serratus","LC"
13,"Fucus serratus","LC"
8,"Fucus serratus","LC"
4,"Fucus serratus","LC"
7,"Fucus serratus","LC"
10,"Fucus serratus","LC"
5,"Fucus serratus","LC"
6,"Fucus serratus","LC"
14,"Fucus serratus","LC"
15,"Fucus serratus","LC"
26,"Fucus serratus","LC"
20,"Fucus serratus","LC"
36,"Fucus vesiculosus","LC"
26,"Fucus vesiculosus","LC"
40,"Fucus vesiculosus","LC"
31,"Fucus vesiculosus","LC"
28,"Fucus vesiculosus","LC"
34,"Fucus vesiculosus","LC"
32,"Fucus vesiculosus","LC"
33,"Fucus vesiculosus","LC"
3,"Fucus vesiculosus","LC"
13,"Fucus vesiculosus","LC"
18,"Fucus vesiculosus","LC"
27,"Fucus vesiculosus","LC"
12,"Fucus vesiculosus","LC"
8,"Fucus vesiculosus","LC"
2,"Fucus vesiculosus","LC"
10,"Fucus vesiculosus","LC"
15,"Fucus vesiculosus","LC"
37,"Fucus vesiculosus","LC"
29,"Fucus vesiculosus","LC"
35,"Fucus vesiculosus","LC"
38,"Fucus vesiculosus","LC"
20,"Fucus vesiculosus","LC"
25,"Fucus vesiculosus","LC"
11,"Fucus vesiculosus","LC"
1,"Fucus vesiculosus","LC"
4,"Fucus vesiculosus","LC"
7,"Fucus vesiculosus","LC"
5,"Fucus vesiculosus","LC"
6,"Fucus vesiculosus","LC"
16,"Fucus vesiculosus","LC"
19,"Fucus vesiculosus","LC"
22,"Fucus vesiculosus","LC"
30,"Fucus vesiculosus","LC"
14,"Fucus vesiculosus","LC"
21,"Fucus vesiculosus","LC"
3,"Furcellaria lumbricalis","LC"
8,"Furcellaria lumbricalis","LC"
2,"Furcellaria lumbricalis","LC"
7,"Furcellaria lumbricalis","LC"
10,"Furcellaria lumbricalis","LC"
9,"Furcellaria lumbricalis","LC"
12,"Furcellaria lumbricalis","LC"
13,"Furcellaria lumbricalis","LC"
15,"Furcellaria lumbricalis","LC"
14,"Furcellaria lumbricalis","LC"
37,"Furcellaria lumbricalis","LC"
26,"Furcellaria lumbricalis","LC"
17,"Furcellaria lumbricalis","LC"
29,"Furcellaria lumbricalis","LC"
21,"Furcellaria lumbricalis","LC"
35,"Furcellaria lumbricalis","LC"
39,"Furcellaria lumbricalis","LC"
36,"Furcellaria lumbricalis","LC"
38,"Furcellaria lumbricalis","LC"
20,"Furcellaria lumbricalis","LC"
40,"Furcellaria lumbricalis","LC"
18,"Furcellaria lumbricalis","LC"
24,"Furcellaria lumbricalis","LC"
25,"Furcellaria lumbricalis","LC"
31,"Furcellaria lumbricalis","LC"
23,"Furcellaria lumbricalis","LC"
28,"Furcellaria lumbricalis","LC"
34,"Furcellaria lumbricalis","LC"
27,"Furcellaria lumbricalis","LC"
32,"Furcellaria lumbricalis","LC"
33,"Furcellaria lumbricalis","LC"
11,"Furcellaria lumbricalis","LC"
1,"Furcellaria lumbricalis","LC"
4,"Furcellaria lumbricalis","LC"
5,"Furcellaria lumbricalis","LC"
6,"Furcellaria lumbricalis","LC"
19,"Furcellaria lumbricalis","LC"
2,"Helminthora divaricata","DD"
37,"Hippuris tetraphylla","EN"
39,"Hippuris tetraphylla","EN"
38,"Hippuris tetraphylla","EN"
40,"Hippuris tetraphylla","EN"
36,"Hippuris tetraphylla","EN"
32,"Hippuris tetraphylla","EN"
42,"Hippuris tetraphylla","EN"
3,"Lamprothamnium papulosum","EN"
8,"Lamprothamnium papulosum","EN"
10,"Lamprothamnium papulosum","EN"
13,"Lamprothamnium papulosum","EN"
5,"Lamprothamnium papulosum","EN"
6,"Lamprothamnium papulosum","EN"
1,"Lamprothamnium papulosum","EN"
4,"Lamprothamnium papulosum","EN"
12,"Lamprothamnium papulosum","EN"
2,"Myriocladia lovenii","DD"
1,"Myriocladia lovenii","DD"
12,"Myriocladia lovenii","DD"
32,"Nitella hyalina","VU"
33,"Nitella hyalina","VU"
23,"Nitellopsis obtusa","NT"
32,"Nitellopsis obtusa","NT"
36,"Nitellopsis obtusa","NT"
33,"Nitellopsis obtusa","NT"
33,"Persicaria foliosa","EN"
37,"Persicaria foliosa","EN"
41,"Persicaria foliosa","EN"
38,"Persicaria foliosa","EN"
40,"Persicaria foliosa","EN"
42,"Persicaria foliosa","EN"
32,"Persicaria foliosa","EN"
37,"Potamogeton friesii","NT"
29,"Potamogeton friesii","NT"
41,"Potamogeton friesii","NT"
38,"Potamogeton friesii","NT"
42,"Potamogeton friesii","NT"
36,"Potamogeton friesii","NT"
11,"Potamogeton friesii","NT"
5,"Potamogeton friesii","NT"
26,"Potamogeton friesii","NT"
30,"Potamogeton friesii","NT"
26,"Rosenvingiella constricta","DD"
3,"Stypocaulon scoparium","DD"
2,"Stypocaulon scoparium","DD"
11,"Stypocaulon scoparium","DD"
37,"Stypocaulon scoparium","DD"
35,"Stypocaulon scoparium","DD"
20,"Stypocaulon scoparium","DD"
32,"Stypocaulon scoparium","DD"
1,"Stypocaulon scoparium","DD"
26,"Stypocaulon scoparium","DD"
29,"Stypocaulon scoparium","DD"
3,"Zostera marina","LC"
8,"Zostera marina","LC"
4,"Zostera marina","LC"
2,"Zostera marina","LC"
7,"Zostera marina","LC"
10,"Zostera marina","LC"
9,"Zostera marina","LC"
1,"Zostera marina","LC"
12,"Zostera marina","LC"
5,"Zostera marina","LC"
6,"Zostera marina","LC"
13,"Zostera marina","LC"
11,"Zostera marina","LC"
16,"Zostera marina","LC"
14,"Zostera marina","LC"
15,"Zostera marina","LC"
17,"Zostera marina","LC"
29,"Zostera marina","LC"
26,"Zostera marina","LC"
35,"Zostera marina","LC"
20,"Zostera marina","LC"
36,"Zostera marina","LC"
38,"Zostera marina","LC"
18,"Zostera marina","LC"
19,"Zostera marina","LC"
22,"Zostera marina","LC"
30,"Zostera marina","LC"
25,"Zostera marina","LC"
31,"Zostera marina","LC"
23,"Zostera marina","LC"
28,"Zostera marina","LC"
32,"Zostera marina","LC"
34,"Zostera marina","LC"
3,"Zostera noltii","VU"
4,"Zostera noltii","VU"
2,"Zostera noltii","VU"
1,"Zostera noltii","VU"
8,"Zostera noltii","VU"
10,"Zostera noltii","VU"
12,"Zostera noltii","VU"
13,"Zostera noltii","VU"
