"rgn_id","species_name","IUCN"
26,"Parvicardium hauniense","VU"
29,"Parvicardium hauniense","VU"
36,"Parvicardium hauniense","VU"
32,"Parvicardium hauniense","VU"
10,"Parvicardium hauniense","VU"
6,"Parvicardium hauniense","VU"
2,"Pelonaia corrugata","VU"
1,"Pelonaia corrugata","VU"
3,"Pleurogonium rubicundum ","DD"
7,"Pleurogonium rubicundum ","DD"
8,"Pleurogonium rubicundum ","DD"
5,"Pleurogonium rubicundum ","DD"
6,"Pleurogonium rubicundum ","DD"
12,"Pontoporeia femorata","LC"
13,"Pontoporeia femorata","LC"
11,"Pontoporeia femorata","LC"
16,"Pontoporeia femorata","LC"
15,"Pontoporeia femorata","LC"
14,"Pontoporeia femorata","LC"
17,"Pontoporeia femorata","LC"
26,"Pontoporeia femorata","LC"
29,"Pontoporeia femorata","LC"
10,"Pontoporeia femorata","LC"
3,"Pontoporeia femorata","LC"
7,"Pontoporeia femorata","LC"
9,"Pontoporeia femorata","LC"
1,"Pontoporeia femorata","LC"
21,"Pontoporeia femorata","LC"
20,"Pontoporeia femorata","LC"
22,"Pontoporeia femorata","LC"
24,"Pontoporeia femorata","LC"
36,"Pontoporeia femorata","LC"
18,"Pontoporeia femorata","LC"
23,"Pontoporeia femorata","LC"
30,"Pontoporeia femorata","LC"
19,"Pontoporeia femorata","LC"
25,"Pontoporeia femorata","LC"
31,"Pontoporeia femorata","LC"
28,"Pontoporeia femorata","LC"
27,"Pontoporeia femorata","LC"
34,"Pontoporeia femorata","LC"
37,"Pontoporeia femorata","LC"
35,"Pontoporeia femorata","LC"
38,"Pontoporeia femorata","LC"
39,"Pontoporeia femorata","LC"
40,"Pontoporeia femorata","LC"
41,"Pontoporeia femorata","LC"
32,"Pontoporeia femorata","LC"
4,"Pontoporeia femorata","LC"
8,"Pontoporeia femorata","LC"
5,"Pontoporeia femorata","LC"
6,"Pontoporeia femorata","LC"
2,"Pontoporeia femorata","LC"
33,"Pontoporeia femorata","LC"
1,"Roxania utriculus","DD"
2,"Roxania utriculus","DD"
2,"Sabella pavonina","NT"
1,"Sabella pavonina","NT"
12,"Sabella pavonina","NT"
5,"Sabella pavonina","NT"
6,"Sabella pavonina","NT"
12,"Saduria entomon","LC"
10,"Saduria entomon","LC"
13,"Saduria entomon","LC"
11,"Saduria entomon","LC"
16,"Saduria entomon","LC"
14,"Saduria entomon","LC"
17,"Saduria entomon","LC"
15,"Saduria entomon","LC"
26,"Saduria entomon","LC"
37,"Saduria entomon","LC"
29,"Saduria entomon","LC"
35,"Saduria entomon","LC"
21,"Saduria entomon","LC"
39,"Saduria entomon","LC"
20,"Saduria entomon","LC"
38,"Saduria entomon","LC"
40,"Saduria entomon","LC"
36,"Saduria entomon","LC"
41,"Saduria entomon","LC"
18,"Saduria entomon","LC"
30,"Saduria entomon","LC"
22,"Saduria entomon","LC"
23,"Saduria entomon","LC"
42,"Saduria entomon","LC"
19,"Saduria entomon","LC"
24,"Saduria entomon","LC"
31,"Saduria entomon","LC"
25,"Saduria entomon","LC"
27,"Saduria entomon","LC"
28,"Saduria entomon","LC"
32,"Saduria entomon","LC"
34,"Saduria entomon","LC"
33,"Saduria entomon","LC"
3,"Scrobicularia plana","VU"
4,"Scrobicularia plana","VU"
8,"Scrobicularia plana","VU"
10,"Scrobicularia plana","VU"
1,"Scrobicularia plana","VU"
2,"Scrobicularia plana","VU"
5,"Scrobicularia plana","VU"
6,"Scrobicularia plana","VU"
12,"Scrobicularia plana","VU"
3,"Skeneopsis planorbis","DD"
4,"Skeneopsis planorbis","DD"
8,"Skeneopsis planorbis","DD"
7,"Skeneopsis planorbis","DD"
9,"Skeneopsis planorbis","DD"
10,"Skeneopsis planorbis","DD"
1,"Skeneopsis planorbis","DD"
12,"Solaster endeca","VU"
1,"Solaster endeca","VU"
2,"Solaster endeca","VU"
2,"Stomphia coccinea","VU"
1,"Stomphia coccinea","VU"
5,"Stomphia coccinea","VU"
6,"Stomphia coccinea","VU"
1,"Talitrus saltator","DD"
14,"Talitrus saltator","DD"
10,"Talitrus saltator","DD"
8,"Talitrus saltator","DD"
2,"Talitrus saltator","DD"
13,"Talitrus saltator","DD"
16,"Talitrus saltator","DD"
17,"Talitrus saltator","DD"
21,"Talitrus saltator","DD"
18,"Talitrus saltator","DD"
22,"Talitrus saltator","DD"
1,"Thia scutellata","DD"
2,"Upogebia stellata","DD"
1,"Upogebia stellata","DD"
3,"Vitreolina philippi","DD"
2,"Vitreolina philippi","DD"
7,"Vitreolina philippi","DD"
8,"Vitreolina philippi","DD"
1,"Vitreolina philippi","DD"
5,"Vitreolina philippi","DD"
6,"Vitreolina philippi","DD"
