"rgn_id","species_name","IUCN"
18,"Halichoerus grypus","LC"
19,"Halichoerus grypus","LC"
18,"Halichoerus grypus","LC"
19,"Halichoerus grypus","LC"
22,"Halichoerus grypus","LC"
23,"Halichoerus grypus","LC"
1,"Halichoerus grypus","LC"
2,"Halichoerus grypus","LC"
32,"Halichoerus grypus","LC"
33,"Halichoerus grypus","LC"
34,"Halichoerus grypus","LC"
27,"Halichoerus grypus","LC"
28,"Halichoerus grypus","LC"
9,"Halichoerus grypus","LC"
10,"Halichoerus grypus","LC"
7,"Halichoerus grypus","LC"
8,"Halichoerus grypus","LC"
3,"Halichoerus grypus","LC"
3,"Halichoerus grypus","LC"
4,"Halichoerus grypus","LC"
41,"Halichoerus grypus","LC"
42,"Halichoerus grypus","LC"
39,"Halichoerus grypus","LC"
40,"Halichoerus grypus","LC"
37,"Halichoerus grypus","LC"
38,"Halichoerus grypus","LC"
35,"Halichoerus grypus","LC"
36,"Halichoerus grypus","LC"
29,"Halichoerus grypus","LC"
30,"Halichoerus grypus","LC"
31,"Halichoerus grypus","LC"
14,"Halichoerus grypus","LC"
15,"Halichoerus grypus","LC"
16,"Halichoerus grypus","LC"
17,"Halichoerus grypus","LC"
11,"Halichoerus grypus","LC"
12,"Halichoerus grypus","LC"
13,"Halichoerus grypus","LC"
36,"Halichoerus grypus","LC"
26,"Halichoerus grypus","LC"
20,"Halichoerus grypus","LC"
21,"Halichoerus grypus","LC"
22,"Halichoerus grypus","LC"
23,"Halichoerus grypus","LC"
24,"Halichoerus grypus","LC"
25,"Halichoerus grypus","LC"
5,"Halichoerus grypus","LC"
6,"Halichoerus grypus","LC"
1,"Phoca vitulina vitulina","VU"
2,"Phoca vitulina vitulina","VU"
9,"Phoca vitulina vitulina","VU"
10,"Phoca vitulina vitulina","VU"
7,"Phoca vitulina vitulina","VU"
8,"Phoca vitulina vitulina","VU"
3,"Phoca vitulina vitulina","VU"
3,"Phoca vitulina vitulina","VU"
4,"Phoca vitulina vitulina","VU"
14,"Phoca vitulina vitulina","VU"
15,"Phoca vitulina vitulina","VU"
16,"Phoca vitulina vitulina","VU"
17,"Phoca vitulina vitulina","VU"
11,"Phoca vitulina vitulina","VU"
12,"Phoca vitulina vitulina","VU"
13,"Phoca vitulina vitulina","VU"
26,"Phoca vitulina vitulina","VU"
5,"Phoca vitulina vitulina","VU"
6,"Phoca vitulina vitulina","VU"
22,"Pusa hispida botnica","VU"
23,"Pusa hispida botnica","VU"
32,"Pusa hispida botnica","VU"
33,"Pusa hispida botnica","VU"
34,"Pusa hispida botnica","VU"
27,"Pusa hispida botnica","VU"
28,"Pusa hispida botnica","VU"
41,"Pusa hispida botnica","VU"
42,"Pusa hispida botnica","VU"
39,"Pusa hispida botnica","VU"
40,"Pusa hispida botnica","VU"
37,"Pusa hispida botnica","VU"
38,"Pusa hispida botnica","VU"
35,"Pusa hispida botnica","VU"
36,"Pusa hispida botnica","VU"
29,"Pusa hispida botnica","VU"
30,"Pusa hispida botnica","VU"
31,"Pusa hispida botnica","VU"
36,"Pusa hispida botnica","VU"
20,"Pusa hispida botnica","VU"
21,"Pusa hispida botnica","VU"
22,"Pusa hispida botnica","VU"
23,"Pusa hispida botnica","VU"
24,"Pusa hispida botnica","VU"
25,"Pusa hispida botnica","VU"
1,"Phocoena phocoena","CR"
2,"Phocoena phocoena","CR"
9,"Phocoena phocoena","CR"
10,"Phocoena phocoena","CR"
7,"Phocoena phocoena","CR"
8,"Phocoena phocoena","CR"
3,"Phocoena phocoena","CR"
3,"Phocoena phocoena","CR"
4,"Phocoena phocoena","CR"
14,"Phocoena phocoena","CR"
15,"Phocoena phocoena","CR"
16,"Phocoena phocoena","CR"
17,"Phocoena phocoena","CR"
11,"Phocoena phocoena","CR"
12,"Phocoena phocoena","CR"
13,"Phocoena phocoena","CR"
26,"Phocoena phocoena","CR"
5,"Phocoena phocoena","CR"
6,"Phocoena phocoena","CR"
18,"Lutra lutra","NT"
19,"Lutra lutra","NT"
18,"Lutra lutra","NT"
19,"Lutra lutra","NT"
22,"Lutra lutra","NT"
23,"Lutra lutra","NT"
1,"Lutra lutra","NT"
2,"Lutra lutra","NT"
32,"Lutra lutra","NT"
33,"Lutra lutra","NT"
34,"Lutra lutra","NT"
27,"Lutra lutra","NT"
28,"Lutra lutra","NT"
9,"Lutra lutra","NT"
10,"Lutra lutra","NT"
7,"Lutra lutra","NT"
8,"Lutra lutra","NT"
3,"Lutra lutra","NT"
3,"Lutra lutra","NT"
4,"Lutra lutra","NT"
41,"Lutra lutra","NT"
42,"Lutra lutra","NT"
39,"Lutra lutra","NT"
40,"Lutra lutra","NT"
37,"Lutra lutra","NT"
38,"Lutra lutra","NT"
35,"Lutra lutra","NT"
36,"Lutra lutra","NT"
29,"Lutra lutra","NT"
30,"Lutra lutra","NT"
31,"Lutra lutra","NT"
14,"Lutra lutra","NT"
15,"Lutra lutra","NT"
16,"Lutra lutra","NT"
17,"Lutra lutra","NT"
11,"Lutra lutra","NT"
12,"Lutra lutra","NT"
13,"Lutra lutra","NT"
36,"Lutra lutra","NT"
26,"Lutra lutra","NT"
20,"Lutra lutra","NT"
21,"Lutra lutra","NT"
22,"Lutra lutra","NT"
23,"Lutra lutra","NT"
24,"Lutra lutra","NT"
25,"Lutra lutra","NT"
