"rgn_id","species_name","IUCN"
42,"Triglopsis quadricornis","LC"
39,"Triglopsis quadricornis","LC"
40,"Triglopsis quadricornis","LC"
37,"Triglopsis quadricornis","LC"
38,"Triglopsis quadricornis","LC"
35,"Triglopsis quadricornis","LC"
36,"Triglopsis quadricornis","LC"
29,"Triglopsis quadricornis","LC"
30,"Triglopsis quadricornis","LC"
31,"Triglopsis quadricornis","LC"
36,"Triglopsis quadricornis","LC"
26,"Triglopsis quadricornis","LC"
20,"Triglopsis quadricornis","LC"
21,"Triglopsis quadricornis","LC"
22,"Triglopsis quadricornis","LC"
23,"Triglopsis quadricornis","LC"
24,"Triglopsis quadricornis","LC"
25,"Triglopsis quadricornis","LC"
18,"Zoarces viviparus","NT"
19,"Zoarces viviparus","NT"
1,"Zoarces viviparus","NT"
2,"Zoarces viviparus","NT"
5,"Zoarces viviparus","NT"
6,"Zoarces viviparus","NT"
