"basin_name_holas","basin_name_baltsem","basin_abb_baltsem","year","sal_surface"
"Kiel Bay","Fehmarn Belt","FB",2001,13.2581617590411
"Kiel Bay","Fehmarn Belt","FB",2002,12.54579728
"Kiel Bay","Fehmarn Belt","FB",2003,13.5480991141096
"Kiel Bay","Fehmarn Belt","FB",2004,13.4935756905738
"Kiel Bay","Fehmarn Belt","FB",2005,13.1923923689041
"Kiel Bay","Fehmarn Belt","FB",2006,13.5709062817808
"Kiel Bay","Fehmarn Belt","FB",2007,13.3688397643836
"Kiel Bay","Fehmarn Belt","FB",2008,12.6737767075137
"Kiel Bay","Fehmarn Belt","FB",2009,13.7104667273973
"Kiel Bay","Fehmarn Belt","FB",2010,12.3957228139726
"Kiel Bay","Fehmarn Belt","FB",2011,13.2063195793151
"Kiel Bay","Fehmarn Belt","FB",2012,12.1504943754098
"Kiel Bay","Fehmarn Belt","FB",2013,13.4011983949315
"Kiel Bay","Fehmarn Belt","FB",2014,11.9997919782192
"Gulf of Finland","Gulf of Finland","GF",1970,5.61188865287671
"Gulf of Finland","Gulf of Finland","GF",1971,5.76053605342466
"Gulf of Finland","Gulf of Finland","GF",1972,5.78953054617486
"Gulf of Finland","Gulf of Finland","GF",1973,6.23196171123288
"Gulf of Finland","Gulf of Finland","GF",1974,6.1808636369863
"Gulf of Finland","Gulf of Finland","GF",1975,6.0004703760274
"Gulf of Finland","Gulf of Finland","GF",1976,6.16830486748634
"Gulf of Finland","Gulf of Finland","GF",1977,5.9836331769863
"Gulf of Finland","Gulf of Finland","GF",1978,5.79343937356164
"Gulf of Finland","Gulf of Finland","GF",1979,5.60463822863014
"Gulf of Finland","Gulf of Finland","GF",1980,5.64426249904372
"Gulf of Finland","Gulf of Finland","GF",1981,5.77469992684931
"Gulf of Finland","Gulf of Finland","GF",1982,5.4019424239726
"Gulf of Finland","Gulf of Finland","GF",1983,5.54849635041096
"Gulf of Finland","Gulf of Finland","GF",1984,5.68505872226776
"Gulf of Finland","Gulf of Finland","GF",1985,5.3022902439726
"Gulf of Finland","Gulf of Finland","GF",1986,5.40211676342466
"Gulf of Finland","Gulf of Finland","GF",1987,5.28240409630137
"Gulf of Finland","Gulf of Finland","GF",1988,5.26399293592896
"Gulf of Finland","Gulf of Finland","GF",1989,5.53666154315068
"Gulf of Finland","Gulf of Finland","GF",1990,5.51329793671233
"Gulf of Finland","Gulf of Finland","GF",1991,5.31517711438356
"Gulf of Finland","Gulf of Finland","GF",1992,5.49853772185792
"Gulf of Finland","Gulf of Finland","GF",1993,5.59025073630137
"Gulf of Finland","Gulf of Finland","GF",1994,5.31986571260274
"Gulf of Finland","Gulf of Finland","GF",1995,5.50214610958904
"Gulf of Finland","Gulf of Finland","GF",1996,5.33475083688525
"Gulf of Finland","Gulf of Finland","GF",1997,5.49990220246575
"Gulf of Finland","Gulf of Finland","GF",1998,5.32462465013699
"Gulf of Finland","Gulf of Finland","GF",1999,5.22282606438356
"Gulf of Finland","Gulf of Finland","GF",2000,5.45377000614754
"Gulf of Finland","Gulf of Finland","GF",2001,5.27193588383562
"Gulf of Finland","Gulf of Finland","GF",2002,5.16127307986301
"Gulf of Finland","Gulf of Finland","GF",2003,5.01821381232877
"Gulf of Finland","Gulf of Finland","GF",2004,5.14218343032787
"Gulf of Finland","Gulf of Finland","GF",2005,5.26274821219178
"Gulf of Finland","Gulf of Finland","GF",2006,5.25845916780822
"Gulf of Finland","Gulf of Finland","GF",2007,5.25372136561644
"Gulf of Finland","Gulf of Finland","GF",2008,5.09940978374317
"Gulf of Finland","Gulf of Finland","GF",2009,4.89744716917808
"Gulf of Finland","Gulf of Finland","GF",2010,4.60895173260274
"Gulf of Finland","Gulf of Finland","GF",2011,4.6323397790411
"Gulf of Finland","Gulf of Finland","GF",2012,4.80743223087432
"Gulf of Finland","Gulf of Finland","GF",2013,4.57074217821918
"Gulf of Finland","Gulf of Finland","GF",2014,4.76728731136986
"Gulf of Riga","Gulf of Riga","GR",1970,5.82571309
"Gulf of Riga","Gulf of Riga","GR",1971,5.79266079287671
"Gulf of Riga","Gulf of Riga","GR",1972,5.84730395860656
"Gulf of Riga","Gulf of Riga","GR",1973,5.87350436794521
"Gulf of Riga","Gulf of Riga","GR",1974,5.93172678054794
"Gulf of Riga","Gulf of Riga","GR",1975,5.79775436054795
"Gulf of Riga","Gulf of Riga","GR",1976,5.98443434535519
"Gulf of Riga","Gulf of Riga","GR",1977,6.00008608452055
"Gulf of Riga","Gulf of Riga","GR",1978,5.82487294287671
"Gulf of Riga","Gulf of Riga","GR",1979,5.67414529972603
"Gulf of Riga","Gulf of Riga","GR",1980,5.65887189426229
"Gulf of Riga","Gulf of Riga","GR",1981,5.60614409794521
"Gulf of Riga","Gulf of Riga","GR",1982,5.49807205164384
"Gulf of Riga","Gulf of Riga","GR",1983,5.55788889438356
"Gulf of Riga","Gulf of Riga","GR",1984,5.73183521639344
"Gulf of Riga","Gulf of Riga","GR",1985,5.59856535383562
"Gulf of Riga","Gulf of Riga","GR",1986,5.52593153520548
"Gulf of Riga","Gulf of Riga","GR",1987,5.45970449054794
"Gulf of Riga","Gulf of Riga","GR",1988,5.41517137909836
"Gulf of Riga","Gulf of Riga","GR",1989,5.4354995760274
"Gulf of Riga","Gulf of Riga","GR",1990,5.35738537931507
"Gulf of Riga","Gulf of Riga","GR",1991,5.22679599643836
"Gulf of Riga","Gulf of Riga","GR",1992,5.29141350546448
"Gulf of Riga","Gulf of Riga","GR",1993,5.36503345287671
"Gulf of Riga","Gulf of Riga","GR",1994,5.31931185328767
"Gulf of Riga","Gulf of Riga","GR",1995,5.34035754164384
"Gulf of Riga","Gulf of Riga","GR",1996,5.36197758948087
"Gulf of Riga","Gulf of Riga","GR",1997,5.39978825561644
"Gulf of Riga","Gulf of Riga","GR",1998,5.26211937643836
"Gulf of Riga","Gulf of Riga","GR",1999,5.15776706013699
"Gulf of Riga","Gulf of Riga","GR",2000,5.2241437931694
"Gulf of Riga","Gulf of Riga","GR",2001,5.25272315958904
"Gulf of Riga","Gulf of Riga","GR",2002,5.20687537767123
"Gulf of Riga","Gulf of Riga","GR",2003,5.25284292547945
"Gulf of Riga","Gulf of Riga","GR",2004,5.19041852199454
"Gulf of Riga","Gulf of Riga","GR",2005,5.17218216452055
"Gulf of Riga","Gulf of Riga","GR",2006,5.26595244520548
"Gulf of Riga","Gulf of Riga","GR",2007,5.27101365534247
"Gulf of Riga","Gulf of Riga","GR",2008,5.20003488934426
"Gulf of Riga","Gulf of Riga","GR",2009,5.0687931730137
"Gulf of Riga","Gulf of Riga","GR",2010,4.79652529150685
"Gulf of Riga","Gulf of Riga","GR",2011,4.71159675465753
"Gulf of Riga","Gulf of Riga","GR",2012,4.72206737868852
"Gulf of Riga","Gulf of Riga","GR",2013,4.61365169643836
"Gulf of Riga","Gulf of Riga","GR",2014,4.53906559178082
"Eastern Gotland Basin","Gotland Sea","GS",1970,7.24206128219178
"Northern Baltic Proper","Gotland Sea","GS",1970,7.24206128219178
"Western Gotland Basin","Gotland Sea","GS",1970,7.24206128219178
"Eastern Gotland Basin","Gotland Sea","GS",1971,7.32292098123288
"Northern Baltic Proper","Gotland Sea","GS",1971,7.32292098123288
"Western Gotland Basin","Gotland Sea","GS",1971,7.32292098123288
"Eastern Gotland Basin","Gotland Sea","GS",1972,7.41289307199454
"Northern Baltic Proper","Gotland Sea","GS",1972,7.41289307199454
"Western Gotland Basin","Gotland Sea","GS",1972,7.41289307199454
"Eastern Gotland Basin","Gotland Sea","GS",1973,7.47641260013699
"Northern Baltic Proper","Gotland Sea","GS",1973,7.47641260013699
"Western Gotland Basin","Gotland Sea","GS",1973,7.47641260013699
"Eastern Gotland Basin","Gotland Sea","GS",1974,7.50250167863014
"Northern Baltic Proper","Gotland Sea","GS",1974,7.50250167863014
"Western Gotland Basin","Gotland Sea","GS",1974,7.50250167863014
"Eastern Gotland Basin","Gotland Sea","GS",1975,7.56876676369863
"Northern Baltic Proper","Gotland Sea","GS",1975,7.56876676369863
"Western Gotland Basin","Gotland Sea","GS",1975,7.56876676369863
"Eastern Gotland Basin","Gotland Sea","GS",1976,7.67703902295082
"Northern Baltic Proper","Gotland Sea","GS",1976,7.67703902295082
"Western Gotland Basin","Gotland Sea","GS",1976,7.67703902295082
"Eastern Gotland Basin","Gotland Sea","GS",1977,7.59951236383562
"Northern Baltic Proper","Gotland Sea","GS",1977,7.59951236383562
"Western Gotland Basin","Gotland Sea","GS",1977,7.59951236383562
"Eastern Gotland Basin","Gotland Sea","GS",1978,7.61046006849315
"Northern Baltic Proper","Gotland Sea","GS",1978,7.61046006849315
"Western Gotland Basin","Gotland Sea","GS",1978,7.61046006849315
"Eastern Gotland Basin","Gotland Sea","GS",1979,7.53480011835616
"Northern Baltic Proper","Gotland Sea","GS",1979,7.53480011835616
"Western Gotland Basin","Gotland Sea","GS",1979,7.53480011835616
"Eastern Gotland Basin","Gotland Sea","GS",1980,7.45930782377049
"Northern Baltic Proper","Gotland Sea","GS",1980,7.45930782377049
"Western Gotland Basin","Gotland Sea","GS",1980,7.45930782377049
"Eastern Gotland Basin","Gotland Sea","GS",1981,7.45634828821918
"Northern Baltic Proper","Gotland Sea","GS",1981,7.45634828821918
"Western Gotland Basin","Gotland Sea","GS",1981,7.45634828821918
"Eastern Gotland Basin","Gotland Sea","GS",1982,7.34271209849315
"Northern Baltic Proper","Gotland Sea","GS",1982,7.34271209849315
"Western Gotland Basin","Gotland Sea","GS",1982,7.34271209849315
"Eastern Gotland Basin","Gotland Sea","GS",1983,7.40545286191781
"Northern Baltic Proper","Gotland Sea","GS",1983,7.40545286191781
"Western Gotland Basin","Gotland Sea","GS",1983,7.40545286191781
"Eastern Gotland Basin","Gotland Sea","GS",1984,7.46857198510929
"Northern Baltic Proper","Gotland Sea","GS",1984,7.46857198510929
"Western Gotland Basin","Gotland Sea","GS",1984,7.46857198510929
"Eastern Gotland Basin","Gotland Sea","GS",1985,7.30063463972603
"Northern Baltic Proper","Gotland Sea","GS",1985,7.30063463972603
"Western Gotland Basin","Gotland Sea","GS",1985,7.30063463972603
"Eastern Gotland Basin","Gotland Sea","GS",1986,7.18435695493151
"Northern Baltic Proper","Gotland Sea","GS",1986,7.18435695493151
"Western Gotland Basin","Gotland Sea","GS",1986,7.18435695493151
"Eastern Gotland Basin","Gotland Sea","GS",1987,7.17159160972603
"Northern Baltic Proper","Gotland Sea","GS",1987,7.17159160972603
"Western Gotland Basin","Gotland Sea","GS",1987,7.17159160972603
"Eastern Gotland Basin","Gotland Sea","GS",1988,7.07308255013661
"Northern Baltic Proper","Gotland Sea","GS",1988,7.07308255013661
"Western Gotland Basin","Gotland Sea","GS",1988,7.07308255013661
"Eastern Gotland Basin","Gotland Sea","GS",1989,7.06893153
"Northern Baltic Proper","Gotland Sea","GS",1989,7.06893153
"Western Gotland Basin","Gotland Sea","GS",1989,7.06893153
"Eastern Gotland Basin","Gotland Sea","GS",1990,7.11664131041096
"Northern Baltic Proper","Gotland Sea","GS",1990,7.11664131041096
"Western Gotland Basin","Gotland Sea","GS",1990,7.11664131041096
"Eastern Gotland Basin","Gotland Sea","GS",1991,7.14663727808219
"Northern Baltic Proper","Gotland Sea","GS",1991,7.14663727808219
"Western Gotland Basin","Gotland Sea","GS",1991,7.14663727808219
"Eastern Gotland Basin","Gotland Sea","GS",1992,7.15858094631148
"Northern Baltic Proper","Gotland Sea","GS",1992,7.15858094631148
"Western Gotland Basin","Gotland Sea","GS",1992,7.15858094631148
"Eastern Gotland Basin","Gotland Sea","GS",1993,7.14773752465753
"Northern Baltic Proper","Gotland Sea","GS",1993,7.14773752465753
"Western Gotland Basin","Gotland Sea","GS",1993,7.14773752465753
"Eastern Gotland Basin","Gotland Sea","GS",1994,7.03696897356164
"Northern Baltic Proper","Gotland Sea","GS",1994,7.03696897356164
"Western Gotland Basin","Gotland Sea","GS",1994,7.03696897356164
"Eastern Gotland Basin","Gotland Sea","GS",1995,7.02879514657534
"Northern Baltic Proper","Gotland Sea","GS",1995,7.02879514657534
"Western Gotland Basin","Gotland Sea","GS",1995,7.02879514657534
"Eastern Gotland Basin","Gotland Sea","GS",1996,6.93958962472678
"Northern Baltic Proper","Gotland Sea","GS",1996,6.93958962472678
"Western Gotland Basin","Gotland Sea","GS",1996,6.93958962472678
"Eastern Gotland Basin","Gotland Sea","GS",1997,6.92189495575342
"Northern Baltic Proper","Gotland Sea","GS",1997,6.92189495575342
"Western Gotland Basin","Gotland Sea","GS",1997,6.92189495575342
"Eastern Gotland Basin","Gotland Sea","GS",1998,6.86207056164384
"Northern Baltic Proper","Gotland Sea","GS",1998,6.86207056164384
"Western Gotland Basin","Gotland Sea","GS",1998,6.86207056164384
"Eastern Gotland Basin","Gotland Sea","GS",1999,6.75312480410959
"Northern Baltic Proper","Gotland Sea","GS",1999,6.75312480410959
"Western Gotland Basin","Gotland Sea","GS",1999,6.75312480410959
"Eastern Gotland Basin","Gotland Sea","GS",2000,6.87864689412568
"Northern Baltic Proper","Gotland Sea","GS",2000,6.87864689412568
"Western Gotland Basin","Gotland Sea","GS",2000,6.87864689412568
"Eastern Gotland Basin","Gotland Sea","GS",2001,6.80182612205479
"Northern Baltic Proper","Gotland Sea","GS",2001,6.80182612205479
"Western Gotland Basin","Gotland Sea","GS",2001,6.80182612205479
"Eastern Gotland Basin","Gotland Sea","GS",2002,6.75044863150685
"Northern Baltic Proper","Gotland Sea","GS",2002,6.75044863150685
"Western Gotland Basin","Gotland Sea","GS",2002,6.75044863150685
"Eastern Gotland Basin","Gotland Sea","GS",2003,6.6910884009589
"Northern Baltic Proper","Gotland Sea","GS",2003,6.6910884009589
"Western Gotland Basin","Gotland Sea","GS",2003,6.6910884009589
"Eastern Gotland Basin","Gotland Sea","GS",2004,6.72608208702186
"Northern Baltic Proper","Gotland Sea","GS",2004,6.72608208702186
"Western Gotland Basin","Gotland Sea","GS",2004,6.72608208702186
"Eastern Gotland Basin","Gotland Sea","GS",2005,6.76562463479452
"Northern Baltic Proper","Gotland Sea","GS",2005,6.76562463479452
"Western Gotland Basin","Gotland Sea","GS",2005,6.76562463479452
"Eastern Gotland Basin","Gotland Sea","GS",2006,6.73551310342466
"Northern Baltic Proper","Gotland Sea","GS",2006,6.73551310342466
"Western Gotland Basin","Gotland Sea","GS",2006,6.73551310342466
"Eastern Gotland Basin","Gotland Sea","GS",2007,6.72690979465753
"Northern Baltic Proper","Gotland Sea","GS",2007,6.72690979465753
"Western Gotland Basin","Gotland Sea","GS",2007,6.72690979465753
"Eastern Gotland Basin","Gotland Sea","GS",2008,6.692590875
"Northern Baltic Proper","Gotland Sea","GS",2008,6.692590875
"Western Gotland Basin","Gotland Sea","GS",2008,6.692590875
"Eastern Gotland Basin","Gotland Sea","GS",2009,6.5907318690411
"Northern Baltic Proper","Gotland Sea","GS",2009,6.5907318690411
"Western Gotland Basin","Gotland Sea","GS",2009,6.5907318690411
"Eastern Gotland Basin","Gotland Sea","GS",2010,6.41870269328767
"Northern Baltic Proper","Gotland Sea","GS",2010,6.41870269328767
"Western Gotland Basin","Gotland Sea","GS",2010,6.41870269328767
"Eastern Gotland Basin","Gotland Sea","GS",2011,6.42631745178082
"Northern Baltic Proper","Gotland Sea","GS",2011,6.42631745178082
"Western Gotland Basin","Gotland Sea","GS",2011,6.42631745178082
"Eastern Gotland Basin","Gotland Sea","GS",2012,6.50837328620219
"Northern Baltic Proper","Gotland Sea","GS",2012,6.50837328620219
"Western Gotland Basin","Gotland Sea","GS",2012,6.50837328620219
"Eastern Gotland Basin","Gotland Sea","GS",2013,6.34398868027397
"Northern Baltic Proper","Gotland Sea","GS",2013,6.34398868027397
"Western Gotland Basin","Gotland Sea","GS",2013,6.34398868027397
"Eastern Gotland Basin","Gotland Sea","GS",2014,6.31715688356164
"Northern Baltic Proper","Gotland Sea","GS",2014,6.31715688356164
"Western Gotland Basin","Gotland Sea","GS",2014,6.31715688356164
"The Sound","Oeresund","OS",1970,12.6114987931507
"The Sound","Oeresund","OS",1971,13.1456604852055
"The Sound","Oeresund","OS",1972,12.8742522769126
"The Sound","Oeresund","OS",1973,13.386634479726
"The Sound","Oeresund","OS",1974,13.1501175884932
"The Sound","Oeresund","OS",1975,12.8579077794521
"The Sound","Oeresund","OS",1976,12.9986897995902
"The Sound","Oeresund","OS",1977,12.9306715694521
"The Sound","Oeresund","OS",1978,12.7832702905479
"The Sound","Oeresund","OS",1979,13.2571421363014
"The Sound","Oeresund","OS",1980,12.7075090255464
"The Sound","Oeresund","OS",1981,11.8392366242466
"The Sound","Oeresund","OS",1982,12.0620949510959
"The Sound","Oeresund","OS",1983,12.894375400137
"The Sound","Oeresund","OS",1984,12.8506656826503
"The Sound","Oeresund","OS",1985,12.3086790882192
"The Sound","Oeresund","OS",1986,12.6972878973973
"The Sound","Oeresund","OS",1987,12.2634945478082
"The Sound","Oeresund","OS",1988,12.5336356790984
"The Sound","Oeresund","OS",1989,12.3247391079452
"The Sound","Oeresund","OS",1990,12.5275156353425
"The Sound","Oeresund","OS",1991,13.021042039863
"The Sound","Oeresund","OS",1992,12.8518062821038
"The Sound","Oeresund","OS",1993,12.3589908694521
"The Sound","Oeresund","OS",1994,13.0215927526027
"The Sound","Oeresund","OS",1995,12.0613165728767
"The Sound","Oeresund","OS",1996,12.8414998777322
"The Sound","Oeresund","OS",1997,12.5401272645205
"The Sound","Oeresund","OS",1998,12.8360144656164
"The Sound","Oeresund","OS",1999,11.9730785972603
"The Sound","Oeresund","OS",2000,11.8801016079235
"The Sound","Oeresund","OS",2001,12.3690640706849
"The Sound","Oeresund","OS",2002,12.3447395613699
"The Sound","Oeresund","OS",2003,13.5209845845205
"The Sound","Oeresund","OS",2004,12.7757170945355
"The Sound","Oeresund","OS",2005,12.0484729712329
"The Sound","Oeresund","OS",2006,13.1409049647945
"The Sound","Oeresund","OS",2007,12.4183800786301
"The Sound","Oeresund","OS",2008,12.0506936786885
"The Sound","Oeresund","OS",2009,11.1432341810959
"The Sound","Oeresund","OS",2010,11.2007217520548
"The Sound","Oeresund","OS",2011,12.0360454308219
"The Sound","Oeresund","OS",2012,10.2757030301913
"The Sound","Oeresund","OS",2013,11.5528315976712
"The Sound","Oeresund","OS",2014,11.2999526647945
"Great Belt","Samsoe Belt","SB",1970,18.3171632712329
"Great Belt","Samsoe Belt","SB",1971,18.7520317643836
"Great Belt","Samsoe Belt","SB",1972,19.1887160901639
"Great Belt","Samsoe Belt","SB",1973,18.7615368835616
"Great Belt","Samsoe Belt","SB",1974,19.0898044041096
"Great Belt","Samsoe Belt","SB",1975,17.9330310273973
"Great Belt","Samsoe Belt","SB",1976,18.7783546912568
"Great Belt","Samsoe Belt","SB",1977,18.4828088054795
"Great Belt","Samsoe Belt","SB",1978,18.6412194191781
"Great Belt","Samsoe Belt","SB",1979,18.2606804506849
"Great Belt","Samsoe Belt","SB",1980,18.2552338825137
"Great Belt","Samsoe Belt","SB",1981,17.4803075739726
"Great Belt","Samsoe Belt","SB",1982,16.7343248479452
"Great Belt","Samsoe Belt","SB",1983,18.1070083205479
"Great Belt","Samsoe Belt","SB",1984,18.513919476776
"Great Belt","Samsoe Belt","SB",1985,18.4890763643836
"Great Belt","Samsoe Belt","SB",1986,18.531154860274
"Great Belt","Samsoe Belt","SB",1987,17.2694159630137
"Great Belt","Samsoe Belt","SB",1988,18.1562426174863
"Great Belt","Samsoe Belt","SB",1989,18.4109017986301
"Great Belt","Samsoe Belt","SB",1990,18.1244130191781
"Great Belt","Samsoe Belt","SB",1991,18.6431594
"Great Belt","Samsoe Belt","SB",1992,18.8244623210383
"Great Belt","Samsoe Belt","SB",1993,17.9872630424658
"Great Belt","Samsoe Belt","SB",1994,18.1051667383562
"Great Belt","Samsoe Belt","SB",1995,17.0565843643836
"Great Belt","Samsoe Belt","SB",1996,20.129236557377
"Great Belt","Samsoe Belt","SB",1997,18.4123785054795
"Great Belt","Samsoe Belt","SB",1998,18.0260794232877
"Great Belt","Samsoe Belt","SB",1999,17.2670580986301
"Great Belt","Samsoe Belt","SB",2000,17.5362906215847
"Great Belt","Samsoe Belt","SB",2001,18.3491490246575
"Great Belt","Samsoe Belt","SB",2002,17.5029370726027
"Great Belt","Samsoe Belt","SB",2003,19.704929339726
"Great Belt","Samsoe Belt","SB",2004,18.8115005532787
"Great Belt","Samsoe Belt","SB",2005,18.2321159150685
"Great Belt","Samsoe Belt","SB",2006,19.1575846630137
"Great Belt","Samsoe Belt","SB",2007,17.7629405739726
"Great Belt","Samsoe Belt","SB",2008,16.9750130587432
"Great Belt","Samsoe Belt","SB",2009,17.9006595739726
"Great Belt","Samsoe Belt","SB",2010,17.4905081876712
"Great Belt","Samsoe Belt","SB",2011,17.6092928356164
"Great Belt","Samsoe Belt","SB",2012,16.2679371939891
"Great Belt","Samsoe Belt","SB",2013,17.9672739712329
"Great Belt","Samsoe Belt","SB",2014,16.8628767863014
"","Northern Kattegat","NK",NA,NA
"","Southern Kattegat","SK",NA,NA
