"","value","location","unit","bhi_goal","data_descrip"
"1",1561.59544126766,"Denmark","tonnes","TRA","modeled mismanaged plastic waste 2015"
"2",6774.95075750267,"Estonia","tonnes","TRA","modeled mismanaged plastic waste 2015"
"3",5463.75253839566,"Finland","tonnes","TRA","modeled mismanaged plastic waste 2015"
"4",6066.46653786165,"Germany","tonnes","TRA","modeled mismanaged plastic waste 2015"
"5",12407.5210697536,"Latvia","tonnes","TRA","modeled mismanaged plastic waste 2015"
"6",4145.07710333226,"Lithuania","tonnes","TRA","modeled mismanaged plastic waste 2015"
"7",19420.6890360486,"Poland","tonnes","TRA","modeled mismanaged plastic waste 2015"
"8",2141.59597578364,"Sweden","tonnes","TRA","modeled mismanaged plastic waste 2015"
"9",45037.0969090742,"Russia","tonnes","TRA","modeled mismanaged plastic waste 2015"
