"lat","lon","data_descrip","goal"
64.17916667,23.3265,"ICES6 PCB unique locations","CON"
61.71083333,20.7075,"ICES6 PCB unique locations","CON"
59.87983333,19.958,"ICES6 PCB unique locations","CON"
59.5475,22.60533333,"ICES6 PCB unique locations","CON"
65.15,25.16666667,"ICES6 PCB unique locations","CON"
60.18333333,19.46666667,"ICES6 PCB unique locations","CON"
59.95,20.11666667,"ICES6 PCB unique locations","CON"
59.97266667,20.08616667,"ICES6 PCB unique locations","CON"
59.71666667,23.33333333,"ICES6 PCB unique locations","CON"
59.63333333,23.75,"ICES6 PCB unique locations","CON"
59.76666667,23.86666667,"ICES6 PCB unique locations","CON"
59.46666667,22.25,"ICES6 PCB unique locations","CON"
59.58333333,22.3,"ICES6 PCB unique locations","CON"
59.93333333,22.21666667,"ICES6 PCB unique locations","CON"
60.33333333,26.15,"ICES6 PCB unique locations","CON"
60.36666667,26.81666667,"ICES6 PCB unique locations","CON"
60.38333333,26.71666667,"ICES6 PCB unique locations","CON"
60.35,26.75,"ICES6 PCB unique locations","CON"
60.51866667,27.13833333,"ICES6 PCB unique locations","CON"
61.6,20.83333333,"ICES6 PCB unique locations","CON"
61.75,20.5,"ICES6 PCB unique locations","CON"
61.86666667,20.75,"ICES6 PCB unique locations","CON"
61.61666667,20.81666667,"ICES6 PCB unique locations","CON"
61.66666667,20.66666667,"ICES6 PCB unique locations","CON"
64.3,23.10833333,"ICES6 PCB unique locations","CON"
64.15,23.25833333,"ICES6 PCB unique locations","CON"
64.13333333,23.25,"ICES6 PCB unique locations","CON"
54.84183333,14.04083333,"ICES6 PCB unique locations","CON"
54.76766667,13.94166667,"ICES6 PCB unique locations","CON"
54.69133333,13.81733333,"ICES6 PCB unique locations","CON"
54.74216667,13.92283333,"ICES6 PCB unique locations","CON"
55.07966667,13.25016667,"ICES6 PCB unique locations","CON"
55.08566667,13.82616667,"ICES6 PCB unique locations","CON"
55.00733333,17.43333333,"ICES6 PCB unique locations","CON"
54.744,13.92583333,"ICES6 PCB unique locations","CON"
54.68466667,13.94916667,"ICES6 PCB unique locations","CON"
54.91666667,16.66666667,"ICES6 PCB unique locations","CON"
54.91666667,18.66666667,"ICES6 PCB unique locations","CON"
55.3163,13.611,"ICES6 PCB unique locations","CON"
60.5326,18.1624,"ICES6 PCB unique locations","CON"
57.3167,17.5,"ICES6 PCB unique locations","CON"
57.2247,11.828,"ICES6 PCB unique locations","CON"
62.8645,18.2412,"ICES6 PCB unique locations","CON"
65.5825,22.8791,"ICES6 PCB unique locations","CON"
63.6808,20.8768,"ICES6 PCB unique locations","CON"
65.0568,21.475,"ICES6 PCB unique locations","CON"
56.3251,12.3811,"ICES6 PCB unique locations","CON"
59.5652,18.8348,"ICES6 PCB unique locations","CON"
58.6936,18.0043,"ICES6 PCB unique locations","CON"
61.4554,17.1622,"ICES6 PCB unique locations","CON"
65.7555,22.4181,"ICES6 PCB unique locations","CON"
55.9491,15.781,"ICES6 PCB unique locations","CON"
55.7507,14.2833,"ICES6 PCB unique locations","CON"
