BHI_ID,Basin,year,dip_status,din_status,chla_status,secchi_status,oxy_status
1,Kattegat,2009,72.2721299080059,73.7372496005899,78.9774425987201,100,NA
1,Kattegat,2010,100,82.6190230300527,74.5972851266789,100,NA
1,Kattegat,2011,86.0659139872319,50.1465823175436,85.1548144694622,86.8421052631579,NA
1,Kattegat,2012,86.4280510049007,100,100,100,NA
1,Kattegat,2013,66.3972423630097,60.7779578606159,100,100,NA
2,Kattegat,2009,72.2721299080059,73.7372496005899,78.9774425987201,100,NA
2,Kattegat,2010,100,82.6190230300527,74.5972851266789,100,NA
2,Kattegat,2011,86.0659139872319,50.1465823175436,85.1548144694622,86.8421052631579,NA
2,Kattegat,2012,86.4280510049007,100,100,100,NA
2,Kattegat,2013,66.3972423630097,60.7779578606159,100,100,NA
3,Great Belt,2009,77.4805447470817,25.054516772607,80.5858753389963,94.11764705882352,NA
3,Great Belt,2010,89.6656534954407,38.6111566937266,73.2103461593402,NA,NA
3,Great Belt,2011,80.2266288951841,18.3239677498168,52.8995756718529,NA,NA
3,Great Belt,2012,84.648493543759,23.7597414940125,60.5157733810943,NA,NA
3,Great Belt,2013,76.3754045307443,44.2529159510688,64.0853196655741,NA,NA
4,Great Belt,2009,77.4805447470817,25.054516772607,80.5858753389963,94.11764705882352,NA
4,Great Belt,2010,89.6656534954407,38.6111566937266,73.2103461593402,NA,NA
4,Great Belt,2011,80.2266288951841,18.3239677498168,52.8995756718529,NA,NA
4,Great Belt,2012,84.648493543759,23.7597414940125,60.5157733810943,NA,NA
4,Great Belt,2013,76.3754045307443,44.2529159510688,64.0853196655741,NA,NA
5,The Sound,2009,56.9667077681874,59.9636583888553,66.5047069541451,NA,NA
5,The Sound,2010,64.7315694836887,49.53095684803,79.5026780528727,NA,NA
5,The Sound,2011,60.086590951873,NA,64.2049736247174,NA,NA
5,The Sound,2012,59.4567019512818,87.0712401055409,100,NA,NA
5,The Sound,2013,52.3793895635051,73.049252905368,100,NA,NA
6,The Sound,2009,56.9667077681874,59.9636583888553,66.5047069541451,NA,NA
6,The Sound,2010,64.7315694836887,49.53095684803,79.5026780528727,NA,NA
6,The Sound,2011,60.086590951873,NA,64.2049736247174,NA,NA
6,The Sound,2012,59.4567019512818,87.0712401055409,100,NA,NA
6,The Sound,2013,52.3793895635051,73.049252905368,100,NA,NA
7,Kiel Bay,2009,79.8816568047337,98.4095427435389,76.4899606926591,93.24324324324324,NA
7,Kiel Bay,2010,100,90.4977375565611,100,71.62162162162161,NA
7,Kiel Bay,2011,100,82.366154998128,NA,67.56756756756756,NA
7,Kiel Bay,2012,79.5811518324607,92.7878532264867,NA,100,NA
7,Kiel Bay,2013,74.8768472906404,93.6568752660707,NA,81.08108108108108,NA
8,Kiel Bay,2009,79.8816568047337,98.4095427435389,76.4899606926591,93.24324324324324,NA
8,Kiel Bay,2010,100,90.4977375565611,100,71.62162162162161,NA
8,Kiel Bay,2011,100,82.366154998128,NA,67.56756756756756,NA
8,Kiel Bay,2012,79.5811518324607,92.7878532264867,NA,100,NA
8,Kiel Bay,2013,74.8768472906404,93.6568752660707,NA,81.08108108108108,NA
9,Bay of Mecklenburg,2009,76.529284164859,81.7645940292831,66.3761314113309,67.6056338028169,NA
9,Bay of Mecklenburg,2010,75.3846153846154,55.8804418453541,100,77.46478873239437,NA
9,Bay of Mecklenburg,2011,93.7905890395351,50.8976129414086,94.0298507462687,84.50704225352113,NA
9,Bay of Mecklenburg,2012,69.4507719564667,100,100,100,NA
9,Bay of Mecklenburg,2013,60.6811145510836,61.2753829711436,NA,87.32394366197184,NA
10,Bay of Mecklenburg,2009,76.529284164859,81.7645940292831,66.3761314113309,67.6056338028169,NA
10,Bay of Mecklenburg,2010,75.3846153846154,55.8804418453541,100,77.46478873239437,NA
10,Bay of Mecklenburg,2011,93.7905890395351,50.8976129414086,94.0298507462687,84.50704225352113,NA
10,Bay of Mecklenburg,2012,69.4507719564667,100,100,100,NA
10,Bay of Mecklenburg,2013,60.6811145510836,61.2753829711436,NA,87.32394366197184,NA
11,Arkona Basin,2009,57.5178316690442,60.938467407551,90.7872354122335,73.6111111111111,NA
11,Arkona Basin,2010,59.2538405267008,23.1922692435855,88.7977047549108,84.72222222222221,NA
11,Arkona Basin,2011,64.5644461962949,44.84391611095,88.7335544776545,100,NA
11,Arkona Basin,2012,47.9591966200185,41.2273427319038,100,100,NA
