"rgn_id","basin_id"
1,1
2,1
3,1
5,1
6,1
7,1
9,1
11,1
12,1
14,1
15,1
26,1
29,1
32,1
35,1
36,1
37,2
38,2
39,2
40,2
41,2
42,2
