name_csv,plan,BSPA_ID,mgmt_status,implem_date,name_shape,BHI_ID,country,mpa_area,date_est,eez_area_km2
Oelsemagle Strand og Staunings Oe,Natura 2000 omrade nr. 147 Oelsemagle Strand og Staunings Oe,281,Implemented,08.12.0011,Ølsemagle Strand og Staunings Ø,12,Denmark,538,16.12.2009,6272.53375
Havet og kysten mellem Hundested og Roervig,Natura 2000 omrade nr. 153 Havet og kysten mellem Hundested og Roervig,253,Implemented,08.12.0011,Havet og kysten mellem Hundested og Rørvig,2,Denmark,4023,28.8.2009,15300.69996
Sejeroe Bugt og Saltbaek Vig,"Natura 2000 omrade nr. 154 Sejeroe Bugt, Saltbaek Vig, Bjergene og Bollinge Bakke",268,Implemented,08.11.0011,Sejerø Bugt og Saltbæk Vig,3,Denmark,44500,6.4.2009,10369.11323
Udby Vig,Natura 2000 omrade nr. 155 Udby Vig,292,Implemented,08.12.0011,Udby Vig,2,Denmark,384,16.12.2009,15300.69996
Hov Vig,Natura 2000 omrade nr. 164 Hov Vig,280,Implemented,08.12.0011,Hov Vig,2,Denmark,240,16.12.2009,15300.69996
Havet og kysten mellem Praestoe Fjord og Groensund,Natura 2000 omrade nr. 168 Havet og kysten mellem Praestoe Fjord og Groensund,264,Implemented,08.12.0011,Havet og kysten mellem Præstø Fjord og Grønsund,12,Denmark,32815,6.4.2009,6272.53375
Klinteskov Kalkgrund,Natura 2000 omrade nr. 171 Klinteskov Kalkgrund,258,Implemented,NA,Klinteskov Kalkgrund,12,Denmark,1994,10.9.2009,6272.53375
Nakskov Fjord og Inderfjord,Natura 2000 omrade nr. 179 Nakskov Fjord og Indrefjord,263,Implemented,08.12.0011,Nakskov Fjord og Inderfjord,3,Denmark,8526,10.9.2009,10369.11323
Stege Nor,Natura 2000 omrade nr. 180 Stege Nor,291,Implemented,08.12.0011,Stege Nor,12,Denmark,572,16.12.2009,6272.53375
Ryggen,Natura 2000 omrade nr. 196 Ryggen,266,Implemented,08.11.0012,Ryggen,3,Denmark,437,10.9.2009,10369.11323
Hatter Barn,Natura 2000-plan 2010-2015. Hatter Barn - Natura 2000-omrade nr. 198 - Habitatomrade H174,252,Implemented,08.12.2011,Hatter Barn,3,Denmark,633,10.9.2009,10369.11323
Broen,Natura 2000-plan 2010-2015. Broen - Natura 2000-omrade nr. 199 - Habitatomrade H175,248,Implemented,08.12.2011,Broen,3,Denmark,588,10.9.2009,10369.11323
Munkegrund,Natura 2000 omrade nr. 205 Munkegrunde,262,Implemented,08.12.0011,Munkegrunde,3,Denmark,1329,10.9.2009,10369.11323
Stevns Rev,Natura 2000 omrade nr. 206 Stevns Rev,270,Implemented,08.12.0011,Stevns Rev,12,Denmark,4640,10.9.2009,6272.53375
Boechers Grund,Natura 2000-plan 2010-2015: Boechers Grund - Natura 2000-omrade nr. 208,247,Implemented,08.12.0011,Bøchers Grund,12,Denmark,1098,10.9.2009,6272.53375
Hvideodde Rev,Natura 2000 omrade nr. 211 Hvideodde,256,Implemented,08.12.0011,Hvideodde Rev,12,Denmark,789,17.9.2009,6272.53375
Hvideodde Rev,Natura 2000 omrade nr. 211 Hvideodde,256,Implemented,08.12.0011,Hvideodde Rev,15,Denmark,789,17.9.2009,7152.79836
Bakkebraedt og Bakkegrund,Natura 2000-plan 2010-2015. Bakkebraedt og Bakkegrund. Natura 2000-omrade nr. 212. Habitatomrade H212,245,Implemented,08.12.2011,Bakkebrædt og Bakkeground,12,Denmark,299,10.9.2009,6272.53375
Mols Bjerge med kystvande,Natura 2000 omrade nr. 227 Mols Bjerge med kystvande,261,Implemented,08.12.0011,Mols Bjerge med kystvande,3,Denmark,2915,23.9.2009,10369.11323
Kaloeskovene og Kaloevig,Natura 2000 omrade nr. 230 Kaloeskovene og Kaloevig,283,Implemented,08.12.0011,Kaløskovene og Kaløvig,3,Denmark,746,16.12.2009,10369.11323
Kobberhage kystarealer,Natura 2000 omrade nr. 231 Kobberhage kystarealer,284,Implemented,08.12.0011,Kobberhage kystarealer,3,Denmark,792,16.12.2009,10369.11323
Kobberhage kystarealer,Natura 2000 omrade nr. 231 Kobberhage kystarealer,284,Implemented,08.12.0011,Kobberhage kystarealer,2,Denmark,792,16.12.2009,15300.69996
Jaegerspris Skydeterraen,Natura 2000 omrade nr. 235 Jaegerspris Skydeterraen,282,Implemented,08.12.0011,Jægerspris Skydeterræn,2,Denmark,569,16.12.2009,15300.69996
Thuroe Rev,Natura 2000-omrade nr. 242 Thuroe Rev,272,Implemented,08.12.0011,Thurø Rev,3,Denmark,163,10.9.2009,10369.11323
"Alborg Bugt, oestlige del","Natura 2000 omrade nr. 245 Alborg Bugt, oestlige del",274,Implemented,08.12.0011,"Ålborg Bugt, østlige del",2,Denmark,177360,16.12.2009,15300.69996
Kims Top og den Kinesiske Mur,Natura 2000 omrade nr. 190 Kims Top og den Kinesiske Mur,257,Implemented,08.12.0011,Kims Top og den Kinesiske Mur,2,Denmark,26100,10.9.2009,15300.69996
"Horsens Fjord, havet oest for og Endelave","Natura 2000 omrade nr. 56 Horsens Fjord, havet oest for og Endelave",255,Implemented,08.12.0011,"Horsens Fjord, havet øst for og Endelave",3,Denmark,45823,10.9.2009,10369.11323
Lysegrund,Natura 2000 omrade nr. 207 Lysegrund,260,Implemented,08.12.0011,Lysegrund,2,Denmark,3158,10.9.2009,15300.69996
"Roesnaes, Roesnaes Rev og Kalundborg Fjord","Natura 2000 omrade nr. 166 Roesnaes, Roesnaes Rev og Kalundborg Fjord",288,Implemented,08.12.0011,"Røsnæs, Røsnæs Rev og Kalundborg Fjord",3,Denmark,5664,16.12.2009,10369.11323
Schultz og Hastens Grund samt Briseis Flak,Natura 2000 omrade nr. 204 Schultz og Hastens Grund samt Briseis Flak,267,Implemented,08.12.0011,Schultz og Hastens Grund samt Briseis Flak,2,Denmark,20710,10.9.2009,15300.69996
"Flensborg Fjord, Bredgrund og farvandet omkring Als","Natura 2000-plan 2010-2015 - Natura 2000-omrade nr. N197, Flensborg Fjord, Bredgrund og farvandet omkring Als Delplan for: Fuglebeskyttelsesomrade F64 Flensborg Fjord og Nyboel Nor",250,Implemented,08.12.2011,"Flensborg Fjord, Bredgrund og farvandet omkring Als",3,Denmark,64922,10.9.2009,10369.11323
"Flensborg Fjord, Bredgrund og farvandet omkring Als","Natura 2000-plan 2010-2015 - Natura 2000-omrade nr. N197, Flensborg Fjord, Bredgrund og farvandet omkring Als Delplan for: Fuglebeskyttelsesomrade F64 Flensborg Fjord og Nyboel Nor",250,Implemented,08.12.2011,"Flensborg Fjord, Bredgrund og farvandet omkring Als",7,Denmark,64922,10.9.2009,1208.87616
"Flensborg Fjord, Bredgrund og farvandet omkring Als","Natura 2000-plan 2010-2015 - Natura 2000-omrade nr. N197, Flensborg Fjord, Bredgrund og farvandet omkring Als Delplan for: Fuglebeskyttelsesomrade F64 Flensborg Fjord og Nyboel Nor",250,Implemented,08.12.2011,"Flensborg Fjord, Bredgrund og farvandet omkring Als",4,Denmark,64922,10.9.2009,140.98877
"Flensborg Fjord, Bredgrund og farvandet omkring Als","Natura 2000-plan 2010-2015 - Natura 2000-omrade nr. N197, Flensborg Fjord, Bredgrund og farvandet omkring Als Delplan for: Fuglebeskyttelsesomrade F64 Flensborg Fjord og Nyboel Nor",250,Implemented,08.12.2011,"Flensborg Fjord, Bredgrund og farvandet omkring Als",8,Denmark,64922,10.9.2009,2079.47971
Ebbeloekke Rev,"Natura 2000-plan 2010-2015, Ebbeloekke Rev, Natura 2000-omrade - nr. 243, Habitatomrade H243",277,Implemented,08.12.2011,Ebbeløkke Rev,2,Denmark,140,16.12.2009,15300.69996
Kyndby Kyst,Natura 2000 omrade nr. 244 Kyndby Kyst,285,Implemented,08.12.0011,Kyndby Kyst,2,Denmark,360,16.12.2009,15300.69996
Finngrundet-Oestra Banken,Bevarandeplan foer Finngrundet-Oestra Banken,297,Implemented,15.12.2014,Finngrundet-Östra Banken,37,Sweden,23162,16.5.2011,31735.90809
Vaenta Litets Grund,-0,298,Implemented,NA,Vänta Litets Grund,37,Sweden,15139,16.5.2011,31735.90809
Marakallen,Bevarandeplan Natura 2000 Marakallen SE0820751,299,Implemented,23.11.2010,Marakallen,41,Sweden,5985,16.5.2011,17335.82956
Kvaedoefjaerden med Torroe,Torroe naturreservat,300,Implemented,16.12.2008,Kvädöfjärden med Torrö,26,Sweden,5663,16.5.2011,27456.05692
Kvaedoefjaerden med Torroe,Kvaedoefjaerdens naturreservat,300,Implemented,28.12.2007,Kvädöfjärden med Torrö,26,Sweden,5663,16.5.2011,27456.05692
Pakri,-0,206,Implemented,NA,Pakri,34,Estonia,20470,1.4.2009,8426.04463
Lahemaa,-0,88,Implemented,NA,Lahemaa,34,Estonia,74421,1.4.2009,8426.04463
Hiiu Madala,-0,90,Implemented,NA,Hiiu Madala,31,Estonia,9600,1.4.2009,11841.39906
Vilsandi,test management,91,Implemented,NA,Vilsandi,25,Estonia,31720,1.4.2009,5414.05646
Vilsandi,test management,91,Implemented,NA,Vilsandi,31,Estonia,31720,1.4.2009,11841.39906
Haparanda Archipelago,Bevarandeplan Natura 2000 Haparanda Sandskaer SE0820320,101,Implemented,11.12.2007,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Bevarandeplan Natura 2000 Tervaletto SE0820748,101,Implemented,11.12.2007,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Bevarandeplan Natura 2000 Maloeren SE0820724,101,Implemented,11.12.2007,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Bevarandeplan Natura 2000 Tantamanni SE0820747,101,Implemented,11.12.2007,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Bevarandeplan Natura 2000 Stora Hepokari SE0820735,101,Implemented,11.12.2007,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Bevarandeplan Natura 2000 Toeyrae SE0820749,101,Implemented,11.12.2007,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Bevarandeplan Natura 2000 Sarvenkataja SE0820734,101,Implemented,11.12.2007,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Bevarandeplan Natura 2000 Huitori SE0820743,101,Implemented,11.12.2007,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Bevarandeplan Natura 2000 Enskaer SE0820742,101,Implemented,11.12.2007,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Bevarandeplan Natura 2000 Haparanda skaergard (SE0820108),101,Implemented,11.12.2007,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Bevarandeplan Natura 2000 Austi SE0820741,101,Implemented,11.12.2007,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Bevarandeplan Natura 2000 Stora Hamnskaer SE0820746,101,Implemented,11.12.2007,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Bevarandeplan Natura 2000 Aeimae SE0820750,101,Implemented,11.12.2007,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Bevarandeplan Natura 2000 Kataja SE0820744,101,Implemented,11.12.2007,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Bevarandeplan Natura 2000 Haparanda Sandskaer SE0820320,101,Implemented,11.12.2007,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Haparanda Archipelago,Bevarandeplan Natura 2000 Tervaletto SE0820748,101,Implemented,11.12.2007,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Haparanda Archipelago,Bevarandeplan Natura 2000 Maloeren SE0820724,101,Implemented,11.12.2007,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Haparanda Archipelago,Bevarandeplan Natura 2000 Tantamanni SE0820747,101,Implemented,11.12.2007,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Haparanda Archipelago,Bevarandeplan Natura 2000 Stora Hepokari SE0820735,101,Implemented,11.12.2007,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Haparanda Archipelago,Bevarandeplan Natura 2000 Toeyrae SE0820749,101,Implemented,11.12.2007,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Haparanda Archipelago,Bevarandeplan Natura 2000 Sarvenkataja SE0820734,101,Implemented,11.12.2007,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Haparanda Archipelago,Bevarandeplan Natura 2000 Huitori SE0820743,101,Implemented,11.12.2007,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Haparanda Archipelago,Bevarandeplan Natura 2000 Enskaer SE0820742,101,Implemented,11.12.2007,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Haparanda Archipelago,Bevarandeplan Natura 2000 Haparanda skaergard (SE0820108),101,Implemented,11.12.2007,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Haparanda Archipelago,Bevarandeplan Natura 2000 Austi SE0820741,101,Implemented,11.12.2007,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Haparanda Archipelago,Bevarandeplan Natura 2000 Stora Hamnskaer SE0820746,101,Implemented,11.12.2007,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Haparanda Archipelago,Bevarandeplan Natura 2000 Aeimae SE0820750,101,Implemented,11.12.2007,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Haparanda Archipelago,Bevarandeplan Natura 2000 Kataja SE0820744,101,Implemented,11.12.2007,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Holmoe Islands,Bevarandeplan Holmoearna,103,Implemented,NA,Holmö Islands,39,Sweden,24216,25.9.2008,3215.71496
High Coast,-0,104,Implemented,NA,High Coast,37,Sweden,152034,30.9.2008,31735.90809
Graesoe/Singoe Archipelago,Skoetselplan foer naturreservatet Graesoe oestra skaergard,105,Implemented,21.02.2012,Gräsö/Singö Archipelago,35,Sweden,66247,16.9.2008,2703.05659
Graesoe/Singoe Archipelago,Skoetselplan foer naturreservatet Graesoe oestra skaergard,105,Implemented,21.02.2012,Gräsö/Singö Archipelago,35,Sweden,66247,16.9.2008,2703.05659
Stora Nassa-Sv. Hoegarna,Svenska Hoegarna naturreservat,106,Implemented,16.12.1988,Stora Nassa-Sv. Högarna,29,Sweden,29852,16.9.2008,17728.40167
Stora Nassa-Sv. Hoegarna,Stora Nassa naturreservat,106,Implemented,07.05.2013,Stora Nassa-Sv. Högarna,29,Sweden,29852,16.9.2008,17728.40167
Stora Nassa-Sv. Hoegarna,Marin samverkansplan foer Stora Nassa-Svenska Hoegarna,106,Implemented,01.12.2010,Stora Nassa-Sv. Högarna,29,Sweden,29852,16.9.2008,17728.40167
Fifang-Askoe-Hartsoe,-0,107,Implemented,NA,Fifång-Askö-Hartsö,29,Sweden,29550,16.9.2008,17728.40167
S:t Anna/Missjoe Archipelago,Missjoe naturreservat,108,Implemented,10.12.2014,St. Anna/Missjö Archipelago,26,Sweden,16614,16.9.2008,27456.05692
Kopparstenarna/Gotska Sandoen/Salvorev Area,Bevarandeplan foer Natura 2000-omrade (Gotska Sandoen-)Salvorev SE0340097 Del 2,109,Implemented,30.08.2005,Kopparstenarna/Gotska Sandön/Salvorev Area,20,Sweden,60510,16.9.2008,21941.00756
Kopparstenarna/Gotska Sandoen/Salvorev Area,Bevarandeplan foer Natura 2000-omrade (Gotska Sandoen-)Salvorev SE0340097 Del 2,109,Implemented,30.08.2005,Kopparstenarna/Gotska Sandön/Salvorev Area,29,Sweden,60510,16.9.2008,17728.40167
Kopparstenarna/Gotska Sandoen/Salvorev Area,Bevarandeplan foer Natura 2000-omrade (Gotska Sandoen-)Salvorev SE0340097 Del 2,109,Implemented,30.08.2005,Kopparstenarna/Gotska Sandön/Salvorev Area,26,Sweden,60510,16.9.2008,27456.05692
Falsterbo Peninsula with Maklaeppen,Falsterbo skjutfaelt,111,Implemented,16.12.2005,Falsterbo Peninsula with Måkläppen,11,Sweden,46330,30.9.2008,4226.44762
Falsterbo Peninsula with Maklaeppen,Falsterbo-Foteviken,111,Implemented,16.12.2005,Falsterbo Peninsula with Måkläppen,11,Sweden,46330,30.9.2008,4226.44762
Falsterbo Peninsula with Maklaeppen,Tygelsjoe-Gessie,111,Implemented,16.12.2005,Falsterbo Peninsula with Måkläppen,11,Sweden,46330,30.9.2008,4226.44762
Falsterbo Peninsula with Maklaeppen,Vellinge aengar,111,Implemented,16.12.2005,Falsterbo Peninsula with Måkläppen,11,Sweden,46330,30.9.2008,4226.44762
Falsterbo Peninsula with Maklaeppen,Falsterbohalvoens havsomrade,111,Implemented,10.03.2011,Falsterbo Peninsula with Måkläppen,11,Sweden,46330,30.9.2008,4226.44762
Falsterbo Peninsula with Maklaeppen,Foteviksomradet,111,Implemented,19.05.2011,Falsterbo Peninsula with Måkläppen,11,Sweden,46330,30.9.2008,4226.44762
Falsterbo Peninsula with Maklaeppen,Falsterbohalvoen,111,Implemented,16.12.2005,Falsterbo Peninsula with Måkläppen,11,Sweden,46330,30.9.2008,4226.44762
Kullaberg-Skaelderviken,Vaestra Kullaberg,112,Implemented,26.09.2012,Kullaberg-Skälderviken,1,Sweden,4519,30.9.2008,6739.5362
Kullaberg-Skaelderviken,Oestra Kullaberg,112,Implemented,26.09.2012,Kullaberg-Skälderviken,1,Sweden,4519,30.9.2008,6739.5362
Kullaberg-Skaelderviken,Jonstorp-Vegeans mynning,112,Implemented,NA,Kullaberg-Skälderviken,1,Sweden,4519,30.9.2008,6739.5362
Kullaberg-Skaelderviken,Nabben,112,Implemented,13.12.1994,Kullaberg-Skälderviken,1,Sweden,4519,30.9.2008,6739.5362
Kullaberg-Skaelderviken,Skaeret,112,Implemented,15.01.2009,Kullaberg-Skälderviken,1,Sweden,4519,30.9.2008,6739.5362
Kullaberg-Skaelderviken,Vaestra Kullaberg,112,Implemented,26.09.2012,Kullaberg-Skälderviken,5,Sweden,4519,30.9.2008,612.66514
Kullaberg-Skaelderviken,Oestra Kullaberg,112,Implemented,26.09.2012,Kullaberg-Skälderviken,5,Sweden,4519,30.9.2008,612.66514
Kullaberg-Skaelderviken,Jonstorp-Vegeans mynning,112,Implemented,NA,Kullaberg-Skälderviken,5,Sweden,4519,30.9.2008,612.66514
Kullaberg-Skaelderviken,Nabben,112,Implemented,13.12.1994,Kullaberg-Skälderviken,5,Sweden,4519,30.9.2008,612.66514
Kullaberg-Skaelderviken,Skaeret,112,Implemented,15.01.2009,Kullaberg-Skälderviken,5,Sweden,4519,30.9.2008,612.66514
Kungsbackafjorden,Skoetselplan foer naturreservatet Kungsbackafjorden i Kungsbacka,113,Implemented,15.12.2003,Kungsbackafjorden,1,Sweden,7877,30.9.2008,6739.5362
Hoburgs Bank,Bevarandeplan foer Natura 2000-omrade Hoburgs bank SE0340144,115,Implemented,30.08.2005,Hoburgs Bank,20,Sweden,122671,16.9.2008,21941.00756
Hoburgs Bank,Bevarandeplan foer Natura 2000-omrade Hoburgs bank SE0340144,115,Implemented,30.08.2005,Hoburgs Bank,26,Sweden,122671,16.9.2008,27456.05692
Fladen,Bevarandeplan foer Fladen,118,Implemented,10.11.2006,Fladen,1,Sweden,10395,30.9.2008,6739.5362
Lilla Middelgrund,Bevarandeplan foer Lilla Middelgrund,119,Implemented,10.11.2006,Lilla Middelgrund,1,Sweden,17864,30.9.2008,6739.5362
Curonian Spit National Park,-0,122,Implemented,NA,Curonian Spit National Park,23,Lithuania,27339,23.4.1991,6139.73941
Curonian Spit National Park,-0,122,Implemented,NA,Curonian Spit National Park,22,Lithuania,27339,23.4.1991,9466.30104
Pajuris Regional Park,-0,123,Implemented,NA,Pajuris Regional Park,23,Lithuania,5870,24.9.1992,6139.73941
Nemunas Delta Regional Park,-0,124,Implemented,NA,Nemunas Delta Regional Park,23,Lithuania,28953,24.9.1992,6139.73941
Nemunas Delta Regional Park,-0,124,Implemented,NA,Nemunas Delta Regional Park,22,Lithuania,28953,24.9.1992,9466.30104
Davids Banke,Natura 2000-plan 2009-2015. Davids Banke - Natura 2000-omrade nr. 209 - Habitatomrade H209,126,Implemented,08.12.0011,Bornholm: Davids Banke,15,Denmark,838,14.7.2005,7152.79836
Skaelskoer Fjord og havet og kysten mellem Agersoe og Glaenoe,Natura 2000 omrade nr. 162 Skaelskoer Fjord og havet og kysten mellem Agersoe og Glaenoe,128,Implemented,08.12.0011,Skælskør Fjord og havet og kysten mellem Agersø og Glænø,3,Denmark,18500,22.8.2005,10369.11323
Saltholm og omliggende hav,Natura 2000 omrade nr. 142 Saltholm og omliggende hav,129,Implemented,08.12.0011,Saltholm og omliggende hav,12,Denmark,7218,14.7.2005,6272.53375
Saltholm og omliggende hav,Natura 2000 omrade nr. 142 Saltholm og omliggende hav,129,Implemented,08.12.0011,Saltholm og omliggende hav,6,Denmark,7218,14.7.2005,588.38712
"Stavns Fjord, Samsoe Oesterflak og Nordby Hede","Natura 2000 omrade nr. 55 Stavns Fjord, Samsoe Oesterflak og Nordby Hede",130,Implemented,08.12.0011,"Stavns Fjord, Samsø Østerflak og Nordby Hede",3,Denmark,15663,14.7.2005,10369.11323
Hesseloe med omliggende stenrev,Natura 2000 omrade nr. 128 Hesseloe med omliggende stenrev,131,Implemented,08.12.0011,Hesselø med omliggende stenrev,2,Denmark,4200,14.7.2005,15300.69996
"Alborg Bugt, Randers Fjord and Mariager Fjord, Birdprotection sites","Natura 2000-omrade nr. 14 Alborg Bugt, Randers Fjord og Mariager Fjord",133,Implemented,08.12.0011,"Ålborg Bugt, Randers Fjord and Mariager Fjord, Birdprotection sites",2,Denmark,72197,14.7.2005,15300.69996
Herthas Flak,Natura 2000 omrade nr. 191 Herthas Flak,137,Implemented,08.11.0011,Herthas Flak,2,Denmark,1380,14.7.2005,15300.69996
	Bothnian Bay National Park,"Peraemeren kansallispuiston, Peraemeren saarten ja Roeytaen Natura 2000-alueiden hoito- ja kaeyttoesuunnitelma",139,Implemented,NA,Perämeren kansallispuisto /Bothnian Bay National Park,42,Finland,15890,19.9.2005,14930.90472
