BSPA_ID,Name,WebLink,Country,Location_S,MPA_Status,AreaTot_Ha,AreaMar_Ha,N2K_Site,Date_Est,BSPALink,N2000Link,Shape_area,Shape_len,rgn_nam,rgn_key,Subbasin,HELCOM_ID,BHI_ID,Area_km2
83,Zalew Wislany i Mierzeja Wislana,NA,Poland,Territorial Water (TW),Designated,40862.6015625,30646.90039062,PLH280007,13.7.2005,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=83,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=PLH280007,409186571.879,143523.202128,Russia,RUS,Gdansk Basin,SEA-008,19,2138.41462
301,Ujscie Odry i Zalew Szczecinski,NA,Poland,Territorial Water (TW),Designated,52612,42615.69921875,PLH320018,31.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=301,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=PLH320018,525725471.874,270146.495715,Germany,DEU,Bornholm Basin,SEA-007,16,2566.81091
301,Ujscie Odry i Zalew Szczecinski,NA,Poland,Territorial Water (TW),Designated,52612,42615.69921875,PLH320018,31.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=301,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=PLH320018,525725471.874,270146.495715,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
86,Wolin i Uznam,http://www.wolinpn.pl,Poland,Territorial Water (TW),Designated,30792,5542.60009765,PLH320019,14.7.2005,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=86,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=PLH320019,307679669.722,168786.714138,Germany,DEU,Bornholm Basin,SEA-007,16,2566.81091
86,Wolin i Uznam,http://www.wolinpn.pl,Poland,Territorial Water (TW),Designated,30792,5542.60009765,PLH320019,14.7.2005,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=86,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=PLH320019,307679669.722,168786.714138,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
170,Zatoka Pomorska,http://www.ums.gov.pl/,Poland,Both EEZ and TW,Designated,309155,309155,PLB990003,31.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=170,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=PLB990003,3117865433.5,339512.16943,Germany,DEU,Bornholm Basin,SEA-007,16,2566.81091
170,Zatoka Pomorska,http://www.ums.gov.pl/,Poland,Both EEZ and TW,Designated,309155,309155,PLB990003,31.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=170,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=PLB990003,3117865433.5,339512.16943,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
179,Przybrzezne Wody Baltyku,http://slowinskipn.pl/pl/,Poland,Territorial Water (TW),Designated,194627,194627,PLB990002,31.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=179,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=PLB990002,1948361418.33,374174.143922,Poland,POL,Bornholm Basin,SEA-007,17,17334.97259
179,Przybrzezne Wody Baltyku,http://slowinskipn.pl/pl/,Poland,Territorial Water (TW),Designated,194627,194627,PLB990002,31.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=179,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=PLB990002,1948361418.33,374174.143922,Poland,POL,Eastern Gotland Basin,SEA-009,21,11013.8982
179,Przybrzezne Wody Baltyku,http://slowinskipn.pl/pl/,Poland,Territorial Water (TW),Designated,194627,194627,PLB990002,31.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=179,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=PLB990002,1948361418.33,374174.143922,Poland,POL,Gdansk Basin,SEA-008,18,3682.83573
84,Zatoka Pucka,NA,Poland,Territorial Water (TW),Designated,62430.3984375,61493.8984375,PLB220005,13.7.2005,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=84,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=PLB220005,625160270.531,138697.768623,Poland,POL,Gdansk Basin,SEA-008,18,3682.83573
302,Ujscie Wisly,NA,Poland,Territorial Water (TW),Designated,1748.09997558,891.5,PLB220004,31.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=302,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=PLB220004,17505646.841,27860.0550091,Poland,POL,Gdansk Basin,SEA-008,18,3682.83573
246,Begstrup Vig og kystområder ved Helgenæs,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,1771,1332,DK00DX151,22.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=246,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00DX151,17792252.0344,42224.4071202,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
251,"Fyns Hoved, Lillegrund og Lillestrand",http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,2182,1957,DK008X183,31.8.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=251,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK008X183,21923593.188,36064.3034094,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
241,Æbelø og havet syd for og Nærå,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,13161,9777,"DK008X184, DK008X077",1.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=241,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK008X184,132219428.346,80094.6042089,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
265,Havet mellem Romsø og Hindsholm samt Romsø,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,4328,4005,"DK008X185, DK008X077",1.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=265,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK008X185,43484547.2986,51149.1903026,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
287,Odense Fjord,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,5048,4136,"DK008X076, DK008X184",16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=287,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK008X076,50709418.8711,57583.1438027,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
259,Lillebælt,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,35043,28065,"DK008X047, DK008Z047",10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=259,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK008X047,352149667.666,149348.51408,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
276,Bøjden Nor,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,114,36,DK008X197,16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=276,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK008X197,1143316.92597,6623.98188599,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
254,Maden på Helnæs og havet vest for,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,2045,1699,DK008X198,10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=254,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK008X198,20540892.3827,30549.8348591,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
293,Vestlige del af Avernakø,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,124,9,DK008X199,16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=293,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK008X199,1247109.82512,10307.3341831,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
269,Stenrev sydøst for Langeland,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,1484,1484,DK00VA200,10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=269,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA200,14904825.5039,18739.1144943,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
269,Stenrev sydøst for Langeland,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,1484,1484,DK00VA200,10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=269,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA200,14904825.5039,18739.1144943,Denmark,DNK,Kiel Bay,SEA-004,7,1208.87616
271,Sydfynske Øhav,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,45199,37000,"DK008X201, DK008X071",10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=271,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK008X201,452247855.44,214209.201617,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
271,Sydfynske Øhav,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,45199,37000,"DK008X201, DK008X071",10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=271,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK008X201,452247855.44,214209.201617,Denmark,DNK,Kiel Bay,SEA-004,7,1208.87616
289,Roskilde Fjord og Jægerspris Nordskov,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,14810,10471,"DK004Y105, DK003X209",16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=289,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK004Y105,148806780.44,171550.937359,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
273,Vestamager og havet syd for,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,6179,3983,DK002X111,17.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=273,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK002X111,62083360.5365,57287.796316,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
281,Ølsemagle Strand og Staunings Ø,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,538,348,DK004X217,16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=281,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK004X217,5405711.77303,14725.7039914,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
253,Havet og kysten mellem Hundested og Rørvig,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,4023,3903,"DK005Y220, DK005Y102",28.8.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=253,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK005Y220,40314689.1582,35485.6915547,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
268,Sejerø Bugt og Saltbæk Vig,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,44500,40600,"(DK005X221, DK005X094",6.4.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=268,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=(DK005X221,445759102.798,125288.180077,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
292,Udby Vig,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,384,136,DK005X222,16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=292,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK005X222,3840340.06805,11549.1892841,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
280,Hov Vig,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,240,108,DK005X097,16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=280,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK005X097,2422877.39294,9358.17023313,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
264,Havet og kysten mellem Præstø Fjord og Grønsund,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,32815,28615,"DK006X084, DK006X089, DK006X233",6.4.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=264,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK006X084,329649163.242,200882.111091,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
258,Klinteskov Kalkgrund,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,1994,1994,"DK00VA306, DK006X090",10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=258,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA306,30077196.6566,31610.9029492,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
263,Nakskov Fjord og Inderfjord,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,8526,7574,"DK006X242, DK006X088",10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=263,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK006X242,85646779.8994,53803.6548697,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
291,Stege Nor,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,572,520,DK006X260,16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=291,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK006X260,5718606.21804,17119.5545697,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
266,Ryggen,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,437,437,DK00VA253,10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=266,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA253,4390925.47398,8441.62392579,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
252,Hatter Barn,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Both EEZ and TW,Managed,633,633,DK00VA255,10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=252,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA255,6360017.08574,9884.28012434,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
248,Broen,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,588,588,DK00VA256,10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=248,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA256,5911735.26256,9490.19060294,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
262,Munkegrunde,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Both EEZ and TW,Managed,1329,1329,DK00VA304,10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=262,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA304,13349398.3853,17780.6255792,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
270,Stevns Rev,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,4640,4640,DK00VA305,10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=270,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA305,46666511.2607,63026.2738267,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
247,Bøchers Grund,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,1098,1098,DK00VA307,10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=247,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA307,10980364.9903,13164.0646675,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
256,Hvideodde Rev,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,789,789,DK00VA309,17.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=256,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA309,8336640.00269,13765.0513097,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
256,Hvideodde Rev,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,789,789,DK00VA309,17.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=256,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA309,8336640.00269,13765.0513097,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
245,Bakkebrædt og Bakkeground,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,299,299,DK00VA310,10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=245,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA310,3002127.96911,7368.50474491,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
261,Mols Bjerge med kystvande,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,2915,368,DK00DX300,23.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=261,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00DX300,29288542.0605,38093.0380491,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
283,Kaløskovene og Kaløvig,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,746,241,DK00DX321,16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=283,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00DX321,7496665.90629,15351.3160539,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
284,Kobberhage kystarealer,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,792,604,DK00DX322,16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=284,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00DX322,7954245.17099,20557.137086,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
284,Kobberhage kystarealer,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,792,604,DK00DX322,16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=284,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00DX322,7954245.17099,20557.137086,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
282,Jægerspris Skydeterræn,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,569,93,DK003X297,16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=282,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK003X297,5712952.60595,11020.3760588,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
272,Thurø Rev,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Water (TW),Managed,163,129,DK008X329,10.9.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=272,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK008X329,1629579.22896,5974.48911525,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
274,"Ålborg Bugt, østlige del",http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Both EEZ and TW,Managed,177360,177360,DK00VA344,16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=274,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA344,1782497733.73,239142.13848,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
286,Mejl Flak,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Territorial Waters (TW),Designated,3907,3907,DK00VA170,16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=286,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA170,39253594.8509,25505.6874895,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
275,Adler Grund og Rønne Banke,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Both EEZ and TW,Designated,31910,31910,DK00VA261,16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=275,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA261,320543647.761,79867.3267119,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
275,Adler Grund og Rønne Banke,http://www.naturstyrelsen.dk/Naturbeskyttelse/Natura2000/Natura_2000_planer/Se_Planerne/,Denmark,Both EEZ and TW,Designated,31910,31910,DK00VA261,16.12.2009,http://bspa.helcom.fi/flow/bspa.tammi.sites.update.general.1?Id=275,http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=DK00VA261,320543647.761,79867.3267119,Germany,DEU,Arkona Basin,SEA-006,13,7071.49776
