region_id,trend
3,0.00226
4,0.00226
5,0.00197
6,0.00197
7,0.00226
8,0.00226
9,0.00226
10,0.00226
11,0.00197
12,0.00197
13,0.00197
14,-0.03789
15,-0.03789
16,0.00197
17,-0.03789
18,-0.03789
19,-0.03789
20,-0.03789
21,-0.03789
22,-0.03789
23,-0.03789
24,-0.03789
25,-0.03789
26,-0.03789
27,-0.03803
28,-0.03803
29,-0.03789
30,-0.03789
31,-0.03789
32,-0.03789
33,-0.03789
34,-0.03789
35,-0.03789
36,-0.03789
37,-0.039
38,-0.039
39,-0.03789
40,-0.039
41,-0.03789
42,-0.03789
