Provplats;Stat Id;Län;Art;Organ;Original Id;Provdatum;;Ålder (år);Längd (cm);Vikt (g);Torrvikt %;Extrlip (fetthalt) %;PCB-28 mg/kg lw;*;PCB-52 mg/kg lw;*;PCB-101 mg/kg lw;*;PCB-118 mg/kg lw;*;PCB-138 mg/kg lw;*;PCB-153 mg/kg lw;*;PCB-180 mg/kg lw;*;Summa PCB (kapillär kolonn) mg/kg lw;*;Summa PCB (packad kolonn) mg/kg lw;*;PCB-31 mg/kg lw;*;PCB-77 mg/kg lw;*;PCB-105 mg/kg lw;*;PCB-110 mg/kg lw;*;PCB-126 mg/kg lw;*;PCB-149 mg/kg lw;*;PCB-156 mg/kg lw;*;PCB-157 mg/kg lw;*;PCB-158 mg/kg lw;*;PCB-167 mg/kg lw;*;PCB-169 mg/kg lw;*
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;P2001/04574;2006-09-01;;2;20;56;39.1;6.07;<0.004;b;;;0.007;;0.007;;0.012;;0.016;;<0.004;b;0.041;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;P2001/04583;2006-09-01;;2;20;61;28.2;6.22;<0.004;b;;;0.007;;0.006;;0.011;;0.015;;<0.005;b;0.038;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;P2001/04580;2006-09-01;;2;20;55;25.5;3.6;<0.004;b;;;0.009;;0.008;;0.015;;0.019;;<0.005;b;0.05;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05940-05942;2010-09-01;;;;;;2.9;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05925;2010-09-01;;3;17;31;22.8;2.51;0.004;;0.009;;0.024;;0.018;;0.034;;0.042;;0.01;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05929;2010-09-01;;3;17;30;22.9;2.74;0.005;;0.009;;0.026;;0.021;;0.037;;0.046;;0.012;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05952-05954;2010-09-01;;;;;;2;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05931;2010-09-01;;3;17;28;22.6;2.2;0.004;;0.008;;0.029;;0.022;;0.063;;0.077;;0.018;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05928;2010-09-01;;3;17;29;22.3;3.02;0.005;;0.009;;0.023;;0.025;;0.038;;0.041;;0.009;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05932;2010-09-01;;3;17;27;21.2;1.45;0.004;;0.009;;0.027;;0.02;;0.035;;0.044;;0.011;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05946-05948;2010-09-01;;;;;;2.6;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05949-05951;2010-09-01;;;;;;2.6;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05926;2010-09-01;;3;17;27;22.9;3.1;0.004;;0.009;;0.022;;0.017;;0.03;;0.036;;0.009;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05937-05939;2010-09-01;;;;;;2.8;;;;;;;0.001;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05933;2010-09-01;;3;18;33;20.9;2.4;0.006;;0.015;;0.055;;0.058;;0.084;;0.091;;0.022;;0.33;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05934;2010-09-01;;3;18;38;25.6;4.6;0.004;;0.007;;0.02;;0.014;;0.031;;0.039;;0.009;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05930;2010-09-01;;3;17;27;22.4;1.73;0.004;;0.008;;0.021;;0.02;;0.033;;0.039;;0.01;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05955-05957;2010-09-01;;;;;;2.2;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05935;2010-09-01;;3;18;32;21.8;2.46;0.003;;0.008;;0.026;;0.021;;0.038;;0.047;;0.013;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05943-05945;2010-09-01;;;;;;2.5;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05927;2010-09-01;;3;17;31;22.7;3.09;0.004;;0.008;;0.023;;0.017;;0.03;;0.037;;0.01;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05958-05960;2010-09-01;;;;;;2;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2001/05936;2010-09-01;;3;18;34;22;2.18;0.004;;0.009;;0.028;;0.023;;0.039;;0.049;;0.013;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04990;2013-09-01;;2;20;50;25;4.46;;;0.007;;0.021;;0.017;;0.034;;0.049;;0.007;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04989;2013-09-01;;2;20;54;25.3;3.9;;;0.005;;0.014;;0.014;;0.026;;0.037;;0.005;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04996;2013-09-01;;2;20;59;;4.4;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04998;2013-09-01;;2;20;58;;4.4;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04992;2013-09-01;;2;20;54;24.1;3.11;;;0.005;;0.016;;0.015;;0.028;;0.039;;0.005;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04983;2013-09-01;;2;20;58;26.1;4.62;;;<0.004;b;0.01;;0.009;;0.016;;0.024;;<0.005;b;0.059;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/05000;2013-09-01;;2;21;64;;4.7;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04995;2013-09-01;;2;20;60;;5.7;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04993;2013-09-01;;2;20;52;28.1;4.32;;;0.003;;0.008;;0.008;;0.012;;0.017;;<0.004;b;0.048;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/05002;2013-09-01;;2;21;62;;3.2;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04991;2013-09-01;;2;20;48;24.5;2.66;;;0.005;;0.014;;0.013;;0.023;;0.032;;<0.005;b;0.086;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04994;2013-09-01;;2;20;53;27;4.01;;;0.005;;0.015;;0.013;;0.025;;0.036;;0.005;;0.098;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04985;2013-09-01;;2;19;46;26.5;5.29;;;0.004;;0.011;;0.01;;0.017;;0.025;;<0.004;b;0.066;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04984;2013-09-01;;2;21;54;23.1;3.36;;;0.005;;0.013;;0.011;;0.019;;0.028;;0.004;;0.08;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04987;2013-09-01;;2;20;52;26.5;4.24;;;0.005;;0.016;;0.013;;0.026;;0.038;;0.006;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04988;2013-09-01;;2;19;46;24.6;3.58;;;0.007;;0.021;;0.018;;0.032;;0.046;;0.007;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/05001;2013-09-01;;2;20;61;;6.6;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04999;2013-09-01;;2;20;61;;5.7;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04986;2013-09-01;;2;20;54;25.4;3.66;;;<0.004;b;0.01;;0.009;;0.016;;0.023;;<0.005;b;0.059;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;P2001/04997;2013-09-01;;2;21;63;;5.6;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02704;2007-10-01;;3;15;23;22.2;4.35;<0.003;b;0.006;;0.019;;0.02;;0.029;;0.041;;0.015;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02706;2007-10-01;;3;16;24;20.3;1.68;<0.004;b;0.005;;0.019;;0.019;;0.031;;0.048;;0.018;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02700;2007-10-01;;3;15;24;22;4;<0.004;b;0.006;;0.018;;0.019;;0.031;;0.046;;0.016;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02719-02721;2007-10-01;;;;;;1.9;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02722-02724;2007-10-01;;;;;;3.6;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02725-02727;2007-10-01;;;;;;2.3;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02728-02730;2007-10-01;;;;;;2.4;;;;;;;0.001;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02710-02712;2007-10-01;;;;;;3.1;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02698;2007-10-01;;3;16;25;21.6;2.95;<0.004;b;0.006;;0.021;;0.023;;0.032;;0.051;;0.016;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02707-02709;2007-10-01;;;;;;3.2;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02705;2007-10-01;;3;16;24;19.9;1.67;<0.004;b;0.006;;0.022;;0.021;;0.037;;0.056;;0.02;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02703;2007-10-01;;3;15;26;23.1;4.02;<0.004;b;0.005;;0.015;;0.018;;0.023;;0.035;;0.012;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02696;2007-10-01;;3;16;28;23.8;3.61;<0.004;b;<0.004;b;0.013;;0.017;;0.025;;0.037;;0.013;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02716-02718;2007-10-01;;;;;;2.4;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02695;2007-10-01;;3;16;25;22.2;2.41;0.016;;0.045;;0.13;;0.09;;0.15;;0.21;;0.058;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02701;2007-10-01;;3;16;25;19.9;1.36;;;0.009;;0.029;;0.027;;0.05;;0.078;;0.027;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02702;2007-10-01;;3;16;24;21.3;2.09;<0.003;b;0.004;;0.012;;0.012;;0.02;;0.03;;0.011;;0.089;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02713-02715;2007-10-01;;;;;;3.3;;;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;0;;0;;;;0;;0;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02699;2007-10-01;;3;16;25;22.3;2.58;<0.004;b;0.006;;0.018;;0.02;;0.028;;0.045;;0.015;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P2001/02697;2007-10-01;;3;15;25;23.6;4.82;<0.004;b;0.004;;0.014;;0.017;;0.023;;0.036;;0.012;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2001/05702;2015-10-01;;4;17;30;22;2.92;;;;;0.037;;0.039;;0.071;;0.097;;0.031;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2001/05703;2015-10-01;;4;17;32;19.5;2;;;;;0.045;;0.048;;0.11;;0.16;;0.068;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2001/05706;2015-10-01;;4;19;42;19.5;1.73;;;;;0.091;;0.08;;0.19;;0.29;;0.081;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2001/05708;2015-10-01;;4;15;23;18.9;1.77;;;;;0.027;;0.021;;0.065;;0.088;;0.038;;0.24;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2001/05707;2015-10-01;;4;18;43;21.2;2.61;;;;;0.038;;0.036;;0.089;;0.13;;0.048;;0.34;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2001/05705;2015-10-01;;4;18;35;20.9;1.66;;;;;0.028;;0.024;;0.063;;0.094;;0.042;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2001/05699;2015-10-01;;3;18;33;20.4;1.33;;;;;0.093;;0.078;;0.17;;0.26;;0.087;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2001/05698;2015-10-01;;3;17;37;20.8;1.92;;;;;0.013;;0.013;;0.037;;0.058;;0.023;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2001/05700;2015-10-01;;3;18;43;18.8;1.81;;;;;0.037;;0.032;;0.085;;0.13;;0.055;;0.34;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2001/05704;2015-10-01;;4;16;26;19.4;1.92;;;;;0.054;;0.054;;0.1;;0.14;;0.046;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2001/05709;2015-10-01;;5;17;29;18.9;2.19;;;;;0.078;;0.052;;0.16;;0.25;;0.083;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2001/05701;2015-10-01;;4;18;39;20;1.93;;;;;0.047;;0.043;;0.11;;0.15;;0.065;;0.42;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P2001/03974;2010-12-01;;5;17;30;23.7;3.96;0.005;;0.01;;0.037;;0.028;;0.049;;0.064;;0.015;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P2001/03971;2010-12-01;;5;17;28;22.4;3.8;0.004;;0.006;;0.043;;0.044;;0.095;;0.14;;0.039;;0.36;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P2001/03964;2010-12-01;;4;18;35;23.8;4.03;0.005;;0.008;;0.029;;0.022;;0.038;;0.048;;0.011;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P2001/03970;2010-12-01;;4;17;29;20.6;1.92;0.004;;0.005;;0.03;;0.029;;0.057;;0.085;;0.024;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P2001/03967;2010-12-01;;4;18;35;21.7;3.29;0.009;;0.022;;0.15;;0.1;;0.17;;0.22;;0.053;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P2001/03965;2010-12-01;;4;17;31;22.7;3.68;<0.004;b;<0.003;b;0.016;;0.015;;0.033;;0.047;;0.012;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P2001/03969;2010-12-01;;4;17;31;23.8;4.66;0.005;;0.009;;0.036;;0.028;;0.052;;0.066;;0.015;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P2001/03972;2010-12-01;;5;17;31;22.2;3.65;0.006;;0.009;;0.034;;0.032;;0.052;;0.069;;0.02;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P2001/03963;2010-12-01;;4;18;33;22.9;3.85;0.006;;0.009;;0.034;;0.023;;0.043;;0.056;;0.014;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P2001/03966;2010-12-01;;4;17;26;19.8;1.99;0.005;;0.007;;0.035;;0.034;;0.068;;0.093;;0.029;;0.27;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P2001/03968;2010-12-01;;4;15;21;20.7;2.59;0.004;;0.008;;0.035;;0.027;;0.053;;0.077;;0.024;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P2001/03973;2010-12-01;;5;17;30;23.4;5.81;0.006;;0.01;;0.037;;0.03;;0.05;;0.063;;0.019;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2002/01255;2014-05-02;;6;19;43;19.6;2.18;0.01;;0.024;;0.075;;;;0.16;;0.21;;0.075;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2002/01249;2014-05-02;;5;20;40;21.5;4.01;0.008;;0.024;;0.1;;;;0.23;;0.33;;0.13;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2002/01251;2014-05-02;;5;18;38;20.4;2.5;0.006;;0.013;;;;;;0.1;;0.13;;0.049;;0.3;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2002/01252;2014-05-02;;5;19;42;19.5;1.86;0.009;;0.027;;0.078;;;;0.16;;0.21;;0.071;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2002/01253;2014-05-02;;6;19;43;20.4;3.28;0.009;;0.025;;0.089;;;;0.24;;0.32;;0.12;;0.79;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2002/01246;2014-05-02;;5;19;32;21.8;5.03;0.01;;0.031;;0.1;;;;0.21;;0.28;;0.096;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2002/01254;2014-05-02;;6;18;45;22.5;4.58;0.007;;0.023;;0.087;;;;0.21;;0.31;;0.11;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2002/01250;2014-05-02;;5;18;39;21.3;3.9;0.006;;0.018;;0.076;;;;0.19;;0.27;;0.098;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2002/01248;2014-05-02;;5;19;40;23.3;4.38;0.01;;0.029;;0.1;;;;0.21;;0.31;;0.11;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P2002/01247;2014-05-02;;5;19;38;19.7;2.72;0.01;;0.035;;0.15;;;;0.33;;0.48;;0.17;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2002/01052;2027-05-02;;3;19;41;19.1;1.13;0.007;;0.02;;0.075;;0.049;;0.11;;0.17;;0.041;;0.47;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2002/01053;2027-05-02;;3;19;36;17.9;0.55;0.007;;0.032;;0.18;;0.17;;0.34;;0.51;;0.13;;1.4;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2002/01049;2027-05-02;;3;19;43;19.3;1.29;0.008;;0.023;;0.076;;0.063;;0.11;;0.15;;0.039;;0.46;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2002/01046;2027-05-02;;3;20;44;19.5;1.7;0.011;;0.029;;0.072;;0.053;;0.098;;0.14;;0.037;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2002/01047;2027-05-02;;3;18;39;19.1;1.42;0.01;;0.024;;0.078;;0.057;;0.12;;0.18;;0.046;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2002/01048;2027-05-02;;3;19;44;18.6;1.15;0.007;;0.02;;0.065;;0.057;;0.098;;0.14;;0.037;;0.42;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2002/01051;2027-05-02;;3;19;40;19.6;1.08;0.011;;0.026;;0.086;;0.066;;0.12;;0.17;;0.043;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2002/01050;2027-05-02;;3;19;39;18.6;0.81;0.011;;0.037;;0.12;;0.098;;0.17;;0.23;;0.057;;0.71;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2002/01054;2027-05-02;;3;19;44;20.2;2.03;0.012;;0.033;;0.095;;0.072;;0.13;;0.2;;0.057;;0.59;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P2002/01055;2027-05-02;;3;19;40;18.7;1.1;0.007;;0.028;;0.12;;0.12;;0.21;;0.27;;0.067;;0.81;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;P2002/05247;2005-09-02;;2;20;47;24.5;2.83;<0.004;b;0.009;;0.023;;0.019;;0.034;;0.055;;0.008;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;P2002/05240;2005-09-02;;2;20;49;23.4;2.35;0.004;;0.009;;0.022;;0.017;;0.032;;0.054;;0.008;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;P2002/05233;2005-09-02;;2;21;63;24.6;2.96;<0.004;b;0.008;;0.015;;0.014;;0.025;;0.036;;0.006;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;P2002/05251;2005-09-02;;2;20;57;28;4.15;<0.003;b;0.009;;0.011;;0.008;;0.016;;0.022;;<0.004;b;0.066;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;P2002/05248;2005-09-02;;2;20;52;22.5;1.97;0.004;;0.011;;0.027;;0.023;;0.04;;0.067;;0.009;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;P2002/05252;2005-09-02;;2;20;47;24.3;2.85;<0.004;b;0.007;;0.013;;0.011;;0.022;;0.031;;<0.005;b;0.084;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;P2002/05238;2005-09-02;;2;19;47;24.6;2.54;<0.004;b;0.006;;0.012;;0.012;;0.025;;0.036;;<0.006;b;0.091;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;P2002/05235;2005-09-02;;2;20;51;23.5;2.67;<0.004;b;0.006;;0.014;;0.014;;0.026;;0.039;;0.007;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
