BHI_ID,"NUTS_ID",PopTot,PopUrb,PopRur,PopTot_density_in_NUTS2_buffer_per_km2,PopUrb_density_in_NUTS2_buffer_per_km2,PopRur_density_in_NUTS2_buffer_per_km2,"CNTR_CODE","rgn_nam","Subbasin","HELCOM_ID",NUTS3_area_in_BHI_buffer_km2
23,"LT003",225783.9366865,191669.1767158,34114.7233363,155.891422148109,132.337051867737,23.5543449863281,"LTU","Lithuania","Eastern Gotland Basin","SEA-009",1448.34099
23,"LV003",174.0700757,78.080514,95.9895617,29.6938965567241,13.3194329725442,16.3744635841799,"LTU","Lithuania","Eastern Gotland Basin","SEA-009",5.86215
24,"LT003",369.1308659,43.5830604,325.5478055,16.7487259554959,1.97751204890891,14.771213906587,"LVA","Latvia","Eastern Gotland Basin","SEA-009",22.03934
24,"LV003",79134.3751427,65825.7407617,13307.9870691,30.5619658793068,25.4221258398949,5.13959004534592,"LVA","Latvia","Eastern Gotland Basin","SEA-009",2589.30906
25,"EE004",2733.9549649,876.0210147,1857.6057981,4.87588025650264,1.56234232995618,3.31295268269055,"EST","Estonia","Eastern Gotland Basin","SEA-009",560.71003
26,"SE123",39157.7823818,31101.0039665,8055.0470439,24.2428019080785,19.2548053653993,4.98692464096953,"SWE","Sweden","Western Gotland Basin","SEA-010",1615.23336
26,"SE213",103510.3297453,90119.934199,13391.8077437,20.1796367852602,17.5691406231845,2.61077147402453,"SWE","Sweden","Western Gotland Basin","SEA-010",5129.44464
26,"SE214",37537.5168284,32689.7525645,4846.7539695,20.4644087270307,17.8215426641993,2.64231527846202,"SWE","Sweden","Western Gotland Basin","SEA-010",1834.28299
26,"SE221",760.1404041,203.4942169,556.6461872,9.25538480617142,2.47772289577208,6.77766191039934,"SWE","Sweden","Western Gotland Basin","SEA-010",82.12953
27,"EE004",0.8650115,0.4899933,0.3750182,17.1867971388834,9.73561096761375,7.45118617126962,"LVA","Latvia","Gulf of Riga","SEA-011",0.05033
27,"LV003",35533.6894197,16903.526331,18629.7148073,16.4158105343802,7.80907049462655,8.60653294325878,"LVA","Latvia","Gulf of Riga","SEA-011",2164.60158
27,"LV006",155351.3918775,141786.6167562,13564.7751213,568.567019644135,518.921608234226,49.6454114099088,"LVA","Latvia","Gulf of Riga","SEA-011",273.23321
27,"LV007",128813.5899748,75208.848992,53605.761127,40.175909743961,23.4570275515254,16.7192003671042,"LVA","Latvia","Gulf of Riga","SEA-011",3206.23953
27,"LV009",4697.6545384,581.8223141,4115.5704227,16.346718370358,2.024603008254,14.3212043549218,"LVA","Latvia","Gulf of Riga","SEA-011",287.376
28,"EE004",96639.2939777,72622.8503634,24022.402005,14.9474572202281,11.2327698634516,3.71560895694992,"EST","Estonia","Gulf of Riga","SEA-011",6465.26647
28,"LV007",222.9508005,131.4236319,91.5271686,16.8959337366517,9.95970846945898,6.93622526719275,"EST","Estonia","Gulf of Riga","SEA-011",13.19553
29,"SE110",1667941.8238959,1497150.0990249,170794.5619146,566.401323711087,508.403701935597,57.998585181543,"SWE","Sweden","Northern Baltic Proper","SEA-012",2944.80566
29,"SE122",60081.3593093,50909.6931197,9171.7920883,31.6364938463646,26.8070531628667,4.82950697682907,"SWE","Sweden","Northern Baltic Proper","SEA-012",1899.11561
29,"SE123",91272.1787634,83987.9014402,7284.9886529,90.3718689012821,83.1594437766527,7.21312943776474,"SWE","Sweden","Northern Baltic Proper","SEA-012",1009.96228
31,"EE004",2535.744222,411.3464112,2124.294423,3.93005181821745,0.637529880667035,3.29236170080104,"EST","Estonia","Northern Baltic Proper","SEA-012",645.21903
32,"FI181",906630.0256246,758370.5365259,148261.6328591,272.021511982973,227.538349887534,44.483805300417,"FIN","Finland","Gulf of Finland","SEA-013",3332.93502787879
32,"FI182",80920.2548477,38489.7681918,42430.3359121,37.5742166169793,17.872198874039,19.7019477471129,"FIN","Finland","Gulf of Finland","SEA-013",2153.61122954545
32,"FI183",486.9797908,0,486.9797908,2.08890298573246,0,2.08890298573246,"FIN","Finland","Gulf of Finland","SEA-013",233.12705
32,"FI186",82010.5979447,0,82010.5979447,38.3013325229725,0,38.3013325229725,"FIN","Finland","Gulf of Finland","SEA-013",2141.19438
32,"FI187",357.9644752,0,357.9644752,1.99658146422956,0,1.99658146422956,"FIN","Finland","Gulf of Finland","SEA-013",179.28869
33,"EE007",3156.1896299,2949.5141099,206.67552,150.997096489768,141.109413208677,9.88768328109033,"RUS","Russia","Gulf of Finland","SEA-013",20.90232
33,"FI187",7.8295612,0,7.8295612,4.37359230025863,0,4.37359230025863,"RUS","Russia","Gulf of Finland","SEA-013",1.79019
34,"EE001",362976.6781369,253847.6358778,109126.8792949,121.574951810153,85.023407722424,36.5508196272214,"EST","Estonia","Gulf of Finland","SEA-013",2985.62058
34,"EE004",1705.7616511,453.1648401,1252.668109,5.7257341589747,1.52113948800152,4.20483399713801,"EST","Estonia","Gulf of Finland","SEA-013",297.91143
34,"EE006",31109.2595644,24864.932494,6245.7159984,23.5524391939299,18.8249356888029,4.72855504549545,"EST","Estonia","Gulf of Finland","SEA-013",1320.85086
34,"EE007",145489.3311381,116155.714898,29336.5117698,77.652865584903,61.9964642447287,15.6579467880558,"EST","Estonia","Gulf of Finland","SEA-013",1873.58612
35,"SE110",51548.6082087,189.558676,51359.0013847,27.3634359189791,0.100623020947772,27.2627873397329,"SWE","Sweden","Aland Sea","SEA-014",1883.84998
35,"SE121",5562.8611682,4108.0440475,1454.8145463,11.6975918681308,8.63840049049944,3.05918596417962,"SWE","Sweden","Aland Sea","SEA-014",475.5561
36,"FI181",3715.1233334,2251.252085,1463.8712484,22.0510848411511,13.362288750646,8.68879609050509,"FIN","Finland","Aland Sea","SEA-014",168.47803
36,"FI183",284314.5277717,225392.8171124,58921.5537928,64.993451992092,51.5241248949477,13.4692912379309,"FIN","Finland","Aland Sea","SEA-014",4374.51034
36,"FI200",17052.1818468,11953.5305563,5099.4835439,21.2379403198819,14.8877352380701,6.35124162647211,"FIN","Finland","Aland Sea","SEA-014",802.91128
37,"SE121",31506.2736129,25809.1528907,5696.4630383,18.5948555310725,15.2324414901745,3.36202587893202,"SWE","Sweden","Bothian Sea","SEA-015",1694.35431
37,"SE313",156403.0585564,145062.8239427,11341.5070585,47.3558916129012,43.9222827935596,3.43399409158998,"SWE","Sweden","Bothian Sea","SEA-015",3302.71595
37,"SE321",174662.1720816,160474.5151442,14185.2451511,32.8760434852453,30.2055509517516,2.67003857148045,"SWE","Sweden","Bothian Sea","SEA-015",5312.74915
37,"SE331",3214.1907107,2390.1420502,824.2034422,4.53884192162882,3.3751814725807,1.16387902029417,"SWE","Sweden","Bothian Sea","SEA-015",708.15216
38,"FI183",3193.6787203,379.2838952,2814.3948251,8.47310401075752,1.00627275787246,7.46683125288506,"FIN","Finland","Bothnian Sea","SEA-015",376.91957
38,"FI194",162.9282871,0,162.9282871,7.06761072077547,0,7.06761072077547,"FIN","Finland","Bothnian Sea","SEA-015",23.05281
38,"FI195",16314.497061,5093.4076221,11220.6157597,12.4046939508749,3.87276190513049,8.53157188474868,"FIN","Finland","Bothnian Sea","SEA-015",1315.18739
38,"FI196",167354.6002761,144120.2682996,23235.0312469,78.6687447600053,67.7469312639138,10.9221422036653,"FIN","Finland","Bothnian Sea","SEA-015",2127.33279
38,"FI200",9.8489949,0,9.8489949,1.34491969941732,0,1.34491969941732,"FIN","Finland","Bothnian Sea","SEA-015",7.32311
39,"SE331",114463.9545726,112672.6344299,1789.7203221,69.3696455625084,68.284035303348,1.08464070513439,"SWE","Sweden","The Quark","SEA-016",1650.05823
40,"FI194",27.6479433,0,27.6479433,3.65863074986999,0,3.65863074986999,"FIN","Finland","The Quark","SEA-016",7.55691
40,"FI195",97112.9069639,70923.2281917,26189.0510249,37.8083882703865,27.6121169955072,10.1960268777708,"FIN","Finland","The Quark","SEA-016",2568.55453
41,"FI1A3",140.7836236,140.4338767,0.3497469,84.974241359746,84.7631409722474,0.211100387498642,"SWE","Sweden","Bothnian Bay","SEA-017",1.65678
41,"SE331",72643.6240794,69170.6927942,3474.1434063,27.8757070875043,26.543031075423,1.33314114213454,"SWE","Sweden","Bothnian Bay","SEA-017",2605.98319
41,"SE332",118902.2331615,116357.6883854,2536.0271441,22.0521167456193,21.580194587599,0.470342441556942,"SWE","Sweden","Bothnian Bay","SEA-017",5391.87392
42,"FI195",14287.8854048,3966.1609168,10322.4628603,11.1145677288785,3.0852825932237,8.02985951658695,"FIN","Finland","Bothnian Bay","SEA-017",1285.50977
42,"FI1A1",24942.8543542,10193.7403861,14750.106737,24.3188836002399,9.93873365014008,14.3811178838807,"FIN","Finland","Bothnian Bay","SEA-017",1025.65787
42,"FI1A2",187281.3260915,159418.4789895,27864.3514281,43.5377200067253,37.060379948142,6.47768977272676,"FIN","Finland","Bothnian Bay","SEA-017",4301.58782
42,"FI1A3",30339.3504052,29120.9733714,1217.0467415,19.0932586038825,18.3265056090858,0.765915810922876,"FIN","Finland","Bothnian Bay","SEA-017",1589.00851
42,"SE332",267.8216923,267.0694072,0.7471261,64.1578212781656,63.9776081946714,0.178977223183101,"FIN","Finland","Bothnian Bay","SEA-017",4.17442
