BHI_ID,"NUTS_ID",PopTot,PopUrb,PopRur,PopTot_density_in_NUTS2_buffer_per_km2,PopUrb_density_in_NUTS2_buffer_per_km2,PopRur_density_in_NUTS2_buffer_per_km2,"CNTR_CODE","rgn_nam","Subbasin","HELCOM_ID",NUTS3_area_in_BHI_buffer_km2
1,"SE224",55874.694505,43937.0785845,11937.6159205,81.6301053664516,64.1898517051552,17.4402536612964,"SWE","Sweden","Kattegat","SEA-001",684.48637
1,"SE231",204222.484073,181244.177478,22979.144086,76.0715009447957,67.5122363771072,8.55957652744982,"SWE","Sweden","Kattegat","SEA-001",2684.61226
1,"SE232",344637.4326413,341295.6516985,3341.335242,278.622072812403,275.920410587171,2.70130189849728,"SWE","Sweden","Kattegat","SEA-001",1236.93514
2,"DK013",133708.4860322,103656.7382359,30049.9630728,166.976262093334,129.447391149501,37.5266421663806,"DNK","Denmark","Kattegat","SEA-001",800.76344
2,"DK021",88273.6257468,71048.1154299,17226.4643422,201.373769740069,162.078159994071,39.29778611147,"DNK","Denmark","Kattegat","SEA-001",438.35712
2,"DK022",75745.0515443,67770.7931259,7971.2345331,93.5610240840945,83.7111425575057,9.84614639406708,"DNK","Denmark","Kattegat","SEA-001",809.57912
2,"DK042",89600.4039361,52297.5143402,37304.3546869,61.4029122099284,35.8393438060715,25.5645724267195,"DNK","Denmark","Kattegat","SEA-001",1459.22075535714
2,"DK050",131281.1505128,105833.2454666,25444.5516136,58.2280187125351,46.9409368623462,11.2855944794932,"DNK","Denmark","Kattegat","SEA-001",2254.60445702128
3,"DK022",237698.1964519,201306.9410578,36391.3009095,78.1814375656935,66.2119708049023,11.9694817312851,"DNK","Denmark","Great Belt","SEA-002",3040.34057
3,"DK031",385998.1280634,336440.7906938,49560.4958401,121.714451996484,106.087836938509,15.6276109993493,"DNK","Denmark","Great Belt","SEA-002",3171.34179
3,"DK032",334431.6553755,315126.7747549,19300.3157091,115.403040241865,108.741464164021,6.66000085415702,"DNK","Denmark","Great Belt","SEA-002",2897.94493
3,"DK041",423.0732204,186.8064336,236.2667868,42.94,18.96,23.98,"DNK","Denmark","Great Belt","SEA-002",9.85266
3,"DK042",415226.1501151,393971.4859847,21257.2083464,190.658183154479,180.898740870949,9.76061050378789,"DNK","Denmark","Great Belt","SEA-002",2177.85643
4,"DEF01",16467.5342531,14399.7714389,2067.6516894,317.361956327385,277.512077052837,39.8477376798581,"DEU","Germany","Great Belt","SEA-002",51.88881
4,"DEF0C",109967.0018375,64883.1339798,45082.9789825,125.422799486406,74.0024204281159,51.4193652522018,"DEU","Germany","Great Belt","SEA-002",876.77043
4,"DK032",1875.7991256,1781.4354381,94.3636875,303.857775056372,288.571948477957,15.2858265784154,"DEU","Germany","Great Belt","SEA-002",6.17328
5,"SE224",396039.2933496,385253.7648865,10787.0357022,296.788742437294,288.70615193974,8.0837200107214,"SWE","Sweden","The Sound","SEA-003",1334.41481
6,"DK011",32529.2854112,28260.3150133,4268.9180283,1327.06132117507,1152.90485186806,174.154332842287,"DNK","Denmark","The Sound","SEA-003",24.51227
6,"DK012",431986.7877388,419142.6358907,12844.4616921,3305.58587439247,3207.30174135249,98.2865039827407,"DNK","Denmark","The Sound","SEA-003",130.68388
6,"DK013",188402.9889625,165143.251851,23259.8477353,357.06679016452,312.984264105833,44.0827357161099,"DNK","Denmark","The Sound","SEA-003",527.64075
7,"DK022",8214.4931885,7423.3762977,791.3672775,38.2285219518086,34.5468304910702,3.68285670772783,"DNK","Denmark","Kiel Bay","SEA-004",214.87865
8,"DEF02",145273.5170916,144760.0721705,513.4896975,1119.44426213826,1115.48777383705,3.95683333784121,"DEU","Germany","Kiel Bay","SEA-004",129.77289
8,"DEF08",24640.1904554,14267.8454088,10372.4040957,93.0327660281399,53.870408430697,39.1625805462514,"DEU","Germany","Kiel Bay","SEA-004",264.85497
8,"DEF0A",128095.277146,80287.3431403,47806.2492677,145.670384240672,91.3030393117454,54.3654290391506,"DEU","Germany","Kiel Bay","SEA-004",879.35017
8,"DEF0B",143378.1700618,105903.7591857,37473.5029916,127.183672138236,93.9419786197243,33.240888179146,"DEU","Germany","Kiel Bay","SEA-004",1127.33158
8,"DEF0C",25425.5542294,5917.1487288,19508.1754835,76.9592954871357,17.9103115453226,59.048287714946,"DEU","Germany","Kiel Bay","SEA-004",330.37665
9,"DK022",5487.6684685,4181.3516916,1306.4545718,28.6114683366666,21.8006266623796,6.81156010588343,"DNK","Denmark","Bay of Mecklenburg","SEA-005",191.79961
10,"DE803",105024.2122706,103732.3014986,1291.5546843,498.700743740873,492.566188204448,6.13286467679343,"DEU","Germany","Bay of Mecklenburg","SEA-005",210.59566
10,"DE806",8711.957086,8555.7398498,156.2268055,186.943364078716,183.591215373893,3.35235404526661,"DEU","Germany","Bay of Mecklenburg","SEA-005",46.60212
10,"DE807",160457.1586179,152019.0759506,8438.3764691,146.38108230909,138.683228974953,7.6981213622252,"DEU","Germany","Bay of Mecklenburg","SEA-005",1096.160488
10,"DE809",8208.3045167,6837.2476633,1371.0603198,61.9295944931483,51.5853151373612,10.3443055089039,"DEU","Germany","Bay of Mecklenburg","SEA-005",132.54252
10,"DE80D",21962.9023364,13608.1984647,8356.1315856,46.105577721538,28.5669827400043,17.5415921070124,"DEU","Germany","Bay of Mecklenburg","SEA-005",476.36107
10,"DE80E",150201.7178604,128170.8360633,22030.5671821,119.930016972764,102.339245938396,17.5905198269737,"DEU","Germany","Bay of Mecklenburg","SEA-005",1252.41137833333
10,"DE80G",4586.6941034,3801.3566324,785.337471,139.626071341596,115.719182571361,23.9068887702345,"DEU","Germany","Bay of Mecklenburg","SEA-005",32.84984
10,"DEF03",114809.6861918,111631.4640221,3178.2317502,666.200247029189,647.75814109894,18.4421615225221,"DEU","Germany","Bay of Mecklenburg","SEA-005",172.3351
10,"DEF06",2491.9660198,2421.2235349,70.7949284,351.88313985145,341.893803115027,9.99674212770764,"DEU","Germany","Bay of Mecklenburg","SEA-005",7.0818
10,"DEF08",159264.357606,115348.9961924,43916.8388017,168.480212170087,122.023682161074,46.4580928863847,"DEU","Germany","Bay of Mecklenburg","SEA-005",945.300077407407
10,"DEF0D",2319.3516908,651.3459016,1667.8486836,258.444031873274,72.5791011433774,185.847424542777,"DEU","Germany","Bay of Mecklenburg","SEA-005",8.97429
10,"DEF0F",12.171803,9.052206,3.119597,321.58,239.16,82.42,"DEU","Germany","Bay of Mecklenburg","SEA-005",0.03785
11,"SE224",210984.7631109,174678.3148272,36308.1384595,119.138499982176,98.6370394765808,20.5024149110534,"SWE","Sweden","Arkona Basin","SEA-006",1770.92009
12,"DK011",53724.4908023,33361.2900821,20362.9162213,802.476098044165,498.313478471479,304.158370047678,"DNK","Denmark","Arkona Basin","SEA-006",66.9484
12,"DK012",301420.6555426,255334.9384051,46085.9473057,1189.70418119445,1007.80433669597,181.900752969962,"DNK","Denmark","Arkona Basin","SEA-006",253.35765
12,"DK013",61893.123548,42747.3207226,19146.2465273,633.706537954024,437.677969199932,196.033111694871,"DNK","Denmark","Arkona Basin","SEA-006",97.6684314285714
12,"DK021",116196.3943562,91565.2730501,24631.6695813,348.655586268283,274.748146308505,73.9090850987025,"DNK","Denmark","Arkona Basin","SEA-006",333.269848333333
12,"DK022",95309.5805422,75505.8597869,19805.8435323,64.8576066056433,51.3812916038522,13.4777595390012,"DNK","Denmark","Arkona Basin","SEA-006",1469.52047
13,"DE801",8418.6403179,7757.7614094,660.8789085,208.453153033832,192.089193172349,16.3639598614835,"DEU","Germany","Arkona Basin","SEA-006",40.386246
13,"DE805",10387.4511882,10134.8307114,252.6204768,291.285923349169,284.201915202378,7.08400814679029,"DEU","Germany","Arkona Basin","SEA-006",35.66067
13,"DE808",6156.7116851,3993.346243,2163.3654421,64.5156565474931,41.8459346264524,22.6697219210408,"DEU","Germany","Arkona Basin","SEA-006",95.42973
13,"DE80D",96209.273825,68952.0579114,27258.1412284,83.0560536211139,59.5252992927929,23.5315531390031,"DEU","Germany","Arkona Basin","SEA-006",1158.3655812
13,"DE80F",59802.5177082,47195.9891095,12606.5285987,110.187707974424,86.9598482615154,23.2278597129082,"DEU","Germany","Arkona Basin","SEA-006",542.7331125
13,"DE80H",48685.7890263,39752.5928016,8933.9156754,56.4901363639465,46.1249459666708,10.3660251761498,"DEU","Germany","Arkona Basin","SEA-006",861.84584
14,"SE212",364.0492983,102.8540844,260.946612,9.38712195004974,2.65212386847638,6.7285878059233,"SWE","Sweden","Bornholm Basin","SEA-007",38.78178
14,"SE213",203.2594896,0,203.2594896,5.69497883500042,0,5.69497883500042,"SWE","Sweden","Bornholm Basin","SEA-007",35.691
14,"SE221",126062.4441571,107010.7507719,19050.4130008,52.6536150009738,44.6961258746263,7.95695433688111,"SWE","Sweden","Bornholm Basin","SEA-007",2394.18403
14,"SE224",94634.788802,71161.3457945,23473.8031176,57.9742635242739,43.5941863035587,14.3802978279369,"SWE","Sweden","Bornholm Basin","SEA-007",1632.35862
15,"DK014",23214.9640928,18760.6282141,4456.159271,39.989019914201,32.3161876218125,7.6759731833545,"DNK","Denmark","Bornholm Basin","SEA-007",580.53346
16,"DE80B",963.3793178,315.641645,647.7372127,49.8672254186479,16.3385000818499,33.5287015207268,"DEU","Germany","Bornholm Basin","SEA-007",19.3188875
16,"DE80F",54141.8648772,35540.0912608,18600.8490806,53.4058484385349,35.0569514306716,18.3479850404067,"DEU","Germany","Bornholm Basin","SEA-007",1013.78157
16,"DE80I",51802.460682,38927.8748985,12871.8494243,63.9835608097832,48.0815779399698,15.898603068874,"DEU","Germany","Bornholm Basin","SEA-007",809.621409411765
16,"PL425",434.8881768,158.4353922,276.4527846,88.8453421425201,32.3675081973241,56.4778339451959,"DEU","Germany","Bornholm Basin","SEA-007",4.89489
17,"DE80I",213.8694787,13.7406888,200.1287899,23.4449194548251,1.5062894627508,21.9386299920743,"POL","Poland","Bornholm Basin","SEA-007",9.12221
17,"PL422",223067.7263392,158697.2264841,64372.3270531,88.139294402255,62.7049990397709,25.4350173313008,"POL","Poland","Bornholm Basin","SEA-007",2530.85446
17,"PL423",22985.4558478,263.9613552,22721.4944926,35.845838733573,0.411647967003456,35.4341907665695,"POL","Poland","Bornholm Basin","SEA-007",641.2308
17,"PL424",220590.6689828,216153.5979533,4436.3568885,1377.59311950935,1349.88352259303,27.7051370915513,"POL","Poland","Bornholm Basin","SEA-007",160.127592
17,"PL425",293345.4063267,225820.0510843,67525.1295833,173.982657739762,133.933485274419,40.0490386273183,"POL","Poland","Bornholm Basin","SEA-007",1686.06118642857
17,"PL631",142263.8768484,92891.9847456,49371.2511817,138.924441682611,90.7114820955141,48.2123337106762,"POL","Poland","Bornholm Basin","SEA-007",1024.03778
18,"PL621",172849.2913384,130103.4413475,42747.5040381,133.973141137027,100.841412626545,33.1330105400304,"POL","Poland","Gdansk Basin","SEA-008",1290.17868709677
18,"PL633",504608.9491125,483755.3421223,20852.8363393,1192.56213913139,1143.27799107064,49.2823267512208,"POL","Poland","Gdansk Basin","SEA-008",423.13011
18,"PL634",282392.2702612,205079.7718637,77312.6984766,200.740019298304,145.782026269815,54.9581352557618,"POL","Poland","Gdansk Basin","SEA-008",1406.75621756098
18,"PL635",24756.0500381,12014.1408635,12741.9091746,110.982567344463,53.8599734374907,57.1225939069725,"POL","Poland","Gdansk Basin","SEA-008",223.06251
19,"PL621",634.0105032,330.0978032,304.0027752,48.1135113402578,25.0503174907929,23.0700294367853,"RUS","Russia","Gdansk Basin","SEA-008",13.17739
19,"PL622",0.3722166,0,0.3722166,27.09,0,27.09,"RUS","Russia","Gdansk Basin","SEA-008",0.01374
20,"SE214",10269.992096,7449.8536434,2820.116476,9.93863646544654,7.20948822456961,2.72912697333981,"SWE","Sweden","Eastern Gotland Basin","SEA-009",1033.34015
21,"PL631",32198.3163176,13148.0212664,19050.2950512,55.3383330022885,22.597131228365,32.7412017739235,"POL","Poland","Eastern Gotland Basin","SEA-009",581.84471
21,"PL634",45352.5453905,19783.1451373,25569.9653625,57.2498329850378,24.9728376936133,32.2777086452785,"POL","Poland","Eastern Gotland Basin","SEA-009",792.18651
22,"LT003",118.4418951,0,118.4418951,18.87,0,18.87,"RUS","Russia","Eastern Gotland Basin","SEA-009",6.27673
