TIME,"GEO","GEO_LABEL","UNIT",Value,Flag_and_Footnotes,BHI_ID,PopTot,PopUrb,PopRur,PopTot_density_in_NUTS2_buffer_per_km2,PopUrb_density_in_NUTS2_buffer_per_km2,PopRur_density_in_NUTS2_buffer_per_km2,"CNTR_CODE","rgn_nam","Subbasin","HELCOM_ID",NUTS3_area_in_BHI_buffer_km2
2000,"BG323","Ruse","Million euro",415,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG324","Razgrad","Million euro",199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG325","Silistra","Million euro",191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG331","Varna","Million euro",892,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG332","Dobrich","Million euro",364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG333","Shumen","Million euro",274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG334","Targovishte","Million euro",179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG341","Burgas","Million euro",937,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG342","Sliven","Million euro",280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG343","Yambol","Million euro",204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG344","Stara Zagora","Million euro",762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG411","Sofia (stolitsa)","Million euro",3662,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG412","Sofia","Million euro",442,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG413","Blagoevgrad","Million euro",464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG414","Pernik","Million euro",202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG415","Kyustendil","Million euro",275,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG421","Plovdiv","Million euro",1054,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG422","Haskovo","Million euro",377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG423","Pazardzhik","Million euro",374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG424","Smolyan","Million euro",189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"BG425","Kardzhali","Million euro",218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"CZ010","Hlavní mesto Praha","Million euro",15132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"CZ020","Stredoceský kraj","Million euro",7239,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"CZ031","Jihocecký kraj","Million euro",3819,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"CZ032","Plzenský kraj","Million euro",3359,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"CZ041","Karlovarský kraj","Million euro",1681,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"CZ042","Ústecký kraj","Million euro",4429,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"CZ051","Liberecký kraj","Million euro",2530,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"CZ052","Královéhradecký kraj","Million euro",3328,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"CZ053","Pardubický kraj","Million euro",2813,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"CZ063","Kraj Vysocina","Million euro",2763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"CZ064","Jihomoravský kraj","Million euro",6683,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"CZ071","Olomoucký kraj","Million euro",3301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"CZ072","Zlínský kraj","Million euro",3178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"CZ080","Moravskoslezský kraj","Million euro",6394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DK011","Byen København","Million euro",29496,NULL,6,32529.2854112,28260.3150133,4268.9180283,1327.06132117507,1152.90485186806,174.154332842287,"DNK","Denmark","The Sound","SEA-003",24.51227
2000,"DK011","Byen København","Million euro",29496,NULL,12,53724.4908023,33361.2900821,20362.9162213,802.476098044165,498.313478471479,304.158370047678,"DNK","Denmark","Arkona Basin","SEA-006",66.9484
2000,"DK012","Københavns omegn","Million euro",22264,NULL,6,431986.7877388,419142.6358907,12844.4616921,3305.58587439247,3207.30174135249,98.2865039827407,"DNK","Denmark","The Sound","SEA-003",130.68388
2000,"DK012","Københavns omegn","Million euro",22264,NULL,12,301420.6555426,255334.9384051,46085.9473057,1189.70418119445,1007.80433669597,181.900752969962,"DNK","Denmark","Arkona Basin","SEA-006",253.35765
2000,"DK013","Nordsjælland","Million euro",11910,NULL,2,133708.4860322,103656.7382359,30049.9630728,166.976262093334,129.447391149501,37.5266421663806,"DNK","Denmark","Kattegat","SEA-001",800.76344
2000,"DK013","Nordsjælland","Million euro",11910,NULL,6,188402.9889625,165143.251851,23259.8477353,357.06679016452,312.984264105833,44.0827357161099,"DNK","Denmark","The Sound","SEA-003",527.64075
2000,"DK013","Nordsjælland","Million euro",11910,NULL,12,61893.123548,42747.3207226,19146.2465273,633.706537954024,437.677969199932,196.033111694871,"DNK","Denmark","Arkona Basin","SEA-006",97.6684314285714
2000,"DK014","Bornholm","Million euro",1036,NULL,15,23214.9640928,18760.6282141,4456.159271,39.989019914201,32.3161876218125,7.6759731833545,"DNK","Denmark","Bornholm Basin","SEA-007",580.53346
2000,"DK021","Østsjælland","Million euro",5318,NULL,2,88273.6257468,71048.1154299,17226.4643422,201.373769740069,162.078159994071,39.29778611147,"DNK","Denmark","Kattegat","SEA-001",438.35712
2000,"DK021","Østsjælland","Million euro",5318,NULL,12,116196.3943562,91565.2730501,24631.6695813,348.655586268283,274.748146308505,73.9090850987025,"DNK","Denmark","Arkona Basin","SEA-006",333.269848333333
2000,"DK022","Vest- og Sydsjælland","Million euro",13525,NULL,2,75745.0515443,67770.7931259,7971.2345331,93.5610240840945,83.7111425575057,9.84614639406708,"DNK","Denmark","Kattegat","SEA-001",809.57912
2000,"DK022","Vest- og Sydsjælland","Million euro",13525,NULL,3,237698.1964519,201306.9410578,36391.3009095,78.1814375656935,66.2119708049023,11.9694817312851,"DNK","Denmark","Great Belt","SEA-002",3040.34057
2000,"DK022","Vest- og Sydsjælland","Million euro",13525,NULL,7,8214.4931885,7423.3762977,791.3672775,38.2285219518086,34.5468304910702,3.68285670772783,"DNK","Denmark","Kiel Bay","SEA-004",214.87865
2000,"DK022","Vest- og Sydsjælland","Million euro",13525,NULL,9,5487.6684685,4181.3516916,1306.4545718,28.6114683366666,21.8006266623796,6.81156010588343,"DNK","Denmark","Bay of Mecklenburg","SEA-005",191.79961
2000,"DK022","Vest- og Sydsjælland","Million euro",13525,NULL,12,95309.5805422,75505.8597869,19805.8435323,64.8576066056433,51.3812916038522,13.4777595390012,"DNK","Denmark","Arkona Basin","SEA-006",1469.52047
2000,"DK031","Fyn","Million euro",12760,NULL,3,385998.1280634,336440.7906938,49560.4958401,121.714451996484,106.087836938509,15.6276109993493,"DNK","Denmark","Great Belt","SEA-002",3171.34179
2000,"DK032","Sydjylland","Million euro",22418,NULL,3,334431.6553755,315126.7747549,19300.3157091,115.403040241865,108.741464164021,6.66000085415702,"DNK","Denmark","Great Belt","SEA-002",2897.94493
2000,"DK032","Sydjylland","Million euro",22418,NULL,4,1875.7991256,1781.4354381,94.3636875,303.857775056372,288.571948477957,15.2858265784154,"DEU","Germany","Great Belt","SEA-002",6.17328
2000,"DK041","Vestjylland","Million euro",13841,NULL,3,423.0732204,186.8064336,236.2667868,42.94,18.96,23.98,"DNK","Denmark","Great Belt","SEA-002",9.85266
2000,"DK042","Østjylland","Million euro",23100,NULL,2,89600.4039361,52297.5143402,37304.3546869,61.4029122099284,35.8393438060715,25.5645724267195,"DNK","Denmark","Kattegat","SEA-001",1459.22075535714
2000,"DK042","Østjylland","Million euro",23100,NULL,3,415226.1501151,393971.4859847,21257.2083464,190.658183154479,180.898740870949,9.76061050378789,"DNK","Denmark","Great Belt","SEA-002",2177.85643
2000,"DK050","Nordjylland","Million euro",16887,NULL,2,131281.1505128,105833.2454666,25444.5516136,58.2280187125351,46.9409368623462,11.2855944794932,"DNK","Denmark","Kattegat","SEA-001",2254.60445702128
2000,"DKZZZ","Extra-Regio NUTS 3","Million euro",5465,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE111","Stuttgart, Stadtkreis","Million euro",34054,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE112","Böblingen","Million euro",13691,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE113","Esslingen","Million euro",14375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE114","Göppingen","Million euro",6114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE115","Ludwigsburg","Million euro",14438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE116","Rems-Murr-Kreis","Million euro",10383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE117","Heilbronn, Stadtkreis","Million euro",5310,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE118","Heilbronn, Landkreis","Million euro",8558,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE119","Hohenlohekreis","Million euro",3112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE11A","Schwäbisch Hall","Million euro",4607,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE11B","Main-Tauber-Kreis","Million euro",3531,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE11C","Heidenheim","Million euro",3664,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE11D","Ostalbkreis","Million euro",7602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE121","Baden-Baden, Stadtkreis","Million euro",1866,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE122","Karlsruhe, Stadtkreis","Million euro",12890,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE123","Karlsruhe, Landkreis","Million euro",10162,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE124","Rastatt","Million euro",5892,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE125","Heidelberg, Stadtkreis","Million euro",5883,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE126","Mannheim, Stadtkreis","Million euro",13413,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE127","Neckar-Odenwald-Kreis","Million euro",3080,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE128","Rhein-Neckar-Kreis","Million euro",11760,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE129","Pforzheim, Stadtkreis","Million euro",3512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE12A","Calw","Million euro",3027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE12B","Enzkreis","Million euro",3915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE12C","Freudenstadt","Million euro",3027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE131","Freiburg im Breisgau, Stadtkreis","Million euro",7203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE132","Breisgau-Hochschwarzwald","Million euro",4708,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE133","Emmendingen","Million euro",3117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE134","Ortenaukreis","Million euro",11270,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE135","Rottweil","Million euro",3921,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE136","Schwarzwald-Baar-Kreis","Million euro",5369,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE137","Tuttlingen","Million euro",3598,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE138","Konstanz","Million euro",6130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE139","Lörrach","Million euro",5449,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE13A","Waldshut","Million euro",3387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE141","Reutlingen","Million euro",7527,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE142","Tübingen, Landkreis","Million euro",4446,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE143","Zollernalbkreis","Million euro",4591,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE144","Ulm, Stadtkreis","Million euro",5865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE145","Alb-Donau-Kreis","Million euro",3681,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE146","Biberach","Million euro",4875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE147","Bodenseekreis","Million euro",5795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE148","Ravensburg","Million euro",7207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE149","Sigmaringen","Million euro",3095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE211","Ingolstadt, Kreisfreie Stadt","Million euro",5932,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE212","München, Kreisfreie Stadt","Million euro",70541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE213","Rosenheim, Kreisfreie Stadt","Million euro",2213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE214","Altötting","Million euro",3607,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE215","Berchtesgadener Land","Million euro",2040,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE216","Bad Tölz-Wolfratshausen","Million euro",2497,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE217","Dachau","Million euro",2297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE218","Ebersberg","Million euro",2510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE219","Eichstätt","Million euro",2212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE21A","Erding","Million euro",2312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE21B","Freising","Million euro",5165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE21C","Fürstenfeldbruck","Million euro",3195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,"DE21D","Garmisch-Partenkirchen","Million euro",1886,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
