"TIME","GEO","GEO_LABEL","UNIT","NA_ITEM","NA_ITEM_LABEL","Value","Flag and Footnotes"
1980,"CY","Cyprus","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"CY","Cyprus","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"CY","Cyprus","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"LV","Latvia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"LV","Latvia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"LV","Latvia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"LT","Lithuania","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"LT","Lithuania","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"LT","Lithuania","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"LU","Luxembourg","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"LU","Luxembourg","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"LU","Luxembourg","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"HU","Hungary","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"HU","Hungary","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"HU","Hungary","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"MT","Malta","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"MT","Malta","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"MT","Malta","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"NL","Netherlands","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"NL","Netherlands","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"NL","Netherlands","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"AT","Austria","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"AT","Austria","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"AT","Austria","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"PL","Poland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"PL","Poland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"PL","Poland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"PT","Portugal","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"PT","Portugal","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"PT","Portugal","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"RO","Romania","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"RO","Romania","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"RO","Romania","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"SI","Slovenia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"SI","Slovenia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"SI","Slovenia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"SK","Slovakia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"SK","Slovakia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"SK","Slovakia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"FI","Finland","Current prices, million euro","B1GQ","Gross domestic product at market prices",38719,""
1980,"FI","Finland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",92603,""
1980,"FI","Finland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",49.5,""
1980,"SE","Sweden","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"SE","Sweden","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"SE","Sweden","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"UK","United Kingdom","Current prices, million euro","B1GQ","Gross domestic product at market prices",406183.9,""
1980,"UK","United Kingdom","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",911724.8,""
1980,"UK","United Kingdom","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",50.3,""
1980,"IS","Iceland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"IS","Iceland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"IS","Iceland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"NO","Norway","Current prices, million euro","B1GQ","Gross domestic product at market prices",46359.2,""
1980,"NO","Norway","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",149788.5,""
1980,"NO","Norway","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",46.3,""
1980,"CH","Switzerland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"CH","Switzerland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"CH","Switzerland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"ME","Montenegro","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"ME","Montenegro","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"ME","Montenegro","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"MK","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"MK","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"MK","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"AL","Albania","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"AL","Albania","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"AL","Albania","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"RS","Serbia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"RS","Serbia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"RS","Serbia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1980,"XK","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"XK","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1980,"XK","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"BE","Belgium","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"BE","Belgium","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"BE","Belgium","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"BG","Bulgaria","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"BG","Bulgaria","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"BG","Bulgaria","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"CZ","Czech Republic","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"CZ","Czech Republic","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"CZ","Czech Republic","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"DK","Denmark","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"DK","Denmark","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"DK","Denmark","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"DE","Germany (until 1990 former territory of the FRG)","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"DE","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"DE","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"EE","Estonia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"EE","Estonia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"EE","Estonia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"IE","Ireland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"IE","Ireland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"IE","Ireland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"EL","Greece","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"EL","Greece","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"EL","Greece","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"ES","Spain","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"ES","Spain","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"ES","Spain","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"FR","France","Current prices, million euro","B1GQ","Gross domestic product at market prices",555694.7,""
1981,"FR","France","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",1138754,""
1981,"FR","France","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",57,""
1981,"HR","Croatia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"HR","Croatia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"HR","Croatia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"IT","Italy","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"IT","Italy","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"IT","Italy","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"CY","Cyprus","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"CY","Cyprus","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"CY","Cyprus","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"LV","Latvia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"LV","Latvia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"LV","Latvia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"LT","Lithuania","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"LT","Lithuania","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"LT","Lithuania","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"LU","Luxembourg","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"LU","Luxembourg","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"LU","Luxembourg","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"HU","Hungary","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"HU","Hungary","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"HU","Hungary","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"MT","Malta","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"MT","Malta","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"MT","Malta","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"NL","Netherlands","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"NL","Netherlands","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"NL","Netherlands","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"AT","Austria","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"AT","Austria","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"AT","Austria","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"PL","Poland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"PL","Poland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"PL","Poland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"PT","Portugal","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"PT","Portugal","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"PT","Portugal","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"RO","Romania","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"RO","Romania","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"RO","Romania","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"SI","Slovenia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"SI","Slovenia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"SI","Slovenia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"SK","Slovakia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"SK","Slovakia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"SK","Slovakia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"FI","Finland","Current prices, million euro","B1GQ","Gross domestic product at market prices",47255.9,""
1981,"FI","Finland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",93802,""
1981,"FI","Finland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",50.1,""
1981,"SE","Sweden","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"SE","Sweden","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"SE","Sweden","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"UK","United Kingdom","Current prices, million euro","B1GQ","Gross domestic product at market prices",486494.5,""
1981,"UK","United Kingdom","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",904004,""
1981,"UK","United Kingdom","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",49.9,""
1981,"IS","Iceland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"IS","Iceland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"IS","Iceland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"NO","Norway","Current prices, million euro","B1GQ","Gross domestic product at market prices",57149.4,""
1981,"NO","Norway","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",152182.6,""
1981,"NO","Norway","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",47,""
1981,"CH","Switzerland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"CH","Switzerland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"CH","Switzerland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"ME","Montenegro","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"ME","Montenegro","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"ME","Montenegro","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"MK","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"MK","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"MK","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"AL","Albania","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"AL","Albania","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"AL","Albania","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"RS","Serbia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"RS","Serbia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"RS","Serbia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1981,"XK","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"XK","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1981,"XK","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"BE","Belgium","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"BE","Belgium","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"BE","Belgium","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"BG","Bulgaria","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"BG","Bulgaria","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"BG","Bulgaria","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"CZ","Czech Republic","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"CZ","Czech Republic","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"CZ","Czech Republic","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"DK","Denmark","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"DK","Denmark","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"DK","Denmark","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"DE","Germany (until 1990 former territory of the FRG)","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"DE","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"DE","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"EE","Estonia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"EE","Estonia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"EE","Estonia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"IE","Ireland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"IE","Ireland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"IE","Ireland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"EL","Greece","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"EL","Greece","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"EL","Greece","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"ES","Spain","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"ES","Spain","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"ES","Spain","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"FR","France","Current prices, million euro","B1GQ","Gross domestic product at market prices",599690.3,""
1982,"FR","France","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",1167320,""
1982,"FR","France","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",58.4,""
1982,"HR","Croatia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"HR","Croatia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"HR","Croatia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"IT","Italy","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"IT","Italy","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"IT","Italy","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"CY","Cyprus","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"CY","Cyprus","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"CY","Cyprus","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"LV","Latvia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"LV","Latvia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"LV","Latvia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"LT","Lithuania","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"LT","Lithuania","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"LT","Lithuania","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"LU","Luxembourg","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"LU","Luxembourg","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"LU","Luxembourg","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"HU","Hungary","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"HU","Hungary","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"HU","Hungary","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"MT","Malta","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"MT","Malta","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"MT","Malta","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"NL","Netherlands","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"NL","Netherlands","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"NL","Netherlands","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"AT","Austria","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"AT","Austria","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"AT","Austria","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"PL","Poland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"PL","Poland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"PL","Poland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"PT","Portugal","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"PT","Portugal","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"PT","Portugal","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"RO","Romania","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"RO","Romania","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"RO","Romania","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"SI","Slovenia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"SI","Slovenia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"SI","Slovenia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"SK","Slovakia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"SK","Slovakia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"SK","Slovakia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"FI","Finland","Current prices, million euro","B1GQ","Gross domestic product at market prices",54100.3,""
1982,"FI","Finland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",96698,""
1982,"FI","Finland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",51.7,""
1982,"SE","Sweden","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"SE","Sweden","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"SE","Sweden","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"UK","United Kingdom","Current prices, million euro","B1GQ","Gross domestic product at market prices",526030.9,""
1982,"UK","United Kingdom","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",922765.6,""
1982,"UK","United Kingdom","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",50.9,""
1982,"IS","Iceland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"IS","Iceland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"IS","Iceland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"NO","Norway","Current prices, million euro","B1GQ","Gross domestic product at market prices",64047.4,""
1982,"NO","Norway","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",152540.7,""
1982,"NO","Norway","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",47.1,""
1982,"CH","Switzerland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"CH","Switzerland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"CH","Switzerland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"ME","Montenegro","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"ME","Montenegro","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"ME","Montenegro","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1982,"MK","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1982,"MK","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
