"country","monit_program","monit_purpose","report_institute","station","latitude","longitude","BHI_ID","date","monit_year","date_ices","year","species","sub_samp_ref","sub_samp_id","samp_id","num_indiv_subsample","bulk_id","basis_determination","AGMEA_whole organism_y","DRYWT%_liver_%","DRYWT%_muscle_%","EXLIP%_liver_%","EXLIP%_muscle_%","LIPIDWT%_muscle_%","LNMEA_whole organism_cm","WTMEA_whole organism_g","qflag","detect_lim","quant_lim","uncert_val","method_uncert","pfos_tissue_original_type","variable","value"
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,11,"2008-10-18",2008,"18/10/2008",2008,"Clupea harengus",3685568,7796,1841538,12,NA,"wet weight",4,28,22.1,NA,3,NA,20,50.5,"",0.15,NA,NA,"","liver","pfos_ug_kg_muscle_equiv_con",0.350279329608939
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,11,"2008-10-18",2008,"18/10/2008",2008,"Clupea harengus",3685569,780807819,1841538,12,NA,"wet weight",3,27,23.4,NA,NA,NA,1.7,4,"",0.15,NA,NA,"","liver","pfos_ug_kg_muscle_equiv_con",0.395530726256983
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,11,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686935,912409135,1841609,12,NA,"wet weight",4,29,30,9.93,9.93,NA,23.4,95.7,"",0.15,NA,NA,"","liver","pfos_ug_kg_muscle_equiv_con",0.227932960893855
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,11,"2009-11-30",2009,"30/11/2009",2009,"Clupea harengus",3686936,913609147,1841609,12,NA,"wet weight",4,27,28.4,6.81,6.81,NA,23.6,105.2,"",0.15,NA,NA,"","liver","pfos_ug_kg_muscle_equiv_con",0.226815642458101
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,11,"2010-10-21",2010,"21/10/2010",2010,"Clupea harengus",3688014,982809839,1841669,12,NA,"wet weight",4,27,22.6,2.73,2.73,NA,20,47.5,"",0.15,NA,NA,"","liver","pfos_ug_kg_muscle_equiv_con",0.80391061452514
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,11,"2010-10-21",2010,"21/10/2010",2010,"Clupea harengus",3688015,984009851,1841669,12,NA,"wet weight",6,29,23.8,2.95,2.95,NA,20.6,52.5,"",0.15,NA,NA,"","liver","pfos_ug_kg_muscle_equiv_con",1.05586592178771
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,11,"2011-11-14",2011,"14/11/2011",2011,"Clupea harengus",3679444,760307614,1841293,12,NA,"wet weight",4,26,25.2,6.05,7.53,NA,22.4,85.8,"",0.15,NA,1.482983,"U2","liver","pfos_ug_kg_muscle_equiv_con",0.530167597765363
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,11,"2011-11-14",2011,"14/11/2011",2011,"Clupea harengus",3679445,761507626,1841293,12,NA,"wet weight",4,27,24.3,5.5,7.37,NA,21.8,77.5,"",0.15,NA,2.957103,"U2","liver","pfos_ug_kg_muscle_equiv_con",1.05698324022346
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,11,"2012-12-03",2012,"03/12/2012",2012,"Clupea harengus",3681240,676806779,1841355,12,NA,"wet weight",3,27,24.1,4.7,4.7,NA,15.8,41.5,"",0.15,NA,3.421637,"U2","liver","pfos_ug_kg_muscle_equiv_con",1.22346368715084
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,11,"2012-12-03",2012,"03/12/2012",2012,"Clupea harengus",3681241,678006791,1841355,12,NA,"wet weight",3,28,22.1,3.5,4,NA,17.5,43.9,"",0.15,NA,3.103197,"U2","liver","pfos_ug_kg_muscle_equiv_con",1.10949720670391
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,11,"2013-11-05",2013,"05/11/2013",2013,"Clupea harengus",3683025,455504566,1841415,12,NA,"wet weight",3,28,22.8,NA,5.1,NA,19.9,52.5,"",0.15,NA,1.339266,"U2","liver","pfos_ug_kg_muscle_equiv_con",0.70391061452514
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,11,"2013-11-05",2013,"05/11/2013",2013,"Clupea harengus",3683026,456704578,1841415,12,NA,"wet weight",3,28,24,NA,5.2,NA,19.9,55.3,"",0.15,NA,2.413049,"U2","liver","pfos_ug_kg_muscle_equiv_con",0.675977653631285
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,11,"2014-11-24",2014,"24/11/2014",2014,"Clupea harengus",3665678,828908300,1839683,12,NA,"wet weight",4,NA,NA,NA,4.64,NA,20.1,54.5,"",0.15,NA,2.024242,"U2","liver","pfos_ug_kg_muscle_equiv_con",0.726256983240223
"Sweden","COMB",TRUE,"SERI","Abbekas",55.3163,13.611,11,"2014-11-24",2014,"24/11/2014",2014,"Clupea harengus",3665679,830108312,1839683,12,NA,"wet weight",3,NA,NA,NA,5.32,NA,20,55.2,"",0.15,NA,1.862147,"U2","liver","pfos_ug_kg_muscle_equiv_con",0.670391061452514
"Sweden","COMB",TRUE,"SERI","Aengskaersklubb",60.5326,18.1624,37,"2005-10-14",2005,"14/10/2005",2005,"Clupea harengus",3669872,710,1839893,10,NA,"wet weight",NA,NA,NA,NA,NA,NA,NA,NA,"",0.1,NA,NA,"","liver","pfos_ug_kg_muscle_equiv_con",0.264245810055866
"Sweden","COMB",TRUE,"SERI","Aengskaersklubb",60.5326,18.1624,37,"2006-09-21",2006,"21/09/2006",2006,"Clupea harengus",3671249,613,1839935,15,NA,"wet weight",NA,NA,NA,NA,NA,NA,NA,NA,"",0.1,NA,NA,"","liver","pfos_ug_kg_muscle_equiv_con",0.563128491620112
"Sweden","COMB",TRUE,"SERI","Aengskaersklubb",60.5326,18.1624,37,"2008-10-01",2008,"01/10/2008",2008,"Clupea harengus",3684106,415304164,1841487,12,NA,"wet weight",5,26,21.1,NA,NA,NA,18.2,30.9,"",0.15,NA,NA,"","liver","pfos_ug_kg_muscle_equiv_con",1.10558659217877
"Sweden","COMB",TRUE,"SERI","Aengskaersklubb",60.5326,18.1624,37,"2008-10-01",2008,"01/10/2008",2008,"Clupea harengus",3684107,416504176,1841487,12,NA,"wet weight",6,27,21.4,NA,NA,NA,18.6,36,"",0.15,NA,NA,"","liver","pfos_ug_kg_muscle_equiv_con",0.77877094972067
