"BHI_ID","NUTS_ID","PopTot","PopUrb","PopRur","PopTot_density_in_buffer_per_km2","PopUrb_density_in_buffer_per_km2","PopRur_density_in_buffer_per_km2","CNTR_CODE","rgn_nam","Subbasin","HELCOM_ID","NUTS3_area_in_BHI_buffer_km2"
32,"FI181",1500307,1292710,207599,6.82039433612759,5.87665855205335,0.943744876072532,"FI","Finland","Gulf of Finland","SEA-013",219973.64464
32,"FI182",694972,604688,90284,7.3341091025583,6.38133301054974,0.952776092008561,"FI","Finland","Gulf of Finland","SEA-013",94758.88486
32,"FI186",124844,0,124844,1.49501989872036,0,1.49501989872036,"FI","Finland","Gulf of Finland","SEA-013",83506.58082
36,"FI181",23442,10950,12492,15.4599781744045,7.22151527214953,8.23846290225497,"FI","Finland","Aland Sea","SEA-014",1516.30227
41,"FI1A3",14112,14045,67,2839.24238583276,2825.76242269141,13.4799631413545,"FI","Sweden","Bothnian Bay","SEA-017",4.97034
42,"FI1A1",51026,23842,27185,2.07289720629096,0.96856534300923,1.10437248761454,"FI","Finland","Bothnian Bay","SEA-017",24615.78888
42,"FI1A2",253934,213483,40455,0.797738138518642,0.670660608762021,0.127090095827151,"FI","Finland","Bothnian Bay","SEA-017",318317.48758
42,"FI1A3",50725,48451,2271,1.10077317461454,1.05142555117297,0.0492825210359707,"FI","Finland","Bothnian Bay","SEA-017",46081.2465
