"region_id","rgn_name","rgn_title"
0,"GLOBAL","Baltic"
15,"DE_BP","DE_BP"
16,"DE_WB","DE_WB"
11,"DK_BP","DK_BP"
12,"DK_KT","DK_KT"
13,"DK_SO","DK_SO"
14,"DK_WB","DK_WB"
24,"ES_BP","ES_BP"
23,"ES_GF","ES_GF"
25,"ES_GR","ES_GR"
8,"FI_AS","FI_AS"
6,"FI_BB","FI_BB"
10,"FI_BP","FI_BP"
7,"FI_BS","FI_BS"
9,"FI_GF","FI_GF"
20,"LT_BP","LT_BP"
21,"LV_BP","LV_BP"
22,"LV_GR","LV_GR"
17,"PL_BP","PL_BP"
19,"RU_BP","RU_BP"
18,"RU_GF","RU_GF"
1,"SE_BB","SE_BB"
3,"SE_BP","SE_BP"
2,"SE_BS","SE_BS"
4,"SE_KT","SE_KT"
5,"SE_SO","SE_SO"
