"BHI_ID","Year","secchi","year","target","HELCOM_ID","country","label","basin","score"
1,1988,7.0304347826087,1988,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",0.925057208237986
1,1989,8.30282352941176,1989,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,1990,8.32132701421801,1990,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,1991,9.24200913242009,1991,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,1992,8.6864406779661,1992,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,1993,8.16867469879518,1993,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,1994,7.85928853754941,1994,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,1995,6.825,1995,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",0.898026315789474
1,1996,8.99621212121212,1996,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,1997,7.86979166666667,1997,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,1998,8.15447154471545,1998,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,1999,8.39912280701754,1999,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,2000,7.58672566371681,2000,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",0.998253376804844
1,2001,8.08914285714286,2001,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,2002,9.65923566878981,2002,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,2003,8.70955882352941,2003,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,2004,7.35151515151515,2004,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",0.967304625199362
1,2005,8.3362962962963,2005,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,2006,9.41298701298701,2006,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,2007,6.38888888888889,2007,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",0.840643274853801
1,2008,7.93826530612245,2008,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,2009,8.81565217391304,2009,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,2010,8.04934210526316,2010,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
1,2011,6.7,2011,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",0.881578947368421
1,2012,8.81818181818182,2012,7.6,"SEA-001","Swe","Swe - Kattegat","Kattegat",1
