"rgn_id","basin","year","variable","value","unit","data_descrip","bhi_goal"
24,"Eastern Gotland Basin",2004,6,6.5,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2004,6,6.5,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2004,6,5.5,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2004,6,6,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2004,6,8,"secchi depth m","summer secchi observations","eut"
23,"Eastern Gotland Basin",2004,6,5.5,"secchi depth m","summer secchi observations","eut"
23,"Eastern Gotland Basin",2004,6,6,"secchi depth m","summer secchi observations","eut"
23,"Eastern Gotland Basin",2004,6,5.5,"secchi depth m","summer secchi observations","eut"
21,"Eastern Gotland Basin",2004,6,7,"secchi depth m","summer secchi observations","eut"
17,"Bornholm Basin",2004,6,8,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2004,6,8.5,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2004,6,7.5,"secchi depth m","summer secchi observations","eut"
14,"Bornholm Basin",2004,6,7,"secchi depth m","summer secchi observations","eut"
14,"Bornholm Basin",2004,6,6.5,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2004,6,6.5,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2004,6,7,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2004,6,6,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2004,6,6.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2004,6,6,"secchi depth m","summer secchi observations","eut"
36,"Aland Sea",2004,6,6,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2004,6,6.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2004,6,7,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2004,6,6.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2004,6,7,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2004,6,7.5,"secchi depth m","summer secchi observations","eut"
39,"The Quark",2004,6,5,"secchi depth m","summer secchi observations","eut"
40,"The Quark",2004,6,6,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2004,6,7,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2004,6,6.5,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2004,6,6.5,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2004,6,7.5,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2004,6,6.5,"secchi depth m","summer secchi observations","eut"
37,"Bothnian Sea",2004,6,6.5,"secchi depth m","summer secchi observations","eut"
37,"Bothnian Sea",2004,6,6.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2004,6,6.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2004,6,6.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,7,3.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2004,7,5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2004,7,4,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2004,7,5.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2004,7,5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2004,7,4.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2004,7,5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2004,7,4,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2004,7,6,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2004,7,4,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2004,7,5.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2004,7,5.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,7,3,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2004,7,4,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2004,7,4.5,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2004,7,4.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2004,7,4,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2004,7,4.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,7,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,7,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,7,3.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,7,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,7,3.5,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2004,7,3.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,7,3,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,7,3,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2004,7,3.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,7,3.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,7,3.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,7,3,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,7,3,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2004,7,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,7,3.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2004,8,4.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2004,8,5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,8,5,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2004,8,4.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,8,3.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,8,4.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,8,4,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2004,8,6.5,"secchi depth m","summer secchi observations","eut"
29,"Northern Baltic Proper",2004,8,6.5,"secchi depth m","summer secchi observations","eut"
26,"Western Gotland Basin",2004,8,6,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2004,8,7,"secchi depth m","summer secchi observations","eut"
36,"Aland Sea",2004,8,5.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2004,8,6,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2004,8,6,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2004,8,5.5,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2004,8,6,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2004,8,6,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2004,8,5.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,9,7,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,9,6,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2004,9,6,"secchi depth m","summer secchi observations","eut"
42,"Bothnian Bay",2005,8,7,"secchi depth m","summer secchi observations","eut"
42,"Bothnian Bay",2005,8,3,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2005,6,7,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2005,6,7,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2005,6,6.5,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2005,6,7,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2005,6,6,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2005,6,6.5,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2005,6,9,"secchi depth m","summer secchi observations","eut"
21,"Eastern Gotland Basin",2005,6,6.5,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2005,6,8,"secchi depth m","summer secchi observations","eut"
17,"Bornholm Basin",2005,6,8,"secchi depth m","summer secchi observations","eut"
17,"Bornholm Basin",2005,6,6.5,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2005,6,8,"secchi depth m","summer secchi observations","eut"
14,"Bornholm Basin",2005,6,8,"secchi depth m","summer secchi observations","eut"
14,"Bornholm Basin",2005,6,6.5,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2005,6,6.5,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2005,6,7,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2005,6,7,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2005,6,9,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2005,6,8,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2005,6,8,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2005,6,7,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2005,6,7,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2005,6,7,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2005,6,6,"secchi depth m","summer secchi observations","eut"
28,"Gulf of Riga",2005,6,4.5,"secchi depth m","summer secchi observations","eut"
28,"Gulf of Riga",2005,6,4.5,"secchi depth m","summer secchi observations","eut"
27,"Gulf of Riga",2005,6,3.5,"secchi depth m","summer secchi observations","eut"
27,"Gulf of Riga",2005,6,4,"secchi depth m","summer secchi observations","eut"
27,"Gulf of Riga",2005,6,3,"secchi depth m","summer secchi observations","eut"
28,"Gulf of Riga",2005,6,5,"secchi depth m","summer secchi observations","eut"
29,"Northern Baltic Proper",2005,6,7.5,"secchi depth m","summer secchi observations","eut"
36,"Aland Sea",2005,6,6,"secchi depth m","summer secchi observations","eut"
36,"Aland Sea",2005,6,6,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2005,6,7,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2005,6,7.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2005,6,8,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2005,6,7.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2005,6,5,"secchi depth m","summer secchi observations","eut"
39,"The Quark",2005,6,6,"secchi depth m","summer secchi observations","eut"
40,"The Quark",2005,6,6,"secchi depth m","summer secchi observations","eut"
42,"Bothnian Bay",2005,6,7,"secchi depth m","summer secchi observations","eut"
42,"Bothnian Bay",2005,6,7,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2005,6,6,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2005,6,5,"secchi depth m","summer secchi observations","eut"
40,"The Quark",2005,6,6.5,"secchi depth m","summer secchi observations","eut"
37,"Bothnian Sea",2005,6,7,"secchi depth m","summer secchi observations","eut"
37,"Bothnian Sea",2005,6,6.5,"secchi depth m","summer secchi observations","eut"
37,"Bothnian Sea",2005,6,5,"secchi depth m","summer secchi observations","eut"
37,"Bothnian Sea",2005,6,6,"secchi depth m","summer secchi observations","eut"
37,"Bothnian Sea",2005,6,7,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,3,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,3,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,3,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,3,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,2.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,3,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,4.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,3,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,3,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,3,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,4,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2005,7,4,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,7,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,4.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2005,7,4,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2005,7,4,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2005,7,3.5,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2005,7,4.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,7,4.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,4.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,7,4.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,8,4.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,8,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,8,3.5,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2005,8,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,8,4,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,8,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,8,4.5,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2005,8,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,8,4,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,8,5,"secchi depth m","summer secchi observations","eut"
29,"Northern Baltic Proper",2005,8,5,"secchi depth m","summer secchi observations","eut"
29,"Northern Baltic Proper",2005,8,5.5,"secchi depth m","summer secchi observations","eut"
29,"Northern Baltic Proper",2005,8,4.5,"secchi depth m","summer secchi observations","eut"
29,"Northern Baltic Proper",2005,8,5,"secchi depth m","summer secchi observations","eut"
26,"Western Gotland Basin",2005,8,6,"secchi depth m","summer secchi observations","eut"
26,"Western Gotland Basin",2005,8,5,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2005,8,5,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2005,8,5.5,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2005,8,5.5,"secchi depth m","summer secchi observations","eut"
29,"Northern Baltic Proper",2005,8,5,"secchi depth m","summer secchi observations","eut"
36,"Aland Sea",2005,8,5.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2005,8,6,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2005,8,4.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2005,8,4.5,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2005,8,5,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2005,8,6,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,8,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,8,4.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2005,8,8,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2005,8,6.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2005,8,7.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2005,8,6,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,9,6.5,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2005,9,5.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2005,9,5,"secchi depth m","summer secchi observations","eut"
42,"Bothnian Bay",2006,8,6.8,"secchi depth m","summer secchi observations","eut"
42,"Bothnian Bay",2006,8,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2006,6,5.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2006,6,6.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,6,6,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2006,6,8,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2006,6,8,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2006,6,9,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2006,6,9,"secchi depth m","summer secchi observations","eut"
21,"Eastern Gotland Basin",2006,6,9,"secchi depth m","summer secchi observations","eut"
17,"Bornholm Basin",2006,6,8,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2006,6,7.5,"secchi depth m","summer secchi observations","eut"
14,"Bornholm Basin",2006,6,11,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2006,6,7.5,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2006,6,7,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2006,6,7,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2006,6,8.5,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2006,6,10,"secchi depth m","summer secchi observations","eut"
20,"Eastern Gotland Basin",2006,6,7.5,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2006,6,7.5,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2006,6,7,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2006,6,8,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2006,6,7,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2006,6,7.5,"secchi depth m","summer secchi observations","eut"
29,"Northern Baltic Proper",2006,6,5.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2006,6,6.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2006,6,6.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2006,6,5.5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2006,6,7,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2006,6,8,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2006,6,7,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2006,6,6.5,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2006,6,6,"secchi depth m","summer secchi observations","eut"
42,"Bothnian Bay",2006,6,6.5,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2006,6,7,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2006,6,4,"secchi depth m","summer secchi observations","eut"
40,"The Quark",2006,6,5.5,"secchi depth m","summer secchi observations","eut"
39,"The Quark",2006,6,5.5,"secchi depth m","summer secchi observations","eut"
37,"Bothnian Sea",2006,6,6,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2006,7,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,7,4,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,7,5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,7,3.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,7,5,"secchi depth m","summer secchi observations","eut"
36,"Aland Sea",2006,7,7,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2006,7,7,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2006,7,6,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2006,7,6,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,7,5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2006,7,3.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2006,7,4.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2006,8,4.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2006,8,5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,8,5.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,8,5.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,8,6.5,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2006,8,6,"secchi depth m","summer secchi observations","eut"
27,"Gulf of Riga",2006,8,4.5,"secchi depth m","summer secchi observations","eut"
27,"Gulf of Riga",2006,8,3.5,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2006,8,7,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2006,8,6.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,8,7,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,8,6.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,8,6.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2006,8,6,"secchi depth m","summer secchi observations","eut"
31,"Northern Baltic Proper",2006,8,5,"secchi depth m","summer secchi observations","eut"
24,"Eastern Gotland Basin",2006,8,6,"secchi depth m","summer secchi observations","eut"
26,"Western Gotland Basin",2006,8,8,"secchi depth m","summer secchi observations","eut"
29,"Northern Baltic Proper",2006,8,7,"secchi depth m","summer secchi observations","eut"
36,"Aland Sea",2006,8,5,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2006,8,8,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2006,8,8,"secchi depth m","summer secchi observations","eut"
41,"Bothnian Bay",2006,8,5,"secchi depth m","summer secchi observations","eut"
40,"The Quark",2006,8,7,"secchi depth m","summer secchi observations","eut"
38,"Bothnian Sea",2006,8,9,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,8,6,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,8,4.5,"secchi depth m","summer secchi observations","eut"
30,"Northern Baltic Proper",2006,8,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2006,8,4.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2006,8,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2006,8,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2006,8,4,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2006,8,3.5,"secchi depth m","summer secchi observations","eut"
32,"Gulf of Finland",2006,8,3.5,"secchi depth m","summer secchi observations","eut"
34,"Gulf of Finland",2006,8,4,"secchi depth m","summer secchi observations","eut"
42,"Bothnian Bay",2007,7,3.5,"secchi depth m","summer secchi observations","eut"
17,"Bornholm Basin",2007,6,7.5,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2007,6,7.5,"secchi depth m","summer secchi observations","eut"
14,"Bornholm Basin",2007,6,6.5,"secchi depth m","summer secchi observations","eut"
14,"Bornholm Basin",2007,6,6,"secchi depth m","summer secchi observations","eut"
14,"Bornholm Basin",2007,6,6,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2007,6,6,"secchi depth m","summer secchi observations","eut"
