"station","rgn_id","year","value","variable","basin","bhi_goal","unit","data_descrip"
"",30,2009,0.0096,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2009,0.0201,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2009,0.03,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2009,0.033,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2009,0.0114,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2010,0.042,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2010,0.0237,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2010,0.0105,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2010,0.0141,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2010,0.0156,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2010,0.0135,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2010,0.0099,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2010,0.0099,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2010,0.042,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2010,0.042,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2010,0.0204,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2010,0.0189,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0153,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0111,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0162,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0144,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0174,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0174,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0198,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0144,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.057,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.039,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0204,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0261,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.039,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0084,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.033,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0138,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.027,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0225,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.048,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0201,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0126,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0213,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2011,0.0105,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2012,0.0156,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2012,0.0111,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",30,2012,0.0282,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"",36,2008,0.0114,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",36,2008,0.0075,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",36,2008,0.03,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",36,2008,0.0141,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",36,2008,0.0207,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",36,2008,0.0135,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",36,2008,0.0093,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",36,2008,0.0207,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2008,0.0294,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2008,0.0147,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2008,0.0135,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2008,0.0195,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2008,0.0282,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2008,0.0093,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2008,0.0111,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2008,0.0084,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2008,0.0093,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2008,0.012,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2008,0.0099,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2008,0.0171,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2009,0.0045,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2009,0.0264,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2009,0.0189,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2009,0.0024,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2009,0.0108,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2009,0.0048,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2009,0.0147,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2009,0.0021,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2010,0.0051,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2010,0.0102,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2010,0.0126,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2010,0.0237,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2010,0.0159,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2010,0.0138,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2010,0.0147,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2010,0.0129,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2010,0.0102,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2010,0.0129,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2010,0.0096,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2010,0.015,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2010,0.0123,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.0114,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.0126,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.009,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.0057,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.0075,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.0039,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.0072,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.009,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.0069,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.0021,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.0045,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.0075,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.0072,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.0057,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2011,0.0105,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2012,0.0048,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2012,0.0069,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2012,0.0075,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2012,0.0078,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2012,0.006,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2012,0.0093,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",38,2012,0.0078,"total TEQ dioxin-like pcb","Bothnian Sea","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2008,0.0081,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2008,0.0075,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2008,0.0033,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2008,0.0087,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2008,0.0048,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2008,0.0084,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2008,0.009,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2008,0.0075,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2008,0.009,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2008,0.0027,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2008,0.0021,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2008,0.0084,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2009,0.0042,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2009,0.0066,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2009,0.0108,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2009,0.0045,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2009,0.0117,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2009,0.0069,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2009,0.0105,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2009,0.0096,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2009,0.0063,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2009,0.0021,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2009,0.0102,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2009,0.0114,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2010,0.0099,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2010,0.0138,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2010,0.0141,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2010,0.0147,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2010,0.0204,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0048,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0066,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0066,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.009,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0054,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.003,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.006,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0051,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0057,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0045,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0048,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.006,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0066,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0057,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.006,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0045,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0039,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0042,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0042,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2011,0.0057,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2012,0.0132,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2012,0.0105,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2012,0.0039,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2012,0.0036,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2012,0.0069,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2012,0.0036,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2012,0.0054,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2012,0.0114,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2012,0.0105,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"",42,2012,0.0087,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"F2",42,2005,0.024,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"F2",42,2005,0.045,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"F2",42,2005,0.042,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"F2",42,2005,0.045,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"F2",42,2005,0.033,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"F2",42,2005,0.039,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"F2",42,2005,0.039,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"F2",42,2005,0.024,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"F2",42,2005,0.033,"total TEQ dioxin-like pcb","Bothnian Bay","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2006,0.018,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2006,0.0132,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2006,0.0099,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2006,0.0087,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2006,0.0102,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2006,0.0051,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2006,0.0063,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2006,0.012,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2006,0.0096,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2006,0.0132,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2006,0.012,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2006,0.0087,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2007,0.009,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2007,0.015,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2007,0.009,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2007,0.009,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2007,0.006,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2007,0.012,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2007,0.006,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2007,0.006,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2007,0.006,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2007,0.006,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2007,0.006,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"F67",36,2007,0.015,"total TEQ dioxin-like pcb","Aland Sea","CON","TEQ pg/g","unique herring samples reference ids"
"LL12",30,2005,0.057,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"LL12",30,2005,0.033,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"LL12",30,2005,0.033,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"LL12",30,2005,0.084,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"LL12",30,2005,0.033,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"LL12",30,2005,0.036,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"LL12",30,2005,0.063,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"LL12",30,2005,0.036,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"LL12",30,2005,0.054,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"LL12",30,2005,0.036,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"LL12",30,2005,0.045,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"LL12",30,2005,0.162,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
"LL12",30,2006,0.0138,"total TEQ dioxin-like pcb","Northern Baltic Proper","CON","TEQ pg/g","unique herring samples reference ids"
