"lat","lon","data_descrip","bhi_goal"
59.4835,23.9503,"summer secchi unique sampling locations 2000-2013","eut"
59.5197,23.2525,"summer secchi unique sampling locations 2000-2013","eut"
59.4252,22.8677,"summer secchi unique sampling locations 2000-2013","eut"
59.2837,22.9168,"summer secchi unique sampling locations 2000-2013","eut"
59.6335,23.25,"summer secchi unique sampling locations 2000-2013","eut"
59.7835,23.966,"summer secchi unique sampling locations 2000-2013","eut"
59.6968,23.9663,"summer secchi unique sampling locations 2000-2013","eut"
59.647,23.6505,"summer secchi unique sampling locations 2000-2013","eut"
59.95,25.0823,"summer secchi unique sampling locations 2000-2013","eut"
59.775,25.0832,"summer secchi unique sampling locations 2000-2013","eut"
59.95,25.084,"summer secchi unique sampling locations 2000-2013","eut"
59.9495,25.5907,"summer secchi unique sampling locations 2000-2013","eut"
59.805,25.5922,"summer secchi unique sampling locations 2000-2013","eut"
60,25.9998,"summer secchi unique sampling locations 2000-2013","eut"
60.0917,26.3,"summer secchi unique sampling locations 2000-2013","eut"
60.1747,26.6267,"summer secchi unique sampling locations 2000-2013","eut"
60.0337,26.3888,"summer secchi unique sampling locations 2000-2013","eut"
59.8498,25.8337,"summer secchi unique sampling locations 2000-2013","eut"
60.0002,25.9995,"summer secchi unique sampling locations 2000-2013","eut"
59.4837,22.8962,"summer secchi unique sampling locations 2000-2013","eut"
59.3335,23.263,"summer secchi unique sampling locations 2000-2013","eut"
59.5818,23.6272,"summer secchi unique sampling locations 2000-2013","eut"
59.5917,24.3465,"summer secchi unique sampling locations 2000-2013","eut"
60.0672,26.3477,"summer secchi unique sampling locations 2000-2013","eut"
59.8467,24.8378,"summer secchi unique sampling locations 2000-2013","eut"
59.8293,24.302,"summer secchi unique sampling locations 2000-2013","eut"
59.0335,21.0797,"summer secchi unique sampling locations 2000-2013","eut"
58.583,18.2303,"summer secchi unique sampling locations 2000-2013","eut"
57.1167,17.6673,"summer secchi unique sampling locations 2000-2013","eut"
62.5863,19.9692,"summer secchi unique sampling locations 2000-2013","eut"
65.3838,23.4635,"summer secchi unique sampling locations 2000-2013","eut"
64.3017,22.3433,"summer secchi unique sampling locations 2000-2013","eut"
61.9835,20.0637,"summer secchi unique sampling locations 2000-2013","eut"
61.0503,20.2635,"summer secchi unique sampling locations 2000-2013","eut"
59.585,23.4697,"summer secchi unique sampling locations 2000-2013","eut"
59.585,23.4698,"summer secchi unique sampling locations 2000-2013","eut"
59.9578,24.9837,"summer secchi unique sampling locations 2000-2013","eut"
57.3665,19.5292,"summer secchi unique sampling locations 2000-2013","eut"
57.3198,20.0498,"summer secchi unique sampling locations 2000-2013","eut"
57.3,20.5337,"summer secchi unique sampling locations 2000-2013","eut"
56.4833,19.5667,"summer secchi unique sampling locations 2000-2013","eut"
56.4833,19.2867,"summer secchi unique sampling locations 2000-2013","eut"
56.4833,18.9503,"summer secchi unique sampling locations 2000-2013","eut"
56.4917,18.8335,"summer secchi unique sampling locations 2000-2013","eut"
55.0502,15.7502,"summer secchi unique sampling locations 2000-2013","eut"
54.8167,15.75,"summer secchi unique sampling locations 2000-2013","eut"
54.6832,15.7498,"summer secchi unique sampling locations 2000-2013","eut"
55.3332,14.4835,"summer secchi unique sampling locations 2000-2013","eut"
55.6835,14.7,"summer secchi unique sampling locations 2000-2013","eut"
55.5498,15.117,"summer secchi unique sampling locations 2000-2013","eut"
55.4832,15.3167,"summer secchi unique sampling locations 2000-2013","eut"
55.333,15.7338,"summer secchi unique sampling locations 2000-2013","eut"
56.1332,17.7502,"summer secchi unique sampling locations 2000-2013","eut"
56.9367,18.8267,"summer secchi unique sampling locations 2000-2013","eut"
56.9317,18.8983,"summer secchi unique sampling locations 2000-2013","eut"
56.9283,19.05,"summer secchi unique sampling locations 2000-2013","eut"
56.9415,19.3667,"summer secchi unique sampling locations 2000-2013","eut"
56.9583,20.4102,"summer secchi unique sampling locations 2000-2013","eut"
57.8802,22.8847,"summer secchi unique sampling locations 2000-2013","eut"
57.8085,23.5002,"summer secchi unique sampling locations 2000-2013","eut"
57.316,23.9078,"summer secchi unique sampling locations 2000-2013","eut"
57.2333,23.7997,"summer secchi unique sampling locations 2000-2013","eut"
57.3072,23.2913,"summer secchi unique sampling locations 2000-2013","eut"
57.8803,22.8845,"summer secchi unique sampling locations 2000-2013","eut"
58.8808,20.3108,"summer secchi unique sampling locations 2000-2013","eut"
59.915,19.5908,"summer secchi unique sampling locations 2000-2013","eut"
61.0665,19.73,"summer secchi unique sampling locations 2000-2013","eut"
61.0833,19.5798,"summer secchi unique sampling locations 2000-2013","eut"
61.6167,19.7965,"summer secchi unique sampling locations 2000-2013","eut"
61.7667,20.5303,"summer secchi unique sampling locations 2000-2013","eut"
62.5862,19.9693,"summer secchi unique sampling locations 2000-2013","eut"
63.3145,20.2727,"summer secchi unique sampling locations 2000-2013","eut"
63.517,21.5132,"summer secchi unique sampling locations 2000-2013","eut"
64.4172,22.9127,"summer secchi unique sampling locations 2000-2013","eut"
64.8003,23.479,"summer secchi unique sampling locations 2000-2013","eut"
63.5167,21.0625,"summer secchi unique sampling locations 2000-2013","eut"
62.8452,18.889,"summer secchi unique sampling locations 2000-2013","eut"
62.759,19.1955,"summer secchi unique sampling locations 2000-2013","eut"
62.1345,18.163,"summer secchi unique sampling locations 2000-2013","eut"
61.2335,17.663,"summer secchi unique sampling locations 2000-2013","eut"
61.1833,18.23,"summer secchi unique sampling locations 2000-2013","eut"
59.8465,24.838,"summer secchi unique sampling locations 2000-2013","eut"
59.5835,23.2975,"summer secchi unique sampling locations 2000-2013","eut"
59.2833,22.1128,"summer secchi unique sampling locations 2000-2013","eut"
59.3667,22.4635,"summer secchi unique sampling locations 2000-2013","eut"
59.4837,22.8968,"summer secchi unique sampling locations 2000-2013","eut"
59.5837,23.2967,"summer secchi unique sampling locations 2000-2013","eut"
59.6338,23.6475,"summer secchi unique sampling locations 2000-2013","eut"
59.4667,20.9662,"summer secchi unique sampling locations 2000-2013","eut"
59.2165,20.9665,"summer secchi unique sampling locations 2000-2013","eut"
58.7167,20.9665,"summer secchi unique sampling locations 2000-2013","eut"
58.4332,20.9477,"summer secchi unique sampling locations 2000-2013","eut"
59.2083,22.3132,"summer secchi unique sampling locations 2000-2013","eut"
59.2338,22.3082,"summer secchi unique sampling locations 2000-2013","eut"
59.2585,22.3017,"summer secchi unique sampling locations 2000-2013","eut"
59.2817,22.289,"summer secchi unique sampling locations 2000-2013","eut"
59.3067,22.2865,"summer secchi unique sampling locations 2000-2013","eut"
59.3335,22.2783,"summer secchi unique sampling locations 2000-2013","eut"
59.4493,21.4135,"summer secchi unique sampling locations 2000-2013","eut"
59.1167,21.4135,"summer secchi unique sampling locations 2000-2013","eut"
59.1835,21.7465,"summer secchi unique sampling locations 2000-2013","eut"
59.517,21.7463,"summer secchi unique sampling locations 2000-2013","eut"
59.5835,23.2965,"summer secchi unique sampling locations 2000-2013","eut"
59.7003,24.0305,"summer secchi unique sampling locations 2000-2013","eut"
59.7668,24.4302,"summer secchi unique sampling locations 2000-2013","eut"
59.8462,24.8383,"summer secchi unique sampling locations 2000-2013","eut"
59.5815,23.6258,"summer secchi unique sampling locations 2000-2013","eut"
59.6498,22.9005,"summer secchi unique sampling locations 2000-2013","eut"
59.5925,22.5778,"summer secchi unique sampling locations 2000-2013","eut"
59.5212,22.171,"summer secchi unique sampling locations 2000-2013","eut"
59.2648,21.0087,"summer secchi unique sampling locations 2000-2013","eut"
59.3413,21.3733,"summer secchi unique sampling locations 2000-2013","eut"
59.4578,21.9638,"summer secchi unique sampling locations 2000-2013","eut"
59.5925,22.6533,"summer secchi unique sampling locations 2000-2013","eut"
59.6308,22.7748,"summer secchi unique sampling locations 2000-2013","eut"
59.4673,22.0202,"summer secchi unique sampling locations 2000-2013","eut"
59.3203,21.3363,"summer secchi unique sampling locations 2000-2013","eut"
59.265,21.008,"summer secchi unique sampling locations 2000-2013","eut"
59.303,21.2125,"summer secchi unique sampling locations 2000-2013","eut"
59.4132,21.7457,"summer secchi unique sampling locations 2000-2013","eut"
59.5878,22.6198,"summer secchi unique sampling locations 2000-2013","eut"
59.6963,23.1797,"summer secchi unique sampling locations 2000-2013","eut"
59.696,23.1823,"summer secchi unique sampling locations 2000-2013","eut"
59.3477,21.4388,"summer secchi unique sampling locations 2000-2013","eut"
59.6965,23.1812,"summer secchi unique sampling locations 2000-2013","eut"
59.6243,22.8038,"summer secchi unique sampling locations 2000-2013","eut"
59.5118,22.2142,"summer secchi unique sampling locations 2000-2013","eut"
59.329,21.3528,"summer secchi unique sampling locations 2000-2013","eut"
59.2523,21.0017,"summer secchi unique sampling locations 2000-2013","eut"
59.2518,21.0022,"summer secchi unique sampling locations 2000-2013","eut"
59.32,21.2743,"summer secchi unique sampling locations 2000-2013","eut"
59.4285,21.8265,"summer secchi unique sampling locations 2000-2013","eut"
59.6133,22.7708,"summer secchi unique sampling locations 2000-2013","eut"
59.95,25.5833,"summer secchi unique sampling locations 2000-2013","eut"
59.7997,25.5835,"summer secchi unique sampling locations 2000-2013","eut"
59.7332,24.9165,"summer secchi unique sampling locations 2000-2013","eut"
59.5668,24.1502,"summer secchi unique sampling locations 2000-2013","eut"
59.4997,23.6663,"summer secchi unique sampling locations 2000-2013","eut"
59.4332,23.183,"summer secchi unique sampling locations 2000-2013","eut"
59.3665,22.7163,"summer secchi unique sampling locations 2000-2013","eut"
59.367,21.9175,"summer secchi unique sampling locations 2000-2013","eut"
59.7167,23.6665,"summer secchi unique sampling locations 2000-2013","eut"
59.8002,24.4503,"summer secchi unique sampling locations 2000-2013","eut"
59.9498,25.584,"summer secchi unique sampling locations 2000-2013","eut"
60.0835,26.3332,"summer secchi unique sampling locations 2000-2013","eut"
59.8832,26.2503,"summer secchi unique sampling locations 2000-2013","eut"
59.8,25.5828,"summer secchi unique sampling locations 2000-2013","eut"
59.7333,24.9165,"summer secchi unique sampling locations 2000-2013","eut"
59.5667,24.1498,"summer secchi unique sampling locations 2000-2013","eut"
59.5002,23.667,"summer secchi unique sampling locations 2000-2013","eut"
59.4333,23.1833,"summer secchi unique sampling locations 2000-2013","eut"
59.65,23.2335,"summer secchi unique sampling locations 2000-2013","eut"
59.8,24.4502,"summer secchi unique sampling locations 2000-2013","eut"
59.8583,24.475,"summer secchi unique sampling locations 2000-2013","eut"
59.8468,24.8378,"summer secchi unique sampling locations 2000-2013","eut"
60.0672,26.3467,"summer secchi unique sampling locations 2000-2013","eut"
59.8385,25.8568,"summer secchi unique sampling locations 2000-2013","eut"
59.5855,23.6293,"summer secchi unique sampling locations 2000-2013","eut"
59.3335,23.2635,"summer secchi unique sampling locations 2000-2013","eut"
59.4835,22.8968,"summer secchi unique sampling locations 2000-2013","eut"
59.5918,24.3468,"summer secchi unique sampling locations 2000-2013","eut"
59.7002,24.0302,"summer secchi unique sampling locations 2000-2013","eut"
59.0333,21.0802,"summer secchi unique sampling locations 2000-2013","eut"
58.8807,20.3107,"summer secchi unique sampling locations 2000-2013","eut"
58.7842,19.094,"summer secchi unique sampling locations 2000-2013","eut"
58.5833,18.2333,"summer secchi unique sampling locations 2000-2013","eut"
57.9997,17.9968,"summer secchi unique sampling locations 2000-2013","eut"
57.1167,17.6667,"summer secchi unique sampling locations 2000-2013","eut"
57.32,20.05,"summer secchi unique sampling locations 2000-2013","eut"
58,19.8968,"summer secchi unique sampling locations 2000-2013","eut"
58.45,20.1667,"summer secchi unique sampling locations 2000-2013","eut"
60.189,19.1423,"summer secchi unique sampling locations 2000-2013","eut"
61.7668,20.5305,"summer secchi unique sampling locations 2000-2013","eut"
65.3837,23.4627,"summer secchi unique sampling locations 2000-2013","eut"
64.305,22.3583,"summer secchi unique sampling locations 2000-2013","eut"
59.8463,24.8377,"summer secchi unique sampling locations 2000-2013","eut"
59.7,24.03,"summer secchi unique sampling locations 2000-2013","eut"
61.0832,20.5962,"summer secchi unique sampling locations 2000-2013","eut"
59.2508,21.008,"summer secchi unique sampling locations 2000-2013","eut"
59.0333,21.0795,"summer secchi unique sampling locations 2000-2013","eut"
59.1832,21.7467,"summer secchi unique sampling locations 2000-2013","eut"
59.8465,24.8377,"summer secchi unique sampling locations 2000-2013","eut"
59.7,24.0303,"summer secchi unique sampling locations 2000-2013","eut"
59.5835,23.2968,"summer secchi unique sampling locations 2000-2013","eut"
57.3667,19.5295,"summer secchi unique sampling locations 2000-2013","eut"
57.3198,20.05,"summer secchi unique sampling locations 2000-2013","eut"
57.3002,20.5333,"summer secchi unique sampling locations 2000-2013","eut"
56.4798,20.0835,"summer secchi unique sampling locations 2000-2013","eut"
55.5498,18.4,"summer secchi unique sampling locations 2000-2013","eut"
55.0002,14.0832,"summer secchi unique sampling locations 2000-2013","eut"
55.5507,15.1172,"summer secchi unique sampling locations 2000-2013","eut"
55.4835,15.3168,"summer secchi unique sampling locations 2000-2013","eut"
56.9318,18.898,"summer secchi unique sampling locations 2000-2013","eut"
56.9417,19.3668,"summer secchi unique sampling locations 2000-2013","eut"
56.9383,19.8097,"summer secchi unique sampling locations 2000-2013","eut"
56.9548,20.0598,"summer secchi unique sampling locations 2000-2013","eut"
56.9498,20.2667,"summer secchi unique sampling locations 2000-2013","eut"
56.9582,20.41,"summer secchi unique sampling locations 2000-2013","eut"
58.8807,20.3108,"summer secchi unique sampling locations 2000-2013","eut"
61.0667,19.7297,"summer secchi unique sampling locations 2000-2013","eut"
61.0835,20.5967,"summer secchi unique sampling locations 2000-2013","eut"
61.7672,20.5303,"summer secchi unique sampling locations 2000-2013","eut"
61.9835,20.0628,"summer secchi unique sampling locations 2000-2013","eut"
62.5862,19.9692,"summer secchi unique sampling locations 2000-2013","eut"
62.6002,20.263,"summer secchi unique sampling locations 2000-2013","eut"
64.3022,22.3432,"summer secchi unique sampling locations 2000-2013","eut"
65.0003,23.2463,"summer secchi unique sampling locations 2000-2013","eut"
65.2337,23.5625,"summer secchi unique sampling locations 2000-2013","eut"
63.5168,21.0625,"summer secchi unique sampling locations 2000-2013","eut"
63.3143,20.2723,"summer secchi unique sampling locations 2000-2013","eut"
61.2332,17.6632,"summer secchi unique sampling locations 2000-2013","eut"
59.8465,24.8375,"summer secchi unique sampling locations 2000-2013","eut"
59.4827,22.8957,"summer secchi unique sampling locations 2000-2013","eut"
59.6333,22.7497,"summer secchi unique sampling locations 2000-2013","eut"
59.5833,22.4168,"summer secchi unique sampling locations 2000-2013","eut"
59.6833,20.5972,"summer secchi unique sampling locations 2000-2013","eut"
60.1902,19.1428,"summer secchi unique sampling locations 2000-2013","eut"
60.5148,19.2752,"summer secchi unique sampling locations 2000-2013","eut"
60.542,19.55,"summer secchi unique sampling locations 2000-2013","eut"
60.6503,19.9367,"summer secchi unique sampling locations 2000-2013","eut"
59.6168,21.4668,"summer secchi unique sampling locations 2000-2013","eut"
59.8465,24.8378,"summer secchi unique sampling locations 2000-2013","eut"
60.067,26.3468,"summer secchi unique sampling locations 2000-2013","eut"
59.847,24.8375,"summer secchi unique sampling locations 2000-2013","eut"
59.5818,23.6262,"summer secchi unique sampling locations 2000-2013","eut"
59.4833,22.8965,"summer secchi unique sampling locations 2000-2013","eut"
59.425,22.5897,"summer secchi unique sampling locations 2000-2013","eut"
58.8732,20.5092,"summer secchi unique sampling locations 2000-2013","eut"
57.8117,21.4465,"summer secchi unique sampling locations 2000-2013","eut"
57.2335,23.7998,"summer secchi unique sampling locations 2000-2013","eut"
57.6748,23.6008,"summer secchi unique sampling locations 2000-2013","eut"
57.15,19.9997,"summer secchi unique sampling locations 2000-2013","eut"
57.9877,20.4137,"summer secchi unique sampling locations 2000-2013","eut"
58.8733,20.5092,"summer secchi unique sampling locations 2000-2013","eut"
59.0535,20.8543,"summer secchi unique sampling locations 2000-2013","eut"
59.2833,21.5637,"summer secchi unique sampling locations 2000-2013","eut"
59.7967,24.4493,"summer secchi unique sampling locations 2000-2013","eut"
59.0335,21.08,"summer secchi unique sampling locations 2000-2013","eut"
62.5862,19.969,"summer secchi unique sampling locations 2000-2013","eut"
65.3837,23.4625,"summer secchi unique sampling locations 2000-2013","eut"
63.5167,21.5123,"summer secchi unique sampling locations 2000-2013","eut"
61.0835,19.5793,"summer secchi unique sampling locations 2000-2013","eut"
59.367,21.9177,"summer secchi unique sampling locations 2000-2013","eut"
59.5008,22.3667,"summer secchi unique sampling locations 2000-2013","eut"
59.6167,22.7162,"summer secchi unique sampling locations 2000-2013","eut"
59.5823,23.631,"summer secchi unique sampling locations 2000-2013","eut"
59.6503,23.233,"summer secchi unique sampling locations 2000-2013","eut"
59.7165,23.6662,"summer secchi unique sampling locations 2000-2013","eut"
59.8002,24.4502,"summer secchi unique sampling locations 2000-2013","eut"
60.0833,26.3332,"summer secchi unique sampling locations 2000-2013","eut"
59.9498,25.5832,"summer secchi unique sampling locations 2000-2013","eut"
59.8748,25.1663,"summer secchi unique sampling locations 2000-2013","eut"
54.6833,15.7502,"summer secchi unique sampling locations 2000-2013","eut"
55,14.0833,"summer secchi unique sampling locations 2000-2013","eut"
55.3333,14.4833,"summer secchi unique sampling locations 2000-2013","eut"
55.6833,14.7,"summer secchi unique sampling locations 2000-2013","eut"
55.6167,14.8667,"summer secchi unique sampling locations 2000-2013","eut"
55.55,15.1167,"summer secchi unique sampling locations 2000-2013","eut"
55.4833,15.3167,"summer secchi unique sampling locations 2000-2013","eut"
56.9417,19.3667,"summer secchi unique sampling locations 2000-2013","eut"
56.9383,19.81,"summer secchi unique sampling locations 2000-2013","eut"
56.9583,20.15,"summer secchi unique sampling locations 2000-2013","eut"
56.95,20.2667,"summer secchi unique sampling locations 2000-2013","eut"
56.9583,20.41,"summer secchi unique sampling locations 2000-2013","eut"
61.0667,19.7298,"summer secchi unique sampling locations 2000-2013","eut"
64.9337,22.346,"summer secchi unique sampling locations 2000-2013","eut"
63.5168,21.0628,"summer secchi unique sampling locations 2000-2013","eut"
63.3143,20.2727,"summer secchi unique sampling locations 2000-2013","eut"
62.7588,19.1957,"summer secchi unique sampling locations 2000-2013","eut"
61.2333,17.6632,"summer secchi unique sampling locations 2000-2013","eut"
59.3783,21.4412,"summer secchi unique sampling locations 2000-2013","eut"
60.0167,26.0808,"summer secchi unique sampling locations 2000-2013","eut"
59.9167,25.0302,"summer secchi unique sampling locations 2000-2013","eut"
59.7048,24.6825,"summer secchi unique sampling locations 2000-2013","eut"
58.9767,20.5785,"summer secchi unique sampling locations 2000-2013","eut"
61.0833,19.5833,"summer secchi unique sampling locations 2000-2013","eut"
61.8502,20.0552,"summer secchi unique sampling locations 2000-2013","eut"
59.5012,20.3878,"summer secchi unique sampling locations 2000-2013","eut"
59.9168,24.9135,"summer secchi unique sampling locations 2000-2013","eut"
59.7002,23.1803,"summer secchi unique sampling locations 2000-2013","eut"
59.6107,20.649,"summer secchi unique sampling locations 2000-2013","eut"
56.1333,17.75,"summer secchi unique sampling locations 2000-2013","eut"
61.9835,20.063,"summer secchi unique sampling locations 2000-2013","eut"
59.9493,25.1097,"summer secchi unique sampling locations 2000-2013","eut"
59.9517,25.1838,"summer secchi unique sampling locations 2000-2013","eut"
59.9822,25.1693,"summer secchi unique sampling locations 2000-2013","eut"
59.705,24.6822,"summer secchi unique sampling locations 2000-2013","eut"
64.308,22.355,"summer secchi unique sampling locations 2000-2013","eut"
57.4,19.4333,"summer secchi unique sampling locations 2000-2013","eut"
61.6352,21.2713,"summer secchi unique sampling locations 2000-2013","eut"
61.5868,21.2097,"summer secchi unique sampling locations 2000-2013","eut"
54.6833,15.75,"summer secchi unique sampling locations 2000-2013","eut"
54.6495,15.75,"summer secchi unique sampling locations 2000-2013","eut"
65.2337,23.5628,"summer secchi unique sampling locations 2000-2013","eut"
64.7003,22.0628,"summer secchi unique sampling locations 2000-2013","eut"
60.1778,27.0962,"summer secchi unique sampling locations 2000-2013","eut"
60.134,27.4657,"summer secchi unique sampling locations 2000-2013","eut"
60.1872,27.579,"summer secchi unique sampling locations 2000-2013","eut"
60.1167,28.0655,"summer secchi unique sampling locations 2000-2013","eut"
60.1083,28.8,"summer secchi unique sampling locations 2000-2013","eut"
60.032,28.4463,"summer secchi unique sampling locations 2000-2013","eut"
59.0817,20.8137,"summer secchi unique sampling locations 2000-2013","eut"
57.416,19.047,"summer secchi unique sampling locations 2000-2013","eut"
60.5332,18.9377,"summer secchi unique sampling locations 2000-2013","eut"
59.906,26.23,"summer secchi unique sampling locations 2000-2013","eut"
59.3345,23.3022,"summer secchi unique sampling locations 2000-2013","eut"
56.4917,18.8333,"summer secchi unique sampling locations 2000-2013","eut"
56.4833,18.95,"summer secchi unique sampling locations 2000-2013","eut"
59.6215,23.2395,"summer secchi unique sampling locations 2000-2013","eut"
59.643,23.222,"summer secchi unique sampling locations 2000-2013","eut"
59.637,23.2343,"summer secchi unique sampling locations 2000-2013","eut"
59.6108,23.3048,"summer secchi unique sampling locations 2000-2013","eut"
59.6178,23.4465,"summer secchi unique sampling locations 2000-2013","eut"
59.7917,24.3015,"summer secchi unique sampling locations 2000-2013","eut"
58.515,20.17,"summer secchi unique sampling locations 2000-2013","eut"
58.1972,19.8562,"summer secchi unique sampling locations 2000-2013","eut"
55.8443,17.383,"summer secchi unique sampling locations 2000-2013","eut"
55.4485,16.2013,"summer secchi unique sampling locations 2000-2013","eut"
54.0267,14.2805,"summer secchi unique sampling locations 2000-2013","eut"
56.1005,18.7012,"summer secchi unique sampling locations 2000-2013","eut"
56.162,19.4158,"summer secchi unique sampling locations 2000-2013","eut"
56.3367,19.7095,"summer secchi unique sampling locations 2000-2013","eut"
56.7,20.3167,"summer secchi unique sampling locations 2000-2013","eut"
57.533,20.287,"summer secchi unique sampling locations 2000-2013","eut"
60.3385,28.0018,"summer secchi unique sampling locations 2000-2013","eut"
59.543,27.7652,"summer secchi unique sampling locations 2000-2013","eut"
59.7355,27.3813,"summer secchi unique sampling locations 2000-2013","eut"
59.6435,27.0768,"summer secchi unique sampling locations 2000-2013","eut"
59.7002,23.1802,"summer secchi unique sampling locations 2000-2013","eut"
58.5832,18.2305,"summer secchi unique sampling locations 2000-2013","eut"
56.6333,19.5833,"summer secchi unique sampling locations 2000-2013","eut"
59.4333,21.4968,"summer secchi unique sampling locations 2000-2013","eut"
61.509,21.2502,"summer secchi unique sampling locations 2000-2013","eut"
57.3,23.85,"summer secchi unique sampling locations 2000-2013","eut"
57.3073,23.2902,"summer secchi unique sampling locations 2000-2013","eut"
57.5668,22.982,"summer secchi unique sampling locations 2000-2013","eut"
57.633,24.2333,"summer secchi unique sampling locations 2000-2013","eut"
57.85,23.9163,"summer secchi unique sampling locations 2000-2013","eut"
57.8045,22.8578,"summer secchi unique sampling locations 2000-2013","eut"
60.0012,24.96,"summer secchi unique sampling locations 2000-2013","eut"
59.9462,24.9717,"summer secchi unique sampling locations 2000-2013","eut"
59.8978,24.8908,"summer secchi unique sampling locations 2000-2013","eut"
60.0267,25.2713,"summer secchi unique sampling locations 2000-2013","eut"
59.8977,24.8907,"summer secchi unique sampling locations 2000-2013","eut"
59.9462,24.9715,"summer secchi unique sampling locations 2000-2013","eut"
60.0012,24.9607,"summer secchi unique sampling locations 2000-2013","eut"
59.9168,25.0302,"summer secchi unique sampling locations 2000-2013","eut"
59.85,24.83,"summer secchi unique sampling locations 2000-2013","eut"
60.1142,26.5867,"summer secchi unique sampling locations 2000-2013","eut"
60.1537,26.607,"summer secchi unique sampling locations 2000-2013","eut"
60.1187,26.6372,"summer secchi unique sampling locations 2000-2013","eut"
59.9405,24.8965,"summer secchi unique sampling locations 2000-2013","eut"
59.6335,22.9968,"summer secchi unique sampling locations 2000-2013","eut"
59.7675,23.8505,"summer secchi unique sampling locations 2000-2013","eut"
60.2257,27.3728,"summer secchi unique sampling locations 2000-2013","eut"
59.8835,25.1968,"summer secchi unique sampling locations 2000-2013","eut"
59.9168,25.597,"summer secchi unique sampling locations 2000-2013","eut"
59.5818,23.6268,"summer secchi unique sampling locations 2000-2013","eut"
63.7835,21.4795,"summer secchi unique sampling locations 2000-2013","eut"
62.665,20.3808,"summer secchi unique sampling locations 2000-2013","eut"
58.5,19.8335,"summer secchi unique sampling locations 2000-2013","eut"
63.2843,20.4162,"summer secchi unique sampling locations 2000-2013","eut"
59.6168,23.0802,"summer secchi unique sampling locations 2000-2013","eut"
59.7002,23.1798,"summer secchi unique sampling locations 2000-2013","eut"
59.447,23.2132,"summer secchi unique sampling locations 2000-2013","eut"
56.8335,18.9992,"summer secchi unique sampling locations 2000-2013","eut"
55.3177,15.6255,"summer secchi unique sampling locations 2000-2013","eut"
55.3825,15.7388,"summer secchi unique sampling locations 2000-2013","eut"
55.2502,15.984,"summer secchi unique sampling locations 2000-2013","eut"
56.4333,17.4333,"summer secchi unique sampling locations 2000-2013","eut"
59.8108,24.4672,"summer secchi unique sampling locations 2000-2013","eut"
59.8665,24.632,"summer secchi unique sampling locations 2000-2013","eut"
60.001,25.2502,"summer secchi unique sampling locations 2000-2013","eut"
60.0012,25.2502,"summer secchi unique sampling locations 2000-2013","eut"
60.019,25.1563,"summer secchi unique sampling locations 2000-2013","eut"
59.7878,24.6805,"summer secchi unique sampling locations 2000-2013","eut"
54.7525,10.0928,"summer secchi unique sampling locations 2000-2013","eut"
54.6,10.45,"summer secchi unique sampling locations 2000-2013","eut"
54.0423,10.908,"summer secchi unique sampling locations 2000-2013","eut"
54.11,11.175,"summer secchi unique sampling locations 2000-2013","eut"
54.132,11.417,"summer secchi unique sampling locations 2000-2013","eut"
54.3148,11.55,"summer secchi unique sampling locations 2000-2013","eut"
54.202,11.695,"summer secchi unique sampling locations 2000-2013","eut"
54.232,12.067,"summer secchi unique sampling locations 2000-2013","eut"
54.382,12.297,"summer secchi unique sampling locations 2000-2013","eut"
54.53,12.525,"summer secchi unique sampling locations 2000-2013","eut"
54.623,13.028,"summer secchi unique sampling locations 2000-2013","eut"
54.762,13.565,"summer secchi unique sampling locations 2000-2013","eut"
54.535,13.77,"summer secchi unique sampling locations 2000-2013","eut"
54.203,13.905,"summer secchi unique sampling locations 2000-2013","eut"
54.113,14.117,"summer secchi unique sampling locations 2000-2013","eut"
54.007,14.233,"summer secchi unique sampling locations 2000-2013","eut"
54.0425,10.908,"summer secchi unique sampling locations 2000-2013","eut"
54.583,10.0668,"summer secchi unique sampling locations 2000-2013","eut"
54.7,10.822,"summer secchi unique sampling locations 2000-2013","eut"
54.315,11.5505,"summer secchi unique sampling locations 2000-2013","eut"
54.1097,11.1743,"summer secchi unique sampling locations 2000-2013","eut"
54.6573,10.7647,"summer secchi unique sampling locations 2000-2013","eut"
54.5982,10.447,"summer secchi unique sampling locations 2000-2013","eut"
54.467,12.2165,"summer secchi unique sampling locations 2000-2013","eut"
54.7238,12.7823,"summer secchi unique sampling locations 2000-2013","eut"
54.9245,13.5013,"summer secchi unique sampling locations 2000-2013","eut"
54.9997,14.083,"summer secchi unique sampling locations 2000-2013","eut"
54.5523,11.3197,"summer secchi unique sampling locations 2000-2013","eut"
54.4655,12.217,"summer secchi unique sampling locations 2000-2013","eut"
54.7232,12.7833,"summer secchi unique sampling locations 2000-2013","eut"
54.925,13.4995,"summer secchi unique sampling locations 2000-2013","eut"
54.9997,14.0825,"summer secchi unique sampling locations 2000-2013","eut"
54.2327,12.0752,"summer secchi unique sampling locations 2000-2013","eut"
54.658,10.766,"summer secchi unique sampling locations 2000-2013","eut"
54.599,10.4492,"summer secchi unique sampling locations 2000-2013","eut"
54.3122,11.551,"summer secchi unique sampling locations 2000-2013","eut"
55.0002,14.084,"summer secchi unique sampling locations 2000-2013","eut"
54.6577,10.7657,"summer secchi unique sampling locations 2000-2013","eut"
54.5995,10.4503,"summer secchi unique sampling locations 2000-2013","eut"
54.3153,11.5497,"summer secchi unique sampling locations 2000-2013","eut"
