"","value","location","unit","bhi_goal","data_descrip"
"1",1073.60405876586,"Denmark","tonnes","TRA","modeled mismanaged plastic waste 2015"
"2",4381.35500348724,"Estonia","tonnes","TRA","modeled mismanaged plastic waste 2015"
"3",3264.52685733252,"Finland","tonnes","TRA","modeled mismanaged plastic waste 2015"
"4",5934.84978237278,"Germany","tonnes","TRA","modeled mismanaged plastic waste 2015"
"5",2908.04829326196,"Latvia","tonnes","TRA","modeled mismanaged plastic waste 2015"
"6",1770.76031254529,"Lithuania","tonnes","TRA","modeled mismanaged plastic waste 2015"
"7",9443.15903643259,"Poland","tonnes","TRA","modeled mismanaged plastic waste 2015"
"8",29.2563056364076,"Russia","tonnes","TRA","modeled mismanaged plastic waste 2015"
"9",1447.27021451701,"Sweden","tonnes","TRA","modeled mismanaged plastic waste 2015"
