"","rgn_id","basin","year","variable","value","unit","data_descrip","bhi_goal"
"77",2,"Kattegat",2000,9,9.5,"secchi depth m","summer secchi observations","NUT"
"78",2,"Kattegat",2000,9,9.5,"secchi depth m","summer secchi observations","NUT"
"79",12,"Arkona Basin",2000,6,8,"secchi depth m","summer secchi observations","NUT"
"80",12,"Arkona Basin",2000,7,7.5,"secchi depth m","summer secchi observations","NUT"
"81",12,"Arkona Basin",2000,7,7.7,"secchi depth m","summer secchi observations","NUT"
"82",12,"Arkona Basin",2000,7,7.7,"secchi depth m","summer secchi observations","NUT"
"83",12,"Arkona Basin",2000,7,8.3,"secchi depth m","summer secchi observations","NUT"
"84",12,"Arkona Basin",2000,8,7.6,"secchi depth m","summer secchi observations","NUT"
"85",12,"Arkona Basin",2000,8,8,"secchi depth m","summer secchi observations","NUT"
"86",12,"Arkona Basin",2000,8,7.4,"secchi depth m","summer secchi observations","NUT"
"87",12,"Arkona Basin",2000,8,6.9,"secchi depth m","summer secchi observations","NUT"
"88",12,"Arkona Basin",2000,8,7.8,"secchi depth m","summer secchi observations","NUT"
"89",12,"Arkona Basin",2000,9,10.5,"secchi depth m","summer secchi observations","NUT"
"90",12,"Arkona Basin",2000,9,6.5,"secchi depth m","summer secchi observations","NUT"
"91",2,"Kattegat",2000,9,8.3,"secchi depth m","summer secchi observations","NUT"
"92",2,"Kattegat",2000,9,7.3,"secchi depth m","summer secchi observations","NUT"
"93",1,"Kattegat",2001,8,10.3,"secchi depth m","summer secchi observations","NUT"
"94",7,"Kiel Bay",2001,8,9.7,"secchi depth m","summer secchi observations","NUT"
"95",7,"Kiel Bay",2001,8,9,"secchi depth m","summer secchi observations","NUT"
"96",3,"Great Belt",2001,8,9,"secchi depth m","summer secchi observations","NUT"
"97",3,"Great Belt",2001,8,9.2,"secchi depth m","summer secchi observations","NUT"
"98",3,"Great Belt",2001,8,8.5,"secchi depth m","summer secchi observations","NUT"
"99",7,"Kiel Bay",2001,8,7.6,"secchi depth m","summer secchi observations","NUT"
"100",10,"Bay of Mecklenburg",2001,8,6.2,"secchi depth m","summer secchi observations","NUT"
"101",10,"Bay of Mecklenburg",2001,8,6.4,"secchi depth m","summer secchi observations","NUT"
"102",12,"Arkona Basin",2001,8,6.2,"secchi depth m","summer secchi observations","NUT"
"103",12,"Arkona Basin",2001,8,6.5,"secchi depth m","summer secchi observations","NUT"
"104",12,"Arkona Basin",2001,9,7.7,"secchi depth m","summer secchi observations","NUT"
"105",13,"Arkona Basin",2001,9,8.4,"secchi depth m","summer secchi observations","NUT"
"106",12,"Arkona Basin",2001,9,7.2,"secchi depth m","summer secchi observations","NUT"
"107",10,"Bay of Mecklenburg",2001,9,9.4,"secchi depth m","summer secchi observations","NUT"
"108",10,"Bay of Mecklenburg",2001,9,7.2,"secchi depth m","summer secchi observations","NUT"
"109",7,"Kiel Bay",2001,9,6.8,"secchi depth m","summer secchi observations","NUT"
"110",7,"Kiel Bay",2001,9,8.6,"secchi depth m","summer secchi observations","NUT"
"111",3,"Great Belt",2001,9,8.9,"secchi depth m","summer secchi observations","NUT"
"112",3,"Great Belt",2001,9,10.6,"secchi depth m","summer secchi observations","NUT"
"113",2,"Kattegat",2001,9,13.6,"secchi depth m","summer secchi observations","NUT"
"114",2,"Kattegat",2001,9,10.8,"secchi depth m","summer secchi observations","NUT"
"115",2,"Kattegat",2001,9,7.8,"secchi depth m","summer secchi observations","NUT"
"116",1,"Kattegat",2001,9,8.1,"secchi depth m","summer secchi observations","NUT"
"117",1,"Kattegat",2001,9,7.8,"secchi depth m","summer secchi observations","NUT"
"118",1,"Kattegat",2001,9,11,"secchi depth m","summer secchi observations","NUT"
"119",2,"Kattegat",2001,9,10,"secchi depth m","summer secchi observations","NUT"
"120",2,"Kattegat",2001,9,9.4,"secchi depth m","summer secchi observations","NUT"
"121",15,"Bornholm Basin",2001,6,10.2,"secchi depth m","summer secchi observations","NUT"
"122",12,"Arkona Basin",2001,6,11.2,"secchi depth m","summer secchi observations","NUT"
"123",15,"Bornholm Basin",2001,7,10.1,"secchi depth m","summer secchi observations","NUT"
"124",12,"Arkona Basin",2001,7,8.2,"secchi depth m","summer secchi observations","NUT"
"125",12,"Arkona Basin",2001,7,7.8,"secchi depth m","summer secchi observations","NUT"
"126",12,"Arkona Basin",2001,8,10,"secchi depth m","summer secchi observations","NUT"
"127",15,"Bornholm Basin",2001,8,17.5,"secchi depth m","summer secchi observations","NUT"
"128",12,"Arkona Basin",2001,9,9.7,"secchi depth m","summer secchi observations","NUT"
"129",12,"Arkona Basin",2001,9,10.3,"secchi depth m","summer secchi observations","NUT"
"130",3,"Great Belt",2001,6,8,"secchi depth m","summer secchi observations","NUT"
"131",3,"Great Belt",2001,6,8.5,"secchi depth m","summer secchi observations","NUT"
"132",3,"Great Belt",2001,6,8,"secchi depth m","summer secchi observations","NUT"
"133",3,"Great Belt",2001,6,6.5,"secchi depth m","summer secchi observations","NUT"
"134",3,"Great Belt",2001,7,8,"secchi depth m","summer secchi observations","NUT"
"135",3,"Great Belt",2001,7,7.5,"secchi depth m","summer secchi observations","NUT"
"136",3,"Great Belt",2001,7,7,"secchi depth m","summer secchi observations","NUT"
"137",3,"Great Belt",2001,8,9,"secchi depth m","summer secchi observations","NUT"
"138",3,"Great Belt",2001,8,8.8,"secchi depth m","summer secchi observations","NUT"
"139",3,"Great Belt",2001,8,8,"secchi depth m","summer secchi observations","NUT"
"140",3,"Great Belt",2001,8,8,"secchi depth m","summer secchi observations","NUT"
"141",3,"Great Belt",2001,8,8,"secchi depth m","summer secchi observations","NUT"
"142",3,"Great Belt",2001,9,12.5,"secchi depth m","summer secchi observations","NUT"
"143",3,"Great Belt",2001,9,10,"secchi depth m","summer secchi observations","NUT"
"144",3,"Great Belt",2001,9,8,"secchi depth m","summer secchi observations","NUT"
"145",2,"Kattegat",2001,6,4.5,"secchi depth m","summer secchi observations","NUT"
"146",2,"Kattegat",2001,6,4,"secchi depth m","summer secchi observations","NUT"
"147",2,"Kattegat",2001,6,8,"secchi depth m","summer secchi observations","NUT"
"148",2,"Kattegat",2001,6,9,"secchi depth m","summer secchi observations","NUT"
"149",2,"Kattegat",2001,6,8.5,"secchi depth m","summer secchi observations","NUT"
"150",2,"Kattegat",2001,7,9,"secchi depth m","summer secchi observations","NUT"
"151",2,"Kattegat",2001,7,8.5,"secchi depth m","summer secchi observations","NUT"
"152",2,"Kattegat",2001,7,9.7,"secchi depth m","summer secchi observations","NUT"
"153",2,"Kattegat",2001,7,9.8,"secchi depth m","summer secchi observations","NUT"
"154",2,"Kattegat",2001,7,10.8,"secchi depth m","summer secchi observations","NUT"
"155",2,"Kattegat",2001,8,11,"secchi depth m","summer secchi observations","NUT"
"156",2,"Kattegat",2001,8,11.5,"secchi depth m","summer secchi observations","NUT"
"157",2,"Kattegat",2001,8,10.5,"secchi depth m","summer secchi observations","NUT"
"158",2,"Kattegat",2001,8,11.5,"secchi depth m","summer secchi observations","NUT"
"159",2,"Kattegat",2001,8,11.5,"secchi depth m","summer secchi observations","NUT"
"160",2,"Kattegat",2001,9,11.5,"secchi depth m","summer secchi observations","NUT"
"161",2,"Kattegat",2001,9,8.5,"secchi depth m","summer secchi observations","NUT"
"162",2,"Kattegat",2001,9,7,"secchi depth m","summer secchi observations","NUT"
"163",2,"Kattegat",2001,9,7.5,"secchi depth m","summer secchi observations","NUT"
"164",2,"Kattegat",2001,6,8.8,"secchi depth m","summer secchi observations","NUT"
"165",2,"Kattegat",2001,6,9.5,"secchi depth m","summer secchi observations","NUT"
"166",2,"Kattegat",2001,6,9,"secchi depth m","summer secchi observations","NUT"
"167",2,"Kattegat",2001,7,8.8,"secchi depth m","summer secchi observations","NUT"
"168",2,"Kattegat",2001,8,8.5,"secchi depth m","summer secchi observations","NUT"
"169",2,"Kattegat",2001,8,8.5,"secchi depth m","summer secchi observations","NUT"
"170",2,"Kattegat",2001,8,8,"secchi depth m","summer secchi observations","NUT"
"171",2,"Kattegat",2001,9,8,"secchi depth m","summer secchi observations","NUT"
"172",2,"Kattegat",2001,9,11,"secchi depth m","summer secchi observations","NUT"
"173",12,"Arkona Basin",2002,8,6,"secchi depth m","summer secchi observations","NUT"
"174",13,"Arkona Basin",2002,8,6.6,"secchi depth m","summer secchi observations","NUT"
"175",10,"Bay of Mecklenburg",2002,8,7.8,"secchi depth m","summer secchi observations","NUT"
"176",10,"Bay of Mecklenburg",2002,8,7.8,"secchi depth m","summer secchi observations","NUT"
"177",7,"Kiel Bay",2002,8,6.6,"secchi depth m","summer secchi observations","NUT"
"178",7,"Kiel Bay",2002,8,10.2,"secchi depth m","summer secchi observations","NUT"
"179",7,"Kiel Bay",2002,8,7.8,"secchi depth m","summer secchi observations","NUT"
"180",3,"Great Belt",2002,8,7.8,"secchi depth m","summer secchi observations","NUT"
"181",2,"Kattegat",2002,8,6.6,"secchi depth m","summer secchi observations","NUT"
"182",2,"Kattegat",2002,8,6.6,"secchi depth m","summer secchi observations","NUT"
"183",2,"Kattegat",2002,8,7.3,"secchi depth m","summer secchi observations","NUT"
"184",2,"Kattegat",2002,8,7.8,"secchi depth m","summer secchi observations","NUT"
"185",2,"Kattegat",2002,8,8.6,"secchi depth m","summer secchi observations","NUT"
"186",1,"Kattegat",2002,8,9.4,"secchi depth m","summer secchi observations","NUT"
"187",1,"Kattegat",2002,8,11.5,"secchi depth m","summer secchi observations","NUT"
"188",2,"Kattegat",2002,8,10,"secchi depth m","summer secchi observations","NUT"
"189",2,"Kattegat",2002,8,9.2,"secchi depth m","summer secchi observations","NUT"
"190",1,"Kattegat",2002,8,9.5,"secchi depth m","summer secchi observations","NUT"
"191",12,"Arkona Basin",2002,9,7.8,"secchi depth m","summer secchi observations","NUT"
"192",13,"Arkona Basin",2002,9,7.8,"secchi depth m","summer secchi observations","NUT"
"193",12,"Arkona Basin",2002,9,6.8,"secchi depth m","summer secchi observations","NUT"
"194",10,"Bay of Mecklenburg",2002,9,6.5,"secchi depth m","summer secchi observations","NUT"
"195",7,"Kiel Bay",2002,9,6.2,"secchi depth m","summer secchi observations","NUT"
"196",7,"Kiel Bay",2002,9,7,"secchi depth m","summer secchi observations","NUT"
"197",7,"Kiel Bay",2002,9,8.9,"secchi depth m","summer secchi observations","NUT"
"198",3,"Great Belt",2002,9,8.7,"secchi depth m","summer secchi observations","NUT"
"199",2,"Kattegat",2002,9,12.8,"secchi depth m","summer secchi observations","NUT"
"200",2,"Kattegat",2002,9,11,"secchi depth m","summer secchi observations","NUT"
"201",2,"Kattegat",2002,9,9.5,"secchi depth m","summer secchi observations","NUT"
"202",2,"Kattegat",2002,9,11.2,"secchi depth m","summer secchi observations","NUT"
"203",1,"Kattegat",2002,9,9.9,"secchi depth m","summer secchi observations","NUT"
"204",1,"Kattegat",2002,9,12.7,"secchi depth m","summer secchi observations","NUT"
"205",2,"Kattegat",2002,9,10.6,"secchi depth m","summer secchi observations","NUT"
"206",2,"Kattegat",2002,9,9.8,"secchi depth m","summer secchi observations","NUT"
"207",1,"Kattegat",2002,9,10.7,"secchi depth m","summer secchi observations","NUT"
"208",12,"Arkona Basin",2002,6,12,"secchi depth m","summer secchi observations","NUT"
"209",12,"Arkona Basin",2002,6,16.5,"secchi depth m","summer secchi observations","NUT"
"210",12,"Arkona Basin",2002,7,6.2,"secchi depth m","summer secchi observations","NUT"
"211",15,"Bornholm Basin",2002,7,7.8,"secchi depth m","summer secchi observations","NUT"
"212",12,"Arkona Basin",2002,7,8.7,"secchi depth m","summer secchi observations","NUT"
"213",12,"Arkona Basin",2002,8,7,"secchi depth m","summer secchi observations","NUT"
"214",12,"Arkona Basin",2002,8,9.8,"secchi depth m","summer secchi observations","NUT"
"215",15,"Bornholm Basin",2002,8,7,"secchi depth m","summer secchi observations","NUT"
"216",12,"Arkona Basin",2002,9,9.3,"secchi depth m","summer secchi observations","NUT"
"217",12,"Arkona Basin",2002,9,9.1,"secchi depth m","summer secchi observations","NUT"
"218",3,"Great Belt",2002,6,6.5,"secchi depth m","summer secchi observations","NUT"
"219",3,"Great Belt",2002,6,8.5,"secchi depth m","summer secchi observations","NUT"
"220",3,"Great Belt",2002,7,7,"secchi depth m","summer secchi observations","NUT"
"221",3,"Great Belt",2002,7,7,"secchi depth m","summer secchi observations","NUT"
"222",3,"Great Belt",2002,7,7,"secchi depth m","summer secchi observations","NUT"
"223",3,"Great Belt",2002,8,7.5,"secchi depth m","summer secchi observations","NUT"
"224",3,"Great Belt",2002,8,8,"secchi depth m","summer secchi observations","NUT"
"225",3,"Great Belt",2002,8,9.3,"secchi depth m","summer secchi observations","NUT"
"226",3,"Great Belt",2002,8,9,"secchi depth m","summer secchi observations","NUT"
"227",3,"Great Belt",2002,8,7.5,"secchi depth m","summer secchi observations","NUT"
"228",3,"Great Belt",2002,9,8.8,"secchi depth m","summer secchi observations","NUT"
"229",3,"Great Belt",2002,9,7.8,"secchi depth m","summer secchi observations","NUT"
"230",3,"Great Belt",2002,9,9.5,"secchi depth m","summer secchi observations","NUT"
"231",3,"Great Belt",2002,9,9.3,"secchi depth m","summer secchi observations","NUT"
"232",2,"Kattegat",2002,6,8.5,"secchi depth m","summer secchi observations","NUT"
"233",2,"Kattegat",2002,6,8,"secchi depth m","summer secchi observations","NUT"
"234",2,"Kattegat",2002,6,8,"secchi depth m","summer secchi observations","NUT"
"235",2,"Kattegat",2002,7,7.5,"secchi depth m","summer secchi observations","NUT"
"236",2,"Kattegat",2002,7,6.1,"secchi depth m","summer secchi observations","NUT"
"237",2,"Kattegat",2002,7,8.3,"secchi depth m","summer secchi observations","NUT"
"238",2,"Kattegat",2002,7,3.5,"secchi depth m","summer secchi observations","NUT"
"239",2,"Kattegat",2002,7,10,"secchi depth m","summer secchi observations","NUT"
"240",2,"Kattegat",2002,8,9,"secchi depth m","summer secchi observations","NUT"
"241",2,"Kattegat",2002,8,9.7,"secchi depth m","summer secchi observations","NUT"
"242",2,"Kattegat",2002,8,11,"secchi depth m","summer secchi observations","NUT"
"243",2,"Kattegat",2002,8,11,"secchi depth m","summer secchi observations","NUT"
"244",2,"Kattegat",2002,8,13,"secchi depth m","summer secchi observations","NUT"
"245",2,"Kattegat",2002,8,8.5,"secchi depth m","summer secchi observations","NUT"
"246",2,"Kattegat",2002,9,8.1,"secchi depth m","summer secchi observations","NUT"
"247",2,"Kattegat",2002,9,9.5,"secchi depth m","summer secchi observations","NUT"
"248",2,"Kattegat",2002,9,8,"secchi depth m","summer secchi observations","NUT"
"249",2,"Kattegat",2002,9,9.5,"secchi depth m","summer secchi observations","NUT"
"250",2,"Kattegat",2002,9,9,"secchi depth m","summer secchi observations","NUT"
"251",2,"Kattegat",2002,9,11.3,"secchi depth m","summer secchi observations","NUT"
"252",1,"Kattegat",2003,8,7.8,"secchi depth m","summer secchi observations","NUT"
"253",2,"Kattegat",2003,8,7.6,"secchi depth m","summer secchi observations","NUT"
"254",1,"Kattegat",2003,8,7.6,"secchi depth m","summer secchi observations","NUT"
"255",1,"Kattegat",2003,8,7.5,"secchi depth m","summer secchi observations","NUT"
"256",2,"Kattegat",2003,8,9.6,"secchi depth m","summer secchi observations","NUT"
"257",7,"Kiel Bay",2003,8,8.4,"secchi depth m","summer secchi observations","NUT"
"258",7,"Kiel Bay",2003,8,6.6,"secchi depth m","summer secchi observations","NUT"
"259",12,"Arkona Basin",2003,8,7.5,"secchi depth m","summer secchi observations","NUT"
"260",12,"Arkona Basin",2003,9,7.2,"secchi depth m","summer secchi observations","NUT"
"261",13,"Arkona Basin",2003,9,6.8,"secchi depth m","summer secchi observations","NUT"
"262",10,"Bay of Mecklenburg",2003,9,7.5,"secchi depth m","summer secchi observations","NUT"
"263",10,"Bay of Mecklenburg",2003,9,8.2,"secchi depth m","summer secchi observations","NUT"
"264",7,"Kiel Bay",2003,9,7.5,"secchi depth m","summer secchi observations","NUT"
"265",7,"Kiel Bay",2003,9,7.7,"secchi depth m","summer secchi observations","NUT"
"266",7,"Kiel Bay",2003,9,6.5,"secchi depth m","summer secchi observations","NUT"
"267",3,"Great Belt",2003,9,8.2,"secchi depth m","summer secchi observations","NUT"
"268",2,"Kattegat",2003,9,9.2,"secchi depth m","summer secchi observations","NUT"
"269",2,"Kattegat",2003,9,7.3,"secchi depth m","summer secchi observations","NUT"
"270",2,"Kattegat",2003,9,6.3,"secchi depth m","summer secchi observations","NUT"
"271",1,"Kattegat",2003,9,9.5,"secchi depth m","summer secchi observations","NUT"
"272",1,"Kattegat",2003,9,9.1,"secchi depth m","summer secchi observations","NUT"
"273",2,"Kattegat",2003,9,7.5,"secchi depth m","summer secchi observations","NUT"
"274",2,"Kattegat",2003,9,8.1,"secchi depth m","summer secchi observations","NUT"
"275",12,"Arkona Basin",2003,6,10,"secchi depth m","summer secchi observations","NUT"
"276",15,"Bornholm Basin",2003,7,7,"secchi depth m","summer secchi observations","NUT"
"277",12,"Arkona Basin",2003,7,13,"secchi depth m","summer secchi observations","NUT"
"278",15,"Bornholm Basin",2003,7,8,"secchi depth m","summer secchi observations","NUT"
"279",12,"Arkona Basin",2003,8,11,"secchi depth m","summer secchi observations","NUT"
"280",12,"Arkona Basin",2003,8,11.3,"secchi depth m","summer secchi observations","NUT"
"281",12,"Arkona Basin",2003,9,14.1,"secchi depth m","summer secchi observations","NUT"
"282",15,"Bornholm Basin",2003,9,11,"secchi depth m","summer secchi observations","NUT"
"283",3,"Great Belt",2003,6,8.5,"secchi depth m","summer secchi observations","NUT"
"284",3,"Great Belt",2003,6,7.5,"secchi depth m","summer secchi observations","NUT"
"285",3,"Great Belt",2003,6,10,"secchi depth m","summer secchi observations","NUT"
"286",3,"Great Belt",2003,6,8,"secchi depth m","summer secchi observations","NUT"
"287",3,"Great Belt",2003,7,7.2,"secchi depth m","summer secchi observations","NUT"
"288",3,"Great Belt",2003,7,8,"secchi depth m","summer secchi observations","NUT"
"289",3,"Great Belt",2003,7,7,"secchi depth m","summer secchi observations","NUT"
"290",3,"Great Belt",2003,7,7,"secchi depth m","summer secchi observations","NUT"
"291",3,"Great Belt",2003,8,8,"secchi depth m","summer secchi observations","NUT"
"292",3,"Great Belt",2003,8,8.2,"secchi depth m","summer secchi observations","NUT"
"293",3,"Great Belt",2003,8,9,"secchi depth m","summer secchi observations","NUT"
"294",3,"Great Belt",2003,8,9.2,"secchi depth m","summer secchi observations","NUT"
"295",3,"Great Belt",2003,9,8.5,"secchi depth m","summer secchi observations","NUT"
"296",3,"Great Belt",2003,9,7.5,"secchi depth m","summer secchi observations","NUT"
"297",3,"Great Belt",2003,9,9.2,"secchi depth m","summer secchi observations","NUT"
"298",3,"Great Belt",2003,9,7,"secchi depth m","summer secchi observations","NUT"
"299",3,"Great Belt",2003,9,6.5,"secchi depth m","summer secchi observations","NUT"
"300",2,"Kattegat",2003,6,8.5,"secchi depth m","summer secchi observations","NUT"
"301",2,"Kattegat",2003,6,7,"secchi depth m","summer secchi observations","NUT"
"302",2,"Kattegat",2003,6,9.1,"secchi depth m","summer secchi observations","NUT"
"303",2,"Kattegat",2003,6,6.3,"secchi depth m","summer secchi observations","NUT"
"304",2,"Kattegat",2003,7,8,"secchi depth m","summer secchi observations","NUT"
"305",2,"Kattegat",2003,7,7,"secchi depth m","summer secchi observations","NUT"
"306",2,"Kattegat",2003,7,9.1,"secchi depth m","summer secchi observations","NUT"
"307",2,"Kattegat",2003,7,10.6,"secchi depth m","summer secchi observations","NUT"
"308",2,"Kattegat",2003,7,9.5,"secchi depth m","summer secchi observations","NUT"
"309",2,"Kattegat",2003,7,10,"secchi depth m","summer secchi observations","NUT"
"310",2,"Kattegat",2003,7,10.5,"secchi depth m","summer secchi observations","NUT"
"311",2,"Kattegat",2003,8,10,"secchi depth m","summer secchi observations","NUT"
"312",2,"Kattegat",2003,8,10.7,"secchi depth m","summer secchi observations","NUT"
"313",2,"Kattegat",2003,8,13,"secchi depth m","summer secchi observations","NUT"
"314",2,"Kattegat",2003,8,8.2,"secchi depth m","summer secchi observations","NUT"
"315",2,"Kattegat",2003,8,10,"secchi depth m","summer secchi observations","NUT"
"316",2,"Kattegat",2003,8,7.5,"secchi depth m","summer secchi observations","NUT"
"317",2,"Kattegat",2003,9,9,"secchi depth m","summer secchi observations","NUT"
"318",2,"Kattegat",2003,9,6.5,"secchi depth m","summer secchi observations","NUT"
"319",2,"Kattegat",2003,9,10,"secchi depth m","summer secchi observations","NUT"
"320",2,"Kattegat",2003,6,7,"secchi depth m","summer secchi observations","NUT"
"321",2,"Kattegat",2003,6,10.5,"secchi depth m","summer secchi observations","NUT"
"322",2,"Kattegat",2003,6,9.1,"secchi depth m","summer secchi observations","NUT"
"323",2,"Kattegat",2003,7,9.5,"secchi depth m","summer secchi observations","NUT"
"324",2,"Kattegat",2003,8,10.8,"secchi depth m","summer secchi observations","NUT"
"325",2,"Kattegat",2003,8,11,"secchi depth m","summer secchi observations","NUT"
"326",2,"Kattegat",2003,8,8.5,"secchi depth m","summer secchi observations","NUT"
"327",2,"Kattegat",2003,9,7.1,"secchi depth m","summer secchi observations","NUT"
"328",2,"Kattegat",2003,9,8,"secchi depth m","summer secchi observations","NUT"
"329",12,"Arkona Basin",2004,9,7,"secchi depth m","summer secchi observations","NUT"
"330",13,"Arkona Basin",2004,9,9.1,"secchi depth m","summer secchi observations","NUT"
