"lat","lon","data_descrip","goal"
55.3163,13.611,"PFOS unique locations","CON"
60.5326,18.1624,"PFOS unique locations","CON"
57.3167,17.5,"PFOS unique locations","CON"
57.2247,11.828,"PFOS unique locations","CON"
62.8645,18.2412,"PFOS unique locations","CON"
65.5825,22.8791,"PFOS unique locations","CON"
63.6808,20.8768,"PFOS unique locations","CON"
65.0568,21.475,"PFOS unique locations","CON"
56.3251,12.3811,"PFOS unique locations","CON"
59.5652,18.8348,"PFOS unique locations","CON"
58.6936,18.0043,"PFOS unique locations","CON"
61.4554,17.1622,"PFOS unique locations","CON"
54.91666667,16.66666667,"PFOS unique locations","CON"
54.91666667,18.66666667,"PFOS unique locations","CON"
63.531,19.8294,"PFOS unique locations","CON"
65.7555,22.4181,"PFOS unique locations","CON"
55.9491,15.781,"PFOS unique locations","CON"
55.7507,14.2833,"PFOS unique locations","CON"
