"","lat","lon","data_descrip","bhi_goal"
"373",56.9382,19.8098,"summer secchi unique sampling locations 2000-2013","NUT"
"374",56.6168,20.45,"summer secchi unique sampling locations 2000-2013","NUT"
"375",55.9198,20.6667,"summer secchi unique sampling locations 2000-2013","NUT"
"376",55.6933,20.603,"summer secchi unique sampling locations 2000-2013","NUT"
"377",55.5198,20.563,"summer secchi unique sampling locations 2000-2013","NUT"
"378",55.55,18.4,"summer secchi unique sampling locations 2000-2013","NUT"
"379",55.2167,17.0665,"summer secchi unique sampling locations 2000-2013","NUT"
"380",55.25,15.9832,"summer secchi unique sampling locations 2000-2013","NUT"
"381",55.0002,14.0833,"summer secchi unique sampling locations 2000-2013","NUT"
"382",55.3335,14.4832,"summer secchi unique sampling locations 2000-2013","NUT"
"383",55.6835,14.6997,"summer secchi unique sampling locations 2000-2013","NUT"
"384",57.3,20.5333,"summer secchi unique sampling locations 2000-2013","NUT"
"385",57.3167,20.0302,"summer secchi unique sampling locations 2000-2013","NUT"
"386",57.3668,19.5287,"summer secchi unique sampling locations 2000-2013","NUT"
"387",57.3998,19.2832,"summer secchi unique sampling locations 2000-2013","NUT"
"388",59.0333,21.0797,"summer secchi unique sampling locations 2000-2013","NUT"
"389",60.189,19.1427,"summer secchi unique sampling locations 2000-2013","NUT"
"390",61.6167,19.7968,"summer secchi unique sampling locations 2000-2013","NUT"
"391",61.7667,20.5298,"summer secchi unique sampling locations 2000-2013","NUT"
"392",61.9835,20.0632,"summer secchi unique sampling locations 2000-2013","NUT"
"393",62.6002,20.2628,"summer secchi unique sampling locations 2000-2013","NUT"
"394",63.5168,21.5125,"summer secchi unique sampling locations 2000-2013","NUT"
"395",64.302,22.3432,"summer secchi unique sampling locations 2000-2013","NUT"
"396",65.0003,23.2467,"summer secchi unique sampling locations 2000-2013","NUT"
"397",65.2337,23.563,"summer secchi unique sampling locations 2000-2013","NUT"
"398",64.9338,22.3457,"summer secchi unique sampling locations 2000-2013","NUT"
"399",64.7003,22.0635,"summer secchi unique sampling locations 2000-2013","NUT"
"400",62.8455,18.8883,"summer secchi unique sampling locations 2000-2013","NUT"
"401",61.0502,20.2635,"summer secchi unique sampling locations 2000-2013","NUT"
"402",61.0835,20.5968,"summer secchi unique sampling locations 2000-2013","NUT"
"403",60.0667,26.3478,"summer secchi unique sampling locations 2000-2013","NUT"
"404",59.5417,23.1667,"summer secchi unique sampling locations 2000-2013","NUT"
"405",59.467,22.643,"summer secchi unique sampling locations 2000-2013","NUT"
"406",59.2917,22.8083,"summer secchi unique sampling locations 2000-2013","NUT"
"407",59.305,22.9668,"summer secchi unique sampling locations 2000-2013","NUT"
"408",59.5068,22.7315,"summer secchi unique sampling locations 2000-2013","NUT"
"409",59.2698,22.625,"summer secchi unique sampling locations 2000-2013","NUT"
"410",59.5033,22.6718,"summer secchi unique sampling locations 2000-2013","NUT"
"411",59.2217,22.475,"summer secchi unique sampling locations 2000-2013","NUT"
"412",59.4,22.4252,"summer secchi unique sampling locations 2000-2013","NUT"
"413",59.2368,22.633,"summer secchi unique sampling locations 2000-2013","NUT"
"414",59.2098,22.316,"summer secchi unique sampling locations 2000-2013","NUT"
"415",59.9992,24.894,"summer secchi unique sampling locations 2000-2013","NUT"
"416",59.5858,24.1167,"summer secchi unique sampling locations 2000-2013","NUT"
"417",59.4835,23.9503,"summer secchi unique sampling locations 2000-2013","NUT"
"418",59.5197,23.2525,"summer secchi unique sampling locations 2000-2013","NUT"
"419",59.4252,22.8677,"summer secchi unique sampling locations 2000-2013","NUT"
"420",59.2837,22.9168,"summer secchi unique sampling locations 2000-2013","NUT"
"421",59.6335,23.25,"summer secchi unique sampling locations 2000-2013","NUT"
"422",59.7835,23.966,"summer secchi unique sampling locations 2000-2013","NUT"
"423",59.6968,23.9663,"summer secchi unique sampling locations 2000-2013","NUT"
"424",59.647,23.6505,"summer secchi unique sampling locations 2000-2013","NUT"
"425",59.95,25.0823,"summer secchi unique sampling locations 2000-2013","NUT"
"426",59.775,25.0832,"summer secchi unique sampling locations 2000-2013","NUT"
"427",59.95,25.084,"summer secchi unique sampling locations 2000-2013","NUT"
"428",59.9495,25.5907,"summer secchi unique sampling locations 2000-2013","NUT"
"429",59.805,25.5922,"summer secchi unique sampling locations 2000-2013","NUT"
"430",60,25.9998,"summer secchi unique sampling locations 2000-2013","NUT"
"431",60.0917,26.3,"summer secchi unique sampling locations 2000-2013","NUT"
"432",60.1747,26.6267,"summer secchi unique sampling locations 2000-2013","NUT"
"433",60.0337,26.3888,"summer secchi unique sampling locations 2000-2013","NUT"
"434",59.8498,25.8337,"summer secchi unique sampling locations 2000-2013","NUT"
"435",60.0002,25.9995,"summer secchi unique sampling locations 2000-2013","NUT"
"436",59.4837,22.8962,"summer secchi unique sampling locations 2000-2013","NUT"
"437",59.3335,23.263,"summer secchi unique sampling locations 2000-2013","NUT"
"438",59.5818,23.6272,"summer secchi unique sampling locations 2000-2013","NUT"
"439",59.5917,24.3465,"summer secchi unique sampling locations 2000-2013","NUT"
"440",60.0672,26.3477,"summer secchi unique sampling locations 2000-2013","NUT"
"441",59.8467,24.8378,"summer secchi unique sampling locations 2000-2013","NUT"
"442",59.8293,24.302,"summer secchi unique sampling locations 2000-2013","NUT"
"443",59.0335,21.0797,"summer secchi unique sampling locations 2000-2013","NUT"
"444",58.583,18.2303,"summer secchi unique sampling locations 2000-2013","NUT"
"445",57.1167,17.6673,"summer secchi unique sampling locations 2000-2013","NUT"
"446",62.5863,19.9692,"summer secchi unique sampling locations 2000-2013","NUT"
"447",65.3838,23.4635,"summer secchi unique sampling locations 2000-2013","NUT"
"448",64.3017,22.3433,"summer secchi unique sampling locations 2000-2013","NUT"
"449",61.9835,20.0637,"summer secchi unique sampling locations 2000-2013","NUT"
"450",61.0503,20.2635,"summer secchi unique sampling locations 2000-2013","NUT"
"451",59.585,23.4697,"summer secchi unique sampling locations 2000-2013","NUT"
"452",59.585,23.4698,"summer secchi unique sampling locations 2000-2013","NUT"
"453",59.9578,24.9837,"summer secchi unique sampling locations 2000-2013","NUT"
"454",57.3665,19.5292,"summer secchi unique sampling locations 2000-2013","NUT"
"455",57.3198,20.0498,"summer secchi unique sampling locations 2000-2013","NUT"
"456",57.3,20.5337,"summer secchi unique sampling locations 2000-2013","NUT"
"457",56.4833,19.5667,"summer secchi unique sampling locations 2000-2013","NUT"
"458",56.4833,19.2867,"summer secchi unique sampling locations 2000-2013","NUT"
"459",56.4833,18.9503,"summer secchi unique sampling locations 2000-2013","NUT"
"460",56.4917,18.8335,"summer secchi unique sampling locations 2000-2013","NUT"
"461",55.0502,15.7502,"summer secchi unique sampling locations 2000-2013","NUT"
"462",54.8167,15.75,"summer secchi unique sampling locations 2000-2013","NUT"
"463",54.6832,15.7498,"summer secchi unique sampling locations 2000-2013","NUT"
"464",55.3332,14.4835,"summer secchi unique sampling locations 2000-2013","NUT"
"465",55.6835,14.7,"summer secchi unique sampling locations 2000-2013","NUT"
"466",55.5498,15.117,"summer secchi unique sampling locations 2000-2013","NUT"
"467",55.4832,15.3167,"summer secchi unique sampling locations 2000-2013","NUT"
"468",55.333,15.7338,"summer secchi unique sampling locations 2000-2013","NUT"
"469",56.1332,17.7502,"summer secchi unique sampling locations 2000-2013","NUT"
"470",56.9367,18.8267,"summer secchi unique sampling locations 2000-2013","NUT"
"471",56.9317,18.8983,"summer secchi unique sampling locations 2000-2013","NUT"
"472",56.9283,19.05,"summer secchi unique sampling locations 2000-2013","NUT"
"473",56.9415,19.3667,"summer secchi unique sampling locations 2000-2013","NUT"
"474",56.9583,20.4102,"summer secchi unique sampling locations 2000-2013","NUT"
"475",57.8802,22.8847,"summer secchi unique sampling locations 2000-2013","NUT"
"476",57.8085,23.5002,"summer secchi unique sampling locations 2000-2013","NUT"
"477",57.316,23.9078,"summer secchi unique sampling locations 2000-2013","NUT"
"478",57.2333,23.7997,"summer secchi unique sampling locations 2000-2013","NUT"
"479",57.3072,23.2913,"summer secchi unique sampling locations 2000-2013","NUT"
"480",57.8803,22.8845,"summer secchi unique sampling locations 2000-2013","NUT"
"481",58.8808,20.3108,"summer secchi unique sampling locations 2000-2013","NUT"
"482",59.915,19.5908,"summer secchi unique sampling locations 2000-2013","NUT"
"483",61.0665,19.73,"summer secchi unique sampling locations 2000-2013","NUT"
"484",61.0833,19.5798,"summer secchi unique sampling locations 2000-2013","NUT"
"485",61.6167,19.7965,"summer secchi unique sampling locations 2000-2013","NUT"
"486",61.7667,20.5303,"summer secchi unique sampling locations 2000-2013","NUT"
"487",62.5862,19.9693,"summer secchi unique sampling locations 2000-2013","NUT"
"488",63.3145,20.2727,"summer secchi unique sampling locations 2000-2013","NUT"
"489",63.517,21.5132,"summer secchi unique sampling locations 2000-2013","NUT"
"490",64.4172,22.9127,"summer secchi unique sampling locations 2000-2013","NUT"
"491",64.8003,23.479,"summer secchi unique sampling locations 2000-2013","NUT"
"492",63.5167,21.0625,"summer secchi unique sampling locations 2000-2013","NUT"
"493",62.8452,18.889,"summer secchi unique sampling locations 2000-2013","NUT"
"494",62.759,19.1955,"summer secchi unique sampling locations 2000-2013","NUT"
"495",62.1345,18.163,"summer secchi unique sampling locations 2000-2013","NUT"
"496",61.2335,17.663,"summer secchi unique sampling locations 2000-2013","NUT"
"497",61.1833,18.23,"summer secchi unique sampling locations 2000-2013","NUT"
"498",59.8465,24.838,"summer secchi unique sampling locations 2000-2013","NUT"
"499",59.5835,23.2975,"summer secchi unique sampling locations 2000-2013","NUT"
"500",59.2833,22.1128,"summer secchi unique sampling locations 2000-2013","NUT"
"501",59.3667,22.4635,"summer secchi unique sampling locations 2000-2013","NUT"
"502",59.4837,22.8968,"summer secchi unique sampling locations 2000-2013","NUT"
"503",59.5837,23.2967,"summer secchi unique sampling locations 2000-2013","NUT"
"504",59.6338,23.6475,"summer secchi unique sampling locations 2000-2013","NUT"
"505",59.4667,20.9662,"summer secchi unique sampling locations 2000-2013","NUT"
"506",59.2165,20.9665,"summer secchi unique sampling locations 2000-2013","NUT"
"507",58.7167,20.9665,"summer secchi unique sampling locations 2000-2013","NUT"
"508",58.4332,20.9477,"summer secchi unique sampling locations 2000-2013","NUT"
"509",59.2083,22.3132,"summer secchi unique sampling locations 2000-2013","NUT"
"510",59.2338,22.3082,"summer secchi unique sampling locations 2000-2013","NUT"
"511",59.2585,22.3017,"summer secchi unique sampling locations 2000-2013","NUT"
"512",59.2817,22.289,"summer secchi unique sampling locations 2000-2013","NUT"
"513",59.3067,22.2865,"summer secchi unique sampling locations 2000-2013","NUT"
"514",59.3335,22.2783,"summer secchi unique sampling locations 2000-2013","NUT"
"515",59.4493,21.4135,"summer secchi unique sampling locations 2000-2013","NUT"
"516",59.1167,21.4135,"summer secchi unique sampling locations 2000-2013","NUT"
"517",59.1835,21.7465,"summer secchi unique sampling locations 2000-2013","NUT"
"518",59.517,21.7463,"summer secchi unique sampling locations 2000-2013","NUT"
"519",59.5835,23.2965,"summer secchi unique sampling locations 2000-2013","NUT"
"520",59.7003,24.0305,"summer secchi unique sampling locations 2000-2013","NUT"
"521",59.7668,24.4302,"summer secchi unique sampling locations 2000-2013","NUT"
"522",59.8462,24.8383,"summer secchi unique sampling locations 2000-2013","NUT"
"523",59.5815,23.6258,"summer secchi unique sampling locations 2000-2013","NUT"
"524",59.6498,22.9005,"summer secchi unique sampling locations 2000-2013","NUT"
"525",59.5925,22.5778,"summer secchi unique sampling locations 2000-2013","NUT"
"526",59.5212,22.171,"summer secchi unique sampling locations 2000-2013","NUT"
"527",59.2648,21.0087,"summer secchi unique sampling locations 2000-2013","NUT"
"528",59.3413,21.3733,"summer secchi unique sampling locations 2000-2013","NUT"
"529",59.4578,21.9638,"summer secchi unique sampling locations 2000-2013","NUT"
"530",59.5925,22.6533,"summer secchi unique sampling locations 2000-2013","NUT"
"531",59.6308,22.7748,"summer secchi unique sampling locations 2000-2013","NUT"
"532",59.4673,22.0202,"summer secchi unique sampling locations 2000-2013","NUT"
"533",59.3203,21.3363,"summer secchi unique sampling locations 2000-2013","NUT"
"534",59.265,21.008,"summer secchi unique sampling locations 2000-2013","NUT"
"535",59.303,21.2125,"summer secchi unique sampling locations 2000-2013","NUT"
"536",59.4132,21.7457,"summer secchi unique sampling locations 2000-2013","NUT"
"537",59.5878,22.6198,"summer secchi unique sampling locations 2000-2013","NUT"
"538",59.6963,23.1797,"summer secchi unique sampling locations 2000-2013","NUT"
"539",59.696,23.1823,"summer secchi unique sampling locations 2000-2013","NUT"
"540",59.3477,21.4388,"summer secchi unique sampling locations 2000-2013","NUT"
"541",59.6965,23.1812,"summer secchi unique sampling locations 2000-2013","NUT"
"542",59.6243,22.8038,"summer secchi unique sampling locations 2000-2013","NUT"
"543",59.5118,22.2142,"summer secchi unique sampling locations 2000-2013","NUT"
"544",59.329,21.3528,"summer secchi unique sampling locations 2000-2013","NUT"
"545",59.2523,21.0017,"summer secchi unique sampling locations 2000-2013","NUT"
"546",59.2518,21.0022,"summer secchi unique sampling locations 2000-2013","NUT"
"547",59.32,21.2743,"summer secchi unique sampling locations 2000-2013","NUT"
"548",59.4285,21.8265,"summer secchi unique sampling locations 2000-2013","NUT"
"549",59.6133,22.7708,"summer secchi unique sampling locations 2000-2013","NUT"
"550",59.95,25.5833,"summer secchi unique sampling locations 2000-2013","NUT"
"551",59.7997,25.5835,"summer secchi unique sampling locations 2000-2013","NUT"
"552",59.7332,24.9165,"summer secchi unique sampling locations 2000-2013","NUT"
"553",59.5668,24.1502,"summer secchi unique sampling locations 2000-2013","NUT"
"554",59.4997,23.6663,"summer secchi unique sampling locations 2000-2013","NUT"
"555",59.4332,23.183,"summer secchi unique sampling locations 2000-2013","NUT"
"556",59.3665,22.7163,"summer secchi unique sampling locations 2000-2013","NUT"
"557",59.367,21.9175,"summer secchi unique sampling locations 2000-2013","NUT"
"558",59.7167,23.6665,"summer secchi unique sampling locations 2000-2013","NUT"
"559",59.8002,24.4503,"summer secchi unique sampling locations 2000-2013","NUT"
"560",59.9498,25.584,"summer secchi unique sampling locations 2000-2013","NUT"
"561",60.0835,26.3332,"summer secchi unique sampling locations 2000-2013","NUT"
"562",59.8832,26.2503,"summer secchi unique sampling locations 2000-2013","NUT"
"563",59.8,25.5828,"summer secchi unique sampling locations 2000-2013","NUT"
"564",59.7333,24.9165,"summer secchi unique sampling locations 2000-2013","NUT"
"565",59.5667,24.1498,"summer secchi unique sampling locations 2000-2013","NUT"
"566",59.5002,23.667,"summer secchi unique sampling locations 2000-2013","NUT"
"567",59.4333,23.1833,"summer secchi unique sampling locations 2000-2013","NUT"
"568",59.65,23.2335,"summer secchi unique sampling locations 2000-2013","NUT"
"569",59.8,24.4502,"summer secchi unique sampling locations 2000-2013","NUT"
"570",59.8583,24.475,"summer secchi unique sampling locations 2000-2013","NUT"
"571",59.8468,24.8378,"summer secchi unique sampling locations 2000-2013","NUT"
"572",60.0672,26.3467,"summer secchi unique sampling locations 2000-2013","NUT"
"573",59.8385,25.8568,"summer secchi unique sampling locations 2000-2013","NUT"
"574",59.5855,23.6293,"summer secchi unique sampling locations 2000-2013","NUT"
"575",59.3335,23.2635,"summer secchi unique sampling locations 2000-2013","NUT"
"576",59.4835,22.8968,"summer secchi unique sampling locations 2000-2013","NUT"
"577",59.5918,24.3468,"summer secchi unique sampling locations 2000-2013","NUT"
"578",59.7002,24.0302,"summer secchi unique sampling locations 2000-2013","NUT"
"579",59.0333,21.0802,"summer secchi unique sampling locations 2000-2013","NUT"
"580",58.8807,20.3107,"summer secchi unique sampling locations 2000-2013","NUT"
"581",58.7842,19.094,"summer secchi unique sampling locations 2000-2013","NUT"
"582",58.5833,18.2333,"summer secchi unique sampling locations 2000-2013","NUT"
"583",57.9997,17.9968,"summer secchi unique sampling locations 2000-2013","NUT"
"584",57.1167,17.6667,"summer secchi unique sampling locations 2000-2013","NUT"
"585",57.32,20.05,"summer secchi unique sampling locations 2000-2013","NUT"
"586",58,19.8968,"summer secchi unique sampling locations 2000-2013","NUT"
"587",58.45,20.1667,"summer secchi unique sampling locations 2000-2013","NUT"
"588",60.189,19.1423,"summer secchi unique sampling locations 2000-2013","NUT"
"589",61.7668,20.5305,"summer secchi unique sampling locations 2000-2013","NUT"
"590",65.3837,23.4627,"summer secchi unique sampling locations 2000-2013","NUT"
"591",64.305,22.3583,"summer secchi unique sampling locations 2000-2013","NUT"
"592",59.8463,24.8377,"summer secchi unique sampling locations 2000-2013","NUT"
"593",59.7,24.03,"summer secchi unique sampling locations 2000-2013","NUT"
"594",61.0832,20.5962,"summer secchi unique sampling locations 2000-2013","NUT"
"595",59.2508,21.008,"summer secchi unique sampling locations 2000-2013","NUT"
"596",59.0333,21.0795,"summer secchi unique sampling locations 2000-2013","NUT"
"597",59.1832,21.7467,"summer secchi unique sampling locations 2000-2013","NUT"
"598",59.8465,24.8377,"summer secchi unique sampling locations 2000-2013","NUT"
"599",59.7,24.0303,"summer secchi unique sampling locations 2000-2013","NUT"
"600",59.5835,23.2968,"summer secchi unique sampling locations 2000-2013","NUT"
"601",57.3667,19.5295,"summer secchi unique sampling locations 2000-2013","NUT"
"602",57.3198,20.05,"summer secchi unique sampling locations 2000-2013","NUT"
"603",57.3002,20.5333,"summer secchi unique sampling locations 2000-2013","NUT"
"604",56.4798,20.0835,"summer secchi unique sampling locations 2000-2013","NUT"
"605",55.5498,18.4,"summer secchi unique sampling locations 2000-2013","NUT"
"606",55.0002,14.0832,"summer secchi unique sampling locations 2000-2013","NUT"
"607",55.5507,15.1172,"summer secchi unique sampling locations 2000-2013","NUT"
"608",55.4835,15.3168,"summer secchi unique sampling locations 2000-2013","NUT"
"609",56.9318,18.898,"summer secchi unique sampling locations 2000-2013","NUT"
"610",56.9417,19.3668,"summer secchi unique sampling locations 2000-2013","NUT"
"611",56.9383,19.8097,"summer secchi unique sampling locations 2000-2013","NUT"
"612",56.9548,20.0598,"summer secchi unique sampling locations 2000-2013","NUT"
"613",56.9498,20.2667,"summer secchi unique sampling locations 2000-2013","NUT"
"614",56.9582,20.41,"summer secchi unique sampling locations 2000-2013","NUT"
"615",58.8807,20.3108,"summer secchi unique sampling locations 2000-2013","NUT"
"616",61.0667,19.7297,"summer secchi unique sampling locations 2000-2013","NUT"
"617",61.0835,20.5967,"summer secchi unique sampling locations 2000-2013","NUT"
"618",61.7672,20.5303,"summer secchi unique sampling locations 2000-2013","NUT"
"619",61.9835,20.0628,"summer secchi unique sampling locations 2000-2013","NUT"
"620",62.5862,19.9692,"summer secchi unique sampling locations 2000-2013","NUT"
"621",62.6002,20.263,"summer secchi unique sampling locations 2000-2013","NUT"
"622",64.3022,22.3432,"summer secchi unique sampling locations 2000-2013","NUT"
"623",65.0003,23.2463,"summer secchi unique sampling locations 2000-2013","NUT"
"624",65.2337,23.5625,"summer secchi unique sampling locations 2000-2013","NUT"
"625",63.5168,21.0625,"summer secchi unique sampling locations 2000-2013","NUT"
"626",63.3143,20.2723,"summer secchi unique sampling locations 2000-2013","NUT"
"627",61.2332,17.6632,"summer secchi unique sampling locations 2000-2013","NUT"
"628",59.8465,24.8375,"summer secchi unique sampling locations 2000-2013","NUT"
"629",59.4827,22.8957,"summer secchi unique sampling locations 2000-2013","NUT"
"630",59.6333,22.7497,"summer secchi unique sampling locations 2000-2013","NUT"
"631",59.5833,22.4168,"summer secchi unique sampling locations 2000-2013","NUT"
"632",59.6833,20.5972,"summer secchi unique sampling locations 2000-2013","NUT"
"633",60.1902,19.1428,"summer secchi unique sampling locations 2000-2013","NUT"
"634",60.5148,19.2752,"summer secchi unique sampling locations 2000-2013","NUT"
"635",60.542,19.55,"summer secchi unique sampling locations 2000-2013","NUT"
"636",60.6503,19.9367,"summer secchi unique sampling locations 2000-2013","NUT"
"637",59.6168,21.4668,"summer secchi unique sampling locations 2000-2013","NUT"
"638",59.8465,24.8378,"summer secchi unique sampling locations 2000-2013","NUT"
"639",60.067,26.3468,"summer secchi unique sampling locations 2000-2013","NUT"
"640",59.847,24.8375,"summer secchi unique sampling locations 2000-2013","NUT"
"641",59.5818,23.6262,"summer secchi unique sampling locations 2000-2013","NUT"
"642",59.4833,22.8965,"summer secchi unique sampling locations 2000-2013","NUT"
"643",59.425,22.5897,"summer secchi unique sampling locations 2000-2013","NUT"
"644",58.8732,20.5092,"summer secchi unique sampling locations 2000-2013","NUT"
"645",57.8117,21.4465,"summer secchi unique sampling locations 2000-2013","NUT"
"646",57.2335,23.7998,"summer secchi unique sampling locations 2000-2013","NUT"
"647",57.6748,23.6008,"summer secchi unique sampling locations 2000-2013","NUT"
"648",57.15,19.9997,"summer secchi unique sampling locations 2000-2013","NUT"
"649",57.9877,20.4137,"summer secchi unique sampling locations 2000-2013","NUT"
"650",58.8733,20.5092,"summer secchi unique sampling locations 2000-2013","NUT"
"651",59.0535,20.8543,"summer secchi unique sampling locations 2000-2013","NUT"
"652",59.2833,21.5637,"summer secchi unique sampling locations 2000-2013","NUT"
"653",59.7967,24.4493,"summer secchi unique sampling locations 2000-2013","NUT"
"654",59.0335,21.08,"summer secchi unique sampling locations 2000-2013","NUT"
"655",62.5862,19.969,"summer secchi unique sampling locations 2000-2013","NUT"
"656",65.3837,23.4625,"summer secchi unique sampling locations 2000-2013","NUT"
"657",63.5167,21.5123,"summer secchi unique sampling locations 2000-2013","NUT"
"658",61.0835,19.5793,"summer secchi unique sampling locations 2000-2013","NUT"
"659",59.367,21.9177,"summer secchi unique sampling locations 2000-2013","NUT"
"660",59.5008,22.3667,"summer secchi unique sampling locations 2000-2013","NUT"
"661",59.6167,22.7162,"summer secchi unique sampling locations 2000-2013","NUT"
"662",59.5823,23.631,"summer secchi unique sampling locations 2000-2013","NUT"
"663",59.6503,23.233,"summer secchi unique sampling locations 2000-2013","NUT"
"664",59.7165,23.6662,"summer secchi unique sampling locations 2000-2013","NUT"
"665",59.8002,24.4502,"summer secchi unique sampling locations 2000-2013","NUT"
"666",60.0833,26.3332,"summer secchi unique sampling locations 2000-2013","NUT"
"667",59.9498,25.5832,"summer secchi unique sampling locations 2000-2013","NUT"
"668",59.8748,25.1663,"summer secchi unique sampling locations 2000-2013","NUT"
"669",54.6833,15.7502,"summer secchi unique sampling locations 2000-2013","NUT"
"670",55,14.0833,"summer secchi unique sampling locations 2000-2013","NUT"
"671",55.3333,14.4833,"summer secchi unique sampling locations 2000-2013","NUT"
"672",55.6833,14.7,"summer secchi unique sampling locations 2000-2013","NUT"
"673",55.6167,14.8667,"summer secchi unique sampling locations 2000-2013","NUT"
"674",55.55,15.1167,"summer secchi unique sampling locations 2000-2013","NUT"
"675",55.4833,15.3167,"summer secchi unique sampling locations 2000-2013","NUT"
"676",56.9417,19.3667,"summer secchi unique sampling locations 2000-2013","NUT"
"677",56.9383,19.81,"summer secchi unique sampling locations 2000-2013","NUT"
"678",56.9583,20.15,"summer secchi unique sampling locations 2000-2013","NUT"
"679",56.95,20.2667,"summer secchi unique sampling locations 2000-2013","NUT"
"680",56.9583,20.41,"summer secchi unique sampling locations 2000-2013","NUT"
"681",61.0667,19.7298,"summer secchi unique sampling locations 2000-2013","NUT"
"682",64.9337,22.346,"summer secchi unique sampling locations 2000-2013","NUT"
"683",63.5168,21.0628,"summer secchi unique sampling locations 2000-2013","NUT"
"684",63.3143,20.2727,"summer secchi unique sampling locations 2000-2013","NUT"
"685",62.7588,19.1957,"summer secchi unique sampling locations 2000-2013","NUT"
"686",61.2333,17.6632,"summer secchi unique sampling locations 2000-2013","NUT"
"687",59.3783,21.4412,"summer secchi unique sampling locations 2000-2013","NUT"
"688",60.0167,26.0808,"summer secchi unique sampling locations 2000-2013","NUT"
"689",59.9167,25.0302,"summer secchi unique sampling locations 2000-2013","NUT"
"690",59.7048,24.6825,"summer secchi unique sampling locations 2000-2013","NUT"
"691",58.9767,20.5785,"summer secchi unique sampling locations 2000-2013","NUT"
"692",61.0833,19.5833,"summer secchi unique sampling locations 2000-2013","NUT"
"693",61.8502,20.0552,"summer secchi unique sampling locations 2000-2013","NUT"
"694",59.5012,20.3878,"summer secchi unique sampling locations 2000-2013","NUT"
"695",59.9168,24.9135,"summer secchi unique sampling locations 2000-2013","NUT"
"696",59.7002,23.1803,"summer secchi unique sampling locations 2000-2013","NUT"
"697",59.6107,20.649,"summer secchi unique sampling locations 2000-2013","NUT"
"698",56.1333,17.75,"summer secchi unique sampling locations 2000-2013","NUT"
"699",61.9835,20.063,"summer secchi unique sampling locations 2000-2013","NUT"
"700",59.9493,25.1097,"summer secchi unique sampling locations 2000-2013","NUT"
"701",59.9517,25.1838,"summer secchi unique sampling locations 2000-2013","NUT"
"702",59.9822,25.1693,"summer secchi unique sampling locations 2000-2013","NUT"
"703",59.705,24.6822,"summer secchi unique sampling locations 2000-2013","NUT"
"704",64.308,22.355,"summer secchi unique sampling locations 2000-2013","NUT"
"705",57.4,19.4333,"summer secchi unique sampling locations 2000-2013","NUT"
"706",61.6352,21.2713,"summer secchi unique sampling locations 2000-2013","NUT"
"707",61.5868,21.2097,"summer secchi unique sampling locations 2000-2013","NUT"
"708",54.6833,15.75,"summer secchi unique sampling locations 2000-2013","NUT"
"709",54.6495,15.75,"summer secchi unique sampling locations 2000-2013","NUT"
"710",65.2337,23.5628,"summer secchi unique sampling locations 2000-2013","NUT"
"711",64.7003,22.0628,"summer secchi unique sampling locations 2000-2013","NUT"
"712",60.1778,27.0962,"summer secchi unique sampling locations 2000-2013","NUT"
"713",60.134,27.4657,"summer secchi unique sampling locations 2000-2013","NUT"
"714",60.1872,27.579,"summer secchi unique sampling locations 2000-2013","NUT"
"715",60.1167,28.0655,"summer secchi unique sampling locations 2000-2013","NUT"
"716",60.1083,28.8,"summer secchi unique sampling locations 2000-2013","NUT"
"717",60.032,28.4463,"summer secchi unique sampling locations 2000-2013","NUT"
"718",59.0817,20.8137,"summer secchi unique sampling locations 2000-2013","NUT"
"719",57.416,19.047,"summer secchi unique sampling locations 2000-2013","NUT"
"720",60.5332,18.9377,"summer secchi unique sampling locations 2000-2013","NUT"
"721",59.906,26.23,"summer secchi unique sampling locations 2000-2013","NUT"
"722",59.3345,23.3022,"summer secchi unique sampling locations 2000-2013","NUT"
"723",56.4917,18.8333,"summer secchi unique sampling locations 2000-2013","NUT"
"724",56.4833,18.95,"summer secchi unique sampling locations 2000-2013","NUT"
"725",59.6215,23.2395,"summer secchi unique sampling locations 2000-2013","NUT"
"726",59.643,23.222,"summer secchi unique sampling locations 2000-2013","NUT"
"727",59.637,23.2343,"summer secchi unique sampling locations 2000-2013","NUT"
"728",59.6108,23.3048,"summer secchi unique sampling locations 2000-2013","NUT"
"729",59.6178,23.4465,"summer secchi unique sampling locations 2000-2013","NUT"
"730",59.7917,24.3015,"summer secchi unique sampling locations 2000-2013","NUT"
"731",58.515,20.17,"summer secchi unique sampling locations 2000-2013","NUT"
"732",58.1972,19.8562,"summer secchi unique sampling locations 2000-2013","NUT"
"733",55.8443,17.383,"summer secchi unique sampling locations 2000-2013","NUT"
"734",55.4485,16.2013,"summer secchi unique sampling locations 2000-2013","NUT"
"735",54.0267,14.2805,"summer secchi unique sampling locations 2000-2013","NUT"
"736",56.1005,18.7012,"summer secchi unique sampling locations 2000-2013","NUT"
"737",56.162,19.4158,"summer secchi unique sampling locations 2000-2013","NUT"
"738",56.3367,19.7095,"summer secchi unique sampling locations 2000-2013","NUT"
"739",56.7,20.3167,"summer secchi unique sampling locations 2000-2013","NUT"
"740",57.533,20.287,"summer secchi unique sampling locations 2000-2013","NUT"
"741",60.3385,28.0018,"summer secchi unique sampling locations 2000-2013","NUT"
"742",59.543,27.7652,"summer secchi unique sampling locations 2000-2013","NUT"
"743",59.7355,27.3813,"summer secchi unique sampling locations 2000-2013","NUT"
