"","lat","lon","data_descrip","bhi_goal"
"41",56.1312,11.1568,"summer secchi unique sampling locations 2000-2013","NUT"
"42",56.1313,11.158,"summer secchi unique sampling locations 2000-2013","NUT"
"43",56.1305,11.1563,"summer secchi unique sampling locations 2000-2013","NUT"
"44",57.2097,10.6992,"summer secchi unique sampling locations 2000-2013","NUT"
"45",56.8558,10.7928,"summer secchi unique sampling locations 2000-2013","NUT"
"46",56.857,10.7915,"summer secchi unique sampling locations 2000-2013","NUT"
"47",56.856,10.7917,"summer secchi unique sampling locations 2000-2013","NUT"
"48",57.2103,10.6985,"summer secchi unique sampling locations 2000-2013","NUT"
"49",57.2103,10.6983,"summer secchi unique sampling locations 2000-2013","NUT"
"50",56.8567,10.7933,"summer secchi unique sampling locations 2000-2013","NUT"
"51",55.1118,14.6562,"summer secchi unique sampling locations 2000-2013","NUT"
"52",55.1108,14.6567,"summer secchi unique sampling locations 2000-2013","NUT"
"53",55.2505,15.9842,"summer secchi unique sampling locations 2000-2013","NUT"
"54",55.1113,14.6575,"summer secchi unique sampling locations 2000-2013","NUT"
"55",55.1115,14.65,"summer secchi unique sampling locations 2000-2013","NUT"
"56",55.5077,10.862,"summer secchi unique sampling locations 2000-2013","NUT"
"57",57.21,10.6963,"summer secchi unique sampling locations 2000-2013","NUT"
"58",56.1322,11.1572,"summer secchi unique sampling locations 2000-2013","NUT"
"59",56.1313,11.1573,"summer secchi unique sampling locations 2000-2013","NUT"
"60",56.1322,11.1585,"summer secchi unique sampling locations 2000-2013","NUT"
"61",56.132,11.1577,"summer secchi unique sampling locations 2000-2013","NUT"
"62",56.1325,11.1563,"summer secchi unique sampling locations 2000-2013","NUT"
"63",56.1312,11.1545,"summer secchi unique sampling locations 2000-2013","NUT"
"64",56.1327,11.1568,"summer secchi unique sampling locations 2000-2013","NUT"
"65",57.2097,10.6985,"summer secchi unique sampling locations 2000-2013","NUT"
"66",55.1,14.65,"summer secchi unique sampling locations 2000-2013","NUT"
"67",55.1112,14.6577,"summer secchi unique sampling locations 2000-2013","NUT"
"68",57.85,23.917,"summer secchi unique sampling locations 2000-2013","NUT"
"69",57.817,22.283,"summer secchi unique sampling locations 2000-2013","NUT"
"70",59.433,23.15,"summer secchi unique sampling locations 2000-2013","NUT"
"71",59.483,22.9,"summer secchi unique sampling locations 2000-2013","NUT"
"72",59.608,24.35,"summer secchi unique sampling locations 2000-2013","NUT"
"73",59.833,25.617,"summer secchi unique sampling locations 2000-2013","NUT"
"74",60.073,26.342,"summer secchi unique sampling locations 2000-2013","NUT"
"75",59.54,27.175,"summer secchi unique sampling locations 2000-2013","NUT"
"76",59.633,27.448,"summer secchi unique sampling locations 2000-2013","NUT"
"77",59.6333,27.4483,"summer secchi unique sampling locations 2000-2013","NUT"
"78",59.8383,24.8383,"summer secchi unique sampling locations 2000-2013","NUT"
"79",59.6333,27.45,"summer secchi unique sampling locations 2000-2013","NUT"
"80",59.6083,24.35,"summer secchi unique sampling locations 2000-2013","NUT"
"81",59.4833,22.95,"summer secchi unique sampling locations 2000-2013","NUT"
"82",59.325,23.2667,"summer secchi unique sampling locations 2000-2013","NUT"
"83",59.305,23.2885,"summer secchi unique sampling locations 2000-2013","NUT"
"84",59.8333,25.6167,"summer secchi unique sampling locations 2000-2013","NUT"
"85",59.9167,26.3417,"summer secchi unique sampling locations 2000-2013","NUT"
"86",59.5833,27.45,"summer secchi unique sampling locations 2000-2013","NUT"
"87",57.975,20.5333,"summer secchi unique sampling locations 2000-2013","NUT"
"88",59.0333,21.0833,"summer secchi unique sampling locations 2000-2013","NUT"
"89",57.8133,22.8883,"summer secchi unique sampling locations 2000-2013","NUT"
"90",57.6167,23.6167,"summer secchi unique sampling locations 2000-2013","NUT"
"91",57.85,23.9167,"summer secchi unique sampling locations 2000-2013","NUT"
"92",56.3113,20.8297,"summer secchi unique sampling locations 2000-2013","NUT"
"93",56.404,19.3545,"summer secchi unique sampling locations 2000-2013","NUT"
"94",56.3702,19.9957,"summer secchi unique sampling locations 2000-2013","NUT"
"95",56.7158,20.4372,"summer secchi unique sampling locations 2000-2013","NUT"
"96",57.3553,20.7755,"summer secchi unique sampling locations 2000-2013","NUT"
"97",57.4107,21.3267,"summer secchi unique sampling locations 2000-2013","NUT"
"98",57.7985,22.3315,"summer secchi unique sampling locations 2000-2013","NUT"
"99",57.4002,23.4813,"summer secchi unique sampling locations 2000-2013","NUT"
"100",57.6165,23.6157,"summer secchi unique sampling locations 2000-2013","NUT"
"101",57.6218,24.0587,"summer secchi unique sampling locations 2000-2013","NUT"
"102",57.3513,24.0848,"summer secchi unique sampling locations 2000-2013","NUT"
"103",57.3007,23.8482,"summer secchi unique sampling locations 2000-2013","NUT"
"104",57.4173,23.7672,"summer secchi unique sampling locations 2000-2013","NUT"
"105",57.7965,22.8833,"summer secchi unique sampling locations 2000-2013","NUT"
"106",57.5675,22.9745,"summer secchi unique sampling locations 2000-2013","NUT"
"107",57.6162,23.6182,"summer secchi unique sampling locations 2000-2013","NUT"
"108",57.4172,23.7665,"summer secchi unique sampling locations 2000-2013","NUT"
"109",57.3003,23.8502,"summer secchi unique sampling locations 2000-2013","NUT"
"110",57.35,24.0763,"summer secchi unique sampling locations 2000-2013","NUT"
"111",57.3088,24.285,"summer secchi unique sampling locations 2000-2013","NUT"
"112",57.5937,24.2798,"summer secchi unique sampling locations 2000-2013","NUT"
"113",57.8502,23.9103,"summer secchi unique sampling locations 2000-2013","NUT"
"114",57.6165,23.616,"summer secchi unique sampling locations 2000-2013","NUT"
"115",57.4168,23.7662,"summer secchi unique sampling locations 2000-2013","NUT"
"116",57.3013,23.8483,"summer secchi unique sampling locations 2000-2013","NUT"
"117",57.3498,24.0827,"summer secchi unique sampling locations 2000-2013","NUT"
"118",64.6837,24.0793,"summer secchi unique sampling locations 2000-2013","NUT"
"119",64.9672,24.4517,"summer secchi unique sampling locations 2000-2013","NUT"
"120",54.833,13.3802,"summer secchi unique sampling locations 2000-2013","NUT"
"121",55,14.0805,"summer secchi unique sampling locations 2000-2013","NUT"
"122",55.3333,14.4798,"summer secchi unique sampling locations 2000-2013","NUT"
"123",55.6832,14.6967,"summer secchi unique sampling locations 2000-2013","NUT"
"124",56.4915,18.8303,"summer secchi unique sampling locations 2000-2013","NUT"
"125",56.4832,18.9468,"summer secchi unique sampling locations 2000-2013","NUT"
"126",56.4832,19.2837,"summer secchi unique sampling locations 2000-2013","NUT"
"127",56.4833,19.5637,"summer secchi unique sampling locations 2000-2013","NUT"
"128",57.3165,20.0303,"summer secchi unique sampling locations 2000-2013","NUT"
"129",57.9867,20.1048,"summer secchi unique sampling locations 2000-2013","NUT"
"130",57.9917,20.4142,"summer secchi unique sampling locations 2000-2013","NUT"
"131",57.9915,20.7638,"summer secchi unique sampling locations 2000-2013","NUT"
"132",57.9833,21.0803,"summer secchi unique sampling locations 2000-2013","NUT"
"133",58.4332,20.947,"summer secchi unique sampling locations 2000-2013","NUT"
"134",59.0333,21.0793,"summer secchi unique sampling locations 2000-2013","NUT"
"135",59.4833,22.8968,"summer secchi unique sampling locations 2000-2013","NUT"
"136",59.8502,24.8302,"summer secchi unique sampling locations 2000-2013","NUT"
"137",60.1888,19.1427,"summer secchi unique sampling locations 2000-2013","NUT"
"138",61.0835,19.5798,"summer secchi unique sampling locations 2000-2013","NUT"
"139",61.6168,19.7972,"summer secchi unique sampling locations 2000-2013","NUT"
"140",63.3143,20.2728,"summer secchi unique sampling locations 2000-2013","NUT"
"141",63.5167,21.5132,"summer secchi unique sampling locations 2000-2013","NUT"
"142",64.7003,23.0793,"summer secchi unique sampling locations 2000-2013","NUT"
"143",64.8002,23.4795,"summer secchi unique sampling locations 2000-2013","NUT"
"144",64.834,23.1628,"summer secchi unique sampling locations 2000-2013","NUT"
"145",65.0003,23.2462,"summer secchi unique sampling locations 2000-2013","NUT"
"146",65.2337,23.5627,"summer secchi unique sampling locations 2000-2013","NUT"
"147",63.9833,21.7628,"summer secchi unique sampling locations 2000-2013","NUT"
"148",63.5168,21.0632,"summer secchi unique sampling locations 2000-2013","NUT"
"149",62.8452,18.8887,"summer secchi unique sampling locations 2000-2013","NUT"
"150",61.9832,20.0633,"summer secchi unique sampling locations 2000-2013","NUT"
"151",61.7667,20.5302,"summer secchi unique sampling locations 2000-2013","NUT"
"152",61.5402,20.6198,"summer secchi unique sampling locations 2000-2013","NUT"
"153",61.0837,20.5965,"summer secchi unique sampling locations 2000-2013","NUT"
"154",59.8498,24.8298,"summer secchi unique sampling locations 2000-2013","NUT"
"155",59.5833,23.2968,"summer secchi unique sampling locations 2000-2013","NUT"
"156",59.6948,23.19,"summer secchi unique sampling locations 2000-2013","NUT"
"157",60.0585,29.1968,"summer secchi unique sampling locations 2000-2013","NUT"
"158",60.1005,29.0222,"summer secchi unique sampling locations 2000-2013","NUT"
"159",60.107,28.8048,"summer secchi unique sampling locations 2000-2013","NUT"
"160",60.167,28.75,"summer secchi unique sampling locations 2000-2013","NUT"
"161",60.1,28.7172,"summer secchi unique sampling locations 2000-2013","NUT"
"162",60.3832,28.0667,"summer secchi unique sampling locations 2000-2013","NUT"
"163",60.241,27.2685,"summer secchi unique sampling locations 2000-2013","NUT"
"164",60.1668,27.2333,"summer secchi unique sampling locations 2000-2013","NUT"
"165",60.1,27.2498,"summer secchi unique sampling locations 2000-2013","NUT"
"166",60.0333,27.2667,"summer secchi unique sampling locations 2000-2013","NUT"
"167",59.9502,27.3,"summer secchi unique sampling locations 2000-2013","NUT"
"168",59.8662,27.3332,"summer secchi unique sampling locations 2000-2013","NUT"
"169",59.7998,27.367,"summer secchi unique sampling locations 2000-2013","NUT"
"170",59.7335,27.4002,"summer secchi unique sampling locations 2000-2013","NUT"
"171",59.6668,27.4333,"summer secchi unique sampling locations 2000-2013","NUT"
"172",60.1085,26.503,"summer secchi unique sampling locations 2000-2013","NUT"
"173",59.933,25.8838,"summer secchi unique sampling locations 2000-2013","NUT"
"174",59.9998,25.8667,"summer secchi unique sampling locations 2000-2013","NUT"
"175",59.9998,25.3333,"summer secchi unique sampling locations 2000-2013","NUT"
"176",59.9168,25.3577,"summer secchi unique sampling locations 2000-2013","NUT"
"177",59.85,25.3825,"summer secchi unique sampling locations 2000-2013","NUT"
"178",59.7835,25.4042,"summer secchi unique sampling locations 2000-2013","NUT"
"179",59.767,24.8508,"summer secchi unique sampling locations 2000-2013","NUT"
"180",59.8333,24.8242,"summer secchi unique sampling locations 2000-2013","NUT"
"181",59.9002,24.8,"summer secchi unique sampling locations 2000-2013","NUT"
"182",59.5335,23.8415,"summer secchi unique sampling locations 2000-2013","NUT"
"183",59.6,23.8175,"summer secchi unique sampling locations 2000-2013","NUT"
"184",59.667,23.793,"summer secchi unique sampling locations 2000-2013","NUT"
"185",59.75,23.7672,"summer secchi unique sampling locations 2000-2013","NUT"
"186",59.7833,23.7417,"summer secchi unique sampling locations 2000-2013","NUT"
"187",59.723,23.2217,"summer secchi unique sampling locations 2000-2013","NUT"
"188",59.6712,23.2423,"summer secchi unique sampling locations 2000-2013","NUT"
"189",59.6053,23.2622,"summer secchi unique sampling locations 2000-2013","NUT"
"190",59.5338,23.2923,"summer secchi unique sampling locations 2000-2013","NUT"
"191",59.4598,23.317,"summer secchi unique sampling locations 2000-2013","NUT"
"192",59.3933,23.342,"summer secchi unique sampling locations 2000-2013","NUT"
"193",59.8502,24.83,"summer secchi unique sampling locations 2000-2013","NUT"
"194",59.6417,23.6468,"summer secchi unique sampling locations 2000-2013","NUT"
"195",60.1892,19.1428,"summer secchi unique sampling locations 2000-2013","NUT"
"196",61.0833,19.5797,"summer secchi unique sampling locations 2000-2013","NUT"
"197",61.0665,19.7303,"summer secchi unique sampling locations 2000-2013","NUT"
"198",63.3147,20.273,"summer secchi unique sampling locations 2000-2013","NUT"
"199",64.417,22.9128,"summer secchi unique sampling locations 2000-2013","NUT"
"200",64.7003,23.0797,"summer secchi unique sampling locations 2000-2013","NUT"
"201",64.8003,23.4795,"summer secchi unique sampling locations 2000-2013","NUT"
"202",65.0002,23.2463,"summer secchi unique sampling locations 2000-2013","NUT"
"203",65.2335,23.5627,"summer secchi unique sampling locations 2000-2013","NUT"
"204",63.9832,21.763,"summer secchi unique sampling locations 2000-2013","NUT"
"205",62.8455,18.8885,"summer secchi unique sampling locations 2000-2013","NUT"
"206",61.2333,17.663,"summer secchi unique sampling locations 2000-2013","NUT"
"207",61.0502,20.2632,"summer secchi unique sampling locations 2000-2013","NUT"
"208",61.0835,20.5965,"summer secchi unique sampling locations 2000-2013","NUT"
"209",60.899,20.362,"summer secchi unique sampling locations 2000-2013","NUT"
"210",60.189,19.1428,"summer secchi unique sampling locations 2000-2013","NUT"
"211",61.7668,20.5303,"summer secchi unique sampling locations 2000-2013","NUT"
"212",61.9835,20.0633,"summer secchi unique sampling locations 2000-2013","NUT"
"213",62.6002,20.2632,"summer secchi unique sampling locations 2000-2013","NUT"
"214",62.5862,19.9688,"summer secchi unique sampling locations 2000-2013","NUT"
"215",64.302,22.343,"summer secchi unique sampling locations 2000-2013","NUT"
"216",64.1835,22.913,"summer secchi unique sampling locations 2000-2013","NUT"
"217",64.417,22.9127,"summer secchi unique sampling locations 2000-2013","NUT"
"218",64.9335,22.3463,"summer secchi unique sampling locations 2000-2013","NUT"
"219",64.7,22.0628,"summer secchi unique sampling locations 2000-2013","NUT"
"220",64.4502,21.7957,"summer secchi unique sampling locations 2000-2013","NUT"
"221",63.9837,21.7625,"summer secchi unique sampling locations 2000-2013","NUT"
"222",62.7588,19.1953,"summer secchi unique sampling locations 2000-2013","NUT"
"223",62.8453,18.8885,"summer secchi unique sampling locations 2000-2013","NUT"
"224",61.0503,20.2637,"summer secchi unique sampling locations 2000-2013","NUT"
"225",61.0833,20.596,"summer secchi unique sampling locations 2000-2013","NUT"
"226",59.542,23.0363,"summer secchi unique sampling locations 2000-2013","NUT"
"227",59.491,23.036,"summer secchi unique sampling locations 2000-2013","NUT"
"228",59.4088,22.9583,"summer secchi unique sampling locations 2000-2013","NUT"
"229",59.4613,22.9595,"summer secchi unique sampling locations 2000-2013","NUT"
"230",59.5133,22.9612,"summer secchi unique sampling locations 2000-2013","NUT"
"231",59.564,22.9623,"summer secchi unique sampling locations 2000-2013","NUT"
"232",59.6185,22.9627,"summer secchi unique sampling locations 2000-2013","NUT"
"233",59.3478,22.7992,"summer secchi unique sampling locations 2000-2013","NUT"
"234",59.3983,22.802,"summer secchi unique sampling locations 2000-2013","NUT"
"235",59.4498,22.8022,"summer secchi unique sampling locations 2000-2013","NUT"
"236",59.5018,22.8042,"summer secchi unique sampling locations 2000-2013","NUT"
"237",59.5568,22.8035,"summer secchi unique sampling locations 2000-2013","NUT"
"238",59.5263,22.7248,"summer secchi unique sampling locations 2000-2013","NUT"
"239",59.4703,22.7235,"summer secchi unique sampling locations 2000-2013","NUT"
"240",59.4187,22.7227,"summer secchi unique sampling locations 2000-2013","NUT"
"241",59.3677,22.7207,"summer secchi unique sampling locations 2000-2013","NUT"
"242",59.3158,22.7193,"summer secchi unique sampling locations 2000-2013","NUT"
"243",59.2847,22.637,"summer secchi unique sampling locations 2000-2013","NUT"
"244",59.3348,22.6377,"summer secchi unique sampling locations 2000-2013","NUT"
"245",59.3867,22.6387,"summer secchi unique sampling locations 2000-2013","NUT"
"246",59.4945,22.642,"summer secchi unique sampling locations 2000-2013","NUT"
"247",59.3057,22.5607,"summer secchi unique sampling locations 2000-2013","NUT"
"248",59.2545,22.559,"summer secchi unique sampling locations 2000-2013","NUT"
"249",59.2367,22.486,"summer secchi unique sampling locations 2000-2013","NUT"
"250",59.2745,22.4813,"summer secchi unique sampling locations 2000-2013","NUT"
"251",59.3258,22.4835,"summer secchi unique sampling locations 2000-2013","NUT"
"252",59.3763,22.4858,"summer secchi unique sampling locations 2000-2013","NUT"
"253",59.4353,22.4865,"summer secchi unique sampling locations 2000-2013","NUT"
"254",59.3682,22.719,"summer secchi unique sampling locations 2000-2013","NUT"
"255",59.3685,22.7185,"summer secchi unique sampling locations 2000-2013","NUT"
"256",59.3685,22.7183,"summer secchi unique sampling locations 2000-2013","NUT"
"257",59.3682,22.7182,"summer secchi unique sampling locations 2000-2013","NUT"
"258",59.3678,22.718,"summer secchi unique sampling locations 2000-2013","NUT"
"259",59.368,22.7178,"summer secchi unique sampling locations 2000-2013","NUT"
"260",59.3672,22.718,"summer secchi unique sampling locations 2000-2013","NUT"
"261",59.367,22.718,"summer secchi unique sampling locations 2000-2013","NUT"
"262",59.3667,22.718,"summer secchi unique sampling locations 2000-2013","NUT"
"263",59.367,22.7177,"summer secchi unique sampling locations 2000-2013","NUT"
"264",59.3672,22.7175,"summer secchi unique sampling locations 2000-2013","NUT"
"265",59.369,22.7188,"summer secchi unique sampling locations 2000-2013","NUT"
"266",59.3687,22.7182,"summer secchi unique sampling locations 2000-2013","NUT"
"267",59.3692,22.719,"summer secchi unique sampling locations 2000-2013","NUT"
"268",59.3693,22.723,"summer secchi unique sampling locations 2000-2013","NUT"
"269",59.3695,22.7232,"summer secchi unique sampling locations 2000-2013","NUT"
"270",59.3698,22.7228,"summer secchi unique sampling locations 2000-2013","NUT"
"271",59.37,22.7247,"summer secchi unique sampling locations 2000-2013","NUT"
"272",59.3718,22.7268,"summer secchi unique sampling locations 2000-2013","NUT"
"273",59.3727,22.7295,"summer secchi unique sampling locations 2000-2013","NUT"
"274",59.3665,22.7197,"summer secchi unique sampling locations 2000-2013","NUT"
"275",59.3652,22.7208,"summer secchi unique sampling locations 2000-2013","NUT"
"276",59.3658,22.7203,"summer secchi unique sampling locations 2000-2013","NUT"
"277",59.3655,22.72,"summer secchi unique sampling locations 2000-2013","NUT"
"278",59.3665,22.7168,"summer secchi unique sampling locations 2000-2013","NUT"
"279",59.3663,22.7188,"summer secchi unique sampling locations 2000-2013","NUT"
"280",59.365,22.7185,"summer secchi unique sampling locations 2000-2013","NUT"
"281",59.3648,22.7165,"summer secchi unique sampling locations 2000-2013","NUT"
"282",59.3652,22.7163,"summer secchi unique sampling locations 2000-2013","NUT"
"283",59.365,22.716,"summer secchi unique sampling locations 2000-2013","NUT"
"284",59.3653,22.7155,"summer secchi unique sampling locations 2000-2013","NUT"
"285",59.3657,22.7153,"summer secchi unique sampling locations 2000-2013","NUT"
"286",59.3662,22.7168,"summer secchi unique sampling locations 2000-2013","NUT"
"287",59.366,22.717,"summer secchi unique sampling locations 2000-2013","NUT"
"288",59.3653,22.7182,"summer secchi unique sampling locations 2000-2013","NUT"
"289",59.365,22.7182,"summer secchi unique sampling locations 2000-2013","NUT"
"290",59.3668,22.7183,"summer secchi unique sampling locations 2000-2013","NUT"
"291",59.367,22.7183,"summer secchi unique sampling locations 2000-2013","NUT"
"292",59.367,22.7182,"summer secchi unique sampling locations 2000-2013","NUT"
"293",59.3668,22.7198,"summer secchi unique sampling locations 2000-2013","NUT"
"294",59.3667,22.7202,"summer secchi unique sampling locations 2000-2013","NUT"
"295",59.3667,22.72,"summer secchi unique sampling locations 2000-2013","NUT"
"296",59.367,22.7197,"summer secchi unique sampling locations 2000-2013","NUT"
"297",59.3665,22.7212,"summer secchi unique sampling locations 2000-2013","NUT"
"298",59.3673,22.719,"summer secchi unique sampling locations 2000-2013","NUT"
"299",59.3672,22.7195,"summer secchi unique sampling locations 2000-2013","NUT"
"300",59.589,22.8848,"summer secchi unique sampling locations 2000-2013","NUT"
"301",59.5342,22.8857,"summer secchi unique sampling locations 2000-2013","NUT"
"302",59.483,22.884,"summer secchi unique sampling locations 2000-2013","NUT"
"303",59.3792,22.8787,"summer secchi unique sampling locations 2000-2013","NUT"
"304",59.3482,22.7988,"summer secchi unique sampling locations 2000-2013","NUT"
"305",59.3987,22.8015,"summer secchi unique sampling locations 2000-2013","NUT"
"306",59.5017,22.8043,"summer secchi unique sampling locations 2000-2013","NUT"
"307",59.5568,22.8032,"summer secchi unique sampling locations 2000-2013","NUT"
"308",59.5265,22.7252,"summer secchi unique sampling locations 2000-2013","NUT"
"309",59.4705,22.7235,"summer secchi unique sampling locations 2000-2013","NUT"
"310",59.4192,22.7223,"summer secchi unique sampling locations 2000-2013","NUT"
"311",59.3058,22.5608,"summer secchi unique sampling locations 2000-2013","NUT"
"312",59.2542,22.5598,"summer secchi unique sampling locations 2000-2013","NUT"
"313",59.2367,22.4865,"summer secchi unique sampling locations 2000-2013","NUT"
"314",59.274,22.4827,"summer secchi unique sampling locations 2000-2013","NUT"
"315",59.4355,22.4863,"summer secchi unique sampling locations 2000-2013","NUT"
"316",60.067,26.3467,"summer secchi unique sampling locations 2000-2013","NUT"
"317",59.8503,24.8303,"summer secchi unique sampling locations 2000-2013","NUT"
"318",60.189,19.1425,"summer secchi unique sampling locations 2000-2013","NUT"
"319",61.0833,19.58,"summer secchi unique sampling locations 2000-2013","NUT"
"320",61.7665,20.5303,"summer secchi unique sampling locations 2000-2013","NUT"
"321",61.9835,20.0623,"summer secchi unique sampling locations 2000-2013","NUT"
"322",63.5168,21.513,"summer secchi unique sampling locations 2000-2013","NUT"
"323",64.302,22.3433,"summer secchi unique sampling locations 2000-2013","NUT"
"324",65.2335,23.5633,"summer secchi unique sampling locations 2000-2013","NUT"
"325",61.0667,19.7295,"summer secchi unique sampling locations 2000-2013","NUT"
"326",59.8503,24.83,"summer secchi unique sampling locations 2000-2013","NUT"
"327",59.4798,23.5268,"summer secchi unique sampling locations 2000-2013","NUT"
"328",59.4787,23.7258,"summer secchi unique sampling locations 2000-2013","NUT"
"329",59.5293,23.8228,"summer secchi unique sampling locations 2000-2013","NUT"
"330",59.634,23.7233,"summer secchi unique sampling locations 2000-2013","NUT"
"331",59.634,23.523,"summer secchi unique sampling locations 2000-2013","NUT"
"332",59.6335,23.4225,"summer secchi unique sampling locations 2000-2013","NUT"
"333",59.8502,24.8305,"summer secchi unique sampling locations 2000-2013","NUT"
"334",60.0673,26.3465,"summer secchi unique sampling locations 2000-2013","NUT"
"335",60.0672,26.3463,"summer secchi unique sampling locations 2000-2013","NUT"
"336",60.1043,26.5303,"summer secchi unique sampling locations 2000-2013","NUT"
"337",60.1325,26.4083,"summer secchi unique sampling locations 2000-2013","NUT"
"338",60.1383,26.2993,"summer secchi unique sampling locations 2000-2013","NUT"
"339",60.0962,26.2208,"summer secchi unique sampling locations 2000-2013","NUT"
"340",60.0313,26.164,"summer secchi unique sampling locations 2000-2013","NUT"
"341",59.5827,23.63,"summer secchi unique sampling locations 2000-2013","NUT"
"342",58.879,20.3008,"summer secchi unique sampling locations 2000-2013","NUT"
"343",59.0332,21.0797,"summer secchi unique sampling locations 2000-2013","NUT"
"344",59.0335,21.0835,"summer secchi unique sampling locations 2000-2013","NUT"
"345",59.036,21.1107,"summer secchi unique sampling locations 2000-2013","NUT"
"346",59.3667,22.4633,"summer secchi unique sampling locations 2000-2013","NUT"
"347",59.5837,23.6342,"summer secchi unique sampling locations 2000-2013","NUT"
"348",59.5808,23.7237,"summer secchi unique sampling locations 2000-2013","NUT"
"349",59.6338,23.5235,"summer secchi unique sampling locations 2000-2013","NUT"
"350",59.582,23.423,"summer secchi unique sampling locations 2000-2013","NUT"
"351",59.5858,23.6307,"summer secchi unique sampling locations 2000-2013","NUT"
"352",59.9492,25.5787,"summer secchi unique sampling locations 2000-2013","NUT"
"353",59.9135,25.5668,"summer secchi unique sampling locations 2000-2013","NUT"
"354",60.005,25.1667,"summer secchi unique sampling locations 2000-2013","NUT"
"355",57.1168,17.6668,"summer secchi unique sampling locations 2000-2013","NUT"
"356",57.32,20.0502,"summer secchi unique sampling locations 2000-2013","NUT"
"357",58.0002,19.897,"summer secchi unique sampling locations 2000-2013","NUT"
"358",62.586,19.9687,"summer secchi unique sampling locations 2000-2013","NUT"
"359",65.3837,23.4628,"summer secchi unique sampling locations 2000-2013","NUT"
"360",64.302,22.3435,"summer secchi unique sampling locations 2000-2013","NUT"
"361",62.8453,18.8887,"summer secchi unique sampling locations 2000-2013","NUT"
"362",59.7052,24.682,"summer secchi unique sampling locations 2000-2013","NUT"
"363",59.1837,21.7468,"summer secchi unique sampling locations 2000-2013","NUT"
"364",58.4333,20.9467,"summer secchi unique sampling locations 2000-2013","NUT"
"365",58.3502,21.2467,"summer secchi unique sampling locations 2000-2013","NUT"
"366",58.0002,19.8968,"summer secchi unique sampling locations 2000-2013","NUT"
"367",57.9917,20.4167,"summer secchi unique sampling locations 2000-2013","NUT"
"368",57.3835,21.1168,"summer secchi unique sampling locations 2000-2013","NUT"
"369",56.9583,20.4098,"summer secchi unique sampling locations 2000-2013","NUT"
"370",56.95,20.2663,"summer secchi unique sampling locations 2000-2013","NUT"
"371",56.9583,20.1498,"summer secchi unique sampling locations 2000-2013","NUT"
"372",56.955,20.06,"summer secchi unique sampling locations 2000-2013","NUT"
