source,country,station,lat,lon,year,date,variable,qflag,value,unit,vflag,detli,lmqnt,sub_id,bio_id,samp_id,num_indiv_subsamp
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-03-26,CB101,,0.003906,mg/kg,NA,NA,NA,NA,P1990/03084,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-03-26,CB101,,0.003916,mg/kg,NA,NA,NA,NA,P1990/03090,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-03-26,CB101,,0.00396,mg/kg,NA,NA,NA,NA,P1990/03086,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-03-26,CB101,,0.00405,mg/kg,NA,NA,NA,NA,P1990/03081,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-03-26,CB101,,0.004194,mg/kg,NA,NA,NA,NA,P1990/03094,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-03-26,CB101,,0.004275,mg/kg,NA,NA,NA,NA,P1990/03080,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-03-26,CB101,,0.00432,mg/kg,NA,NA,NA,NA,P1990/03089,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-03-26,CB101,,0.004408,mg/kg,NA,NA,NA,NA,P1990/03078,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-03-26,CB101,,0.004662,mg/kg,NA,NA,NA,NA,P1990/03085,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-03-26,CB101,,0.004998,mg/kg,NA,NA,NA,NA,P1990/03072,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-03-26,CB101,,0.005148,mg/kg,NA,NA,NA,NA,P1990/03092,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-14,CB101,,0.001463,mg/kg,NA,NA,NA,NA,P1990/06154,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-14,CB101,,0.00189,mg/kg,NA,NA,NA,NA,P1990/06146,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-14,CB101,,0.002508,mg/kg,NA,NA,NA,NA,P1990/06153,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-14,CB101,,0.002975,mg/kg,NA,NA,NA,NA,P1990/06147,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-14,CB101,,0.003315,mg/kg,NA,NA,NA,NA,P1990/06151,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-14,CB101,,0.004352,mg/kg,NA,NA,NA,NA,P1990/06148,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-14,CB101,,0.00507,mg/kg,NA,NA,NA,NA,P1990/06152,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-14,CB101,,0.00738,mg/kg,NA,NA,NA,NA,P1990/06155,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-14,CB101,,0.011286,mg/kg,NA,NA,NA,NA,P1990/06150,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-14,CB101,,0.014823,mg/kg,NA,NA,NA,NA,P1990/06149,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.001302,mg/kg,NA,NA,NA,NA,P1990/06131,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.00177,mg/kg,NA,NA,NA,NA,P1990/06135,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.0020466,mg/kg,NA,NA,NA,NA,P1990/06132,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.002277,mg/kg,NA,NA,NA,NA,P1990/06136,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.0023236,mg/kg,NA,NA,NA,NA,P1990/06138,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.002328,mg/kg,NA,NA,NA,NA,P1990/06139,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.0025668,mg/kg,NA,NA,NA,NA,P1990/06140,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.00258,mg/kg,NA,NA,NA,NA,P1990/06134,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.0026433,mg/kg,NA,NA,NA,NA,P1990/06141,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.002682,mg/kg,NA,NA,NA,NA,P1990/06144,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.00272,mg/kg,NA,NA,NA,NA,P1990/06142,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.003072,mg/kg,NA,NA,NA,NA,P1990/06145,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.003162,mg/kg,NA,NA,NA,NA,P1990/06143,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.004148,mg/kg,NA,NA,NA,NA,P1990/06133,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-06-16,CB101,,0.007168,mg/kg,NA,NA,NA,NA,P1990/06137,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0007618,mg/kg,NA,NA,NA,NA,P1990/04022,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0008001,mg/kg,NA,NA,NA,NA,P1990/04014,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0008159,mg/kg,NA,NA,NA,NA,P1990/04017,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0008184,mg/kg,NA,NA,NA,NA,P1990/04007,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0008398,mg/kg,NA,NA,NA,NA,P1990/04003,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0008442,mg/kg,NA,NA,NA,NA,P1990/04015,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0008904,mg/kg,NA,NA,NA,NA,P1990/04024,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.00094,mg/kg,NA,NA,NA,NA,P1990/04012,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0009723,mg/kg,NA,NA,NA,NA,P1990/04025,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0009988,mg/kg,NA,NA,NA,NA,P1990/04010,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0010557,mg/kg,NA,NA,NA,NA,P1990/04004,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0011616,mg/kg,NA,NA,NA,NA,P1990/04019,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0012012,mg/kg,NA,NA,NA,NA,P1990/04016,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0012209,mg/kg,NA,NA,NA,NA,P1990/04005,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0013728,mg/kg,NA,NA,NA,NA,P1990/04006,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.001495,mg/kg,NA,NA,NA,NA,P1990/04023,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0015584,mg/kg,NA,NA,NA,NA,P1990/04002,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0017068,mg/kg,NA,NA,NA,NA,P1990/04021,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0018606,mg/kg,NA,NA,NA,NA,P1990/04008,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0018876,mg/kg,NA,NA,NA,NA,P1990/04013,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0018905,mg/kg,NA,NA,NA,NA,P1990/04020,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0020104,mg/kg,NA,NA,NA,NA,P1990/04001,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0021675,mg/kg,NA,NA,NA,NA,P1990/04011,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.0024637,mg/kg,NA,NA,NA,NA,P1990/04018,NA,NA
IVL,Sweden,Fladen,57.2247,11.828,1990,1990-08-14,CB101,,0.00344,mg/kg,NA,NA,NA,NA,P1990/04009,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.000961,mg/kg,NA,NA,NA,NA,P1990/04359,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.0012972,mg/kg,NA,NA,NA,NA,P1990/04364,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.0013284,mg/kg,NA,NA,NA,NA,P1990/04356,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.00139,mg/kg,NA,NA,NA,NA,P1990/04368,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.0014405,mg/kg,NA,NA,NA,NA,P1990/04361,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.001452,mg/kg,NA,NA,NA,NA,P1990/04360,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.001485,mg/kg,NA,NA,NA,NA,P1990/04365,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.0014893,mg/kg,NA,NA,NA,NA,P1990/04363,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.0014952,mg/kg,NA,NA,NA,NA,P1990/04351,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.0015604,mg/kg,NA,NA,NA,NA,P1990/04357,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.0017028,mg/kg,NA,NA,NA,NA,P1990/04362,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.00172,mg/kg,NA,NA,NA,NA,P1990/04353,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.0019012,mg/kg,NA,NA,NA,NA,P1990/04352,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.0019209,mg/kg,NA,NA,NA,NA,P1990/04358,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.0019412,mg/kg,NA,NA,NA,NA,P1990/04366,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.002037,mg/kg,NA,NA,NA,NA,P1990/04355,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.0020516,mg/kg,NA,NA,NA,NA,P1990/04369,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.00223,mg/kg,NA,NA,NA,NA,P1990/04370,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.00264,mg/kg,NA,NA,NA,NA,P1990/04354,NA,NA
IVL,Sweden,Utlaengan,55.9491,15.781,1990,1990-10-16,CB101,,0.002992,mg/kg,NA,NA,NA,NA,P1990/04367,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.0005338,mg/kg,NA,NA,NA,NA,P1990/05091,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.0007502,mg/kg,NA,NA,NA,NA,P1990/05087,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.000755,mg/kg,NA,NA,NA,NA,P1990/05090,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.0008112,mg/kg,NA,NA,NA,NA,P1990/05094,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.0009174,mg/kg,NA,NA,NA,NA,P1990/05096,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.0009517,mg/kg,NA,NA,NA,NA,P1990/05088,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.00096,mg/kg,NA,NA,NA,NA,P1990/05077,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.0009765,mg/kg,NA,NA,NA,NA,P1990/05089,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.0010188,mg/kg,NA,NA,NA,NA,P1990/05085,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.00105,mg/kg,NA,NA,NA,NA,P1990/05095,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.001062,mg/kg,NA,NA,NA,NA,P1990/05082,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.0010656,mg/kg,NA,NA,NA,NA,P1990/05086,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.0010692,mg/kg,NA,NA,NA,NA,P1990/05079,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.0011622,mg/kg,NA,NA,NA,NA,P1990/05078,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.001246,mg/kg,NA,NA,NA,NA,P1990/05093,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.0012606,mg/kg,NA,NA,NA,NA,P1990/05092,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.001299,mg/kg,NA,NA,NA,NA,P1990/05080,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.001519,mg/kg,NA,NA,NA,NA,P1990/05083,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.001598,mg/kg,NA,NA,NA,NA,P1990/05084,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1990,1990-10-18,CB101,,0.0016224,mg/kg,NA,NA,NA,NA,P1990/05081,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.0011476,mg/kg,NA,NA,NA,NA,P1990/05450,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.001248,mg/kg,NA,NA,NA,NA,P1990/05459,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.001644,mg/kg,NA,NA,NA,NA,P1990/05457,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.0016608,mg/kg,NA,NA,NA,NA,P1990/05448,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.0016878,mg/kg,NA,NA,NA,NA,P1990/05446,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.00169,mg/kg,NA,NA,NA,NA,P1990/05455,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.001704,mg/kg,NA,NA,NA,NA,P1990/05454,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.00174,mg/kg,NA,NA,NA,NA,P1990/05453,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.0017711,mg/kg,NA,NA,NA,NA,P1990/05449,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.001859,mg/kg,NA,NA,NA,NA,P1990/05462,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.001974,mg/kg,NA,NA,NA,NA,P1990/05456,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.0020496,mg/kg,NA,NA,NA,NA,P1990/05451,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.0020856,mg/kg,NA,NA,NA,NA,P1990/05460,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.0021437,mg/kg,NA,NA,NA,NA,P1990/05463,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.00217,mg/kg,NA,NA,NA,NA,P1990/05452,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.0023,mg/kg,NA,NA,NA,NA,P1990/05445,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.00282,mg/kg,NA,NA,NA,NA,P1990/05461,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.0029016,mg/kg,NA,NA,NA,NA,P1990/05444,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.00296,mg/kg,NA,NA,NA,NA,P1990/05447,NA,NA
IVL,Sweden,Aengskaersklubb,60.5326,18.1624,1990,1990-10-19,CB101,,0.003405,mg/kg,NA,NA,NA,NA,P1990/05458,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.00143,mg/kg,NA,NA,NA,NA,P1990/05792,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.00165,mg/kg,NA,NA,NA,NA,P1990/05797,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.0016506,mg/kg,NA,NA,NA,NA,P1990/05805,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.0017055,mg/kg,NA,NA,NA,NA,P1990/05798,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.001896,mg/kg,NA,NA,NA,NA,P1990/05810,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.001936,mg/kg,NA,NA,NA,NA,P1990/05799,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.001981,mg/kg,NA,NA,NA,NA,P1990/05807,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.0020412,mg/kg,NA,NA,NA,NA,P1990/05791,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.0021216,mg/kg,NA,NA,NA,NA,P1990/05802,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.002996,mg/kg,NA,NA,NA,NA,P1990/05800,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.0029963,mg/kg,NA,NA,NA,NA,P1990/05804,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.003078,mg/kg,NA,NA,NA,NA,P1990/05795,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.003276,mg/kg,NA,NA,NA,NA,P1990/05793,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.003429,mg/kg,NA,NA,NA,NA,P1990/05801,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.00354,mg/kg,NA,NA,NA,NA,P1990/05803,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.0037881,mg/kg,NA,NA,NA,NA,P1990/05794,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.003872,mg/kg,NA,NA,NA,NA,P1990/05809,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.004188,mg/kg,NA,NA,NA,NA,P1990/05806,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.004644,mg/kg,NA,NA,NA,NA,P1990/05796,NA,NA
IVL,Sweden,Landsort,58.6936,18.0043,1990,1990-10-28,CB101,,0.005145,mg/kg,NA,NA,NA,NA,P1990/05808,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1991,1991-08-17,CB101,,0.0008127,mg/kg,NA,NA,NA,NA,P1991/03059,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1991,1991-08-17,CB101,,9e-04,mg/kg,NA,NA,NA,NA,P1991/03061,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1991,1991-08-17,CB101,,0.0011368,mg/kg,NA,NA,NA,NA,P1991/03046,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1991,1991-08-17,CB101,,0.0011913,mg/kg,NA,NA,NA,NA,P1991/03049,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1991,1991-08-17,CB101,,0.001254,mg/kg,NA,NA,NA,NA,P1991/03048,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1991,1991-08-17,CB101,,0.0013275,mg/kg,NA,NA,NA,NA,P1991/03044,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1991,1991-08-17,CB101,,0.001344,mg/kg,NA,NA,NA,NA,P1991/03047,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1991,1991-08-17,CB101,,0.0013608,mg/kg,NA,NA,NA,NA,P1991/03063,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1991,1991-08-17,CB101,,0.0013617,mg/kg,NA,NA,NA,NA,P1991/03062,NA,NA
IVL,Sweden,Harufjaerden,65.5825,22.8791,1991,1991-08-17,CB101,,0.001428,mg/kg,NA,NA,NA,NA,P1991/03060,NA,NA
