ProvId;Stat_id;station;lon;lat;Kommun;Laenskod;Laen;Datum;Program;Count;Orginal_id;Species;Alder;Laengd_cm;Individvikt_g;Organ;Provvikt_g;Torrvikt_percent;Extrlip_percent;Unit;PCB28;PCB28_qflag;PCB31;PCB31_qflag;PCB52;PCB52_qflag;PCB77;PCB77_qflag;PCB101;PCB101_qflag;PCB105;PCB105_qflag;PCB110;PCB110_qflag;PCB118;PCB118_qflag;PCB126;PCB126_qflag;PCB138;PCB138_qflag;PCB149;PCB149_qflag;PCB153;PCB153_qflag;PCB156;PCB156_qflag;PCB157;PCB157_qflag;PCB158;PCB158_qflag;PCB167;PCB167_qflag;PCB169;PCB169_qflag;PCB180;PCB180_qflag;PCB_SUM;PCB_sum_qflag;PCB_sum_packad_kolonn;PCB_sum_packad_kolonn_qflag
17747;3720;Utlaengan;15.781;55.9491;Karlskrona;K;Blekinge laen;1990-03-26;Programomrade hav;1;P1990/03070;Sill/stroemming;3;18.9;43;Muskel;;;2.53;mg/kg lipid weight;0.0177;NA;;NA;0.0511;NA;;NA;0.129;NA;;NA;;NA;0.128;NA;;NA;0.176;NA;;NA;0.181;;;NA;;NA;;NA;;NA;;NA;0.0534;NA;;NA;0.737;NA
17747;3720;Utlaengan;15.781;55.9491;Karlskrona;K;Blekinge laen;1990-03-26;Programomrade hav;1;P1990/03071;Sill/stroemming;3;19.9;50;Muskel;;;1.02;mg/kg lipid weight;0.0252;NA;;NA;0.0862;NA;;NA;0.282;NA;;NA;;NA;0.249;NA;;NA;0.462;NA;;NA;0.463;;;NA;;NA;;NA;;NA;;NA;0.15;NA;;NA;1.72;NA
17747;3720;Utlaengan;15.781;55.9491;Karlskrona;K;Blekinge laen;1990-03-26;Programomrade hav;1;P1990/03072;Sill/stroemming;3;19.4;55;Muskel;;;2.38;mg/kg lipid weight;0.0198;NA;;NA;0.0664;NA;;NA;0.209;NA;;NA;;NA;0.204;NA;;NA;0.308;NA;;NA;0.308;;;NA;;NA;;NA;;NA;;NA;0.0952;NA;;NA;1.21;NA
17747;3720;Utlaengan;15.781;55.9491;Karlskrona;K;Blekinge laen;1990-03-26;Programomrade hav;1;P1990/03073;Sill/stroemming;3;19.9;48;Muskel;;;3.03;mg/kg lipid weight;0.0198;NA;;NA;0.0494;NA;;NA;0.123;NA;;NA;;NA;0.123;NA;;NA;0.168;NA;;NA;0.171;;;NA;;NA;;NA;;NA;;NA;0.0486;NA;;NA;0.703;NA
17747;3720;Utlaengan;15.781;55.9491;Karlskrona;K;Blekinge laen;1990-03-26;Programomrade hav;1;P1990/03074;Sill/stroemming;3;19.6;47;Muskel;;;1.8;mg/kg lipid weight;0.0181;NA;;NA;0.0555;NA;;NA;0.163;NA;;NA;;NA;0.159;NA;;NA;0.249;NA;;NA;0.262;;;NA;;NA;;NA;;NA;;NA;0.0722;NA;;NA;0.978;NA
17747;3720;Utlaengan;15.781;55.9491;Karlskrona;K;Blekinge laen;1990-03-26;Programomrade hav;1;P1990/03075;Sill/stroemming;3;19.4;50;Muskel;;;2.03;mg/kg lipid weight;0.0149;NA;;NA;0.038;NA;;NA;0.0995;NA;;NA;;NA;0.104;NA;;NA;0.141;NA;;NA;0.148;;;NA;;NA;;NA;;NA;;NA;0.0416;NA;;NA;0.587;NA
17747;3720;Utlaengan;15.781;55.9491;Karlskrona;K;Blekinge laen;1990-03-26;Programomrade hav;1;P1990/03076;Sill/stroemming;3;19.1;43;Muskel;;;2.41;mg/kg lipid weight;0.0202;NA;;NA;0.0514;NA;;NA;0.131;NA;;NA;;NA;0.138;NA;;NA;0.185;NA;;NA;0.181;;;NA;;NA;;NA;;NA;;NA;0.0585;NA;;NA;0.765;NA
17747;3720;Utlaengan;15.781;55.9491;Karlskrona;K;Blekinge laen;1990-03-26;Programomrade hav;1;P1990/03077;Sill/stroemming;3;20;50;Muskel;;;1.28;mg/kg lipid weight;0.0188;NA;;NA;0.0536;NA;;NA;0.169;NA;;NA;;NA;0.173;NA;;NA;0.254;NA;;NA;0.263;;;NA;;NA;;NA;;NA;;NA;0.0818;NA;;NA;1.01;NA
17747;3720;Utlaengan;15.781;55.9491;Karlskrona;K;Blekinge laen;1990-03-26;Programomrade hav;1;P1990/03078;Sill/stroemming;3;20.8;56;Muskel;;;2.32;mg/kg lipid weight;0.0238;NA;;NA;0.0641;NA;;NA;0.188;NA;;NA;;NA;0.189;NA;;NA;0.315;NA;;NA;0.329;;;NA;;NA;;NA;;NA;;NA;0.101;NA;;NA;1.21;NA
17747;3720;Utlaengan;15.781;55.9491;Karlskrona;K;Blekinge laen;1990-03-26;Programomrade hav;1;P1990/03079;Sill/stroemming;3;20.6;53;Muskel;;;1.87;mg/kg lipid weight;0.0236;NA;;NA;0.058;NA;;NA;0.137;NA;;NA;;NA;0.14;NA;;NA;0.188;NA;;NA;0.196;;;NA;;NA;;NA;;NA;;NA;0.0549;NA;;NA;0.798;NA
