"","station","latitude","longitude","date","sub_samp_ref","sub_samp_id","samp_id","param_group","matrix_analyzed","basis_determination","variable","unit","value","ConvertUnit","ConvertFactor","value2"
"1","",64.17916667,23.3265,"2008-08-06",3149743,"34000",1423609,"OC-CB","muscle","wet weight","CB153","ug/kg",0.84,"ug/kg",1,0.84
"2","",64.17916667,23.3265,"2008-08-06",3149743,"34000",1423609,"OC-CB","muscle","wet weight","CB28","ug/kg",0.04,"ug/kg",1,0.04
"3","",64.17916667,23.3265,"2008-08-06",3149743,"34000",1423609,"OC-CB","muscle","wet weight","CB101","ug/kg",0.3,"ug/kg",1,0.3
"4","",64.17916667,23.3265,"2008-08-06",3149743,"34000",1423609,"OC-CB","muscle","wet weight","CB118","ug/kg",0.27,"ug/kg",1,0.27
"5","",64.17916667,23.3265,"2008-08-06",3149743,"34000",1423609,"OC-CB","muscle","wet weight","CB52","ug/kg",0.04,"ug/kg",1,0.04
"6","",64.17916667,23.3265,"2008-08-06",3149743,"34000",1423609,"OC-CB","muscle","wet weight","CB138","ug/kg",0.66,"ug/kg",1,0.66
"7","",64.17916667,23.3265,"2008-08-06",3149743,"34000",1423609,"OC-CB","muscle","wet weight","CB180","ug/kg",0.3,"ug/kg",1,0.3
"8","",64.17916667,23.3265,"2008-08-06",3149744,"34001",1423610,"OC-CB","muscle","wet weight","CB153","ug/kg",0.72,"ug/kg",1,0.72
"9","",64.17916667,23.3265,"2008-08-06",3149744,"34001",1423610,"OC-CB","muscle","wet weight","CB101","ug/kg",0.18,"ug/kg",1,0.18
"10","",64.17916667,23.3265,"2008-08-06",3149744,"34001",1423610,"OC-CB","muscle","wet weight","CB118","ug/kg",0.25,"ug/kg",1,0.25
"11","",64.17916667,23.3265,"2008-08-06",3149744,"34001",1423610,"OC-CB","muscle","wet weight","CB52","ug/kg",0.04,"ug/kg",1,0.04
"12","",64.17916667,23.3265,"2008-08-06",3149744,"34001",1423610,"OC-CB","muscle","wet weight","CB28","ug/kg",0.04,"ug/kg",1,0.04
"13","",64.17916667,23.3265,"2008-08-06",3149744,"34001",1423610,"OC-CB","muscle","wet weight","CB138","ug/kg",0.61,"ug/kg",1,0.61
"14","",64.17916667,23.3265,"2008-08-06",3149744,"34001",1423610,"OC-CB","muscle","wet weight","CB180","ug/kg",0.23,"ug/kg",1,0.23
"15","",64.17916667,23.3265,"2008-08-06",3149745,"34002",1423611,"OC-CB","muscle","wet weight","CB153","ug/kg",2.5,"ug/kg",1,2.5
"16","",64.17916667,23.3265,"2008-08-06",3149745,"34002",1423611,"OC-CB","muscle","wet weight","CB101","ug/kg",0.04,"ug/kg",1,0.04
"17","",64.17916667,23.3265,"2008-08-06",3149745,"34002",1423611,"OC-CB","muscle","wet weight","CB28","ug/kg",0.04,"ug/kg",1,0.04
"18","",64.17916667,23.3265,"2008-08-06",3149745,"34002",1423611,"OC-CB","muscle","wet weight","CB118","ug/kg",0.11,"ug/kg",1,0.11
"19","",64.17916667,23.3265,"2008-08-06",3149745,"34002",1423611,"OC-CB","muscle","wet weight","CB138","ug/kg",0.17,"ug/kg",1,0.17
"20","",64.17916667,23.3265,"2008-08-06",3149745,"34002",1423611,"OC-CB","muscle","wet weight","CB180","ug/kg",0.06,"ug/kg",1,0.06
"21","",64.17916667,23.3265,"2008-08-06",3149745,"34002",1423611,"OC-CB","muscle","wet weight","CB52","ug/kg",0.04,"ug/kg",1,0.04
"22","",64.17916667,23.3265,"2008-08-06",3149746,"34003",1423612,"OC-CB","muscle","wet weight","CB153","ug/kg",0.74,"ug/kg",1,0.74
"23","",64.17916667,23.3265,"2008-08-06",3149746,"34003",1423612,"OC-CB","muscle","wet weight","CB28","ug/kg",0.04,"ug/kg",1,0.04
"24","",64.17916667,23.3265,"2008-08-06",3149746,"34003",1423612,"OC-CB","muscle","wet weight","CB52","ug/kg",0.04,"ug/kg",1,0.04
"25","",64.17916667,23.3265,"2008-08-06",3149746,"34003",1423612,"OC-CB","muscle","wet weight","CB118","ug/kg",0.29,"ug/kg",1,0.29
"26","",64.17916667,23.3265,"2008-08-06",3149746,"34003",1423612,"OC-CB","muscle","wet weight","CB101","ug/kg",0.21,"ug/kg",1,0.21
"27","",64.17916667,23.3265,"2008-08-06",3149746,"34003",1423612,"OC-CB","muscle","wet weight","CB138","ug/kg",0.64,"ug/kg",1,0.64
"28","",64.17916667,23.3265,"2008-08-06",3149746,"34003",1423612,"OC-CB","muscle","wet weight","CB180","ug/kg",0.2,"ug/kg",1,0.2
"29","",64.17916667,23.3265,"2008-08-06",3149747,"34004",1423613,"OC-CB","muscle","wet weight","CB153","ug/kg",0.55,"ug/kg",1,0.55
