"","station","latitude","longitude","date","sub_samp_ref","sub_samp_id","samp_id","param_occb","basis_determination","CB101_ug/kg","CB105_ug/kg","CB118_ug/kg","CB128_ug/kg","CB138_ug/kg","CB149_ug/kg","CB153_ug/kg","CB156_ug/kg","CB157_ug/kg","CB167_ug/kg","CB169_ug/kg","CB170_ug/kg","CB180_ug/kg","CB28_ug/kg","CB52_ug/kg","CB77_ug/kg","param_bbio","AGMAX_y","AGMEA_y","AGMIN_y","DRYWT%_%","EXLIP%_%","FATWT%_%","LIPIDWT%_%","LNMAX_cm","LNMEA_cm","LNMIN_cm","WTMAX_g","WTMEA_g","WTMIN_g"
"2242","Utlaengan",55.9491,15.781,"2001-09-10",3579743,"5930",1741363,"OC-CB","lipid weight",21,NA,20.1,NA,32.6,NA,39.1,NA,NA,NA,NA,NA,9.5,3.8,7.6,NA,"B-BIO",NA,3,NA,22.4,1.73,NA,NA,NA,16.8,NA,NA,26.9,NA
"2243","Utlaengan",55.9491,15.781,"2001-09-10",3579744,"5931",1741363,"OC-CB","lipid weight",29.2,NA,22.2,NA,62.5,NA,77,NA,NA,NA,NA,NA,18.3,3.5,7.8,NA,"B-BIO",NA,3,NA,22.6,2.2,NA,NA,NA,16.6,NA,NA,28.3,NA
"2244","Utlaengan",55.9491,15.781,"2001-09-10",3579745,"5932",1741363,"OC-CB","lipid weight",26.6,NA,19.5,NA,35.1,NA,43.9,NA,NA,NA,NA,NA,10.5,3.9,8.9,NA,"B-BIO",NA,3,NA,21.2,1.45,NA,NA,NA,16.5,NA,NA,26.8,NA
"2245","Utlaengan",55.9491,15.781,"2001-09-10",3579746,"5933",1741363,"OC-CB","lipid weight",55.4,NA,58.2,NA,84.2,NA,91,NA,NA,NA,NA,NA,22,5.5,14.8,NA,"B-BIO",NA,3,NA,20.9,2.4,NA,NA,NA,17.7,NA,NA,32.8,NA
"2246","Utlaengan",55.9491,15.781,"2001-09-10",3579747,"5934",1741363,"OC-CB","lipid weight",20.4,NA,14.1,NA,30.6,NA,39,NA,NA,NA,NA,NA,8.7,3.7,7.4,NA,"B-BIO",NA,3,NA,25.6,4.6,NA,NA,NA,18.1,NA,NA,37.5,NA
"2247","Utlaengan",55.9491,15.781,"2001-09-10",3579748,"5935",1741363,"OC-CB","lipid weight",26.4,NA,20.9,NA,38,NA,47.4,NA,NA,NA,NA,NA,12.7,3.4,8.1,NA,"B-BIO",NA,3,NA,21.8,2.46,NA,NA,NA,17.6,NA,NA,32.3,NA
"2248","Utlaengan",55.9491,15.781,"2001-09-10",3579749,"5936",1741363,"OC-CB","lipid weight",28.1,NA,23,NA,39.3,NA,48.6,NA,NA,NA,NA,NA,12.6,4,9.1,NA,"B-BIO",NA,3,NA,22,2.18,NA,NA,NA,17.7,NA,NA,34.3,NA
"2249","Utlaengan",55.9491,15.781,"2002-05-27",3579463,"1046",1741341,"OC-CB","lipid weight",72.3,NA,52.5,NA,98.3,NA,138.2,NA,NA,NA,NA,NA,37,11.2,29.3,NA,"B-BIO",NA,3,NA,19.5,1.7,NA,NA,NA,19.6,NA,NA,44.4,NA
"2250","Utlaengan",55.9491,15.781,"2002-05-27",3579464,"1047",1741341,"OC-CB","lipid weight",77.6,NA,56.9,NA,123.2,NA,183.3,NA,NA,NA,NA,NA,45.9,9.5,23.9,NA,"B-BIO",NA,3,NA,19.1,1.42,NA,NA,NA,18,NA,NA,39.1,NA
"2251","Utlaengan",55.9491,15.781,"2002-05-27",3579465,"1048",1741341,"OC-CB","lipid weight",64.7,NA,57.1,NA,97.6,NA,140.8,NA,NA,NA,NA,NA,36.9,7.4,19.9,NA,"B-BIO",NA,3,NA,18.6,1.15,NA,NA,NA,18.7,NA,NA,43.7,NA
"2252","Utlaengan",55.9491,15.781,"2002-05-27",3579466,"1049",1741341,"OC-CB","lipid weight",76.1,NA,63.3,NA,109.4,NA,150.9,NA,NA,NA,NA,NA,39.2,8,22.6,NA,"B-BIO",NA,3,NA,19.3,1.29,NA,NA,NA,19.3,NA,NA,42.7,NA
"2253","Utlaengan",55.9491,15.781,"2002-05-27",3579467,"1050",1741341,"OC-CB","lipid weight",123.1,NA,98,NA,165.7,NA,230.6,NA,NA,NA,NA,NA,56.9,11.1,36.5,NA,"B-BIO",NA,3,NA,18.6,0.81,NA,NA,NA,18.8,NA,NA,39.3,NA
"2254","Utlaengan",55.9491,15.781,"2002-05-27",3579468,"1051",1741341,"OC-CB","lipid weight",85.8,NA,66.1,NA,117.6,NA,166.5,NA,NA,NA,NA,NA,43.1,11,26.1,NA,"B-BIO",NA,3,NA,19.6,1.08,NA,NA,NA,19.2,NA,NA,39.8,NA
"2255","Utlaengan",55.9491,15.781,"2002-05-27",3579469,"1052",1741341,"OC-CB","lipid weight",75,NA,48.7,NA,113,NA,167.2,NA,NA,NA,NA,NA,40.9,6.9,20.2,NA,"B-BIO",NA,3,NA,19.1,1.13,NA,NA,NA,18.5,NA,NA,41.4,NA
"2256","Utlaengan",55.9491,15.781,"2002-05-27",3579470,"1053",1741341,"OC-CB","lipid weight",181,NA,170.8,NA,338.9,NA,509.5,NA,NA,NA,NA,NA,134,6.7,31.5,NA,"B-BIO",NA,3,NA,17.9,0.55,NA,NA,NA,18.8,NA,NA,36.2,NA
"2257","Utlaengan",55.9491,15.781,"2002-05-27",3579471,"1054",1741341,"OC-CB","lipid weight",94.5,NA,71.6,NA,134.2,NA,195.8,NA,NA,NA,NA,NA,56.6,11.9,32.7,NA,"B-BIO",NA,3,NA,20.2,2.03,NA,NA,NA,18.7,NA,NA,43.5,NA
"2258","Utlaengan",55.9491,15.781,"2002-05-27",3579472,"1055",1741341,"OC-CB","lipid weight",123.2,NA,114.6,NA,208.1,NA,274,NA,NA,NA,NA,NA,67.1,7.4,27.5,NA,"B-BIO",NA,3,NA,18.7,1.1,NA,NA,NA,18.9,NA,NA,40,NA
"2259","Utlaengan",55.9491,15.781,"2002-10-14",3579473,"4810",1741342,"OC-CB","lipid weight",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,NA,NA,NA,3.85,NA,NA,NA,NA,NA,NA,NA,NA
"2260","Utlaengan",55.9491,15.781,"2002-10-14",3579474,"4811",1741342,"OC-CB","lipid weight",NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,NA,NA,NA,2.29,NA,NA,NA,NA,NA,NA,NA,NA
"2261","Utlaengan",55.9491,15.781,"2002-10-14",3579475,"4812",1741342,"OC-CB","lipid weight",NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,NA,NA,NA,2.88,NA,NA,NA,NA,NA,NA,NA,NA
"2262","Utlaengan",55.9491,15.781,"2002-10-14",3579476,"4813",1741342,"OC-CB","lipid weight",NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,NA,NA,NA,4.56,NA,NA,NA,NA,NA,NA,NA,NA
"2263","Utlaengan",55.9491,15.781,"2002-10-14",3579477,"4814",1741342,"OC-CB","lipid weight",NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,NA,NA,NA,3.64,NA,NA,NA,NA,NA,NA,NA,NA
"2264","Utlaengan",55.9491,15.781,"2002-10-14",3579478,"4815",1741342,"OC-CB","lipid weight",NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,NA,NA,NA,2.61,NA,NA,NA,NA,NA,NA,NA,NA
"2265","Utlaengan",55.9491,15.781,"2002-10-14",3579479,"4816",1741342,"OC-CB","lipid weight",NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,NA,NA,NA,3.47,NA,NA,NA,NA,NA,NA,NA,NA
"2266","Utlaengan",55.9491,15.781,"2002-10-14",3579480,"4817",1741342,"OC-CB","lipid weight",NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,NA,NA,NA,5.47,NA,NA,NA,NA,NA,NA,NA,NA
"2267","Utlaengan",55.9491,15.781,"2003-05-26",3578148,"1021",1741300,"OC-CB","lipid weight",46.2,NA,37.6,NA,94.6,NA,136.2,NA,NA,NA,NA,NA,34.1,4.7,8.5,NA,"B-BIO",NA,4,NA,NA,1.5,NA,NA,NA,18.6,NA,NA,42.6,NA
"2268","Utlaengan",55.9491,15.781,"2003-05-26",3578149,"1022",1741300,"OC-CB","lipid weight",64.7,NA,58,NA,98.4,NA,139.2,NA,NA,NA,NA,NA,32.1,8.4,18.8,NA,"B-BIO",NA,4,NA,NA,2.81,NA,NA,NA,18.1,NA,NA,45.2,NA
"2269","Utlaengan",55.9491,15.781,"2003-05-26",3578150,"1023",1741300,"OC-CB","lipid weight",40.2,NA,40.8,NA,62.3,NA,82.1,NA,NA,NA,NA,NA,23.7,7.4,12.6,NA,"B-BIO",NA,3,NA,NA,1.67,NA,NA,NA,18.9,NA,NA,44.7,NA
"2270","Utlaengan",55.9491,15.781,"2003-05-26",3578151,"1024",1741300,"OC-CB","lipid weight",85.4,NA,74.1,NA,179.2,NA,269.8,NA,NA,NA,NA,NA,69.2,8.8,15.5,NA,"B-BIO",NA,4,NA,NA,1.09,NA,NA,NA,19.1,NA,NA,46.9,NA
"2271","Utlaengan",55.9491,15.781,"2003-05-26",3578152,"1025",1741300,"OC-CB","lipid weight",51,NA,46.5,NA,75,NA,104.3,NA,NA,NA,NA,NA,26,7.4,15.5,NA,"B-BIO",NA,4,NA,NA,2.25,NA,NA,NA,18.1,NA,NA,42.5,NA
"2272","Utlaengan",55.9491,15.781,"2003-05-26",3578153,"1026",1741300,"OC-CB","lipid weight",65.2,NA,58.5,NA,110.1,NA,151.9,NA,NA,NA,NA,NA,36.2,6.9,17.2,NA,"B-BIO",NA,4,NA,NA,1.37,NA,NA,NA,18,NA,NA,40,NA
"2273","Utlaengan",55.9491,15.781,"2003-05-26",3578154,"1027",1741300,"OC-CB","lipid weight",64.7,NA,58,NA,98.4,NA,139.2,NA,NA,NA,NA,NA,32.1,8.4,18.8,NA,"B-BIO",NA,4,NA,NA,2.81,NA,NA,NA,17.7,NA,NA,36.3,NA
"2274","Utlaengan",55.9491,15.781,"2003-05-26",3578155,"1028",1741300,"OC-CB","lipid weight",52,NA,41.6,NA,69.6,NA,95.8,NA,NA,NA,NA,NA,25.9,7.2,16.1,NA,"B-BIO",NA,4,NA,NA,2.7,NA,NA,NA,18.6,NA,NA,41.6,NA
"2275","Utlaengan",55.9491,15.781,"2003-05-26",3578156,"1029",1741300,"OC-CB","lipid weight",74.8,NA,67.6,NA,122.4,NA,167,NA,NA,NA,NA,NA,41.5,8,18.6,NA,"B-BIO",NA,4,NA,NA,2.07,NA,NA,NA,19,NA,NA,45,NA
"2276","Utlaengan",55.9491,15.781,"2003-05-26",3578157,"1030",1741300,"OC-CB","lipid weight",53.7,NA,45.2,NA,73.3,NA,96.7,NA,NA,NA,NA,NA,25.6,7.5,17.3,NA,"B-BIO",NA,4,NA,NA,1.91,NA,NA,NA,18.9,NA,NA,47.6,NA
"2277","Utlaengan",55.9491,15.781,"2003-10-10",3578158,"5859",1741301,"OC-CB","lipid weight",23.4,NA,16.7,NA,42,NA,54.2,NA,NA,NA,NA,NA,10.5,4.2,5.3,NA,"B-BIO",NA,2,NA,23.6,2.62,NA,NA,NA,18.2,NA,NA,40.3,NA
"2278","Utlaengan",55.9491,15.781,"2003-10-10",3578159,"5860",1741301,"OC-CB","lipid weight",19.5,NA,15.3,NA,36.4,NA,48.1,NA,NA,NA,NA,NA,9.2,3.8,5.1,NA,"B-BIO",NA,2,NA,21.1,2.86,NA,NA,NA,17.8,NA,NA,36.4,NA
"2279","Utlaengan",55.9491,15.781,"2003-10-10",3578160,"5861",1741301,"OC-CB","lipid weight",13,NA,12.5,NA,33.6,NA,44.8,NA,NA,NA,NA,NA,9.4,3.1,3.1,NA,"B-BIO",NA,3,NA,21.8,2.27,NA,NA,NA,17,NA,NA,29.8,NA
"2280","Utlaengan",55.9491,15.781,"2003-10-10",3578161,"5862",1741301,"OC-CB","lipid weight",25.4,NA,20.8,NA,37.6,NA,46.4,NA,NA,NA,NA,NA,8.8,4.4,7.2,NA,"B-BIO",NA,3,NA,25,4.1,NA,NA,NA,18.4,NA,NA,38.2,NA
"2281","Utlaengan",55.9491,15.781,"2003-10-10",3578162,"5863",1741301,"OC-CB","lipid weight",18.6,NA,13.2,NA,31.4,NA,40.4,NA,NA,NA,NA,NA,8.2,3.4,3.7,NA,"B-BIO",NA,2,NA,23.7,3.28,NA,NA,NA,18.2,NA,NA,39.5,NA
"2282","Utlaengan",55.9491,15.781,"2003-10-10",3578163,"5864",1741301,"OC-CB","lipid weight",23.3,NA,17,NA,40.9,NA,50.6,NA,NA,NA,NA,NA,10.9,3.5,4.9,NA,"B-BIO",NA,2,NA,21.7,3.13,NA,NA,NA,17.7,NA,NA,34.8,NA
"2283","Utlaengan",55.9491,15.781,"2003-10-10",3578164,"5865",1741301,"OC-CB","lipid weight",33.9,NA,28.1,NA,53.9,NA,65.5,NA,NA,NA,NA,NA,15.6,5.6,8.3,NA,"B-BIO",NA,2,NA,22.9,2.75,NA,NA,NA,18,NA,NA,39.6,NA
"2284","Utlaengan",55.9491,15.781,"2003-10-10",3578165,"5866",1741301,"OC-CB","lipid weight",24.4,NA,17.7,NA,41.7,NA,52.5,NA,NA,NA,NA,NA,10.8,3.7,5.9,NA,"B-BIO",NA,2,NA,25.4,4.41,NA,NA,NA,18.4,NA,NA,38,NA
"2285","Utlaengan",55.9491,15.781,"2003-10-10",3578166,"5867",1741301,"OC-CB","lipid weight",100.7,NA,67.2,NA,167.7,NA,246.4,NA,NA,NA,NA,NA,41.1,11.3,27.5,NA,"B-BIO",NA,3,NA,22.8,2.07,NA,NA,NA,18.7,NA,NA,39.6,NA
"2286","Utlaengan",55.9491,15.781,"2003-10-10",3578167,"5868",1741301,"OC-CB","lipid weight",26.3,NA,19.4,NA,48.7,NA,64.3,NA,NA,NA,NA,NA,11.7,3.8,6.8,NA,"B-BIO",NA,3,NA,23.6,2.91,NA,NA,NA,18.8,NA,NA,40.8,NA
"2287","Utlaengan",55.9491,15.781,"2003-10-10",3578168,"5869",1741301,"OC-CB","lipid weight",15,NA,16.6,NA,31.9,NA,38.1,NA,NA,NA,NA,NA,8.1,4.2,4.2,NA,"B-BIO",NA,3,NA,22.2,2.62,NA,NA,NA,18.1,NA,NA,37.5,NA
"2288","Utlaengan",55.9491,15.781,"2003-10-10",3578169,"5870",1741301,"OC-CB","lipid weight",22.2,NA,17.5,NA,44,NA,54.8,NA,NA,NA,NA,NA,12.6,3,4.5,NA,"B-BIO",NA,3,NA,22.7,2.44,NA,NA,NA,18,NA,NA,35.5,NA
"2289","Utlaengan",55.9491,15.781,"2003-10-10",3578170,"5871",1741301,"OC-CB","lipid weight",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,4,NA,NA,4.78,NA,NA,NA,18.3,NA,NA,38.2,NA
"2290","Utlaengan",55.9491,15.781,"2003-10-10",3578171,"5872",1741301,"OC-CB","lipid weight",NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,4,NA,NA,4.71,NA,NA,NA,18.4,NA,NA,40.2,NA
"2291","Utlaengan",55.9491,15.781,"2003-10-10",3578172,"5873",1741301,"OC-CB","lipid weight",NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,4,NA,NA,0.81,NA,NA,NA,18.3,NA,NA,36.4,NA
"2292","Utlaengan",55.9491,15.781,"2003-10-10",3578173,"5874",1741301,"OC-CB","lipid weight",NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,4,NA,NA,4.5,NA,NA,NA,18.4,NA,NA,39,NA
"2293","Utlaengan",55.9491,15.781,"2003-10-10",3578174,"5875",1741301,"OC-CB","lipid weight",NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,4,NA,NA,1.87,NA,NA,NA,18.6,NA,NA,37.9,NA
"2294","Utlaengan",55.9491,15.781,"2003-10-10",3578175,"5876",1741301,"OC-CB","lipid weight",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,4,NA,NA,1.16,NA,NA,NA,18.5,NA,NA,36.9,NA
"2295","Utlaengan",55.9491,15.781,"2003-10-10",3578176,"5877",1741301,"OC-CB","lipid weight",NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,4,NA,NA,4.6,NA,NA,NA,18.2,NA,NA,39.3,NA
"2296","Utlaengan",55.9491,15.781,"2003-10-10",3578177,"5878",1741301,"OC-CB","lipid weight",NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,4,NA,NA,4.61,NA,NA,NA,18.3,NA,NA,37.1,NA
"2297","Utlaengan",55.9491,15.781,"2004-05-20",3576820,"1183",1741259,"OC-CB","lipid weight",39.7,NA,30.3,NA,74.4,NA,104.4,NA,NA,NA,NA,NA,26.6,5.2,8.6,NA,"B-BIO",NA,3,NA,21.1,1.91,NA,NA,NA,17.9,NA,NA,36.1,NA
"2298","Utlaengan",55.9491,15.781,"2004-05-20",3576821,"1184",1741259,"OC-CB","lipid weight",50.7,NA,46.6,NA,67.8,NA,88.8,NA,NA,NA,NA,NA,23.2,7.6,15.9,NA,"B-BIO",NA,3,NA,19.4,1.39,NA,NA,NA,17.7,NA,NA,34.5,NA
"2299","Utlaengan",55.9491,15.781,"2004-05-20",3576822,"1185",1741259,"OC-CB","lipid weight",41.8,NA,34,NA,57.8,NA,82.1,NA,NA,NA,NA,NA,20.3,6.8,13.2,NA,"B-BIO",NA,3,NA,23.3,1.94,NA,NA,NA,18.7,NA,NA,39.7,NA
"2300","Utlaengan",55.9491,15.781,"2004-05-20",3576823,"1186",1741259,"OC-CB","lipid weight",24.7,NA,25.4,NA,51.6,NA,77.2,NA,NA,NA,NA,NA,19.9,4.4,4.8,NA,"B-BIO",NA,3,NA,18.5,1.59,NA,NA,NA,18.8,NA,NA,37.8,NA
"2301","Utlaengan",55.9491,15.781,"2004-05-20",3576824,"1187",1741259,"OC-CB","lipid weight",36.1,NA,39.5,NA,51.1,NA,68.2,NA,NA,NA,NA,NA,14.3,4.5,7.9,NA,"B-BIO",NA,4,NA,20.2,1.56,NA,NA,NA,17.2,NA,NA,32.6,NA
"2302","Utlaengan",55.9491,15.781,"2004-05-20",3576825,"1188",1741259,"OC-CB","lipid weight",41.6,NA,31,NA,58.7,NA,87.9,NA,NA,NA,NA,NA,19.2,6.2,11.1,NA,"B-BIO",NA,4,NA,19.6,2.19,NA,NA,NA,18.4,NA,NA,41.1,NA
"2303","Utlaengan",55.9491,15.781,"2004-05-20",3576826,"1189",1741259,"OC-CB","lipid weight",54.7,NA,45.6,NA,79,NA,115.2,NA,NA,NA,NA,NA,27.1,7.6,15.3,NA,"B-BIO",NA,4,NA,21.8,2.09,NA,NA,NA,18.4,NA,NA,39.8,NA
"2304","Utlaengan",55.9491,15.781,"2004-05-20",3576827,"1190",1741259,"OC-CB","lipid weight",58.8,NA,51.1,NA,81.4,NA,116.4,NA,NA,NA,NA,NA,26.2,8.1,17.2,NA,"B-BIO",NA,4,NA,19.7,1.33,NA,NA,NA,18.3,NA,NA,41.3,NA
"2305","Utlaengan",55.9491,15.781,"2004-05-20",3576828,"1191",1741259,"OC-CB","lipid weight",61,NA,52,NA,84.3,NA,115.6,NA,NA,NA,NA,NA,27.9,6.4,13.9,NA,"B-BIO",NA,4,NA,20,1.03,NA,NA,NA,17.9,NA,NA,35.2,NA
"2306","Utlaengan",55.9491,15.781,"2004-05-20",3576829,"1192",1741259,"OC-CB","lipid weight",50.5,NA,43.6,NA,66.3,NA,89.3,NA,NA,NA,NA,NA,23.9,8.4,17.6,NA,"B-BIO",NA,4,NA,19,1.2,NA,NA,NA,18,NA,NA,35.8,NA
"2307","Utlaengan",55.9491,15.781,"2004-10-20",3576830,"7735",1741260,"OC-CB","lipid weight",27.5,NA,35.5,NA,58.7,NA,76.8,NA,NA,NA,NA,NA,17.1,3.6,5.4,NA,"B-BIO",NA,4,NA,20,1.23,NA,NA,NA,17.7,NA,NA,32.6,NA
"2308","Utlaengan",55.9491,15.781,"2004-10-20",3576831,"7736",1741260,"OC-CB","lipid weight",30.4,NA,27.6,NA,64.3,NA,88,NA,NA,NA,NA,NA,25,3.6,6.7,NA,"B-BIO",NA,4,NA,22.1,2.1,NA,NA,NA,17.9,NA,NA,32.9,NA
"2309","Utlaengan",55.9491,15.781,"2004-10-20",3576832,"7737",1741260,"OC-CB","lipid weight",29.3,NA,52.9,NA,141.8,NA,230.1,NA,NA,NA,NA,NA,67.8,4.2,4.2,NA,"B-BIO",NA,4,NA,18.1,0.96,NA,NA,NA,NA,NA,NA,31.4,NA
"2310","Utlaengan",55.9491,15.781,"2004-10-20",3576833,"7738",1741260,"OC-CB","lipid weight",15.2,NA,18.1,NA,39.6,NA,58.1,NA,NA,NA,NA,NA,15.3,3.6,3.6,NA,"B-BIO",NA,4,NA,19.1,1.12,NA,NA,NA,18,NA,NA,33,NA
"2311","Utlaengan",55.9491,15.781,"2004-10-20",3576834,"7739",1741260,"OC-CB","lipid weight",9,NA,17,NA,41.7,NA,75,NA,NA,NA,NA,NA,25.5,4.4,4.4,NA,"B-BIO",NA,4,NA,18.4,0.91,NA,NA,NA,17.8,NA,NA,31,NA
"2312","Utlaengan",55.9491,15.781,"2004-10-20",3576835,"7740",1741260,"OC-CB","lipid weight",67.9,NA,63.6,NA,190.5,NA,288.1,NA,NA,NA,NA,NA,84.7,5.4,11.8,NA,"B-BIO",NA,4,NA,18.6,0.74,NA,NA,NA,18.7,NA,NA,34.8,NA
"2313","Utlaengan",55.9491,15.781,"2004-10-20",3576836,"7741",1741260,"OC-CB","lipid weight",49.4,NA,55.9,NA,98.1,NA,129.1,NA,NA,NA,NA,NA,32.7,6.5,13.5,NA,"B-BIO",NA,4,NA,20.5,0.99,NA,NA,NA,17.4,NA,NA,32,NA
"2314","Utlaengan",55.9491,15.781,"2004-10-20",3576837,"7742",1741260,"OC-CB","lipid weight",31.2,NA,49.7,NA,87.6,NA,116.2,NA,NA,NA,NA,NA,30.5,4.6,4.6,NA,"B-BIO",NA,4,NA,18,0.87,NA,NA,NA,17.5,NA,NA,31.7,NA
"2315","Utlaengan",55.9491,15.781,"2004-10-20",3576838,"7743",1741260,"OC-CB","lipid weight",36.4,NA,48.8,NA,115.7,NA,168.9,NA,NA,NA,NA,NA,50,4.3,4.3,NA,"B-BIO",NA,4,NA,19,0.93,NA,NA,NA,18.1,NA,NA,32.5,NA
"2316","Utlaengan",55.9491,15.781,"2004-10-20",3576839,"7744",1741260,"OC-CB","lipid weight",18.7,NA,22.2,NA,47.9,NA,72.8,NA,NA,NA,NA,NA,17.6,2,2,NA,"B-BIO",NA,4,NA,20.8,2.01,NA,NA,NA,17.2,NA,NA,31.3,NA
"2317","Utlaengan",55.9491,15.781,"2004-10-20",3576840,"7745",1741260,"OC-CB","lipid weight",13.7,NA,24.1,NA,60.2,NA,91.1,NA,NA,NA,NA,NA,26.1,5.2,5.2,NA,"B-BIO",NA,4,NA,19,0.77,NA,NA,NA,17.1,NA,NA,29.3,NA
"2318","Utlaengan",55.9491,15.781,"2004-10-20",3576841,"7746",1741260,"OC-CB","lipid weight",23,NA,36.4,NA,71,NA,104.2,NA,NA,NA,NA,NA,24.9,3.2,3.2,NA,"B-BIO",NA,4,NA,19.6,1.25,NA,NA,NA,18.2,NA,NA,34.1,NA
"2319","Utlaengan",55.9491,15.781,"2005-05-27",3574985,"1020",1741130,"OC-CB","lipid weight",34,NA,27.4,NA,53,NA,65.3,NA,NA,NA,NA,NA,15.5,7,14.5,NA,"B-BIO",NA,3,NA,20.5,1.72,NA,NA,NA,18.3,NA,NA,36.5,NA
"2320","Utlaengan",55.9491,15.781,"2005-05-27",3574986,"1021",1741130,"OC-CB","lipid weight",67.3,NA,74.4,NA,112.4,NA,132.1,NA,NA,NA,NA,NA,26.4,9.5,19.8,NA,"B-BIO",NA,3,NA,20.1,1.4,NA,NA,NA,17.5,NA,NA,35.2,NA
"2321","Utlaengan",55.9491,15.781,"2005-05-27",3574987,"1022",1741130,"OC-CB","lipid weight",93.8,NA,75.9,NA,171.3,NA,221.2,NA,NA,NA,NA,NA,57.1,7.7,23.6,NA,"B-BIO",NA,3,NA,20.6,1.42,NA,NA,NA,19.8,NA,NA,57.1,NA
"2322","Utlaengan",55.9491,15.781,"2005-05-27",3574988,"1023",1741130,"OC-CB","lipid weight",63.3,NA,48.6,NA,109.2,NA,147.7,NA,NA,NA,NA,NA,31.1,12,23.1,NA,"B-BIO",NA,3,NA,19.8,1.98,NA,NA,NA,19.6,NA,NA,48.2,NA
"2323","Utlaengan",55.9491,15.781,"2005-05-27",3574989,"1024",1741130,"OC-CB","lipid weight",63.1,NA,61.9,NA,93.5,NA,116.6,NA,NA,NA,NA,NA,30.2,5.5,17.1,NA,"B-BIO",NA,3,NA,16.3,2.02,NA,NA,NA,18.8,NA,NA,44.2,NA
"2324","Utlaengan",55.9491,15.781,"2005-05-27",3574990,"1025",1741130,"OC-CB","lipid weight",32.1,NA,42.4,NA,115.6,NA,159.7,NA,NA,NA,NA,NA,44.5,3.8,5.7,NA,"B-BIO",NA,4,NA,19,1.24,NA,NA,NA,17.6,NA,NA,35.5,NA
"2325","Utlaengan",55.9491,15.781,"2005-05-27",3574991,"1026",1741130,"OC-CB","lipid weight",36.6,NA,34.5,NA,67,NA,85.4,NA,NA,NA,NA,NA,20.2,6.6,11.6,NA,"B-BIO",NA,4,NA,20.7,2.45,NA,NA,NA,17.4,NA,NA,39.7,NA
"2326","Utlaengan",55.9491,15.781,"2005-05-27",3574992,"1027",1741130,"OC-CB","lipid weight",59.7,NA,53.4,NA,116.4,NA,149.2,NA,NA,NA,NA,NA,32.9,7.7,16.1,NA,"B-BIO",NA,4,NA,19,1.28,NA,NA,NA,18.6,NA,NA,40.6,NA
"2327","Utlaengan",55.9491,15.781,"2005-05-27",3574993,"1028",1741130,"OC-CB","lipid weight",51.4,NA,44.6,NA,94.6,NA,117.3,NA,NA,NA,NA,NA,29.4,7.1,17.2,NA,"B-BIO",NA,4,NA,21.6,1.7,NA,NA,NA,20,NA,NA,49.7,NA
"2328","Utlaengan",55.9491,15.781,"2005-05-27",3574994,"1029",1741130,"OC-CB","lipid weight",56.3,NA,52.6,NA,93,NA,110.2,NA,NA,NA,NA,NA,27.5,9.3,21.4,NA,"B-BIO",NA,4,NA,20.5,1.5,NA,NA,NA,19.2,NA,NA,42.2,NA
"2329","Utlaengan",55.9491,15.781,"2005-11-24",3574996,"5098",1741131,"OC-CB","lipid weight",35.4,NA,25.5,NA,53.1,NA,75.5,NA,NA,NA,NA,NA,15.1,5.3,8.8,NA,"B-BIO",NA,3,NA,23.3,2.94,NA,NA,NA,18.9,NA,NA,40.3,NA
