"","station","latitude","longitude","date","sub_samp_ref","sub_samp_id","samp_id","param_group","basis_determination","variable_matrix","unit","value","ConvertUnit","ConvertFactor","value2"
"57","E/W FLADEN",57.2247,11.828,"2013-08-28",3681306,304703058,1841368,"O-FL","wet weight","PFOS_liver","ng/g",2.62,"ug/kg",1,2.62
"58","E/W FLADEN",57.2247,11.828,"2013-08-28",3681307,305903070,1841368,"O-FL","wet weight","PFOS_liver","ng/g",2.76,"ug/kg",1,2.76
"59","E/W FLADEN",57.2247,11.828,"2014-08-21",3664004,215702168,1839636,"O-FL","wet weight","PFOS_liver","ng/g",3.3,"ug/kg",1,3.3
"60","E/W FLADEN",57.2247,11.828,"2014-08-21",3664005,216902180,1839636,"O-FL","wet weight","PFOS_liver","ng/g",2.2,"ug/kg",1,2.2
"61","Gaviksfjaerden",62.8645,18.2412,"2008-09-01",3685587,6658,1841545,"O-FL","wet weight","PFOS_liver","ng/g",8.4,"ug/kg",1,8.4
"62","Gaviksfjaerden",62.8645,18.2412,"2008-09-01",3685588,664606657,1841545,"O-FL","wet weight","PFOS_liver","ng/g",6.93,"ug/kg",1,6.93
"63","Gaviksfjaerden",62.8645,18.2412,"2009-08-07",3686939,199202003,1841611,"O-FL","wet weight","PFOS_liver","ng/g",7.4,"ug/kg",1,7.4
"64","Gaviksfjaerden",62.8645,18.2412,"2009-08-07",3686940,200402015,1841611,"O-FL","wet weight","PFOS_liver","ng/g",9.49,"ug/kg",1,9.49
"65","Gaviksfjaerden",62.8645,18.2412,"2011-08-03",3679448,356503576,1841295,"O-FL","wet weight","PFOS_liver","ng/g",5.48,"ug/kg",1,5.48
"66","Gaviksfjaerden",62.8645,18.2412,"2011-08-03",3679449,357703588,1841295,"O-FL","wet weight","PFOS_liver","ng/g",5.95,"ug/kg",1,5.95
"67","Gaviksfjaerden",62.8645,18.2412,"2012-08-13",3681244,222602237,1841357,"O-FL","wet weight","PFOS_liver","ng/g",3.58,"ug/kg",1,3.58
"68","Gaviksfjaerden",62.8645,18.2412,"2012-08-13",3681245,223802249,1841357,"O-FL","wet weight","PFOS_liver","ng/g",7.88,"ug/kg",1,7.88
"69","Gaviksfjaerden",62.8645,18.2412,"2013-08-02",3683029,399604007,1841417,"O-FL","wet weight","PFOS_liver","ng/g",4.37,"ug/kg",1,4.37
"70","Gaviksfjaerden",62.8645,18.2412,"2013-08-02",3683030,400804019,1841417,"O-FL","wet weight","PFOS_liver","ng/g",5.48,"ug/kg",1,5.48
"71","Harufjaerden",65.5825,22.8791,"2005-09-25",3669849,833,1839891,"O-FL","wet weight","PFOS_liver","ng/g",7.85,"ug/kg",1,7.85
"72","Harufjaerden",65.5825,22.8791,"2006-10-02",3671214,640,1839932,"O-FL","wet weight","PFOS_liver","ng/g",11.04,"ug/kg",1,11.04
"73","Harufjaerden",65.5825,22.8791,"2008-09-21",3684094,2081,1841485,"O-FL","wet weight","PFOS_liver","ng/g",10.24,"ug/kg",1,10.24
"74","Harufjaerden",65.5825,22.8791,"2008-09-21",3684095,2093,1841485,"O-FL","wet weight","PFOS_liver","ng/g",11.12,"ug/kg",1,11.12
"75","Harufjaerden",65.5825,22.8791,"2009-09-28",3685698,366403675,1841567,"O-FL","wet weight","PFOS_liver","ng/g",17.4,"ug/kg",1,17.4
"76","Harufjaerden",65.5825,22.8791,"2009-09-28",3685699,367603687,1841567,"O-FL","wet weight","PFOS_liver","ng/g",16,"ug/kg",1,16
"77","Harufjaerden",65.5825,22.8791,"2010-09-20",3687023,273102742,1841622,"O-FL","wet weight","PFOS_liver","ng/g",9.4,"ug/kg",1,9.4
"78","Harufjaerden",65.5825,22.8791,"2010-09-20",3687024,274302754,1841622,"O-FL","wet weight","PFOS_liver","ng/g",18.66,"ug/kg",1,18.66
"79","Harufjaerden",65.5825,22.8791,"2011-10-02",3677728,152401535,1841247,"O-FL","wet weight","PFOS_liver","ng/g",5.7,"ug/kg",1,5.7
"80","Harufjaerden",65.5825,22.8791,"2011-10-02",3677729,153601547,1841247,"O-FL","wet weight","PFOS_liver","ng/g",8.09,"ug/kg",1,8.09
"81","Harufjaerden",65.5825,22.8791,"2012-09-23",3679535,171201723,1841309,"O-FL","wet weight","PFOS_liver","ng/g",8.04,"ug/kg",1,8.04
"82","Harufjaerden",65.5825,22.8791,"2012-09-23",3679536,172401735,1841309,"O-FL","wet weight","PFOS_liver","ng/g",8.18,"ug/kg",1,8.18
"83","Harufjaerden",65.5825,22.8791,"2013-09-22",3681330,174501756,1841370,"O-FL","wet weight","PFOS_liver","ng/g",5.62,"ug/kg",1,5.62
"84","Harufjaerden",65.5825,22.8791,"2013-09-22",3681331,175701768,1841370,"O-FL","wet weight","PFOS_liver","ng/g",9.99,"ug/kg",1,9.99
"85","Harufjaerden",65.5825,22.8791,"2014-09-28",3664028,250402515,1839638,"O-FL","wet weight","PFOS_liver","ng/g",8.8,"ug/kg",1,8.8
"86","Harufjaerden",65.5825,22.8791,"2014-09-28",3664029,251602527,1839638,"O-FL","wet weight","PFOS_liver","ng/g",11,"ug/kg",1,11
"87","Holmoearna",63.6808,20.8768,"2009-09-15",3686649,430704418,1841599,"O-FL","wet weight","PFOS_liver","ng/g",11.7,"ug/kg",1,11.7
"88","Holmoearna",63.6808,20.8768,"2009-09-15",3686650,439504406,1841599,"O-FL","wet weight","PFOS_liver","ng/g",11.4,"ug/kg",1,11.4
"89","Holmoearna",63.6808,20.8768,"2010-09-13",3687824,457704588,1841657,"O-FL","wet weight","PFOS_liver","ng/g",3.91,"ug/kg",1,3.91
"90","Holmoearna",63.6808,20.8768,"2010-09-13",3687825,458904600,1841657,"O-FL","wet weight","PFOS_liver","ng/g",5.97,"ug/kg",1,5.97
"91","Holmoearna",63.6808,20.8768,"2011-09-01",3679090,198401995,1841281,"O-FL","wet weight","PFOS_liver","ng/g",9.48,"ug/kg",1,9.48
"92","Holmoearna",63.6808,20.8768,"2011-09-01",3679091,199602007,1841281,"O-FL","wet weight","PFOS_liver","ng/g",6.88,"ug/kg",1,6.88
"93","Holmoearna",63.6808,20.8768,"2012-08-28",3680887,164301654,1841343,"O-FL","wet weight","PFOS_liver","ng/g",4.67,"ug/kg",1,4.67
"94","Holmoearna",63.6808,20.8768,"2012-08-28",3680888,165501666,1841343,"O-FL","wet weight","PFOS_liver","ng/g",4.55,"ug/kg",1,4.55
"95","Holmoearna",63.6808,20.8768,"2013-09-02",3682672,145201463,1841403,"O-FL","wet weight","PFOS_liver","ng/g",5.41,"ug/kg",1,5.41
"96","Holmoearna",63.6808,20.8768,"2013-09-02",3682673,146401475,1841403,"O-FL","wet weight","PFOS_liver","ng/g",5.87,"ug/kg",1,5.87
"97","Holmoearna",63.6808,20.8768,"2014-09-05",3665279,192701938,1839670,"O-FL","wet weight","PFOS_liver","ng/g",6.7,"ug/kg",1,6.7
"98","Holmoearna",63.6808,20.8768,"2014-09-05",3665280,193901950,1839670,"O-FL","wet weight","PFOS_liver","ng/g",5.7,"ug/kg",1,5.7
"99","Kinnbaecksfjaerden",65.0568,21.475,"2008-10-06",3685251,4521,1841523,"O-FL","wet weight","PFOS_liver","ng/g",10.37,"ug/kg",1,10.37
"100","Kinnbaecksfjaerden",65.0568,21.475,"2008-10-06",3685252,453304544,1841523,"O-FL","wet weight","PFOS_liver","ng/g",11.55,"ug/kg",1,11.55
"101","Kinnbaecksfjaerden",65.0568,21.475,"2009-10-12",3686488,481504826,1841594,"O-FL","wet weight","PFOS_liver","ng/g",13.5,"ug/kg",1,13.5
"102","Kinnbaecksfjaerden",65.0568,21.475,"2009-10-12",3686489,482704838,1841594,"O-FL","wet weight","PFOS_liver","ng/g",11.6,"ug/kg",1,11.6
"103","Kinnbaecksfjaerden",65.0568,21.475,"2010-10-11",3687618,995309964,1841649,"O-FL","wet weight","PFOS_liver","ng/g",20.38,"ug/kg",1,20.38
"104","Kinnbaecksfjaerden",65.0568,21.475,"2010-10-11",3687619,996509976,1841649,"O-FL","wet weight","PFOS_liver","ng/g",16.32,"ug/kg",1,16.32
"105","Kinnbaecksfjaerden",65.0568,21.475,"2011-10-10",3678771,448904500,1841273,"O-FL","wet weight","PFOS_liver","ng/g",6.7,"ug/kg",1,6.7
"106","Kinnbaecksfjaerden",65.0568,21.475,"2011-10-10",3678772,450104512,1841273,"O-FL","wet weight","PFOS_liver","ng/g",8.93,"ug/kg",1,8.93
"107","Kinnbaecksfjaerden",65.0568,21.475,"2012-10-01",3680576,240802419,1841335,"O-FL","wet weight","PFOS_liver","ng/g",15.29,"ug/kg",1,15.29
"108","Kinnbaecksfjaerden",65.0568,21.475,"2012-10-01",3680577,242002431,1841335,"O-FL","wet weight","PFOS_liver","ng/g",13.29,"ug/kg",1,13.29
"109","Kinnbaecksfjaerden",65.0568,21.475,"2013-09-30",3682366,419404205,1841395,"O-FL","wet weight","PFOS_liver","ng/g",8.66,"ug/kg",1,8.66
"110","Kinnbaecksfjaerden",65.0568,21.475,"2013-09-30",3682367,420604217,1841395,"O-FL","wet weight","PFOS_liver","ng/g",8.62,"ug/kg",1,8.62
"111","Kinnbaecksfjaerden",65.0568,21.475,"2014-09-29",3664960,447504486,1839662,"O-FL","wet weight","PFOS_liver","ng/g",7.9,"ug/kg",1,7.9
"112","Kinnbaecksfjaerden",65.0568,21.475,"2014-09-29",3664961,448704498,1839662,"O-FL","wet weight","PFOS_liver","ng/g",8.4,"ug/kg",1,8.4
"113","Kullen",56.3251,12.3811,"2008-09-29",3685597,8117,1841551,"O-FL","wet weight","PFOS_liver","ng/g",3.31,"ug/kg",1,3.31
"114","Kullen",56.3251,12.3811,"2008-09-29",3685598,810508116,1841551,"O-FL","wet weight","PFOS_liver","ng/g",2.32,"ug/kg",1,2.32
"115","Kullen",56.3251,12.3811,"2009-10-12",3686943,905209063,1841613,"O-FL","wet weight","PFOS_liver","ng/g",4.88,"ug/kg",1,4.88
"116","Kullen",56.3251,12.3811,"2009-10-12",3686944,906409075,1841613,"O-FL","wet weight","PFOS_liver","ng/g",4.95,"ug/kg",1,4.95
"117","Kullen",56.3251,12.3811,"2010-09-29",3688020,806608077,1841672,"O-FL","wet weight","PFOS_liver","ng/g",0.46,"ug/kg",1,0.46
"118","Kullen",56.3251,12.3811,"2010-09-29",3688021,807808089,1841672,"O-FL","wet weight","PFOS_liver","ng/g",0.72,"ug/kg",1,0.72
"119","Kullen",56.3251,12.3811,"2011-10-06",3679452,800908020,1841297,"O-FL","wet weight","PFOS_liver","ng/g",2.75,"ug/kg",1,2.75
"120","Kullen",56.3251,12.3811,"2011-10-06",3679453,802108032,1841297,"O-FL","wet weight","PFOS_liver","ng/g",3.38,"ug/kg",1,3.38
"121","Kullen",56.3251,12.3811,"2012-09-20",3681248,735807369,1841359,"O-FL","wet weight","PFOS_liver","ng/g",3.2,"ug/kg",1,3.2
"122","Kullen",56.3251,12.3811,"2012-09-20",3681249,737007381,1841359,"O-FL","wet weight","PFOS_liver","ng/g",3.71,"ug/kg",1,3.71
"123","Kullen",56.3251,12.3811,"2013-09-25",3683033,443404445,1841419,"O-FL","wet weight","PFOS_liver","ng/g",2.46,"ug/kg",1,2.46
"124","Kullen",56.3251,12.3811,"2013-09-25",3683034,444604457,1841419,"O-FL","wet weight","PFOS_liver","ng/g",1.61,"ug/kg",1,1.61
"125","Kullen",56.3251,12.3811,"2014-10-28",3665684,725807269,1839686,"O-FL","wet weight","PFOS_liver","ng/g",1.7,"ug/kg",1,1.7
"126","Kullen",56.3251,12.3811,"2014-10-28",3665685,727007281,1839686,"O-FL","wet weight","PFOS_liver","ng/g",1.5,"ug/kg",1,1.5
"127","Lagnoe",59.5652,18.8348,"2008-08-27",3685616,571,1841559,"O-FL","wet weight","PFOS_liver","ng/g",10.7,"ug/kg",1,10.7
"128","Lagnoe",59.5652,18.8348,"2008-08-27",3685617,58300594,1841559,"O-FL","wet weight","PFOS_liver","ng/g",11.55,"ug/kg",1,11.55
"129","Lagnoe",59.5652,18.8348,"2009-08-25",3686947,288102892,1841615,"O-FL","wet weight","PFOS_liver","ng/g",20.3,"ug/kg",1,20.3
"130","Lagnoe",59.5652,18.8348,"2009-08-25",3686948,289302904,1841615,"O-FL","wet weight","PFOS_liver","ng/g",18.2,"ug/kg",1,18.2
"131","Lagnoe",59.5652,18.8348,"2010-08-25",3688024,389203903,1841674,"O-FL","wet weight","PFOS_liver","ng/g",20.38,"ug/kg",1,20.38
"132","Lagnoe",59.5652,18.8348,"2010-08-25",3688025,390403915,1841674,"O-FL","wet weight","PFOS_liver","ng/g",21.13,"ug/kg",1,21.13
"133","Lagnoe",59.5652,18.8348,"2011-08-23",3679457,91700927,1841299,"O-FL","wet weight","PFOS_liver","ng/g",15.5,"ug/kg",1,15.5
"134","Lagnoe",59.5652,18.8348,"2011-08-23",3679458,92800939,1841299,"O-FL","wet weight","PFOS_liver","ng/g",7.98,"ug/kg",1,7.98
"135","Lagnoe",59.5652,18.8348,"2012-08-21",3681252,95800969,1841361,"O-FL","wet weight","PFOS_liver","ng/g",15.44,"ug/kg",1,15.44
"136","Lagnoe",59.5652,18.8348,"2012-08-21",3681253,97000981,1841361,"O-FL","wet weight","PFOS_liver","ng/g",16.2,"ug/kg",1,16.2
"137","Lagnoe",59.5652,18.8348,"2013-08-22",3683037,237502386,1841421,"O-FL","wet weight","PFOS_liver","ng/g",21.7,"ug/kg",1,21.7
"138","Lagnoe",59.5652,18.8348,"2013-08-22",3683038,238702398,1841421,"O-FL","wet weight","PFOS_liver","ng/g",32.1,"ug/kg",1,32.1
"139","Lagnoe",59.5652,18.8348,"2014-08-19",3665688,799708008,1839688,"O-FL","wet weight","PFOS_liver","ng/g",16,"ug/kg",1,16
"140","Lagnoe",59.5652,18.8348,"2014-08-19",3665689,800908020,1839688,"O-FL","wet weight","PFOS_liver","ng/g",22,"ug/kg",1,22
"141","Landsort",58.6936,18.0043,"2005-11-10",3671126,305,1839925,"O-FL","wet weight","PFOS_liver","ng/g",7.72,"ug/kg",1,7.72
"142","Landsort",58.6936,18.0043,"2006-11-29",3672308,755,1839963,"O-FL","wet weight","PFOS_liver","ng/g",11.53,"ug/kg",1,11.53
"143","Landsort",58.6936,18.0043,"2008-11-21",3685284,634406355,1841528,"O-FL","wet weight","PFOS_liver","ng/g",7.84,"ug/kg",1,7.84
"144","Landsort",58.6936,18.0043,"2008-11-21",3685285,635606367,1841528,"O-FL","wet weight","PFOS_liver","ng/g",9.25,"ug/kg",1,9.25
"145","Landsort",58.6936,18.0043,"2009-11-12",3686676,739907410,1841602,"O-FL","wet weight","PFOS_liver","ng/g",15.8,"ug/kg",1,15.8
"146","Landsort",58.6936,18.0043,"2009-11-12",3686677,741107422,1841602,"O-FL","wet weight","PFOS_liver","ng/g",12.1,"ug/kg",1,12.1
"147","Landsort",58.6936,18.0043,"2010-10-12",3687867,920309214,1841662,"O-FL","wet weight","PFOS_liver","ng/g",18.69,"ug/kg",1,18.69
"148","Landsort",58.6936,18.0043,"2010-10-12",3687868,921509224,1841662,"O-FL","wet weight","PFOS_liver","ng/g",20.1,"ug/kg",1,20.1
"149","Landsort",58.6936,18.0043,"2011-10-25",3679134,413604147,1841285,"O-FL","wet weight","PFOS_liver","ng/g",7.65,"ug/kg",1,7.65
"150","Landsort",58.6936,18.0043,"2011-10-25",3679135,414804159,1841285,"O-FL","wet weight","PFOS_liver","ng/g",8.75,"ug/kg",1,8.75
"151","Landsort",58.6936,18.0043,"2012-12-20",3680930,709807109,1841347,"O-FL","wet weight","PFOS_liver","ng/g",12.7,"ug/kg",1,12.7
"152","Landsort",58.6936,18.0043,"2012-12-20",3680931,711007121,1841347,"O-FL","wet weight","PFOS_liver","ng/g",12.48,"ug/kg",1,12.48
"153","Landsort",58.6936,18.0043,"2013-10-06",3682715,481004821,1841407,"O-FL","wet weight","PFOS_liver","ng/g",17.7,"ug/kg",1,17.7
"154","Landsort",58.6936,18.0043,"2013-10-06",3682716,482204833,1841407,"O-FL","wet weight","PFOS_liver","ng/g",15.1,"ug/kg",1,15.1
"155","Landsort",58.6936,18.0043,"2014-11-10",3665322,470904720,1839674,"O-FL","wet weight","PFOS_liver","ng/g",10,"ug/kg",1,10
"156","Landsort",58.6936,18.0043,"2014-11-10",3665323,472104732,1839674,"O-FL","wet weight","PFOS_liver","ng/g",14,"ug/kg",1,14
"157","Langvindsfjaerden",61.4554,17.1622,"2008-08-11",3685604,709,1841554,"O-FL","wet weight","PFOS_liver","ng/g",4.67,"ug/kg",1,4.67
"158","Langvindsfjaerden",61.4554,17.1622,"2008-08-11",3685605,69700708,1841554,"O-FL","wet weight","PFOS_liver","ng/g",4.56,"ug/kg",1,4.56
"159","Langvindsfjaerden",61.4554,17.1622,"2009-08-13",3686945,269202703,1841614,"O-FL","wet weight","PFOS_liver","ng/g",7.69,"ug/kg",1,7.69
"160","Langvindsfjaerden",61.4554,17.1622,"2009-08-13",3686946,270402715,1841614,"O-FL","wet weight","PFOS_liver","ng/g",6.61,"ug/kg",1,6.61
"161","Langvindsfjaerden",61.4554,17.1622,"2010-08-10",3688022,376703778,1841673,"O-FL","wet weight","PFOS_liver","ng/g",5.21,"ug/kg",1,5.21
"162","Langvindsfjaerden",61.4554,17.1622,"2010-08-10",3688023,377903790,1841673,"O-FL","wet weight","PFOS_liver","ng/g",5.54,"ug/kg",1,5.54
"163","Langvindsfjaerden",61.4554,17.1622,"2011-08-09",3679454,99601007,1841298,"O-FL","wet weight","PFOS_liver","ng/g",8.23,"ug/kg",1,8.23
"164","Langvindsfjaerden",61.4554,17.1622,"2011-08-09",3679456,100801019,1841298,"O-FL","wet weight","PFOS_liver","ng/g",8.91,"ug/kg",1,8.91
"165","Langvindsfjaerden",61.4554,17.1622,"2012-08-07",3681250,88300894,1841360,"O-FL","wet weight","PFOS_liver","ng/g",3.29,"ug/kg",1,3.29
"166","Langvindsfjaerden",61.4554,17.1622,"2012-08-07",3681251,89500906,1841360,"O-FL","wet weight","PFOS_liver","ng/g",3.44,"ug/kg",1,3.44
"167","Langvindsfjaerden",61.4554,17.1622,"2013-08-14",3683035,37500386,1841420,"O-FL","wet weight","PFOS_liver","ng/g",4.3,"ug/kg",1,4.3
"168","Langvindsfjaerden",61.4554,17.1622,"2013-08-14",3683036,38700398,1841420,"O-FL","wet weight","PFOS_liver","ng/g",4.39,"ug/kg",1,4.39
"169","Langvindsfjaerden",61.4554,17.1622,"2014-08-18",3665686,817208183,1839687,"O-FL","wet weight","PFOS_liver","ng/g",4.3,"ug/kg",1,4.3
