"","station","latitude","longitude","date","sub_samp_ref","sub_samp_id","samp_id","param_group","basis_determination","variable_matrix","unit","value","ConvertUnit","ConvertFactor","value2"
"1","Abbekas",55.3163,13.611,"2008-10-18",3685568,7796,1841538,"O-FL","wet weight","PFOS_liver","ng/g",6.27,"ug/kg",1,6.27
"2","Abbekas",55.3163,13.611,"2008-10-18",3685569,780807819,1841538,"O-FL","wet weight","PFOS_liver","ng/g",7.08,"ug/kg",1,7.08
"3","Abbekas",55.3163,13.611,"2009-11-30",3686935,912409135,1841609,"O-FL","wet weight","PFOS_liver","ng/g",4.08,"ug/kg",1,4.08
"4","Abbekas",55.3163,13.611,"2009-11-30",3686936,913609147,1841609,"O-FL","wet weight","PFOS_liver","ng/g",4.06,"ug/kg",1,4.06
"5","Abbekas",55.3163,13.611,"2010-10-21",3688014,982809839,1841669,"O-FL","wet weight","PFOS_liver","ng/g",14.39,"ug/kg",1,14.39
"6","Abbekas",55.3163,13.611,"2010-10-21",3688015,984009851,1841669,"O-FL","wet weight","PFOS_liver","ng/g",18.9,"ug/kg",1,18.9
"7","Abbekas",55.3163,13.611,"2011-11-14",3679444,760307614,1841293,"O-FL","wet weight","PFOS_liver","ng/g",9.49,"ug/kg",1,9.49
"8","Abbekas",55.3163,13.611,"2011-11-14",3679445,761507626,1841293,"O-FL","wet weight","PFOS_liver","ng/g",18.92,"ug/kg",1,18.92
"9","Abbekas",55.3163,13.611,"2012-12-03",3681240,676806779,1841355,"O-FL","wet weight","PFOS_liver","ng/g",21.9,"ug/kg",1,21.9
"10","Abbekas",55.3163,13.611,"2012-12-03",3681241,678006791,1841355,"O-FL","wet weight","PFOS_liver","ng/g",19.86,"ug/kg",1,19.86
"11","Abbekas",55.3163,13.611,"2013-11-05",3683025,455504566,1841415,"O-FL","wet weight","PFOS_liver","ng/g",12.6,"ug/kg",1,12.6
"12","Abbekas",55.3163,13.611,"2013-11-05",3683026,456704578,1841415,"O-FL","wet weight","PFOS_liver","ng/g",12.1,"ug/kg",1,12.1
"13","Abbekas",55.3163,13.611,"2014-11-24",3665678,828908300,1839683,"O-FL","wet weight","PFOS_liver","ng/g",13,"ug/kg",1,13
"14","Abbekas",55.3163,13.611,"2014-11-24",3665679,830108312,1839683,"O-FL","wet weight","PFOS_liver","ng/g",12,"ug/kg",1,12
"15","Aengskaersklubb",60.5326,18.1624,"2005-10-14",3669872,710,1839893,"O-FL","wet weight","PFOS_liver","ng/g",4.73,"ug/kg",1,4.73
"16","Aengskaersklubb",60.5326,18.1624,"2006-09-21",3671249,613,1839935,"O-FL","wet weight","PFOS_liver","ng/g",10.08,"ug/kg",1,10.08
"17","Aengskaersklubb",60.5326,18.1624,"2008-10-01",3684106,415304164,1841487,"O-FL","wet weight","PFOS_liver","ng/g",19.79,"ug/kg",1,19.79
"18","Aengskaersklubb",60.5326,18.1624,"2008-10-01",3684107,416504176,1841487,"O-FL","wet weight","PFOS_liver","ng/g",13.94,"ug/kg",1,13.94
"19","Aengskaersklubb",60.5326,18.1624,"2009-10-22",3685715,1072010731,1841569,"O-FL","wet weight","PFOS_liver","ng/g",8.24,"ug/kg",1,8.24
"20","Aengskaersklubb",60.5326,18.1624,"2009-10-22",3685716,1073210743,1841569,"O-FL","wet weight","PFOS_liver","ng/g",6.4,"ug/kg",1,6.4
"21","Aengskaersklubb",60.5326,18.1624,"2010-10-01",3687041,1162111632,1841625,"O-FL","wet weight","PFOS_liver","ng/g",16.55,"ug/kg",1,16.55
"22","Aengskaersklubb",60.5326,18.1624,"2010-10-01",3687042,1163311644,1841625,"O-FL","wet weight","PFOS_liver","ng/g",11.83,"ug/kg",1,11.83
"23","Aengskaersklubb",60.5326,18.1624,"2011-10-05",3677745,737807389,1841249,"O-FL","wet weight","PFOS_liver","ng/g",5.93,"ug/kg",1,5.93
"24","Aengskaersklubb",60.5326,18.1624,"2011-10-05",3677746,739007401,1841249,"O-FL","wet weight","PFOS_liver","ng/g",8.03,"ug/kg",1,8.03
"25","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3679551,296702978,1841311,"O-FL","wet weight","PFOS_liver","ng/g",11.31,"ug/kg",1,11.31
"26","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3679552,297902990,1841311,"O-FL","wet weight","PFOS_liver","ng/g",7.5,"ug/kg",1,7.5
"27","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3681344,835408365,1841371,"O-FL","wet weight","PFOS_liver","ng/g",6.2,"ug/kg",1,6.2
"28","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3681345,836608377,1841371,"O-FL","wet weight","PFOS_liver","ng/g",7,"ug/kg",1,7
"29","Aengskaersklubb",60.5326,18.1624,"2014-09-15",3664044,349903510,1839640,"O-FL","wet weight","PFOS_liver","ng/g",4.8,"ug/kg",1,4.8
"30","Aengskaersklubb",60.5326,18.1624,"2014-09-15",3664045,351103522,1839640,"O-FL","wet weight","PFOS_liver","ng/g",7.8,"ug/kg",1,7.8
"31","Byxelkrok",57.3167,17.5,"2008-10-01",3685578,4977,1841542,"O-FL","wet weight","PFOS_liver","ng/g",10.42,"ug/kg",1,10.42
"32","Byxelkrok",57.3167,17.5,"2008-10-01",3685579,496504976,1841542,"O-FL","wet weight","PFOS_liver","ng/g",9.47,"ug/kg",1,9.47
"33","Byxelkrok",57.3167,17.5,"2009-09-20",3686937,446704478,1841610,"O-FL","wet weight","PFOS_liver","ng/g",15.6,"ug/kg",1,15.6
"34","Byxelkrok",57.3167,17.5,"2009-09-20",3686938,447904490,1841610,"O-FL","wet weight","PFOS_liver","ng/g",17,"ug/kg",1,17
"35","Byxelkrok",57.3167,17.5,"2010-09-30",3688016,448004491,1841670,"O-FL","wet weight","PFOS_liver","ng/g",12.39,"ug/kg",1,12.39
"36","Byxelkrok",57.3167,17.5,"2010-09-30",3688017,449204503,1841670,"O-FL","wet weight","PFOS_liver","ng/g",17.35,"ug/kg",1,17.35
"37","Byxelkrok",57.3167,17.5,"2011-10-01",3679446,614606157,1841294,"O-FL","wet weight","PFOS_liver","ng/g",16.56,"ug/kg",1,16.56
"38","Byxelkrok",57.3167,17.5,"2011-10-01",3679447,615806169,1841294,"O-FL","wet weight","PFOS_liver","ng/g",18.27,"ug/kg",1,18.27
"39","Byxelkrok",57.3167,17.5,"2012-10-01",3681242,329003301,1841356,"O-FL","wet weight","PFOS_liver","ng/g",7.15,"ug/kg",1,7.15
"40","Byxelkrok",57.3167,17.5,"2012-10-01",3681243,330203313,1841356,"O-FL","wet weight","PFOS_liver","ng/g",10.09,"ug/kg",1,10.09
"41","Byxelkrok",57.3167,17.5,"2013-10-28",3683027,844908460,1841416,"O-FL","wet weight","PFOS_liver","ng/g",7.79,"ug/kg",1,7.79
"42","Byxelkrok",57.3167,17.5,"2013-10-28",3683028,846108472,1841416,"O-FL","wet weight","PFOS_liver","ng/g",7.84,"ug/kg",1,7.84
"43","Byxelkrok",57.3167,17.5,"2014-11-07",3665680,493904950,1839684,"O-FL","wet weight","PFOS_liver","ng/g",15,"ug/kg",1,15
"44","Byxelkrok",57.3167,17.5,"2014-11-07",3665681,495104962,1839684,"O-FL","wet weight","PFOS_liver","ng/g",19,"ug/kg",1,19
"45","E/W FLADEN",57.2247,11.828,"2005-09-19",3669826,691,1839889,"O-FL","wet weight","PFOS_liver","ng/g",6.59,"ug/kg",1,6.59
"46","E/W FLADEN",57.2247,11.828,"2006-09-14",3671201,54,1839931,"O-FL","wet weight","PFOS_liver","ng/g",7.76,"ug/kg",1,7.76
"47","E/W FLADEN",57.2247,11.828,"2008-09-05",3684059,597805989,1841482,"O-FL","wet weight","PFOS_liver","ng/g",7.64,"ug/kg",1,7.64
"48","E/W FLADEN",57.2247,11.828,"2008-09-05",3684060,599006001,1841482,"O-FL","wet weight","PFOS_liver","ng/g",6.81,"ug/kg",1,6.81
"49","E/W FLADEN",57.2247,11.828,"2009-09-07",3685674,303103042,1841565,"O-FL","wet weight","PFOS_liver","ng/g",5.42,"ug/kg",1,5.42
"50","E/W FLADEN",57.2247,11.828,"2009-09-07",3685675,304303054,1841565,"O-FL","wet weight","PFOS_liver","ng/g",4.81,"ug/kg",1,4.81
"51","E/W FLADEN",57.2247,11.828,"2010-09-06",3686999,554405555,1841620,"O-FL","wet weight","PFOS_liver","ng/g",5.56,"ug/kg",1,5.56
"52","E/W FLADEN",57.2247,11.828,"2010-09-06",3687000,555605567,1841620,"O-FL","wet weight","PFOS_liver","ng/g",4.74,"ug/kg",1,4.74
"53","E/W FLADEN",57.2247,11.828,"2011-09-09",3677704,783007841,1841245,"O-FL","wet weight","PFOS_liver","ng/g",7.27,"ug/kg",1,7.27
"54","E/W FLADEN",57.2247,11.828,"2011-09-09",3677705,784207853,1841245,"O-FL","wet weight","PFOS_liver","ng/g",5.45,"ug/kg",1,5.45
"55","E/W FLADEN",57.2247,11.828,"2012-08-17",3679511,514805159,1841307,"O-FL","wet weight","PFOS_liver","ng/g",6.88,"ug/kg",1,6.88
"56","E/W FLADEN",57.2247,11.828,"2012-08-17",3679512,516005171,1841307,"O-FL","wet weight","PFOS_liver","ng/g",4.7,"ug/kg",1,4.7
