"rgn_id","year","values"
1,2000,7.58672566371681
1,2001,8.08914285714286
1,2002,9.65923566878981
1,2003,8.70955882352941
1,2004,7.35151515151515
1,2005,8.3362962962963
1,2006,9.41298701298701
1,2007,6.38888888888889
1,2008,7.93826530612245
1,2009,8.81565217391304
1,2010,8.04934210526316
1,2011,6.7
1,2012,8.81818181818182
1,2013,10.2910447761194
1,2014,7.01020408163265
2,2000,6.49357798165138
2,2001,6.94946524064171
2,2002,7.91630901287554
2,2003,6.57994791666667
2,2004,7.02214983713355
2,2005,7.81368421052632
2,2006,7.43478260869565
2,2007,7.7390243902439
2,2008,7.32058823529412
2,2009,9.17878787878788
2,2014,6
3,2000,6.23817204301075
3,2001,7.01585677749361
3,2002,7.32952029520295
3,2003,6.73833780160858
3,2004,6.09212410501193
3,2005,7.01176470588235
3,2006,6.28150289017341
3,2007,4.28
3,2008,5.37857142857143
3,2009,6.74594594594595
3,2010,3.9
3,2011,4.8
4,2007,3.73333333333333
4,2008,4.23333333333333
4,2009,5.86666666666667
4,2010,5.15
5,2000,8.01170731707317
5,2001,8.83162393162393
5,2002,7.61237113402062
5,2003,8.85163043478261
5,2004,7.17611940298507
5,2005,8.4112582781457
5,2006,7.9682119205298
5,2007,6.31666666666667
5,2008,6.08333333333333
5,2009,6.91666666666667
5,2010,7.1
5,2011,5
5,2012,7
5,2013,7.66666666666667
5,2014,8
7,2000,6.94848484848485
7,2001,8.3030303030303
7,2002,7.73783783783784
7,2003,7.31818181818182
7,2004,5.25555555555556
7,2005,7.33666666666667
7,2006,6.21666666666667
7,2007,6.92162162162162
7,2008,6.155
7,2009,8.97368421052632
7,2010,5.175
7,2012,9
7,2013,6
7,2014,9
8,2006,5.39761904761905
8,2007,3.3804347826087
8,2008,4.294
8,2009,4.43125
8,2010,4.31428571428571
8,2011,5
8,2012,8
8,2013,6
8,2014,8
10,2000,6.672
10,2001,7.3
10,2002,7.38947368421053
10,2003,7.85
10,2004,6.7
10,2005,7
10,2006,4.52727272727273
10,2007,3.32173913043478
10,2008,4.5
10,2009,4.54324324324324
10,2010,5.41014492753623
10,2011,6
10,2012,8.53333333333333
10,2013,5.884
10,2014,5.5
11,2003,6
12,2000,8.01069182389937
12,2001,7.80747126436782
12,2002,7.18461538461538
12,2003,8.22767295597484
12,2004,7.13780487804878
12,2005,8.03947368421053
12,2006,8.06601941747573
12,2007,7.0974358974359
12,2008,6.55
12,2009,7.4
12,2010,7.5
12,2011,5.57894736842105
12,2012,5.53333333333333
12,2013,7
12,2014,4.26666666666667
13,2000,7.12291666666667
13,2001,8.4
13,2002,6.98461538461538
13,2003,6.608
13,2004,7.8
13,2005,7.65
13,2006,3.27981651376147
13,2007,2.8970297029703
13,2008,2.63269230769231
13,2009,3.31219512195122
13,2010,2.83015873015873
13,2011,4.375
13,2012,6
13,2013,5.2906976744186
13,2014,6.36666666666667
14,2000,7.16216216216216
14,2001,5.96551724137931
14,2002,6.75
14,2003,6.7
14,2004,6.82456140350877
14,2005,7.36619718309859
14,2006,7.40384615384615
14,2007,6.06666666666667
14,2008,5.75
14,2009,7
14,2010,6.63333333333333
14,2011,6.41847826086957
14,2012,5
14,2013,5.84579439252336
14,2014,6
15,2000,7.39795918367347
15,2001,8.8109243697479
15,2002,6.72519083969466
15,2003,7.35
15,2004,7.94021739130435
15,2005,7.50925925925926
15,2006,7.15859375
15,2007,6.76838235294118
15,2008,5.32846715328467
15,2009,7.35161290322581
15,2010,8.31560283687943
15,2011,6.57170542635659
15,2012,6.97368421052632
15,2013,6.87562814070352
15,2014,7.38888888888889
16,2006,1.01851851851852
16,2007,1.29622641509434
16,2008,1.4063829787234
16,2009,1.625
16,2010,0.960714285714286
17,2000,4.5625
17,2001,4.95
17,2002,5.71111111111111
17,2003,5.70614035087719
17,2004,5.32727272727273
17,2005,4.9031007751938
17,2006,4.62359550561798
17,2007,6.87037037037037
17,2008,6.03125
17,2009,6.4480198019802
17,2010,6.51129943502825
17,2011,7.16369047619048
17,2012,7.02616279069767
17,2013,6.99243902439024
17,2014,8.18421052631579
18,2000,5.66666666666667
18,2001,6.69565217391304
18,2002,5.43137254901961
18,2003,6.40277777777778
18,2004,5.67114093959732
18,2005,5.30904522613065
18,2006,6.375
18,2007,4.64428571428571
18,2008,4.66854460093897
18,2009,5.08015873015873
18,2010,3.77672413793103
18,2011,5.28175182481752
18,2012,6.07851851851852
18,2013,5.25524691358025
18,2014,4.79176470588235
20,2000,7.42763157894737
20,2001,6
20,2002,5.68452380952381
20,2003,5.52112676056338
20,2004,5.74774774774775
20,2005,6.49330357142857
20,2006,7.35
20,2007,5.89814814814815
20,2008,4.72222222222222
20,2009,6.24242424242424
20,2010,6.78835978835979
20,2011,5.05555555555556
20,2012,5.5
20,2013,5.45161290322581
20,2014,5.5
21,2000,7.39333333333333
21,2001,7.36821705426357
21,2002,7.16037735849057
21,2003,8.32916666666667
21,2004,7.22072072072072
