"","country","mar_region","year","production","unit","latin_name","common_name","ISSCAAP_FAO","TAXOCODE_FAO","X3A_CODE_FAO","country_spp_code","Sust_coeff","Notes","BHI_ID_1","BHI_ID_2","BHI_ID_3","BHI_ID_4","BHI_ID_5","BHI_ID_6","BHI_ID_7","BHI_ID_8","BHI_ID_9","BHI_ID_10","BHI_ID_11","BHI_ID_12","BHI_ID_13","BHI_ID_14","BHI_ID_15","BHI_ID_16","BHI_ID_17","BHI_ID_18","BHI_ID_19","BHI_ID_20","BHI_ID_21","BHI_ID_22","BHI_ID_23","BHI_ID_24","BHI_ID_25","BHI_ID_26","BHI_ID_27","BHI_ID_28","BHI_ID_29","BHI_ID_30","BHI_ID_31","BHI_ID_32","BHI_ID_33","BHI_ID_34","BHI_ID_35","BHI_ID_36","BHI_ID_37","BHI_ID_38","BHI_ID_39","BHI_ID_40","BHI_ID_41","BHI_ID_42"
"11","Denmark","Midtjylland",2007,733,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Denmark","Midtjylland",2008,1841,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Denmark","Midtjylland",2009,1421,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Denmark","Midtjylland",2010,1788,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Denmark","Midtjylland",2011,1922,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Denmark","Midtjylland",2012,1814,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Denmark","Midtjylland",2013,1834,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Denmark","Midtjylland",2014,1970,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Denmark","Sjaelland",2006,2829,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Denmark","Sjaelland",2007,3806,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Denmark","Sjaelland",2008,3987,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Denmark","Sjaelland",2009,7104,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Denmark","Sjaelland",2010,6700,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Denmark","Sjaelland",2011,7531,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Denmark","Sjaelland",2012,7243,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Denmark","Sjaelland",2013,7287,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Denmark","Sjaelland",2014,7588,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Denmark","Syddanmark",2006,881,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Denmark","Syddanmark",2007,542,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Denmark","Syddanmark",2008,1510,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Denmark","Syddanmark",2009,1520,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Denmark","Syddanmark",2010,1335,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Denmark","Syddanmark",2011,1400,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Denmark","Syddanmark",2012,1435,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Denmark","Syddanmark",2013,1383,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Denmark","Syddanmark",2014,1477,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",216,0.53,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Finland","Aland",2005,5047.74,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"38","Finland","Aland",2006,4848.04,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"39","Finland","Aland",2007,5051.07,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"40","Finland","Aland",2008,5464.8,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"41","Finland","Aland",2009,5750.84,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"42","Finland","Aland",2010,5137.19,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"43","Finland","Aland",2011,4032.86,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"44","Finland","Aland",2012,5160.65,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"45","Finland","Aland",2013,5732.12,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"46","Finland","Aland",2014,6275.9,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"47","Finland","Kaakkois Suomi ",2005,767.8,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Finland","Kaakkois Suomi ",2006,465.69,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Finland","Kaakkois Suomi ",2007,436.18,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Finland","Kaakkois Suomi ",2008,416.88,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Finland","Kaakkois Suomi ",2009,395.38,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Finland","Kaakkois Suomi ",2010,215.42,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Finland","Kaakkois Suomi ",2011,404.02,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Finland","Kaakkois Suomi ",2012,419.9,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Finland","Kaakkois Suomi ",2013,183.85,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Finland","Kaakkois Suomi ",2014,397.7,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Finland","Kainnuu",2005,663.36,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"58","Finland","Kainnuu",2006,404.78,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"59","Finland","Kainnuu",2007,381.07,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"60","Finland","Kainnuu",2008,335.82,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"61","Finland","Kainnuu",2009,188.55,"ton","Oncorhynchus mykiss","Rainbow Trout",23,1230100909,"TRR",261,0.53,"Data for each Finnish region was given as total production across all species.Tthis was adjusted by the annual percentage of rainbow trout production out of total production at the country level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
