"rgn_id","species_name","IUCN","taxa"
36,"Melanitta fusca ","EN","birds"
37,"Melanitta fusca ","EN","birds"
38,"Melanitta fusca ","EN","birds"
39,"Melanitta fusca ","EN","birds"
40,"Melanitta fusca ","EN","birds"
41,"Melanitta fusca ","EN","birds"
42,"Melanitta fusca ","EN","birds"
1,"Oenanthe oenanthe ","NT","birds"
2,"Oenanthe oenanthe ","NT","birds"
3,"Oenanthe oenanthe ","NT","birds"
4,"Oenanthe oenanthe ","NT","birds"
5,"Oenanthe oenanthe ","NT","birds"
6,"Oenanthe oenanthe ","NT","birds"
7,"Oenanthe oenanthe ","NT","birds"
8,"Oenanthe oenanthe ","NT","birds"
9,"Oenanthe oenanthe ","NT","birds"
10,"Oenanthe oenanthe ","NT","birds"
11,"Oenanthe oenanthe ","NT","birds"
12,"Oenanthe oenanthe ","NT","birds"
13,"Oenanthe oenanthe ","NT","birds"
14,"Oenanthe oenanthe ","NT","birds"
15,"Oenanthe oenanthe ","NT","birds"
16,"Oenanthe oenanthe ","NT","birds"
17,"Oenanthe oenanthe ","NT","birds"
18,"Oenanthe oenanthe ","NT","birds"
19,"Oenanthe oenanthe ","NT","birds"
20,"Oenanthe oenanthe ","NT","birds"
21,"Oenanthe oenanthe ","NT","birds"
22,"Oenanthe oenanthe ","NT","birds"
23,"Oenanthe oenanthe ","NT","birds"
24,"Oenanthe oenanthe ","NT","birds"
25,"Oenanthe oenanthe ","NT","birds"
26,"Oenanthe oenanthe ","NT","birds"
27,"Oenanthe oenanthe ","NT","birds"
28,"Oenanthe oenanthe ","NT","birds"
29,"Oenanthe oenanthe ","NT","birds"
30,"Oenanthe oenanthe ","NT","birds"
31,"Oenanthe oenanthe ","NT","birds"
32,"Oenanthe oenanthe ","NT","birds"
33,"Oenanthe oenanthe ","NT","birds"
34,"Oenanthe oenanthe ","NT","birds"
35,"Oenanthe oenanthe ","NT","birds"
36,"Oenanthe oenanthe ","NT","birds"
37,"Oenanthe oenanthe ","NT","birds"
38,"Oenanthe oenanthe ","NT","birds"
39,"Oenanthe oenanthe ","NT","birds"
40,"Oenanthe oenanthe ","NT","birds"
41,"Oenanthe oenanthe ","NT","birds"
42,"Oenanthe oenanthe ","NT","birds"
5,"Philomachus pugnax ","VU","birds"
6,"Philomachus pugnax ","VU","birds"
11,"Philomachus pugnax ","VU","birds"
12,"Philomachus pugnax ","VU","birds"
13,"Philomachus pugnax ","VU","birds"
14,"Philomachus pugnax ","VU","birds"
20,"Philomachus pugnax ","VU","birds"
23,"Philomachus pugnax ","VU","birds"
24,"Philomachus pugnax ","VU","birds"
26,"Philomachus pugnax ","VU","birds"
27,"Philomachus pugnax ","VU","birds"
28,"Philomachus pugnax ","VU","birds"
33,"Philomachus pugnax ","VU","birds"
37,"Philomachus pugnax ","VU","birds"
38,"Philomachus pugnax ","VU","birds"
39,"Philomachus pugnax ","VU","birds"
40,"Philomachus pugnax ","VU","birds"
41,"Philomachus pugnax ","VU","birds"
42,"Philomachus pugnax ","VU","birds"
20,"Podiceps auritus ","VU","birds"
24,"Podiceps auritus ","VU","birds"
25,"Podiceps auritus ","VU","birds"
26,"Podiceps auritus ","VU","birds"
27,"Podiceps auritus ","VU","birds"
28,"Podiceps auritus ","VU","birds"
29,"Podiceps auritus ","VU","birds"
30,"Podiceps auritus ","VU","birds"
31,"Podiceps auritus ","VU","birds"
32,"Podiceps auritus ","VU","birds"
33,"Podiceps auritus ","VU","birds"
34,"Podiceps auritus ","VU","birds"
35,"Podiceps auritus ","VU","birds"
36,"Podiceps auritus ","VU","birds"
37,"Podiceps auritus ","VU","birds"
38,"Podiceps auritus ","VU","birds"
39,"Podiceps auritus ","VU","birds"
40,"Podiceps auritus ","VU","birds"
41,"Podiceps auritus ","VU","birds"
42,"Podiceps auritus ","VU","birds"
1,"Rissa tridactyla ","EN","birds"
1,"Somateria mollissima ","VU","birds"
2,"Somateria mollissima ","VU","birds"
3,"Somateria mollissima ","VU","birds"
4,"Somateria mollissima ","VU","birds"
5,"Somateria mollissima ","VU","birds"
6,"Somateria mollissima ","VU","birds"
7,"Somateria mollissima ","VU","birds"
8,"Somateria mollissima ","VU","birds"
9,"Somateria mollissima ","VU","birds"
10,"Somateria mollissima ","VU","birds"
11,"Somateria mollissima ","VU","birds"
12,"Somateria mollissima ","VU","birds"
13,"Somateria mollissima ","VU","birds"
14,"Somateria mollissima ","VU","birds"
15,"Somateria mollissima ","VU","birds"
16,"Somateria mollissima ","VU","birds"
20,"Somateria mollissima ","VU","birds"
25,"Somateria mollissima ","VU","birds"
26,"Somateria mollissima ","VU","birds"
28,"Somateria mollissima ","VU","birds"
29,"Somateria mollissima ","VU","birds"
30,"Somateria mollissima ","VU","birds"
31,"Somateria mollissima ","VU","birds"
32,"Somateria mollissima ","VU","birds"
33,"Somateria mollissima ","VU","birds"
34,"Somateria mollissima ","VU","birds"
35,"Somateria mollissima ","VU","birds"
36,"Somateria mollissima ","VU","birds"
37,"Somateria mollissima ","VU","birds"
38,"Somateria mollissima ","VU","birds"
39,"Somateria mollissima ","VU","birds"
40,"Somateria mollissima ","VU","birds"
41,"Somateria mollissima ","VU","birds"
42,"Somateria mollissima ","VU","birds"
1,"Tringa totanus ","NT","birds"
2,"Tringa totanus ","NT","birds"
3,"Tringa totanus ","NT","birds"
4,"Tringa totanus ","NT","birds"
5,"Tringa totanus ","NT","birds"
6,"Tringa totanus ","NT","birds"
7,"Tringa totanus ","NT","birds"
8,"Tringa totanus ","NT","birds"
9,"Tringa totanus ","NT","birds"
10,"Tringa totanus ","NT","birds"
11,"Tringa totanus ","NT","birds"
12,"Tringa totanus ","NT","birds"
13,"Tringa totanus ","NT","birds"
14,"Tringa totanus ","NT","birds"
16,"Tringa totanus ","NT","birds"
17,"Tringa totanus ","NT","birds"
18,"Tringa totanus ","NT","birds"
19,"Tringa totanus ","NT","birds"
20,"Tringa totanus ","NT","birds"
21,"Tringa totanus ","NT","birds"
22,"Tringa totanus ","NT","birds"
23,"Tringa totanus ","NT","birds"
24,"Tringa totanus ","NT","birds"
25,"Tringa totanus ","NT","birds"
26,"Tringa totanus ","NT","birds"
27,"Tringa totanus ","NT","birds"
28,"Tringa totanus ","NT","birds"
29,"Tringa totanus ","NT","birds"
30,"Tringa totanus ","NT","birds"
31,"Tringa totanus ","NT","birds"
32,"Tringa totanus ","NT","birds"
33,"Tringa totanus ","NT","birds"
34,"Tringa totanus ","NT","birds"
35,"Tringa totanus ","NT","birds"
36,"Tringa totanus ","NT","birds"
37,"Tringa totanus ","NT","birds"
38,"Tringa totanus ","NT","birds"
39,"Tringa totanus ","NT","birds"
40,"Tringa totanus ","NT","birds"
41,"Tringa totanus ","NT","birds"
42,"Tringa totanus ","NT","birds"
1,"Vanellus vanellus ","NT","birds"
2,"Vanellus vanellus ","NT","birds"
3,"Vanellus vanellus ","NT","birds"
4,"Vanellus vanellus ","NT","birds"
5,"Vanellus vanellus ","NT","birds"
6,"Vanellus vanellus ","NT","birds"
7,"Vanellus vanellus ","NT","birds"
8,"Vanellus vanellus ","NT","birds"
9,"Vanellus vanellus ","NT","birds"
10,"Vanellus vanellus ","NT","birds"
11,"Vanellus vanellus ","NT","birds"
12,"Vanellus vanellus ","NT","birds"
13,"Vanellus vanellus ","NT","birds"
14,"Vanellus vanellus ","NT","birds"
15,"Vanellus vanellus ","NT","birds"
16,"Vanellus vanellus ","NT","birds"
17,"Vanellus vanellus ","NT","birds"
18,"Vanellus vanellus ","NT","birds"
19,"Vanellus vanellus ","NT","birds"
20,"Vanellus vanellus ","NT","birds"
21,"Vanellus vanellus ","NT","birds"
22,"Vanellus vanellus ","NT","birds"
23,"Vanellus vanellus ","NT","birds"
24,"Vanellus vanellus ","NT","birds"
25,"Vanellus vanellus ","NT","birds"
26,"Vanellus vanellus ","NT","birds"
27,"Vanellus vanellus ","NT","birds"
28,"Vanellus vanellus ","NT","birds"
29,"Vanellus vanellus ","NT","birds"
30,"Vanellus vanellus ","NT","birds"
31,"Vanellus vanellus ","NT","birds"
32,"Vanellus vanellus ","NT","birds"
33,"Vanellus vanellus ","NT","birds"
34,"Vanellus vanellus ","NT","birds"
35,"Vanellus vanellus ","NT","birds"
36,"Vanellus vanellus ","NT","birds"
37,"Vanellus vanellus ","NT","birds"
38,"Vanellus vanellus ","NT","birds"
39,"Vanellus vanellus ","NT","birds"
40,"Vanellus vanellus ","NT","birds"
41,"Vanellus vanellus ","NT","birds"
42,"Vanellus vanellus ","NT","birds"
33,"Xenus cinereus ","EN","birds"
42,"Xenus cinereus ","EN","birds"
18,"Alburnus alburnus","LC","fish"
19,"Alburnus alburnus","LC","fish"
20,"Alburnus alburnus","LC","fish"
21,"Alburnus alburnus","LC","fish"
22,"Alburnus alburnus","LC","fish"
23,"Alburnus alburnus","LC","fish"
24,"Alburnus alburnus","LC","fish"
25,"Alburnus alburnus","LC","fish"
5,"Alburnus alburnus","LC","fish"
6,"Alburnus alburnus","LC","fish"
32,"Alburnus alburnus","LC","fish"
33,"Alburnus alburnus","LC","fish"
34,"Alburnus alburnus","LC","fish"
27,"Alburnus alburnus","LC","fish"
28,"Alburnus alburnus","LC","fish"
9,"Alburnus alburnus","LC","fish"
10,"Alburnus alburnus","LC","fish"
7,"Alburnus alburnus","LC","fish"
8,"Alburnus alburnus","LC","fish"
41,"Alburnus alburnus","LC","fish"
42,"Alburnus alburnus","LC","fish"
39,"Alburnus alburnus","LC","fish"
40,"Alburnus alburnus","LC","fish"
37,"Alburnus alburnus","LC","fish"
38,"Alburnus alburnus","LC","fish"
35,"Alburnus alburnus","LC","fish"
36,"Alburnus alburnus","LC","fish"
29,"Alburnus alburnus","LC","fish"
30,"Alburnus alburnus","LC","fish"
31,"Alburnus alburnus","LC","fish"
14,"Alburnus alburnus","LC","fish"
15,"Alburnus alburnus","LC","fish"
16,"Alburnus alburnus","LC","fish"
17,"Alburnus alburnus","LC","fish"
11,"Alburnus alburnus","LC","fish"
12,"Alburnus alburnus","LC","fish"
13,"Alburnus alburnus","LC","fish"
36,"Alburnus alburnus","LC","fish"
26,"Alburnus alburnus","LC","fish"
20,"Alburnus alburnus","LC","fish"
21,"Alburnus alburnus","LC","fish"
22,"Alburnus alburnus","LC","fish"
23,"Alburnus alburnus","LC","fish"
24,"Alburnus alburnus","LC","fish"
25,"Alburnus alburnus","LC","fish"
27,"Alosa fallax","LC","fish"
28,"Alosa fallax","LC","fish"
14,"Alosa fallax","LC","fish"
15,"Alosa fallax","LC","fish"
16,"Alosa fallax","LC","fish"
17,"Alosa fallax","LC","fish"
11,"Alosa fallax","LC","fish"
12,"Alosa fallax","LC","fish"
13,"Alosa fallax","LC","fish"
18,"Alosa fallax","LC","fish"
19,"Alosa fallax","LC","fish"
18,"Alosa fallax","LC","fish"
19,"Alosa fallax","LC","fish"
22,"Alosa fallax","LC","fish"
23,"Alosa fallax","LC","fish"
20,"Alosa fallax","LC","fish"
21,"Alosa fallax","LC","fish"
22,"Alosa fallax","LC","fish"
23,"Alosa fallax","LC","fish"
24,"Alosa fallax","LC","fish"
25,"Alosa fallax","LC","fish"
1,"Amblyraja radiata","LC","fish"
2,"Amblyraja radiata","LC","fish"
5,"Amblyraja radiata","LC","fish"
6,"Amblyraja radiata","LC","fish"
1,"Ammodytes marinus","LC","fish"
2,"Ammodytes marinus","LC","fish"
5,"Ammodytes marinus","LC","fish"
6,"Ammodytes marinus","LC","fish"
18,"Ammodytes tobianus","LC","fish"
19,"Ammodytes tobianus","LC","fish"
1,"Ammodytes tobianus","LC","fish"
2,"Ammodytes tobianus","LC","fish"
5,"Ammodytes tobianus","LC","fish"
6,"Ammodytes tobianus","LC","fish"
32,"Ammodytes tobianus","LC","fish"
33,"Ammodytes tobianus","LC","fish"
34,"Ammodytes tobianus","LC","fish"
27,"Ammodytes tobianus","LC","fish"
28,"Ammodytes tobianus","LC","fish"
9,"Ammodytes tobianus","LC","fish"
10,"Ammodytes tobianus","LC","fish"
7,"Ammodytes tobianus","LC","fish"
8,"Ammodytes tobianus","LC","fish"
3,"Ammodytes tobianus","LC","fish"
3,"Ammodytes tobianus","LC","fish"
4,"Ammodytes tobianus","LC","fish"
41,"Ammodytes tobianus","LC","fish"
42,"Ammodytes tobianus","LC","fish"
39,"Ammodytes tobianus","LC","fish"
40,"Ammodytes tobianus","LC","fish"
37,"Ammodytes tobianus","LC","fish"
38,"Ammodytes tobianus","LC","fish"
35,"Ammodytes tobianus","LC","fish"
36,"Ammodytes tobianus","LC","fish"
29,"Ammodytes tobianus","LC","fish"
30,"Ammodytes tobianus","LC","fish"
31,"Ammodytes tobianus","LC","fish"
14,"Ammodytes tobianus","LC","fish"
15,"Ammodytes tobianus","LC","fish"
16,"Ammodytes tobianus","LC","fish"
17,"Ammodytes tobianus","LC","fish"
11,"Ammodytes tobianus","LC","fish"
12,"Ammodytes tobianus","LC","fish"
13,"Ammodytes tobianus","LC","fish"
36,"Ammodytes tobianus","LC","fish"
26,"Ammodytes tobianus","LC","fish"
20,"Ammodytes tobianus","LC","fish"
21,"Ammodytes tobianus","LC","fish"
22,"Ammodytes tobianus","LC","fish"
23,"Ammodytes tobianus","LC","fish"
24,"Ammodytes tobianus","LC","fish"
25,"Ammodytes tobianus","LC","fish"
1,"Anarhichas lupus","EN","fish"
2,"Anarhichas lupus","EN","fish"
5,"Anarhichas lupus","EN","fish"
6,"Anarhichas lupus","EN","fish"
3,"Anarhichas lupus","EN","fish"
3,"Anarhichas lupus","EN","fish"
4,"Anarhichas lupus","EN","fish"
18,"Anguilla anguilla","CR","fish"
19,"Anguilla anguilla","CR","fish"
20,"Anguilla anguilla","CR","fish"
21,"Anguilla anguilla","CR","fish"
22,"Anguilla anguilla","CR","fish"
23,"Anguilla anguilla","CR","fish"
24,"Anguilla anguilla","CR","fish"
25,"Anguilla anguilla","CR","fish"
1,"Anguilla anguilla","CR","fish"
2,"Anguilla anguilla","CR","fish"
5,"Anguilla anguilla","CR","fish"
6,"Anguilla anguilla","CR","fish"
32,"Anguilla anguilla","CR","fish"
33,"Anguilla anguilla","CR","fish"
34,"Anguilla anguilla","CR","fish"
27,"Anguilla anguilla","CR","fish"
28,"Anguilla anguilla","CR","fish"
9,"Anguilla anguilla","CR","fish"
10,"Anguilla anguilla","CR","fish"
7,"Anguilla anguilla","CR","fish"
8,"Anguilla anguilla","CR","fish"
3,"Anguilla anguilla","CR","fish"
3,"Anguilla anguilla","CR","fish"
4,"Anguilla anguilla","CR","fish"
37,"Anguilla anguilla","CR","fish"
38,"Anguilla anguilla","CR","fish"
35,"Anguilla anguilla","CR","fish"
36,"Anguilla anguilla","CR","fish"
29,"Anguilla anguilla","CR","fish"
30,"Anguilla anguilla","CR","fish"
31,"Anguilla anguilla","CR","fish"
14,"Anguilla anguilla","CR","fish"
15,"Anguilla anguilla","CR","fish"
16,"Anguilla anguilla","CR","fish"
17,"Anguilla anguilla","CR","fish"
11,"Anguilla anguilla","CR","fish"
12,"Anguilla anguilla","CR","fish"
13,"Anguilla anguilla","CR","fish"
36,"Anguilla anguilla","CR","fish"
26,"Anguilla anguilla","CR","fish"
20,"Anguilla anguilla","CR","fish"
21,"Anguilla anguilla","CR","fish"
22,"Anguilla anguilla","CR","fish"
23,"Anguilla anguilla","CR","fish"
24,"Anguilla anguilla","CR","fish"
25,"Anguilla anguilla","CR","fish"
32,"Aspius aspius","NT","fish"
33,"Aspius aspius","NT","fish"
34,"Aspius aspius","NT","fish"
37,"Aspius aspius","NT","fish"
38,"Aspius aspius","NT","fish"
18,"Clupea harengus","LC","fish"
19,"Clupea harengus","LC","fish"
20,"Clupea harengus","LC","fish"
21,"Clupea harengus","LC","fish"
22,"Clupea harengus","LC","fish"
23,"Clupea harengus","LC","fish"
24,"Clupea harengus","LC","fish"
25,"Clupea harengus","LC","fish"
1,"Clupea harengus","LC","fish"
2,"Clupea harengus","LC","fish"
5,"Clupea harengus","LC","fish"
6,"Clupea harengus","LC","fish"
32,"Clupea harengus","LC","fish"
33,"Clupea harengus","LC","fish"
34,"Clupea harengus","LC","fish"
27,"Clupea harengus","LC","fish"
28,"Clupea harengus","LC","fish"
9,"Clupea harengus","LC","fish"
10,"Clupea harengus","LC","fish"
7,"Clupea harengus","LC","fish"
8,"Clupea harengus","LC","fish"
3,"Clupea harengus","LC","fish"
3,"Clupea harengus","LC","fish"
4,"Clupea harengus","LC","fish"
41,"Clupea harengus","LC","fish"
42,"Clupea harengus","LC","fish"
39,"Clupea harengus","LC","fish"
40,"Clupea harengus","LC","fish"
37,"Clupea harengus","LC","fish"
38,"Clupea harengus","LC","fish"
35,"Clupea harengus","LC","fish"
36,"Clupea harengus","LC","fish"
29,"Clupea harengus","LC","fish"
30,"Clupea harengus","LC","fish"
31,"Clupea harengus","LC","fish"
14,"Clupea harengus","LC","fish"
15,"Clupea harengus","LC","fish"
16,"Clupea harengus","LC","fish"
17,"Clupea harengus","LC","fish"
11,"Clupea harengus","LC","fish"
12,"Clupea harengus","LC","fish"
13,"Clupea harengus","LC","fish"
36,"Clupea harengus","LC","fish"
26,"Clupea harengus","LC","fish"
20,"Clupea harengus","LC","fish"
21,"Clupea harengus","LC","fish"
22,"Clupea harengus","LC","fish"
23,"Clupea harengus","LC","fish"
24,"Clupea harengus","LC","fish"
25,"Clupea harengus","LC","fish"
18,"Cobitis taenia","LC","fish"
19,"Cobitis taenia","LC","fish"
20,"Cobitis taenia","LC","fish"
21,"Cobitis taenia","LC","fish"
22,"Cobitis taenia","LC","fish"
23,"Cobitis taenia","LC","fish"
24,"Cobitis taenia","LC","fish"
25,"Cobitis taenia","LC","fish"
32,"Cobitis taenia","LC","fish"
33,"Cobitis taenia","LC","fish"
34,"Cobitis taenia","LC","fish"
27,"Cobitis taenia","LC","fish"
28,"Cobitis taenia","LC","fish"
32,"Coregonus albula","LC","fish"
33,"Coregonus albula","LC","fish"
34,"Coregonus albula","LC","fish"
41,"Coregonus albula","LC","fish"
42,"Coregonus albula","LC","fish"
39,"Coregonus albula","LC","fish"
40,"Coregonus albula","LC","fish"
37,"Coregonus albula","LC","fish"
38,"Coregonus albula","LC","fish"
18,"Coregonus maraena","EN","fish"
19,"Coregonus maraena","EN","fish"
20,"Coregonus maraena","EN","fish"
21,"Coregonus maraena","EN","fish"
22,"Coregonus maraena","EN","fish"
23,"Coregonus maraena","EN","fish"
24,"Coregonus maraena","EN","fish"
25,"Coregonus maraena","EN","fish"
1,"Coregonus maraena","EN","fish"
2,"Coregonus maraena","EN","fish"
32,"Coregonus maraena","EN","fish"
33,"Coregonus maraena","EN","fish"
34,"Coregonus maraena","EN","fish"
27,"Coregonus maraena","EN","fish"
28,"Coregonus maraena","EN","fish"
9,"Coregonus maraena","EN","fish"
10,"Coregonus maraena","EN","fish"
7,"Coregonus maraena","EN","fish"
8,"Coregonus maraena","EN","fish"
41,"Coregonus maraena","EN","fish"
42,"Coregonus maraena","EN","fish"
39,"Coregonus maraena","EN","fish"
40,"Coregonus maraena","EN","fish"
37,"Coregonus maraena","EN","fish"
38,"Coregonus maraena","EN","fish"
35,"Coregonus maraena","EN","fish"
36,"Coregonus maraena","EN","fish"
29,"Coregonus maraena","EN","fish"
30,"Coregonus maraena","EN","fish"
31,"Coregonus maraena","EN","fish"
14,"Coregonus maraena","EN","fish"
15,"Coregonus maraena","EN","fish"
16,"Coregonus maraena","EN","fish"
17,"Coregonus maraena","EN","fish"
11,"Coregonus maraena","EN","fish"
12,"Coregonus maraena","EN","fish"
13,"Coregonus maraena","EN","fish"
36,"Coregonus maraena","EN","fish"
26,"Coregonus maraena","EN","fish"
20,"Coregonus maraena","EN","fish"
21,"Coregonus maraena","EN","fish"
22,"Coregonus maraena","EN","fish"
23,"Coregonus maraena","EN","fish"
24,"Coregonus maraena","EN","fish"
25,"Coregonus maraena","EN","fish"
32,"Cottus gobio","LC","fish"
33,"Cottus gobio","LC","fish"
34,"Cottus gobio","LC","fish"
27,"Cottus gobio","LC","fish"
28,"Cottus gobio","LC","fish"
41,"Cottus gobio","LC","fish"
42,"Cottus gobio","LC","fish"
39,"Cottus gobio","LC","fish"
40,"Cottus gobio","LC","fish"
37,"Cottus gobio","LC","fish"
38,"Cottus gobio","LC","fish"
35,"Cottus gobio","LC","fish"
36,"Cottus gobio","LC","fish"
29,"Cottus gobio","LC","fish"
30,"Cottus gobio","LC","fish"
31,"Cottus gobio","LC","fish"
36,"Cottus gobio","LC","fish"
18,"Cyclopterus lumpus","NT","fish"
19,"Cyclopterus lumpus","NT","fish"
18,"Cyclopterus lumpus","NT","fish"
19,"Cyclopterus lumpus","NT","fish"
1,"Cyclopterus lumpus","NT","fish"
2,"Cyclopterus lumpus","NT","fish"
5,"Cyclopterus lumpus","NT","fish"
6,"Cyclopterus lumpus","NT","fish"
32,"Cyclopterus lumpus","NT","fish"
33,"Cyclopterus lumpus","NT","fish"
34,"Cyclopterus lumpus","NT","fish"
27,"Cyclopterus lumpus","NT","fish"
28,"Cyclopterus lumpus","NT","fish"
9,"Cyclopterus lumpus","NT","fish"
10,"Cyclopterus lumpus","NT","fish"
7,"Cyclopterus lumpus","NT","fish"
8,"Cyclopterus lumpus","NT","fish"
3,"Cyclopterus lumpus","NT","fish"
3,"Cyclopterus lumpus","NT","fish"
4,"Cyclopterus lumpus","NT","fish"
41,"Cyclopterus lumpus","NT","fish"
42,"Cyclopterus lumpus","NT","fish"
39,"Cyclopterus lumpus","NT","fish"
40,"Cyclopterus lumpus","NT","fish"
37,"Cyclopterus lumpus","NT","fish"
38,"Cyclopterus lumpus","NT","fish"
35,"Cyclopterus lumpus","NT","fish"
36,"Cyclopterus lumpus","NT","fish"
29,"Cyclopterus lumpus","NT","fish"
30,"Cyclopterus lumpus","NT","fish"
31,"Cyclopterus lumpus","NT","fish"
14,"Cyclopterus lumpus","NT","fish"
15,"Cyclopterus lumpus","NT","fish"
16,"Cyclopterus lumpus","NT","fish"
17,"Cyclopterus lumpus","NT","fish"
11,"Cyclopterus lumpus","NT","fish"
12,"Cyclopterus lumpus","NT","fish"
13,"Cyclopterus lumpus","NT","fish"
36,"Cyclopterus lumpus","NT","fish"
26,"Cyclopterus lumpus","NT","fish"
20,"Cyclopterus lumpus","NT","fish"
21,"Cyclopterus lumpus","NT","fish"
22,"Cyclopterus lumpus","NT","fish"
23,"Cyclopterus lumpus","NT","fish"
24,"Cyclopterus lumpus","NT","fish"
25,"Cyclopterus lumpus","NT","fish"
18,"Enchelyopus cimbrius","NT","fish"
19,"Enchelyopus cimbrius","NT","fish"
18,"Enchelyopus cimbrius","NT","fish"
19,"Enchelyopus cimbrius","NT","fish"
1,"Enchelyopus cimbrius","NT","fish"
2,"Enchelyopus cimbrius","NT","fish"
5,"Enchelyopus cimbrius","NT","fish"
6,"Enchelyopus cimbrius","NT","fish"
9,"Enchelyopus cimbrius","NT","fish"
10,"Enchelyopus cimbrius","NT","fish"
7,"Enchelyopus cimbrius","NT","fish"
8,"Enchelyopus cimbrius","NT","fish"
3,"Enchelyopus cimbrius","NT","fish"
3,"Enchelyopus cimbrius","NT","fish"
4,"Enchelyopus cimbrius","NT","fish"
29,"Enchelyopus cimbrius","NT","fish"
30,"Enchelyopus cimbrius","NT","fish"
31,"Enchelyopus cimbrius","NT","fish"
14,"Enchelyopus cimbrius","NT","fish"
15,"Enchelyopus cimbrius","NT","fish"
16,"Enchelyopus cimbrius","NT","fish"
17,"Enchelyopus cimbrius","NT","fish"
11,"Enchelyopus cimbrius","NT","fish"
12,"Enchelyopus cimbrius","NT","fish"
13,"Enchelyopus cimbrius","NT","fish"
26,"Enchelyopus cimbrius","NT","fish"
20,"Enchelyopus cimbrius","NT","fish"
21,"Enchelyopus cimbrius","NT","fish"
22,"Enchelyopus cimbrius","NT","fish"
23,"Enchelyopus cimbrius","NT","fish"
24,"Enchelyopus cimbrius","NT","fish"
25,"Enchelyopus cimbrius","NT","fish"
18,"Entelurus aequoreus","LC","fish"
19,"Entelurus aequoreus","LC","fish"
1,"Entelurus aequoreus","LC","fish"
2,"Entelurus aequoreus","LC","fish"
5,"Entelurus aequoreus","LC","fish"
6,"Entelurus aequoreus","LC","fish"
3,"Entelurus aequoreus","LC","fish"
4,"Entelurus aequoreus","LC","fish"
18,"Gadus morhua","VU","fish"
19,"Gadus morhua","VU","fish"
1,"Gadus morhua","VU","fish"
2,"Gadus morhua","VU","fish"
5,"Gadus morhua","VU","fish"
6,"Gadus morhua","VU","fish"
32,"Gadus morhua","VU","fish"
33,"Gadus morhua","VU","fish"
34,"Gadus morhua","VU","fish"
27,"Gadus morhua","VU","fish"
28,"Gadus morhua","VU","fish"
9,"Gadus morhua","VU","fish"
10,"Gadus morhua","VU","fish"
7,"Gadus morhua","VU","fish"
8,"Gadus morhua","VU","fish"
3,"Gadus morhua","VU","fish"
3,"Gadus morhua","VU","fish"
4,"Gadus morhua","VU","fish"
41,"Gadus morhua","VU","fish"
42,"Gadus morhua","VU","fish"
39,"Gadus morhua","VU","fish"
40,"Gadus morhua","VU","fish"
37,"Gadus morhua","VU","fish"
38,"Gadus morhua","VU","fish"
35,"Gadus morhua","VU","fish"
36,"Gadus morhua","VU","fish"
29,"Gadus morhua","VU","fish"
30,"Gadus morhua","VU","fish"
31,"Gadus morhua","VU","fish"
14,"Gadus morhua","VU","fish"
15,"Gadus morhua","VU","fish"
16,"Gadus morhua","VU","fish"
17,"Gadus morhua","VU","fish"
11,"Gadus morhua","VU","fish"
12,"Gadus morhua","VU","fish"
13,"Gadus morhua","VU","fish"
36,"Gadus morhua","VU","fish"
26,"Gadus morhua","VU","fish"
20,"Gadus morhua","VU","fish"
21,"Gadus morhua","VU","fish"
22,"Gadus morhua","VU","fish"
23,"Gadus morhua","VU","fish"
24,"Gadus morhua","VU","fish"
25,"Gadus morhua","VU","fish"
1,"Galeorhinus galeus","VU","fish"
2,"Galeorhinus galeus","VU","fish"
1,"Labrus bergylta","LC","fish"
2,"Labrus bergylta","LC","fish"
5,"Labrus bergylta","LC","fish"
6,"Labrus bergylta","LC","fish"
1,"Labrus mixtus","LC","fish"
2,"Labrus mixtus","LC","fish"
5,"Labrus mixtus","LC","fish"
6,"Labrus mixtus","LC","fish"
1,"Lamna nasus","CR","fish"
2,"Lamna nasus","CR","fish"
18,"Lampetra fluviatilis","NT","fish"
19,"Lampetra fluviatilis","NT","fish"
20,"Lampetra fluviatilis","NT","fish"
21,"Lampetra fluviatilis","NT","fish"
22,"Lampetra fluviatilis","NT","fish"
23,"Lampetra fluviatilis","NT","fish"
24,"Lampetra fluviatilis","NT","fish"
25,"Lampetra fluviatilis","NT","fish"
1,"Lampetra fluviatilis","NT","fish"
2,"Lampetra fluviatilis","NT","fish"
5,"Lampetra fluviatilis","NT","fish"
6,"Lampetra fluviatilis","NT","fish"
32,"Lampetra fluviatilis","NT","fish"
33,"Lampetra fluviatilis","NT","fish"
34,"Lampetra fluviatilis","NT","fish"
27,"Lampetra fluviatilis","NT","fish"
28,"Lampetra fluviatilis","NT","fish"
9,"Lampetra fluviatilis","NT","fish"
10,"Lampetra fluviatilis","NT","fish"
7,"Lampetra fluviatilis","NT","fish"
8,"Lampetra fluviatilis","NT","fish"
41,"Lampetra fluviatilis","NT","fish"
42,"Lampetra fluviatilis","NT","fish"
39,"Lampetra fluviatilis","NT","fish"
40,"Lampetra fluviatilis","NT","fish"
37,"Lampetra fluviatilis","NT","fish"
38,"Lampetra fluviatilis","NT","fish"
35,"Lampetra fluviatilis","NT","fish"
36,"Lampetra fluviatilis","NT","fish"
29,"Lampetra fluviatilis","NT","fish"
30,"Lampetra fluviatilis","NT","fish"
31,"Lampetra fluviatilis","NT","fish"
14,"Lampetra fluviatilis","NT","fish"
15,"Lampetra fluviatilis","NT","fish"
