rgn_id,year,max_area,min_area,current_area,pressure_score
1,2010,0,0,0,0
1,2011,0,0,0,0
1,2012,0,0,0,0
1,2013,0,0,0,0
1,2014,0,0,0,0
2,2010,0,0,0,0
2,2011,0,0,0,0
2,2012,0,0,0,0
2,2013,0,0,0,0
2,2014,0,0,0,0
3,2010,NA,NA,NA,NA
3,2011,NA,NA,NA,NA
3,2012,NA,NA,NA,NA
3,2013,NA,NA,NA,NA
3,2014,NA,NA,NA,NA
4,2010,NA,NA,NA,NA
4,2011,NA,NA,NA,NA
4,2012,NA,NA,NA,NA
4,2013,NA,NA,NA,NA
4,2014,NA,NA,NA,NA
5,2010,0,0,0,0
5,2011,0,0,0,0
5,2012,0,0,0,0
5,2013,0,0,0,0
5,2014,0,0,0,0
6,2010,0,0,0,0
6,2011,0,0,0,0
6,2012,0,0,0,0
6,2013,0,0,0,0
6,2014,0,0,0,0
7,2010,NA,NA,NA,NA
7,2011,NA,NA,NA,NA
7,2012,NA,NA,NA,NA
7,2013,NA,NA,NA,NA
7,2014,NA,NA,NA,NA
8,2010,NA,NA,NA,NA
8,2011,NA,NA,NA,NA
8,2012,NA,NA,NA,NA
8,2013,NA,NA,NA,NA
8,2014,NA,NA,NA,NA
9,2010,0,0,0,0
9,2011,0,0,0,0
9,2012,0,0,0,0
9,2013,0,0,0,0
9,2014,0,0,0,0
10,2010,0,0,0,0
10,2011,0,0,0,0
10,2012,0,0,0,0
10,2013,0,0,0,0
10,2014,0,0,0,0
11,2010,0,0,0,0
11,2011,0,0,0,0
11,2012,0,0,0,0
11,2013,0,0,0,0
11,2014,0,0,0,0
12,2010,0,0,0,0
12,2011,0,0,0,0
12,2012,0,0,0,0
12,2013,0,0,0,0
12,2014,0,0,0,0
13,2010,0,0,0,0
13,2011,0,0,0,0
13,2012,0,0,0,0
13,2013,0,0,0,0
13,2014,0,0,0,0
14,2010,928,1,236,0.25
14,2011,928,1,474,0.51
14,2012,928,1,183,0.2
14,2013,928,1,160,0.17
14,2014,928,1,187,0.2
15,2010,3833,1377,2398,0.42
15,2011,3833,1377,2919,0.63
15,2012,3833,1377,2090,0.29
15,2013,3833,1377,2038,0.27
15,2014,3833,1377,2153,0.32
16,2010,0,0,0,0
16,2011,0,0,0,0
16,2012,0,0,0,0
16,2013,0,0,0,0
16,2014,0,0,0,0
17,2010,1670,1,575,0.34
17,2011,1670,1,1214,0.73
17,2012,1670,1,383,0.23
17,2013,1670,1,352,0.21
17,2014,1670,1,357,0.21
18,2010,564,0,560,0.99
18,2011,564,0,564,1
18,2012,564,0,560,0.99
18,2013,564,0,533,0.95
18,2014,564,0,31,0.05
19,2010,381,0,348,0.91
19,2011,381,0,381,1
19,2012,381,0,365,0.96
19,2013,381,0,285,0.75
19,2014,381,0,67,0.18
20,2010,12678,658,12678,1
20,2011,12678,658,12675,1
20,2012,12678,658,12355,0.97
20,2013,12678,658,12447,0.98
20,2014,12678,658,12440,0.98
21,2010,4931,0,4557,0.92
21,2011,4931,0,4931,1
21,2012,4931,0,4583,0.93
21,2013,4931,0,3868,0.78
21,2014,4931,0,2218,0.45
22,2010,4000,0,3871,0.97
22,2011,4000,0,4000,1
22,2012,4000,0,3573,0.89
22,2013,4000,0,3582,0.9
22,2014,4000,0,3107,0.78
23,2010,196,0,189,0.96
23,2011,196,0,196,1
23,2012,196,0,99,0.51
23,2013,196,0,100,0.51
23,2014,196,0,102,0.52
24,2010,8596,1379,8575,1
24,2011,8596,1379,8596,1
24,2012,8596,1379,8275,0.96
24,2013,8596,1379,8354,0.97
24,2014,8596,1379,8347,0.97
25,2010,1324,0,1324,1
25,2011,1324,0,1323,1
25,2012,1324,0,1153,0.87
25,2013,1324,0,1209,0.91
25,2014,1324,0,1200,0.91
26,2010,12314,1117,12282,1
26,2011,12314,1117,12314,1
26,2012,12314,1117,11680,0.94
26,2013,12314,1117,11878,0.96
26,2014,12314,1117,11878,0.96
27,2010,0,0,0,0
27,2011,0,0,0,0
27,2012,0,0,0,0
27,2013,0,0,0,0
27,2014,0,0,0,0
28,2010,0,0,0,0
28,2011,0,0,0,0
28,2012,0,0,0,0
28,2013,0,0,0,0
28,2014,0,0,0,0
29,2010,9114,900,9008,0.99
29,2011,9114,900,9114,1
29,2012,9114,900,8858,0.97
29,2013,9114,900,8739,0.95
29,2014,9114,900,8316,0.9
30,2010,2180,0,2126,0.98
30,2011,2180,0,2180,1
30,2012,2180,0,1924,0.88
30,2013,2180,0,1946,0.89
30,2014,2180,0,1905,0.87
31,2010,5552,24,5530,1
31,2011,5552,24,5552,1
31,2012,5552,24,5028,0.91
31,2013,5552,24,5144,0.93
31,2014,5552,24,5131,0.92
32,2010,332,0,282,0.85
32,2011,332,0,332,1
32,2012,332,0,142,0.43
32,2013,332,0,168,0.51
32,2014,332,0,163,0.49
33,2010,39,0,29,0.74
33,2011,39,0,39,1
33,2012,39,0,13,0.33
33,2013,39,0,5,0.13
33,2014,39,0,0,0
34,2010,2294,0,2144,0.93
34,2011,2294,0,2294,1
34,2012,2294,0,1813,0.79
34,2013,2294,0,1707,0.74
34,2014,2294,0,1389,0.61
35,2010,0,0,0,0
35,2011,0,0,0,0
35,2012,0,0,0,0
35,2013,0,0,0,0
35,2014,0,0,0,0
36,2010,39,0,39,1
36,2011,39,0,24,0.62
36,2012,39,0,1,0.03
36,2013,39,0,34,0.87
36,2014,39,0,0,0
37,2010,0,0,0,0
37,2011,0,0,0,0
37,2012,0,0,0,0
37,2013,0,0,0,0
37,2014,0,0,0,0
38,2010,0,0,0,0
38,2011,0,0,0,0
38,2012,0,0,0,0
38,2013,0,0,0,0
38,2014,0,0,0,0
39,2010,0,0,0,0
39,2011,0,0,0,0
39,2012,0,0,0,0
39,2013,0,0,0,0
39,2014,0,0,0,0
40,2010,0,0,0,0
40,2011,0,0,0,0
40,2012,0,0,0,0
40,2013,0,0,0,0
40,2014,0,0,0,0
41,2010,0,0,0,0
41,2011,0,0,0,0
41,2012,0,0,0,0
41,2013,0,0,0,0
41,2014,0,0,0,0
42,2010,0,0,0,0
42,2011,0,0,0,0
42,2012,0,0,0,0
42,2013,0,0,0,0
42,2014,0,0,0,0
