"rgn_id","habitat","km2"
1,"saltmarsh",29.3
1,"seagrass",8.73251
2,"seagrass",747.503
3,"seagrass",747.503
4,"saltmarsh",283.45
5,"saltmarsh",29.3
5,"seagrass",8.73251
6,"seagrass",747.503
7,"seagrass",747.503
8,"saltmarsh",283.45
9,"seagrass",747.503
10,"saltmarsh",283.45
11,"saltmarsh",29.3
11,"seagrass",8.73251
12,"seagrass",747.503
13,"saltmarsh",283.45
14,"saltmarsh",29.3
14,"seagrass",8.73251
15,"seagrass",747.503
17,"saltmarsh",7.05
17,"seagrass",2.61975
18,"saltmarsh",7.05
18,"seagrass",2.61975
19,"seagrass",15.442
20,"saltmarsh",29.3
20,"seagrass",8.73251
21,"saltmarsh",7.05
21,"seagrass",2.61975
22,"seagrass",9.34945
23,"mangrove",1437.83
23,"saltmarsh",1783.57
23,"seagrass",2729.73
24,"saltmarsh",0.82
25,"saltmarsh",5
26,"saltmarsh",29.3
26,"seagrass",8.73251
27,"saltmarsh",0.82
28,"saltmarsh",5
29,"saltmarsh",29.3
29,"seagrass",8.73251
30,"mangrove",1437.83
30,"saltmarsh",1783.57
30,"seagrass",2729.73
31,"saltmarsh",5
32,"mangrove",1437.83
32,"saltmarsh",1783.57
32,"seagrass",2729.73
33,"seagrass",1.64208
34,"saltmarsh",5
35,"saltmarsh",29.3
35,"seagrass",8.73251
36,"mangrove",1437.83
36,"saltmarsh",1783.57
36,"seagrass",2729.73
37,"saltmarsh",29.3
37,"seagrass",8.73251
38,"mangrove",1437.83
38,"saltmarsh",1783.57
38,"seagrass",2729.73
39,"saltmarsh",29.3
39,"seagrass",8.73251
41,"saltmarsh",29.3
41,"seagrass",8.73251
