"rgn_id","resilience.score"
1,0.797697
2,0.810622
3,0.810622
4,0.837515
5,0.797697
6,0.810622
7,0.810622
8,0.837515
9,0.810622
10,0.837515
11,0.797697
12,0.810622
13,0.837515
14,0.797697
15,0.810622
16,NA
17,0.816727
18,0.816727
19,0.723794
20,0.797697
21,0.816727
22,0.723794
23,0.84703
24,0.807212
25,0.801576
26,0.797697
27,0.807212
28,0.801576
29,0.797697
30,0.822364
31,0.801576
32,0.822364
33,0.723794
34,0.801576
35,0.797697
36,0.822364
37,0.797697
38,0.822364
39,0.797697
40,NA
41,0.797697
42,NA
