"basin_name_holas","basin_name_baltsem","basin_abb_baltsem","year","sal_surface"
"Gdansk Basin","Bornholm Basin","BN",1989,14.8471337835616
"Bornholm Basin","Bornholm Basin","BN",1990,14.0167986027397
"Gdansk Basin","Bornholm Basin","BN",1990,14.0167986027397
"Bornholm Basin","Bornholm Basin","BN",1991,15.2577047616438
"Gdansk Basin","Bornholm Basin","BN",1991,15.2577047616438
"Bornholm Basin","Bornholm Basin","BN",1992,15.0568060273224
"Gdansk Basin","Bornholm Basin","BN",1992,15.0568060273224
"Bornholm Basin","Bornholm Basin","BN",1993,17.0590213589041
"Gdansk Basin","Bornholm Basin","BN",1993,17.0590213589041
"Bornholm Basin","Bornholm Basin","BN",1994,16.2897185726027
"Gdansk Basin","Bornholm Basin","BN",1994,16.2897185726027
"Bornholm Basin","Bornholm Basin","BN",1995,15.074213569863
"Gdansk Basin","Bornholm Basin","BN",1995,15.074213569863
"Bornholm Basin","Bornholm Basin","BN",1996,14.7620374945355
"Gdansk Basin","Bornholm Basin","BN",1996,14.7620374945355
"Bornholm Basin","Bornholm Basin","BN",1997,16.2537262575342
"Gdansk Basin","Bornholm Basin","BN",1997,16.2537262575342
"Bornholm Basin","Bornholm Basin","BN",1998,15.7541772493151
"Gdansk Basin","Bornholm Basin","BN",1998,15.7541772493151
"Bornholm Basin","Bornholm Basin","BN",1999,15.1698352136986
"Gdansk Basin","Bornholm Basin","BN",1999,15.1698352136986
"Bornholm Basin","Bornholm Basin","BN",2000,14.3754055655738
"Gdansk Basin","Bornholm Basin","BN",2000,14.3754055655738
"Bornholm Basin","Bornholm Basin","BN",2001,13.9823349479452
"Gdansk Basin","Bornholm Basin","BN",2001,13.9823349479452
"Bornholm Basin","Bornholm Basin","BN",2002,13.4865562849315
"Gdansk Basin","Bornholm Basin","BN",2002,13.4865562849315
"Bornholm Basin","Bornholm Basin","BN",2003,16.8087283589041
"Gdansk Basin","Bornholm Basin","BN",2003,16.8087283589041
"Bornholm Basin","Bornholm Basin","BN",2004,15.8472888442623
"Gdansk Basin","Bornholm Basin","BN",2004,15.8472888442623
"Bornholm Basin","Bornholm Basin","BN",2005,15.1254946767123
"Gdansk Basin","Bornholm Basin","BN",2005,15.1254946767123
"Bornholm Basin","Bornholm Basin","BN",2006,14.6770440465753
"Gdansk Basin","Bornholm Basin","BN",2006,14.6770440465753
"Bornholm Basin","Bornholm Basin","BN",2007,15.2271505589041
"Gdansk Basin","Bornholm Basin","BN",2007,15.2271505589041
"Bornholm Basin","Bornholm Basin","BN",2008,14.6357131202186
"Gdansk Basin","Bornholm Basin","BN",2008,14.6357131202186
"Bornholm Basin","Bornholm Basin","BN",2009,14.0264028438356
"Gdansk Basin","Bornholm Basin","BN",2009,14.0264028438356
"Bornholm Basin","Bornholm Basin","BN",2010,13.9407869369863
"Gdansk Basin","Bornholm Basin","BN",2010,13.9407869369863
"Bornholm Basin","Bornholm Basin","BN",2011,13.9559914739726
"Gdansk Basin","Bornholm Basin","BN",2011,13.9559914739726
"Bornholm Basin","Bornholm Basin","BN",2012,13.7705859480874
"Gdansk Basin","Bornholm Basin","BN",2012,13.7705859480874
"Bornholm Basin","Bornholm Basin","BN",2013,13.0179225150685
"Gdansk Basin","Bornholm Basin","BN",2013,13.0179225150685
"Bornholm Basin","Bornholm Basin","BN",2014,13.3782773123288
"Gdansk Basin","Bornholm Basin","BN",2014,13.3782773123288
"Aland Sea","Bothnian Sea","BS",1970,6.93183471452055
"Bothnian Sea","Bothnian Sea","BS",1970,6.93183471452055
"The Quark","Bothnian Sea","BS",1970,6.93183471452055
"Aland Sea","Bothnian Sea","BS",1971,6.75716068246575
"Bothnian Sea","Bothnian Sea","BS",1971,6.75716068246575
"The Quark","Bothnian Sea","BS",1971,6.75716068246575
"Aland Sea","Bothnian Sea","BS",1972,6.70090425710382
"Bothnian Sea","Bothnian Sea","BS",1972,6.70090425710382
"The Quark","Bothnian Sea","BS",1972,6.70090425710382
"Aland Sea","Bothnian Sea","BS",1973,6.67472155972603
"Bothnian Sea","Bothnian Sea","BS",1973,6.67472155972603
"The Quark","Bothnian Sea","BS",1973,6.67472155972603
"Aland Sea","Bothnian Sea","BS",1974,6.64855410054794
"Bothnian Sea","Bothnian Sea","BS",1974,6.64855410054794
"The Quark","Bothnian Sea","BS",1974,6.64855410054794
"Aland Sea","Bothnian Sea","BS",1975,6.62658771917808
"Bothnian Sea","Bothnian Sea","BS",1975,6.62658771917808
"The Quark","Bothnian Sea","BS",1975,6.62658771917808
"Aland Sea","Bothnian Sea","BS",1976,6.67062417595628
"Bothnian Sea","Bothnian Sea","BS",1976,6.67062417595628
"The Quark","Bothnian Sea","BS",1976,6.67062417595628
"Aland Sea","Bothnian Sea","BS",1977,6.7305818690411
"Bothnian Sea","Bothnian Sea","BS",1977,6.7305818690411
"The Quark","Bothnian Sea","BS",1977,6.7305818690411
"Aland Sea","Bothnian Sea","BS",1978,6.77009424328767
"Bothnian Sea","Bothnian Sea","BS",1978,6.77009424328767
"The Quark","Bothnian Sea","BS",1978,6.77009424328767
"Aland Sea","Bothnian Sea","BS",1979,6.75482881835616
"Bothnian Sea","Bothnian Sea","BS",1979,6.75482881835616
"The Quark","Bothnian Sea","BS",1979,6.75482881835616
"Aland Sea","Bothnian Sea","BS",1980,6.74200123661202
"Bothnian Sea","Bothnian Sea","BS",1980,6.74200123661202
"The Quark","Bothnian Sea","BS",1980,6.74200123661202
"Aland Sea","Bothnian Sea","BS",1981,6.72809831260274
"Bothnian Sea","Bothnian Sea","BS",1981,6.72809831260274
"The Quark","Bothnian Sea","BS",1981,6.72809831260274
"Aland Sea","Bothnian Sea","BS",1982,6.65800667123288
"Bothnian Sea","Bothnian Sea","BS",1982,6.65800667123288
"The Quark","Bothnian Sea","BS",1982,6.65800667123288
"Aland Sea","Bothnian Sea","BS",1983,6.5942644260274
"Bothnian Sea","Bothnian Sea","BS",1983,6.5942644260274
"The Quark","Bothnian Sea","BS",1983,6.5942644260274
"Aland Sea","Bothnian Sea","BS",1984,6.59563134180328
"Bothnian Sea","Bothnian Sea","BS",1984,6.59563134180328
"The Quark","Bothnian Sea","BS",1984,6.59563134180328
"Aland Sea","Bothnian Sea","BS",1985,6.58079646849315
"Bothnian Sea","Bothnian Sea","BS",1985,6.58079646849315
"The Quark","Bothnian Sea","BS",1985,6.58079646849315
"Aland Sea","Bothnian Sea","BS",1986,6.54702749013699
"Bothnian Sea","Bothnian Sea","BS",1986,6.54702749013699
"The Quark","Bothnian Sea","BS",1986,6.54702749013699
"Aland Sea","Bothnian Sea","BS",1987,6.50880269068493
"Bothnian Sea","Bothnian Sea","BS",1987,6.50880269068493
"The Quark","Bothnian Sea","BS",1987,6.50880269068493
"Aland Sea","Bothnian Sea","BS",1988,6.46523798907104
"Bothnian Sea","Bothnian Sea","BS",1988,6.46523798907104
"The Quark","Bothnian Sea","BS",1988,6.46523798907104
"Aland Sea","Bothnian Sea","BS",1989,6.36206810493151
"Bothnian Sea","Bothnian Sea","BS",1989,6.36206810493151
"The Quark","Bothnian Sea","BS",1989,6.36206810493151
"Aland Sea","Bothnian Sea","BS",1990,6.27311101945206
"Bothnian Sea","Bothnian Sea","BS",1990,6.27311101945206
"The Quark","Bothnian Sea","BS",1990,6.27311101945206
"Aland Sea","Bothnian Sea","BS",1991,6.24515904356164
"Bothnian Sea","Bothnian Sea","BS",1991,6.24515904356164
"The Quark","Bothnian Sea","BS",1991,6.24515904356164
"Aland Sea","Bothnian Sea","BS",1992,6.26489754590164
"Bothnian Sea","Bothnian Sea","BS",1992,6.26489754590164
"The Quark","Bothnian Sea","BS",1992,6.26489754590164
"Aland Sea","Bothnian Sea","BS",1993,6.28295147123288
"Bothnian Sea","Bothnian Sea","BS",1993,6.28295147123288
"The Quark","Bothnian Sea","BS",1993,6.28295147123288
"Aland Sea","Bothnian Sea","BS",1994,6.27168604931507
"Bothnian Sea","Bothnian Sea","BS",1994,6.27168604931507
"The Quark","Bothnian Sea","BS",1994,6.27168604931507
"Aland Sea","Bothnian Sea","BS",1995,6.20020480547945
"Bothnian Sea","Bothnian Sea","BS",1995,6.20020480547945
"The Quark","Bothnian Sea","BS",1995,6.20020480547945
"Aland Sea","Bothnian Sea","BS",1996,6.13543722295082
"Bothnian Sea","Bothnian Sea","BS",1996,6.13543722295082
"The Quark","Bothnian Sea","BS",1996,6.13543722295082
"Aland Sea","Bothnian Sea","BS",1997,6.12508817342466
"Bothnian Sea","Bothnian Sea","BS",1997,6.12508817342466
"The Quark","Bothnian Sea","BS",1997,6.12508817342466
"Aland Sea","Bothnian Sea","BS",1998,6.07071104712329
"Bothnian Sea","Bothnian Sea","BS",1998,6.07071104712329
"The Quark","Bothnian Sea","BS",1998,6.07071104712329
"Aland Sea","Bothnian Sea","BS",1999,6.03064463424657
"Bothnian Sea","Bothnian Sea","BS",1999,6.03064463424657
"The Quark","Bothnian Sea","BS",1999,6.03064463424657
"Aland Sea","Bothnian Sea","BS",2000,6.04003781338798
"Bothnian Sea","Bothnian Sea","BS",2000,6.04003781338798
"The Quark","Bothnian Sea","BS",2000,6.04003781338798
"Aland Sea","Bothnian Sea","BS",2001,5.96368516575342
"Bothnian Sea","Bothnian Sea","BS",2001,5.96368516575342
"The Quark","Bothnian Sea","BS",2001,5.96368516575342
"Aland Sea","Bothnian Sea","BS",2002,5.95766976849315
"Bothnian Sea","Bothnian Sea","BS",2002,5.95766976849315
"The Quark","Bothnian Sea","BS",2002,5.95766976849315
"Aland Sea","Bothnian Sea","BS",2003,5.96176449753425
"Bothnian Sea","Bothnian Sea","BS",2003,5.96176449753425
"The Quark","Bothnian Sea","BS",2003,5.96176449753425
"Aland Sea","Bothnian Sea","BS",2004,5.98632905519126
"Bothnian Sea","Bothnian Sea","BS",2004,5.98632905519126
"The Quark","Bothnian Sea","BS",2004,5.98632905519126
"Aland Sea","Bothnian Sea","BS",2005,5.93121636794521
"Bothnian Sea","Bothnian Sea","BS",2005,5.93121636794521
"The Quark","Bothnian Sea","BS",2005,5.93121636794521
"Aland Sea","Bothnian Sea","BS",2006,5.90200107643836
"Bothnian Sea","Bothnian Sea","BS",2006,5.90200107643836
"The Quark","Bothnian Sea","BS",2006,5.90200107643836
"Aland Sea","Bothnian Sea","BS",2007,5.91409259616438
"Bothnian Sea","Bothnian Sea","BS",2007,5.91409259616438
"The Quark","Bothnian Sea","BS",2007,5.91409259616438
"Aland Sea","Bothnian Sea","BS",2008,5.92633514972678
"Bothnian Sea","Bothnian Sea","BS",2008,5.92633514972678
"The Quark","Bothnian Sea","BS",2008,5.92633514972678
"Aland Sea","Bothnian Sea","BS",2009,5.90901225808219
"Bothnian Sea","Bothnian Sea","BS",2009,5.90901225808219
"The Quark","Bothnian Sea","BS",2009,5.90901225808219
"Aland Sea","Bothnian Sea","BS",2010,5.89267129835616
"Bothnian Sea","Bothnian Sea","BS",2010,5.89267129835616
"The Quark","Bothnian Sea","BS",2010,5.89267129835616
"Aland Sea","Bothnian Sea","BS",2011,5.85207232109589
"Bothnian Sea","Bothnian Sea","BS",2011,5.85207232109589
"The Quark","Bothnian Sea","BS",2011,5.85207232109589
"Aland Sea","Bothnian Sea","BS",2012,5.81024016038251
"Bothnian Sea","Bothnian Sea","BS",2012,5.81024016038251
"The Quark","Bothnian Sea","BS",2012,5.81024016038251
"Aland Sea","Bothnian Sea","BS",2013,5.74421737150685
"Bothnian Sea","Bothnian Sea","BS",2013,5.74421737150685
"The Quark","Bothnian Sea","BS",2013,5.74421737150685
"Aland Sea","Bothnian Sea","BS",2014,5.66071498821918
"Bothnian Sea","Bothnian Sea","BS",2014,5.66071498821918
"The Quark","Bothnian Sea","BS",2014,5.66071498821918
"Kattegat","Central Kattegat","CK",1970,34.4152513479452
"Kattegat","Central Kattegat","CK",1971,34.7608027589041
"Kattegat","Central Kattegat","CK",1972,34.6980727459016
"Kattegat","Central Kattegat","CK",1973,34.5586374876712
"Kattegat","Central Kattegat","CK",1974,34.7481257616438
"Kattegat","Central Kattegat","CK",1975,34.6118692520548
"Kattegat","Central Kattegat","CK",1976,34.7520055054645
"Kattegat","Central Kattegat","CK",1977,34.4443303205479
"Kattegat","Central Kattegat","CK",1978,34.5330214438356
"Kattegat","Central Kattegat","CK",1979,34.4308026273973
"Kattegat","Central Kattegat","CK",1980,34.5073550874317
"Kattegat","Central Kattegat","CK",1981,34.5328780684931
"Kattegat","Central Kattegat","CK",1982,34.3455786958904
"Kattegat","Central Kattegat","CK",1983,34.4617863068493
"Kattegat","Central Kattegat","CK",1984,34.664867273224
"Kattegat","Central Kattegat","CK",1985,34.7448716684932
"Kattegat","Central Kattegat","CK",1986,34.6801820438356
"Kattegat","Central Kattegat","CK",1987,34.4519652931507
"Kattegat","Central Kattegat","CK",1988,34.5554607377049
"Kattegat","Central Kattegat","CK",1989,34.6531229479452
"Kattegat","Central Kattegat","CK",1990,34.7630779424658
"Kattegat","Central Kattegat","CK",1991,34.8354196520548
"Kattegat","Central Kattegat","CK",1992,34.7824173469945
"Kattegat","Central Kattegat","CK",1993,34.9461721863014
"Kattegat","Central Kattegat","CK",1994,34.5692894136986
"Kattegat","Central Kattegat","CK",1995,34.7106657260274
"Kattegat","Central Kattegat","CK",1996,34.7385206830601
"Kattegat","Central Kattegat","CK",1997,34.5822124328767
"Kattegat","Central Kattegat","CK",1998,34.8455089068493
"Kattegat","Central Kattegat","CK",1999,34.5238318821918
"Kattegat","Central Kattegat","CK",2000,34.7751736693989
"Kattegat","Central Kattegat","CK",2001,34.545885660274
"Kattegat","Central Kattegat","CK",2002,34.7215469753425
"Kattegat","Central Kattegat","CK",2003,34.7389049534247
"Kattegat","Central Kattegat","CK",2004,34.5987505928962
"Kattegat","Central Kattegat","CK",2005,34.6755427561644
"Kattegat","Central Kattegat","CK",2006,34.764385030137
"Kattegat","Central Kattegat","CK",2007,34.7032839068493
"Kattegat","Central Kattegat","CK",2008,34.4639945382514
"Kattegat","Central Kattegat","CK",2009,34.460063339726
"Kattegat","Central Kattegat","CK",2010,34.4345861808219
"Kattegat","Central Kattegat","CK",2011,34.4475271726027
"Kattegat","Central Kattegat","CK",2012,34.4552739726776
"Kattegat","Central Kattegat","CK",2013,34.4309938739726
"Kattegat","Central Kattegat","CK",2014,34.443656939726
"Kiel Bay","Fehmarn Belt","FB",1970,32.2327800520548
"Kiel Bay","Fehmarn Belt","FB",1971,32.5779216849315
"Kiel Bay","Fehmarn Belt","FB",1972,32.2418154781421
"Kiel Bay","Fehmarn Belt","FB",1973,31.815404030137
"Kiel Bay","Fehmarn Belt","FB",1974,32.5228864136986
"Kiel Bay","Fehmarn Belt","FB",1975,31.5093602109589
"Kiel Bay","Fehmarn Belt","FB",1976,32.3351390163934
"Kiel Bay","Fehmarn Belt","FB",1977,32.1488491232877
"Kiel Bay","Fehmarn Belt","FB",1978,31.8527887780822
"Kiel Bay","Fehmarn Belt","FB",1979,32.4631215808219
"Kiel Bay","Fehmarn Belt","FB",1980,31.980826795082
"Kiel Bay","Fehmarn Belt","FB",1981,30.9889760520548
"Kiel Bay","Fehmarn Belt","FB",1982,32.2723494767123
"Kiel Bay","Fehmarn Belt","FB",1983,29.9495260246575
"Kiel Bay","Fehmarn Belt","FB",1984,31.7790698879781
"Kiel Bay","Fehmarn Belt","FB",1985,32.4663487863014
"Kiel Bay","Fehmarn Belt","FB",1986,31.8809128986301
"Kiel Bay","Fehmarn Belt","FB",1987,32.3038993068493
"Kiel Bay","Fehmarn Belt","FB",1988,32.1259279180328
"Kiel Bay","Fehmarn Belt","FB",1989,31.5123333534247
"Kiel Bay","Fehmarn Belt","FB",1990,30.4713279890411
"Kiel Bay","Fehmarn Belt","FB",1991,32.3328105424658
"Kiel Bay","Fehmarn Belt","FB",1992,31.6946102322404
"Kiel Bay","Fehmarn Belt","FB",1993,32.0493769068493
"Kiel Bay","Fehmarn Belt","FB",1994,31.0662047671233
"Kiel Bay","Fehmarn Belt","FB",1995,30.4694231041096
"Kiel Bay","Fehmarn Belt","FB",1996,32.9554647896175
"Kiel Bay","Fehmarn Belt","FB",1997,31.6655720054795
"Kiel Bay","Fehmarn Belt","FB",1998,32.145056109589
"Kiel Bay","Fehmarn Belt","FB",1999,31.8093152246575
"Kiel Bay","Fehmarn Belt","FB",2000,30.9406858005464
