"basin_name_holas","basin_name_baltsem","basin_abb_baltsem","year","sal_deep","salin_bottom_depth"
"Arkona Basin","Arkona Basin","AR",1960,18.6414084699454,50
"Bay of Mecklenburg","Arkona Basin","AR",1960,18.6414084699454,50
"Arkona Basin","Arkona Basin","AR",1961,17.4107830136986,50
"Bay of Mecklenburg","Arkona Basin","AR",1961,17.4107830136986,50
"Arkona Basin","Arkona Basin","AR",1962,17.4365205479452,50
"Bay of Mecklenburg","Arkona Basin","AR",1962,17.4365205479452,50
"Arkona Basin","Arkona Basin","AR",1963,17.0029876712329,50
"Bay of Mecklenburg","Arkona Basin","AR",1963,17.0029876712329,50
"Arkona Basin","Arkona Basin","AR",1964,17.3195639344262,50
"Bay of Mecklenburg","Arkona Basin","AR",1964,17.3195639344262,50
"Arkona Basin","Arkona Basin","AR",1965,16.5048073972603,50
"Bay of Mecklenburg","Arkona Basin","AR",1965,16.5048073972603,50
"Arkona Basin","Arkona Basin","AR",1966,16.9156890410959,50
"Bay of Mecklenburg","Arkona Basin","AR",1966,16.9156890410959,50
"Arkona Basin","Arkona Basin","AR",1967,17.6231356164384,50
"Bay of Mecklenburg","Arkona Basin","AR",1967,17.6231356164384,50
"Arkona Basin","Arkona Basin","AR",1968,18.6357117486339,50
"Bay of Mecklenburg","Arkona Basin","AR",1968,18.6357117486339,50
"Arkona Basin","Arkona Basin","AR",1969,17.5508471232877,50
"Bay of Mecklenburg","Arkona Basin","AR",1969,17.5508471232877,50
"Arkona Basin","Arkona Basin","AR",1970,19.1325967123288,50
"Bay of Mecklenburg","Arkona Basin","AR",1970,19.1325967123288,50
"Arkona Basin","Arkona Basin","AR",1971,17.3394087671233,50
"Bay of Mecklenburg","Arkona Basin","AR",1971,17.3394087671233,50
"Arkona Basin","Arkona Basin","AR",1972,17.1625316939891,50
"Bay of Mecklenburg","Arkona Basin","AR",1972,17.1625316939891,50
"Arkona Basin","Arkona Basin","AR",1973,16.9959010958904,50
"Bay of Mecklenburg","Arkona Basin","AR",1973,16.9959010958904,50
"Arkona Basin","Arkona Basin","AR",1974,17.4980021917808,50
"Bay of Mecklenburg","Arkona Basin","AR",1974,17.4980021917808,50
"Arkona Basin","Arkona Basin","AR",1975,17.0113369863014,50
"Bay of Mecklenburg","Arkona Basin","AR",1975,17.0113369863014,50
"Arkona Basin","Arkona Basin","AR",1976,17.505306010929,50
"Bay of Mecklenburg","Arkona Basin","AR",1976,17.505306010929,50
"Arkona Basin","Arkona Basin","AR",1977,16.664315890411,50
"Bay of Mecklenburg","Arkona Basin","AR",1977,16.664315890411,50
"Arkona Basin","Arkona Basin","AR",1978,17.5362663013699,50
"Bay of Mecklenburg","Arkona Basin","AR",1978,17.5362663013699,50
"Arkona Basin","Arkona Basin","AR",1979,17.8332545205479,50
"Bay of Mecklenburg","Arkona Basin","AR",1979,17.8332545205479,50
"Arkona Basin","Arkona Basin","AR",1980,17.1108726775956,50
"Bay of Mecklenburg","Arkona Basin","AR",1980,17.1108726775956,50
"Arkona Basin","Arkona Basin","AR",1981,18.8373312328767,50
"Bay of Mecklenburg","Arkona Basin","AR",1981,18.8373312328767,50
"Arkona Basin","Arkona Basin","AR",1982,16.8776430136986,50
"Bay of Mecklenburg","Arkona Basin","AR",1982,16.8776430136986,50
"Arkona Basin","Arkona Basin","AR",1983,16.9340205479452,50
"Bay of Mecklenburg","Arkona Basin","AR",1983,16.9340205479452,50
"Arkona Basin","Arkona Basin","AR",1984,18.5095445355191,50
"Bay of Mecklenburg","Arkona Basin","AR",1984,18.5095445355191,50
"Arkona Basin","Arkona Basin","AR",1985,18.5894271232877,50
"Bay of Mecklenburg","Arkona Basin","AR",1985,18.5894271232877,50
"Arkona Basin","Arkona Basin","AR",1986,17.3061635616438,50
"Bay of Mecklenburg","Arkona Basin","AR",1986,17.3061635616438,50
"Arkona Basin","Arkona Basin","AR",1987,18.0853093150685,50
"Bay of Mecklenburg","Arkona Basin","AR",1987,18.0853093150685,50
"Arkona Basin","Arkona Basin","AR",1988,16.3585642076503,50
"Bay of Mecklenburg","Arkona Basin","AR",1988,16.3585642076503,50
"Arkona Basin","Arkona Basin","AR",1989,18.3532008219178,50
"Bay of Mecklenburg","Arkona Basin","AR",1989,18.3532008219178,50
"Arkona Basin","Arkona Basin","AR",1990,18.1620994520548,50
"Bay of Mecklenburg","Arkona Basin","AR",1990,18.1620994520548,50
"Arkona Basin","Arkona Basin","AR",1991,17.4705008219178,50
"Bay of Mecklenburg","Arkona Basin","AR",1991,17.4705008219178,50
"Arkona Basin","Arkona Basin","AR",1992,17.6821382513661,50
"Bay of Mecklenburg","Arkona Basin","AR",1992,17.6821382513661,50
"Arkona Basin","Arkona Basin","AR",1993,17.0811284657534,50
"Bay of Mecklenburg","Arkona Basin","AR",1993,17.0811284657534,50
"Arkona Basin","Arkona Basin","AR",1994,18.0227276712329,50
"Bay of Mecklenburg","Arkona Basin","AR",1994,18.0227276712329,50
"Arkona Basin","Arkona Basin","AR",1995,17.5401350684932,50
"Bay of Mecklenburg","Arkona Basin","AR",1995,17.5401350684932,50
"Arkona Basin","Arkona Basin","AR",1996,17.4729923224044,50
"Bay of Mecklenburg","Arkona Basin","AR",1996,17.4729923224044,50
"Arkona Basin","Arkona Basin","AR",1997,18.6788282191781,50
"Bay of Mecklenburg","Arkona Basin","AR",1997,18.6788282191781,50
"Arkona Basin","Arkona Basin","AR",1998,17.5452063013699,50
"Bay of Mecklenburg","Arkona Basin","AR",1998,17.5452063013699,50
"Arkona Basin","Arkona Basin","AR",1999,17.1451673972603,50
"Bay of Mecklenburg","Arkona Basin","AR",1999,17.1451673972603,50
"Arkona Basin","Arkona Basin","AR",2000,18.2519390710383,50
"Bay of Mecklenburg","Arkona Basin","AR",2000,18.2519390710383,50
"Arkona Basin","Arkona Basin","AR",2001,17.7441709589041,50
"Bay of Mecklenburg","Arkona Basin","AR",2001,17.7441709589041,50
"Arkona Basin","Arkona Basin","AR",2002,18.3815622465753,50
"Bay of Mecklenburg","Arkona Basin","AR",2002,18.3815622465753,50
"Arkona Basin","Arkona Basin","AR",2003,17.4690350684932,50
"Bay of Mecklenburg","Arkona Basin","AR",2003,17.4690350684932,50
"Arkona Basin","Arkona Basin","AR",2004,18.0340071038251,50
"Bay of Mecklenburg","Arkona Basin","AR",2004,18.0340071038251,50
"Arkona Basin","Arkona Basin","AR",2005,16.9201912328767,50
"Bay of Mecklenburg","Arkona Basin","AR",2005,16.9201912328767,50
"Arkona Basin","Arkona Basin","AR",2006,16.4675375342466,50
"Bay of Mecklenburg","Arkona Basin","AR",2006,16.4675375342466,50
"Arkona Basin","Arkona Basin","AR",2007,19.5998730410959,50
"Bay of Mecklenburg","Arkona Basin","AR",2007,19.5998730410959,50
"Arkona Basin","Arkona Basin","AR",2008,18.031975136612,50
"Bay of Mecklenburg","Arkona Basin","AR",2008,18.031975136612,50
"Arkona Basin","Arkona Basin","AR",2009,16.218615890411,50
"Bay of Mecklenburg","Arkona Basin","AR",2009,16.218615890411,50
"Arkona Basin","Arkona Basin","AR",2010,17.1091317808219,50
"Bay of Mecklenburg","Arkona Basin","AR",2010,17.1091317808219,50
"Arkona Basin","Arkona Basin","AR",2011,16.9702695890411,50
"Bay of Mecklenburg","Arkona Basin","AR",2011,16.9702695890411,50
"Arkona Basin","Arkona Basin","AR",2012,16.9338841530055,50
"Bay of Mecklenburg","Arkona Basin","AR",2012,16.9338841530055,50
"Arkona Basin","Arkona Basin","AR",2013,17.070724109589,50
"Bay of Mecklenburg","Arkona Basin","AR",2013,17.070724109589,50
"Arkona Basin","Arkona Basin","AR",2014,17.7088802739726,50
"Bay of Mecklenburg","Arkona Basin","AR",2014,17.7088802739726,50
"Arkona Basin","Arkona Basin","AR",2015,18.1087632876712,50
"Bay of Mecklenburg","Arkona Basin","AR",2015,18.1087632876712,50
"Arkona Basin","Arkona Basin","AR",2016,16.9889218579235,50
"Bay of Mecklenburg","Arkona Basin","AR",2016,16.9889218579235,50
"Arkona Basin","Arkona Basin","AR",2017,16.8574608219178,50
"Bay of Mecklenburg","Arkona Basin","AR",2017,16.8574608219178,50
"Arkona Basin","Arkona Basin","AR",2018,18.643622739726,50
"Bay of Mecklenburg","Arkona Basin","AR",2018,18.643622739726,50
"Arkona Basin","Arkona Basin","AR",2019,17.5128884931507,50
"Bay of Mecklenburg","Arkona Basin","AR",2019,17.5128884931507,50
"Arkona Basin","Arkona Basin","AR",2020,17.6785830601093,50
"Bay of Mecklenburg","Arkona Basin","AR",2020,17.6785830601093,50
"Arkona Basin","Arkona Basin","AR",2021,17.4926797260274,50
"Bay of Mecklenburg","Arkona Basin","AR",2021,17.4926797260274,50
"Arkona Basin","Arkona Basin","AR",2022,16.4946087671233,50
"Bay of Mecklenburg","Arkona Basin","AR",2022,16.4946087671233,50
"Arkona Basin","Arkona Basin","AR",2023,17.4271515068493,50
"Bay of Mecklenburg","Arkona Basin","AR",2023,17.4271515068493,50
"Arkona Basin","Arkona Basin","AR",2024,16.5087040983607,50
"Bay of Mecklenburg","Arkona Basin","AR",2024,16.5087040983607,50
