"basin_name_holas","basin_name_baltsem","basin_abb_baltsem","year","sal_surface"
"Arkona Basin","Arkona Basin","AR",1977,16.664315890411
"Bay of Mecklenburg","Arkona Basin","AR",1977,16.664315890411
"Arkona Basin","Arkona Basin","AR",1978,17.5362663013699
"Bay of Mecklenburg","Arkona Basin","AR",1978,17.5362663013699
"Arkona Basin","Arkona Basin","AR",1979,17.8332545205479
"Bay of Mecklenburg","Arkona Basin","AR",1979,17.8332545205479
"Arkona Basin","Arkona Basin","AR",1980,17.1108726775956
"Bay of Mecklenburg","Arkona Basin","AR",1980,17.1108726775956
"Arkona Basin","Arkona Basin","AR",1981,18.8373312328767
"Bay of Mecklenburg","Arkona Basin","AR",1981,18.8373312328767
"Arkona Basin","Arkona Basin","AR",1982,16.8776430136986
"Bay of Mecklenburg","Arkona Basin","AR",1982,16.8776430136986
"Arkona Basin","Arkona Basin","AR",1983,16.9340205479452
"Bay of Mecklenburg","Arkona Basin","AR",1983,16.9340205479452
"Arkona Basin","Arkona Basin","AR",1984,18.5095445355191
"Bay of Mecklenburg","Arkona Basin","AR",1984,18.5095445355191
"Arkona Basin","Arkona Basin","AR",1985,18.5894271232877
"Bay of Mecklenburg","Arkona Basin","AR",1985,18.5894271232877
"Arkona Basin","Arkona Basin","AR",1986,17.3061635616438
"Bay of Mecklenburg","Arkona Basin","AR",1986,17.3061635616438
"Arkona Basin","Arkona Basin","AR",1987,18.0853093150685
"Bay of Mecklenburg","Arkona Basin","AR",1987,18.0853093150685
"Arkona Basin","Arkona Basin","AR",1988,16.3585642076503
"Bay of Mecklenburg","Arkona Basin","AR",1988,16.3585642076503
"Arkona Basin","Arkona Basin","AR",1989,18.3532008219178
"Bay of Mecklenburg","Arkona Basin","AR",1989,18.3532008219178
"Arkona Basin","Arkona Basin","AR",1990,18.1620994520548
"Bay of Mecklenburg","Arkona Basin","AR",1990,18.1620994520548
"Arkona Basin","Arkona Basin","AR",1991,17.4705008219178
"Bay of Mecklenburg","Arkona Basin","AR",1991,17.4705008219178
"Arkona Basin","Arkona Basin","AR",1992,17.6821382513661
"Bay of Mecklenburg","Arkona Basin","AR",1992,17.6821382513661
"Arkona Basin","Arkona Basin","AR",1993,17.0811284657534
"Bay of Mecklenburg","Arkona Basin","AR",1993,17.0811284657534
"Arkona Basin","Arkona Basin","AR",1994,18.0227276712329
"Bay of Mecklenburg","Arkona Basin","AR",1994,18.0227276712329
"Arkona Basin","Arkona Basin","AR",1995,17.5401350684932
"Bay of Mecklenburg","Arkona Basin","AR",1995,17.5401350684932
"Arkona Basin","Arkona Basin","AR",1996,17.4729923224044
"Bay of Mecklenburg","Arkona Basin","AR",1996,17.4729923224044
"Arkona Basin","Arkona Basin","AR",1997,18.6788282191781
"Bay of Mecklenburg","Arkona Basin","AR",1997,18.6788282191781
"Arkona Basin","Arkona Basin","AR",1998,17.5452063013699
"Bay of Mecklenburg","Arkona Basin","AR",1998,17.5452063013699
"Arkona Basin","Arkona Basin","AR",1999,17.1451673972603
"Bay of Mecklenburg","Arkona Basin","AR",1999,17.1451673972603
"Arkona Basin","Arkona Basin","AR",2000,18.2519390710383
"Bay of Mecklenburg","Arkona Basin","AR",2000,18.2519390710383
"Arkona Basin","Arkona Basin","AR",2001,17.7441709589041
"Bay of Mecklenburg","Arkona Basin","AR",2001,17.7441709589041
"Arkona Basin","Arkona Basin","AR",2002,18.3815622465753
"Bay of Mecklenburg","Arkona Basin","AR",2002,18.3815622465753
"Arkona Basin","Arkona Basin","AR",2003,17.4690350684932
"Bay of Mecklenburg","Arkona Basin","AR",2003,17.4690350684932
"Arkona Basin","Arkona Basin","AR",2004,18.0340071038251
"Bay of Mecklenburg","Arkona Basin","AR",2004,18.0340071038251
"Arkona Basin","Arkona Basin","AR",2005,16.9201912328767
"Bay of Mecklenburg","Arkona Basin","AR",2005,16.9201912328767
"Arkona Basin","Arkona Basin","AR",2006,16.4675375342466
"Bay of Mecklenburg","Arkona Basin","AR",2006,16.4675375342466
"Arkona Basin","Arkona Basin","AR",2007,19.5998730410959
"Bay of Mecklenburg","Arkona Basin","AR",2007,19.5998730410959
"Arkona Basin","Arkona Basin","AR",2008,18.031975136612
"Bay of Mecklenburg","Arkona Basin","AR",2008,18.031975136612
"Arkona Basin","Arkona Basin","AR",2009,16.218615890411
"Bay of Mecklenburg","Arkona Basin","AR",2009,16.218615890411
"Arkona Basin","Arkona Basin","AR",2010,17.1091317808219
"Bay of Mecklenburg","Arkona Basin","AR",2010,17.1091317808219
"Arkona Basin","Arkona Basin","AR",2011,16.9702695890411
"Bay of Mecklenburg","Arkona Basin","AR",2011,16.9702695890411
"Arkona Basin","Arkona Basin","AR",2012,16.9338841530055
"Bay of Mecklenburg","Arkona Basin","AR",2012,16.9338841530055
"Arkona Basin","Arkona Basin","AR",2013,17.070724109589
"Bay of Mecklenburg","Arkona Basin","AR",2013,17.070724109589
"Arkona Basin","Arkona Basin","AR",2014,17.7088802739726
"Bay of Mecklenburg","Arkona Basin","AR",2014,17.7088802739726
"Arkona Basin","Arkona Basin","AR",2015,18.1087632876712
"Bay of Mecklenburg","Arkona Basin","AR",2015,18.1087632876712
"Arkona Basin","Arkona Basin","AR",2016,16.9889218579235
"Bay of Mecklenburg","Arkona Basin","AR",2016,16.9889218579235
"Arkona Basin","Arkona Basin","AR",2017,16.8574608219178
"Bay of Mecklenburg","Arkona Basin","AR",2017,16.8574608219178
"Arkona Basin","Arkona Basin","AR",2018,18.643622739726
"Bay of Mecklenburg","Arkona Basin","AR",2018,18.643622739726
"Arkona Basin","Arkona Basin","AR",2019,17.5128884931507
"Bay of Mecklenburg","Arkona Basin","AR",2019,17.5128884931507
"Arkona Basin","Arkona Basin","AR",2020,17.6785830601093
"Bay of Mecklenburg","Arkona Basin","AR",2020,17.6785830601093
"Arkona Basin","Arkona Basin","AR",2021,17.4926797260274
"Bay of Mecklenburg","Arkona Basin","AR",2021,17.4926797260274
"Arkona Basin","Arkona Basin","AR",2022,16.4946087671233
"Bay of Mecklenburg","Arkona Basin","AR",2022,16.4946087671233
"Arkona Basin","Arkona Basin","AR",2023,17.4271515068493
"Bay of Mecklenburg","Arkona Basin","AR",2023,17.4271515068493
"Arkona Basin","Arkona Basin","AR",2024,16.5087040983607
"Bay of Mecklenburg","Arkona Basin","AR",2024,16.5087040983607
"Arkona Basin","Arkona Basin","AR",2025,17.8061068493151
"Bay of Mecklenburg","Arkona Basin","AR",2025,17.8061068493151
"Arkona Basin","Arkona Basin","AR",2026,17.1109745205479
"Bay of Mecklenburg","Arkona Basin","AR",2026,17.1109745205479
"Arkona Basin","Arkona Basin","AR",2027,16.8292506849315
"Bay of Mecklenburg","Arkona Basin","AR",2027,16.8292506849315
"Arkona Basin","Arkona Basin","AR",2028,16.5840142076503
"Bay of Mecklenburg","Arkona Basin","AR",2028,16.5840142076503
"Arkona Basin","Arkona Basin","AR",2029,16.5551646575342
"Bay of Mecklenburg","Arkona Basin","AR",2029,16.5551646575342
"Arkona Basin","Arkona Basin","AR",2030,17.158918630137
"Bay of Mecklenburg","Arkona Basin","AR",2030,17.158918630137
"Arkona Basin","Arkona Basin","AR",2031,17.8843739726027
"Bay of Mecklenburg","Arkona Basin","AR",2031,17.8843739726027
"Arkona Basin","Arkona Basin","AR",2032,17.8218300546448
"Bay of Mecklenburg","Arkona Basin","AR",2032,17.8218300546448
"Arkona Basin","Arkona Basin","AR",2033,17.0820838356164
"Bay of Mecklenburg","Arkona Basin","AR",2033,17.0820838356164
"Arkona Basin","Arkona Basin","AR",2034,17.0209668493151
"Bay of Mecklenburg","Arkona Basin","AR",2034,17.0209668493151
"Arkona Basin","Arkona Basin","AR",2035,15.0717410958904
"Bay of Mecklenburg","Arkona Basin","AR",2035,15.0717410958904
"Arkona Basin","Arkona Basin","AR",2036,17.4145316939891
"Bay of Mecklenburg","Arkona Basin","AR",2036,17.4145316939891
"Arkona Basin","Arkona Basin","AR",2037,17.3626383561644
"Bay of Mecklenburg","Arkona Basin","AR",2037,17.3626383561644
"Arkona Basin","Arkona Basin","AR",2038,15.6977282191781
"Bay of Mecklenburg","Arkona Basin","AR",2038,15.6977282191781
"Arkona Basin","Arkona Basin","AR",2039,17.245902739726
"Bay of Mecklenburg","Arkona Basin","AR",2039,17.245902739726
"Arkona Basin","Arkona Basin","AR",2040,18.1558715846995
"Bay of Mecklenburg","Arkona Basin","AR",2040,18.1558715846995
"Arkona Basin","Arkona Basin","AR",2041,17.2374120547945
"Bay of Mecklenburg","Arkona Basin","AR",2041,17.2374120547945
"Arkona Basin","Arkona Basin","AR",2042,16.6469608219178
"Bay of Mecklenburg","Arkona Basin","AR",2042,16.6469608219178
"Arkona Basin","Arkona Basin","AR",2043,16.2552123287671
"Bay of Mecklenburg","Arkona Basin","AR",2043,16.2552123287671
"Arkona Basin","Arkona Basin","AR",2044,17.3351049180328
"Bay of Mecklenburg","Arkona Basin","AR",2044,17.3351049180328
"Arkona Basin","Arkona Basin","AR",2045,16.925721369863
"Bay of Mecklenburg","Arkona Basin","AR",2045,16.925721369863
"Arkona Basin","Arkona Basin","AR",2046,16.939904109589
"Bay of Mecklenburg","Arkona Basin","AR",2046,16.939904109589
"Arkona Basin","Arkona Basin","AR",2047,17.5262906849315
"Bay of Mecklenburg","Arkona Basin","AR",2047,17.5262906849315
"Arkona Basin","Arkona Basin","AR",2048,16.6388907103825
"Bay of Mecklenburg","Arkona Basin","AR",2048,16.6388907103825
"Arkona Basin","Arkona Basin","AR",2049,16.782284109589
"Bay of Mecklenburg","Arkona Basin","AR",2049,16.782284109589
"Arkona Basin","Arkona Basin","AR",2050,17.0791035616438
"Bay of Mecklenburg","Arkona Basin","AR",2050,17.0791035616438
"Arkona Basin","Arkona Basin","AR",2051,17.0504723287671
"Bay of Mecklenburg","Arkona Basin","AR",2051,17.0504723287671
"Arkona Basin","Arkona Basin","AR",2052,17.2787169398907
"Bay of Mecklenburg","Arkona Basin","AR",2052,17.2787169398907
"Arkona Basin","Arkona Basin","AR",2053,16.4745515342466
"Bay of Mecklenburg","Arkona Basin","AR",2053,16.4745515342466
"Arkona Basin","Arkona Basin","AR",2054,15.0880706849315
"Bay of Mecklenburg","Arkona Basin","AR",2054,15.0880706849315
"Arkona Basin","Arkona Basin","AR",2055,15.3256704109589
"Bay of Mecklenburg","Arkona Basin","AR",2055,15.3256704109589
"Arkona Basin","Arkona Basin","AR",2056,16.2811229508197
"Bay of Mecklenburg","Arkona Basin","AR",2056,16.2811229508197
"Arkona Basin","Arkona Basin","AR",2057,17.0201893972603
"Bay of Mecklenburg","Arkona Basin","AR",2057,17.0201893972603
"Arkona Basin","Arkona Basin","AR",2058,16.4514353424658
"Bay of Mecklenburg","Arkona Basin","AR",2058,16.4514353424658
"Arkona Basin","Arkona Basin","AR",2059,17.2984649315068
"Bay of Mecklenburg","Arkona Basin","AR",2059,17.2984649315068
"Arkona Basin","Arkona Basin","AR",2060,15.7411849726776
"Bay of Mecklenburg","Arkona Basin","AR",2060,15.7411849726776
"Arkona Basin","Arkona Basin","AR",2061,16.9541731506849
"Bay of Mecklenburg","Arkona Basin","AR",2061,16.9541731506849
"Arkona Basin","Arkona Basin","AR",2062,17.7041054794521
"Bay of Mecklenburg","Arkona Basin","AR",2062,17.7041054794521
"Arkona Basin","Arkona Basin","AR",2063,17.5986454794521
"Bay of Mecklenburg","Arkona Basin","AR",2063,17.5986454794521
"Arkona Basin","Arkona Basin","AR",2064,16.6713681147541
"Bay of Mecklenburg","Arkona Basin","AR",2064,16.6713681147541
"Arkona Basin","Arkona Basin","AR",2065,16.3579569863014
"Bay of Mecklenburg","Arkona Basin","AR",2065,16.3579569863014
"Arkona Basin","Arkona Basin","AR",2066,16.2795523287671
"Bay of Mecklenburg","Arkona Basin","AR",2066,16.2795523287671
"Arkona Basin","Arkona Basin","AR",2067,18.5486857534247
"Bay of Mecklenburg","Arkona Basin","AR",2067,18.5486857534247
"Arkona Basin","Arkona Basin","AR",2068,17.1956065573771
"Bay of Mecklenburg","Arkona Basin","AR",2068,17.1956065573771
"Arkona Basin","Arkona Basin","AR",2069,16.8909504109589
"Bay of Mecklenburg","Arkona Basin","AR",2069,16.8909504109589
"Arkona Basin","Arkona Basin","AR",2070,15.485904109589
"Bay of Mecklenburg","Arkona Basin","AR",2070,15.485904109589
"Arkona Basin","Arkona Basin","AR",2071,16.1516189041096
"Bay of Mecklenburg","Arkona Basin","AR",2071,16.1516189041096
"Arkona Basin","Arkona Basin","AR",2072,14.8923853551913
"Bay of Mecklenburg","Arkona Basin","AR",2072,14.8923853551913
"Arkona Basin","Arkona Basin","AR",2073,16.579221369863
"Bay of Mecklenburg","Arkona Basin","AR",2073,16.579221369863
"Arkona Basin","Arkona Basin","AR",2074,17.1725583561644
"Bay of Mecklenburg","Arkona Basin","AR",2074,17.1725583561644
"Arkona Basin","Arkona Basin","AR",2075,17.6863312328767
"Bay of Mecklenburg","Arkona Basin","AR",2075,17.6863312328767
"Arkona Basin","Arkona Basin","AR",2076,16.1203551912568
"Bay of Mecklenburg","Arkona Basin","AR",2076,16.1203551912568
"Arkona Basin","Arkona Basin","AR",2077,16.028115890411
"Bay of Mecklenburg","Arkona Basin","AR",2077,16.028115890411
"Arkona Basin","Arkona Basin","AR",2078,15.9191802739726
"Bay of Mecklenburg","Arkona Basin","AR",2078,15.9191802739726
"Arkona Basin","Arkona Basin","AR",2079,16.8998109589041
"Bay of Mecklenburg","Arkona Basin","AR",2079,16.8998109589041
"Arkona Basin","Arkona Basin","AR",2080,14.6303079234973
"Bay of Mecklenburg","Arkona Basin","AR",2080,14.6303079234973
"Arkona Basin","Arkona Basin","AR",2081,15.9474295890411
"Bay of Mecklenburg","Arkona Basin","AR",2081,15.9474295890411
"Arkona Basin","Arkona Basin","AR",2082,15.9885408219178
"Bay of Mecklenburg","Arkona Basin","AR",2082,15.9885408219178
"Arkona Basin","Arkona Basin","AR",2083,15.6632432876712
"Bay of Mecklenburg","Arkona Basin","AR",2083,15.6632432876712
"Arkona Basin","Arkona Basin","AR",2084,17.5979275956284
"Bay of Mecklenburg","Arkona Basin","AR",2084,17.5979275956284
"Arkona Basin","Arkona Basin","AR",2085,16.1579120547945
"Bay of Mecklenburg","Arkona Basin","AR",2085,16.1579120547945
"Arkona Basin","Arkona Basin","AR",2086,16.7140093150685
"Bay of Mecklenburg","Arkona Basin","AR",2086,16.7140093150685
"Arkona Basin","Arkona Basin","AR",2087,15.9669389041096
"Bay of Mecklenburg","Arkona Basin","AR",2087,15.9669389041096
"Arkona Basin","Arkona Basin","AR",2088,14.9432292349727
"Bay of Mecklenburg","Arkona Basin","AR",2088,14.9432292349727
"Arkona Basin","Arkona Basin","AR",2089,17.5507454794521
"Bay of Mecklenburg","Arkona Basin","AR",2089,17.5507454794521
"Arkona Basin","Arkona Basin","AR",2090,15.1106523287671
"Bay of Mecklenburg","Arkona Basin","AR",2090,15.1106523287671
"Arkona Basin","Arkona Basin","AR",2091,15.7060021917808
"Bay of Mecklenburg","Arkona Basin","AR",2091,15.7060021917808
"Arkona Basin","Arkona Basin","AR",2092,16.9341155737705
"Bay of Mecklenburg","Arkona Basin","AR",2092,16.9341155737705
"Arkona Basin","Arkona Basin","AR",2093,15.3806948493151
"Bay of Mecklenburg","Arkona Basin","AR",2093,15.3806948493151
"Arkona Basin","Arkona Basin","AR",2094,16.4694052054795
"Bay of Mecklenburg","Arkona Basin","AR",2094,16.4694052054795
"Arkona Basin","Arkona Basin","AR",2095,16.5251805479452
"Bay of Mecklenburg","Arkona Basin","AR",2095,16.5251805479452
"Arkona Basin","Arkona Basin","AR",2096,16.1719057377049
"Bay of Mecklenburg","Arkona Basin","AR",2096,16.1719057377049
"Arkona Basin","Arkona Basin","AR",2097,16.6149561643836
"Bay of Mecklenburg","Arkona Basin","AR",2097,16.6149561643836
"Arkona Basin","Arkona Basin","AR",2098,16.9261873972603
"Bay of Mecklenburg","Arkona Basin","AR",2098,16.9261873972603
"Arkona Basin","Arkona Basin","AR",2099,15.5333523561644
"Bay of Mecklenburg","Arkona Basin","AR",2099,15.5333523561644
"Arkona Basin","Arkona Basin","AR",2100,14.5163767123288
"Bay of Mecklenburg","Arkona Basin","AR",2100,14.5163767123288
"Bothnian Bay","Bothnian Bay","BB",1960,4.1225725136612
"Bothnian Bay","Bothnian Bay","BB",1961,4.17119131506849
"Bothnian Bay","Bothnian Bay","BB",1962,4.21224594520548
"Bothnian Bay","Bothnian Bay","BB",1963,4.15919742465753
"Bothnian Bay","Bothnian Bay","BB",1964,4.1067868579235
"Bothnian Bay","Bothnian Bay","BB",1965,4.10031191780822
"Bothnian Bay","Bothnian Bay","BB",1966,4.0946482739726
"Bothnian Bay","Bothnian Bay","BB",1967,4.10460057534247
"Bothnian Bay","Bothnian Bay","BB",1968,4.1122537431694
"Bothnian Bay","Bothnian Bay","BB",1969,4.11960895890411
"Bothnian Bay","Bothnian Bay","BB",1970,4.23045463013699
"Bothnian Bay","Bothnian Bay","BB",1971,4.23463038356164
"Bothnian Bay","Bothnian Bay","BB",1972,4.25204158469945
"Bothnian Bay","Bothnian Bay","BB",1973,4.18406052054794
"Bothnian Bay","Bothnian Bay","BB",1974,4.11496904109589
"Bothnian Bay","Bothnian Bay","BB",1975,4.12859449315069
"Bothnian Bay","Bothnian Bay","BB",1976,4.10825800546448
"Bothnian Bay","Bothnian Bay","BB",1977,4.13541008219178
"Bothnian Bay","Bothnian Bay","BB",1978,4.18533950684932
"Bothnian Bay","Bothnian Bay","BB",1979,4.25865482191781
"Bothnian Bay","Bothnian Bay","BB",1980,4.31253956284153
"Bothnian Bay","Bothnian Bay","BB",1981,4.32276646575342
"Bothnian Bay","Bothnian Bay","BB",1982,4.29242276712329
"Bothnian Bay","Bothnian Bay","BB",1983,4.23012457534247
"Bothnian Bay","Bothnian Bay","BB",1984,4.2543543989071
"Bothnian Bay","Bothnian Bay","BB",1985,4.2429395890411
"Bothnian Bay","Bothnian Bay","BB",1986,4.20141416438356
"Bothnian Bay","Bothnian Bay","BB",1987,4.19084594520548
"Bothnian Bay","Bothnian Bay","BB",1988,4.24182822404372
"Bothnian Bay","Bothnian Bay","BB",1989,4.23383534246575
"Bothnian Bay","Bothnian Bay","BB",1990,4.25208980821918
"Bothnian Bay","Bothnian Bay","BB",1991,4.19545438356164
"Bothnian Bay","Bothnian Bay","BB",1992,4.1279537431694
"Bothnian Bay","Bothnian Bay","BB",1993,4.09594271232877
"Bothnian Bay","Bothnian Bay","BB",1994,4.12256482191781
"Bothnian Bay","Bothnian Bay","BB",1995,4.16094435616438
"Bothnian Bay","Bothnian Bay","BB",1996,4.14612587431694
"Bothnian Bay","Bothnian Bay","BB",1997,4.19505315068493
"Bothnian Bay","Bothnian Bay","BB",1998,4.17707189041096
"Bothnian Bay","Bothnian Bay","BB",1999,4.09014065753425
"Bothnian Bay","Bothnian Bay","BB",2000,4.17167207650273
"Bothnian Bay","Bothnian Bay","BB",2001,4.2069064109589
"Bothnian Bay","Bothnian Bay","BB",2002,4.17749934246575
"Bothnian Bay","Bothnian Bay","BB",2003,4.04380715068493
"Bothnian Bay","Bothnian Bay","BB",2004,4.07992707650273
"Bothnian Bay","Bothnian Bay","BB",2005,4.14128298630137
"Bothnian Bay","Bothnian Bay","BB",2006,4.08742142465753
"Bothnian Bay","Bothnian Bay","BB",2007,4.08782726027397
"Bothnian Bay","Bothnian Bay","BB",2008,4.19355786885246
"Bothnian Bay","Bothnian Bay","BB",2009,4.24373846575342
"Bothnian Bay","Bothnian Bay","BB",2010,4.24095975342466
"Bothnian Bay","Bothnian Bay","BB",2011,4.23676860273973
"Bothnian Bay","Bothnian Bay","BB",2012,4.17814409836066
"Bothnian Bay","Bothnian Bay","BB",2013,4.08677931506849
"Bothnian Bay","Bothnian Bay","BB",2014,4.12623169863014
"Bothnian Bay","Bothnian Bay","BB",2015,4.14932950684932
"Bothnian Bay","Bothnian Bay","BB",2016,4.18115136612022
"Bothnian Bay","Bothnian Bay","BB",2017,4.12999578082192
"Bothnian Bay","Bothnian Bay","BB",2018,4.08246983561644
"Bothnian Bay","Bothnian Bay","BB",2019,4.02780747945206
"Bothnian Bay","Bothnian Bay","BB",2020,4.05734732240437
"Bothnian Bay","Bothnian Bay","BB",2021,4.14126893150685
"Bothnian Bay","Bothnian Bay","BB",2022,4.1211515890411
"Bothnian Bay","Bothnian Bay","BB",2023,4.07946575342466
"Bothnian Bay","Bothnian Bay","BB",2024,4.09374674863388
"Bothnian Bay","Bothnian Bay","BB",2025,4.12409476712329
"Bothnian Bay","Bothnian Bay","BB",2026,4.10638498630137
"Bothnian Bay","Bothnian Bay","BB",2027,4.00083331506849
"Bothnian Bay","Bothnian Bay","BB",2028,3.97250232240437
"Bothnian Bay","Bothnian Bay","BB",2029,3.96705865753425
"Bothnian Bay","Bothnian Bay","BB",2030,3.93961608219178
"Bothnian Bay","Bothnian Bay","BB",2031,3.88627342465753
"Bothnian Bay","Bothnian Bay","BB",2032,3.82718647540984
"Bothnian Bay","Bothnian Bay","BB",2033,3.88052923287671
"Bothnian Bay","Bothnian Bay","BB",2034,3.8109761369863
"Bothnian Bay","Bothnian Bay","BB",2035,3.80048139726027
"Bothnian Bay","Bothnian Bay","BB",2036,3.83314385245902
"Bothnian Bay","Bothnian Bay","BB",2037,3.8497584109589
"Bothnian Bay","Bothnian Bay","BB",2038,3.82986243835616
"Bothnian Bay","Bothnian Bay","BB",2039,3.78892046575342
"Bothnian Bay","Bothnian Bay","BB",2040,3.78199368852459
"Bothnian Bay","Bothnian Bay","BB",2041,3.70147435616438
"Bothnian Bay","Bothnian Bay","BB",2042,3.73294539726027
"Bothnian Bay","Bothnian Bay","BB",2043,3.79624224657534
"Bothnian Bay","Bothnian Bay","BB",2044,3.80149387978142
"Bothnian Bay","Bothnian Bay","BB",2045,3.71336936986301
"Bothnian Bay","Bothnian Bay","BB",2046,3.66910506849315
"Bothnian Bay","Bothnian Bay","BB",2047,3.68341671232877
"Bothnian Bay","Bothnian Bay","BB",2048,3.63016568306011
"Bothnian Bay","Bothnian Bay","BB",2049,3.73210271232877
"Bothnian Bay","Bothnian Bay","BB",2050,3.71645323287671
"Bothnian Bay","Bothnian Bay","BB",2051,3.6774061369863
"Bothnian Bay","Bothnian Bay","BB",2052,3.64171704918033
"Bothnian Bay","Bothnian Bay","BB",2053,3.64458695890411
"Bothnian Bay","Bothnian Bay","BB",2054,3.68115147945205
"Bothnian Bay","Bothnian Bay","BB",2055,3.6299424109589
"Bothnian Bay","Bothnian Bay","BB",2056,3.54618661202186
"Bothnian Bay","Bothnian Bay","BB",2057,3.5917715890411
"Bothnian Bay","Bothnian Bay","BB",2058,3.49573723287671
"Bothnian Bay","Bothnian Bay","BB",2059,3.53394846575342
"Bothnian Bay","Bothnian Bay","BB",2060,3.56620464480874
"Bothnian Bay","Bothnian Bay","BB",2061,3.52695060273973
"Bothnian Bay","Bothnian Bay","BB",2062,3.50947942465753
"Bothnian Bay","Bothnian Bay","BB",2063,3.49128128767123
"Bothnian Bay","Bothnian Bay","BB",2064,3.45271226775956
"Bothnian Bay","Bothnian Bay","BB",2065,3.38803578082192
"Bothnian Bay","Bothnian Bay","BB",2066,3.31749454794521
"Bothnian Bay","Bothnian Bay","BB",2067,3.31428257534247
"Bothnian Bay","Bothnian Bay","BB",2068,3.3067306284153
"Bothnian Bay","Bothnian Bay","BB",2069,3.25349235616438
"Bothnian Bay","Bothnian Bay","BB",2070,3.24755328767123
"Bothnian Bay","Bothnian Bay","BB",2071,3.19415378082192
"Bothnian Bay","Bothnian Bay","BB",2072,3.17058139344262
"Bothnian Bay","Bothnian Bay","BB",2073,3.0994318630137
"Bothnian Bay","Bothnian Bay","BB",2074,3.13813473972603
"Bothnian Bay","Bothnian Bay","BB",2075,3.13953254794521
"Bothnian Bay","Bothnian Bay","BB",2076,3.12254199453552
"Bothnian Bay","Bothnian Bay","BB",2077,3.13481021917808
"Bothnian Bay","Bothnian Bay","BB",2078,3.12004676712329
"Bothnian Bay","Bothnian Bay","BB",2079,3.02920443835616
"Bothnian Bay","Bothnian Bay","BB",2080,3.09780234972678
"Bothnian Bay","Bothnian Bay","BB",2081,3.05981745205479
"Bothnian Bay","Bothnian Bay","BB",2082,3.0565498630137
"Bothnian Bay","Bothnian Bay","BB",2083,3.0375397260274
"Bothnian Bay","Bothnian Bay","BB",2084,3.01516781420765
"Bothnian Bay","Bothnian Bay","BB",2085,3.06188493150685
"Bothnian Bay","Bothnian Bay","BB",2086,3.04922608219178
"Bothnian Bay","Bothnian Bay","BB",2087,3.07080038356164
"Bothnian Bay","Bothnian Bay","BB",2088,2.98808516393443
"Bothnian Bay","Bothnian Bay","BB",2089,3.01665646575342
"Bothnian Bay","Bothnian Bay","BB",2090,2.97395273972603
"Bothnian Bay","Bothnian Bay","BB",2091,2.90408210958904
"Bothnian Bay","Bothnian Bay","BB",2092,2.93208169398907
"Bothnian Bay","Bothnian Bay","BB",2093,2.96027819178082
"Bothnian Bay","Bothnian Bay","BB",2094,3.01392306849315
"Bothnian Bay","Bothnian Bay","BB",2095,2.98985676712329
"Bothnian Bay","Bothnian Bay","BB",2096,2.94106035519126
"Bothnian Bay","Bothnian Bay","BB",2097,2.90063287671233
"Bothnian Bay","Bothnian Bay","BB",2098,2.9469878630137
"Bothnian Bay","Bothnian Bay","BB",2099,2.88610652054795
