"basin_name_holas","basin_name_baltsem","basin_abb_baltsem","year","sal_deep","salin_bottom_depth"
"Kiel Bay","Fehmarn Belt","FB",1975,31.5093602109589,65
"Kiel Bay","Fehmarn Belt","FB",1976,32.3351390163934,65
"Kiel Bay","Fehmarn Belt","FB",1977,32.1488491232877,65
"Kiel Bay","Fehmarn Belt","FB",1978,31.8527887780822,65
"Kiel Bay","Fehmarn Belt","FB",1979,32.4631215808219,65
"Kiel Bay","Fehmarn Belt","FB",1980,31.980826795082,65
"Kiel Bay","Fehmarn Belt","FB",1981,30.9889760520548,65
"Kiel Bay","Fehmarn Belt","FB",1982,32.2723494767123,65
"Kiel Bay","Fehmarn Belt","FB",1983,29.9495260246575,65
"Kiel Bay","Fehmarn Belt","FB",1984,31.7790698879781,65
"Kiel Bay","Fehmarn Belt","FB",1985,32.4663487863014,65
"Kiel Bay","Fehmarn Belt","FB",1986,31.8809128986301,65
"Kiel Bay","Fehmarn Belt","FB",1987,32.3038993068493,65
"Kiel Bay","Fehmarn Belt","FB",1988,32.1259279180328,65
"Kiel Bay","Fehmarn Belt","FB",1989,31.5123333534247,65
"Kiel Bay","Fehmarn Belt","FB",1990,30.4713279890411,65
"Kiel Bay","Fehmarn Belt","FB",1991,32.3328105424658,65
"Kiel Bay","Fehmarn Belt","FB",1992,31.6946102322404,65
"Kiel Bay","Fehmarn Belt","FB",1993,32.0493769068493,65
"Kiel Bay","Fehmarn Belt","FB",1994,31.0662047671233,65
"Kiel Bay","Fehmarn Belt","FB",1995,30.4694231041096,65
"Kiel Bay","Fehmarn Belt","FB",1996,32.9554647896175,65
"Kiel Bay","Fehmarn Belt","FB",1997,31.6655720054795,65
"Kiel Bay","Fehmarn Belt","FB",1998,32.145056109589,65
"Kiel Bay","Fehmarn Belt","FB",1999,31.8093152246575,65
"Kiel Bay","Fehmarn Belt","FB",2000,30.9406858005464,65
"Kiel Bay","Fehmarn Belt","FB",2001,32.0463705780822,65
"Kiel Bay","Fehmarn Belt","FB",2002,31.542556,65
"Kiel Bay","Fehmarn Belt","FB",2003,32.7738728273973,65
"Kiel Bay","Fehmarn Belt","FB",2004,31.540730284153,65
"Kiel Bay","Fehmarn Belt","FB",2005,31.5769796465753,65
"Kiel Bay","Fehmarn Belt","FB",2006,32.2130208465753,65
"Kiel Bay","Fehmarn Belt","FB",2007,32.1848829726027,65
"Kiel Bay","Fehmarn Belt","FB",2008,32.450121863388,65
"Kiel Bay","Fehmarn Belt","FB",2009,32.9616655753425,65
"Kiel Bay","Fehmarn Belt","FB",2010,33.1092187123288,65
"Kiel Bay","Fehmarn Belt","FB",2011,32.8786772794521,65
"Kiel Bay","Fehmarn Belt","FB",2012,32.2446031092896,65
"Kiel Bay","Fehmarn Belt","FB",2013,32.8682103178082,65
"Kiel Bay","Fehmarn Belt","FB",2014,32.8190800164384,65
"Gulf of Finland","Gulf of Finland","GF",1970,9.63516257479452,85
"Gulf of Finland","Gulf of Finland","GF",1971,10.2797625717808,85
"Gulf of Finland","Gulf of Finland","GF",1972,9.97521399071038,85
"Gulf of Finland","Gulf of Finland","GF",1973,8.98247400273973,85
"Gulf of Finland","Gulf of Finland","GF",1974,8.70099924356164,85
"Gulf of Finland","Gulf of Finland","GF",1975,9.1171072539726,85
"Gulf of Finland","Gulf of Finland","GF",1976,9.33429966584699,85
"Gulf of Finland","Gulf of Finland","GF",1977,9.6411878490411,85
"Gulf of Finland","Gulf of Finland","GF",1978,9.9188906969863,85
"Gulf of Finland","Gulf of Finland","GF",1979,10.5520846646575,85
"Gulf of Finland","Gulf of Finland","GF",1980,10.1113562896175,85
"Gulf of Finland","Gulf of Finland","GF",1981,9.26791466657534,85
"Gulf of Finland","Gulf of Finland","GF",1982,9.2755651860274,85
"Gulf of Finland","Gulf of Finland","GF",1983,8.94324130438356,85
"Gulf of Finland","Gulf of Finland","GF",1984,8.20171078224044,85
"Gulf of Finland","Gulf of Finland","GF",1985,8.93353711835617,85
"Gulf of Finland","Gulf of Finland","GF",1986,8.55371274657534,85
"Gulf of Finland","Gulf of Finland","GF",1987,9.09868439068493,85
"Gulf of Finland","Gulf of Finland","GF",1988,8.21298236967213,85
"Gulf of Finland","Gulf of Finland","GF",1989,7.70215821780822,85
"Gulf of Finland","Gulf of Finland","GF",1990,7.82013528082192,85
"Gulf of Finland","Gulf of Finland","GF",1991,7.73609630109589,85
"Gulf of Finland","Gulf of Finland","GF",1992,7.59263033852459,85
"Gulf of Finland","Gulf of Finland","GF",1993,7.40159106684932,85
"Gulf of Finland","Gulf of Finland","GF",1994,7.59589455260274,85
"Gulf of Finland","Gulf of Finland","GF",1995,7.77582377780822,85
"Gulf of Finland","Gulf of Finland","GF",1996,8.30827712786885,85
"Gulf of Finland","Gulf of Finland","GF",1997,7.90681949287671,85
"Gulf of Finland","Gulf of Finland","GF",1998,8.09307143315069,85
"Gulf of Finland","Gulf of Finland","GF",1999,8.08255496630137,85
"Gulf of Finland","Gulf of Finland","GF",2000,7.25476499617486,85
"Gulf of Finland","Gulf of Finland","GF",2001,8.01325386794521,85
"Gulf of Finland","Gulf of Finland","GF",2002,7.70750911013699,85
"Gulf of Finland","Gulf of Finland","GF",2003,8.27630382246575,85
"Gulf of Finland","Gulf of Finland","GF",2004,7.96921595054645,85
"Gulf of Finland","Gulf of Finland","GF",2005,7.79272858109589,85
"Gulf of Finland","Gulf of Finland","GF",2006,7.69345057150685,85
"Gulf of Finland","Gulf of Finland","GF",2007,7.66960325753425,85
"Gulf of Finland","Gulf of Finland","GF",2008,7.74804839098361,85
"Gulf of Finland","Gulf of Finland","GF",2009,8.10556576438356,85
"Gulf of Finland","Gulf of Finland","GF",2010,8.84337052794521,85
"Gulf of Finland","Gulf of Finland","GF",2011,8.53242291178082,85
"Gulf of Finland","Gulf of Finland","GF",2012,7.73643344535519,85
"Gulf of Finland","Gulf of Finland","GF",2013,8.26712367863014,85
"Gulf of Finland","Gulf of Finland","GF",2014,7.56627968958904,85
"Gulf of Riga","Gulf of Riga","GR",1970,6.57034455863014,50
"Gulf of Riga","Gulf of Riga","GR",1971,6.47505582136986,50
"Gulf of Riga","Gulf of Riga","GR",1972,6.63876218661202,50
"Gulf of Riga","Gulf of Riga","GR",1973,6.62105731917808,50
"Gulf of Riga","Gulf of Riga","GR",1974,6.62426677315069,50
"Gulf of Riga","Gulf of Riga","GR",1975,6.64872284136986,50
"Gulf of Riga","Gulf of Riga","GR",1976,6.73502389508197,50
"Gulf of Riga","Gulf of Riga","GR",1977,6.76897237506849,50
"Gulf of Riga","Gulf of Riga","GR",1978,6.67735284657534,50
"Gulf of Riga","Gulf of Riga","GR",1979,6.66146013315069,50
"Gulf of Riga","Gulf of Riga","GR",1980,6.68907564699454,50
"Gulf of Riga","Gulf of Riga","GR",1981,6.52026196767123,50
"Gulf of Riga","Gulf of Riga","GR",1982,6.46150028767123,50
"Gulf of Riga","Gulf of Riga","GR",1983,6.32174662547945,50
"Gulf of Riga","Gulf of Riga","GR",1984,6.51937434371585,50
"Gulf of Riga","Gulf of Riga","GR",1985,6.70259766328767,50
"Gulf of Riga","Gulf of Riga","GR",1986,6.45451466739726,50
"Gulf of Riga","Gulf of Riga","GR",1987,6.45284204712329,50
"Gulf of Riga","Gulf of Riga","GR",1988,6.13672432459016,50
"Gulf of Riga","Gulf of Riga","GR",1989,6.14278623753425,50
"Gulf of Riga","Gulf of Riga","GR",1990,6.09235877041096,50
"Gulf of Riga","Gulf of Riga","GR",1991,6.12948169972603,50
"Gulf of Riga","Gulf of Riga","GR",1992,6.06037202868852,50
"Gulf of Riga","Gulf of Riga","GR",1993,6.20140985479452,50
"Gulf of Riga","Gulf of Riga","GR",1994,6.23785256931507,50
"Gulf of Riga","Gulf of Riga","GR",1995,6.11615320356164,50
"Gulf of Riga","Gulf of Riga","GR",1996,6.18301141803279,50
"Gulf of Riga","Gulf of Riga","GR",1997,6.08335424739726,50
"Gulf of Riga","Gulf of Riga","GR",1998,5.9931221660274,50
"Gulf of Riga","Gulf of Riga","GR",1999,5.82141926493151,50
"Gulf of Riga","Gulf of Riga","GR",2000,5.93517291939891,50
"Gulf of Riga","Gulf of Riga","GR",2001,5.94331286082192,50
"Gulf of Riga","Gulf of Riga","GR",2002,5.80672563178082,50
"Gulf of Riga","Gulf of Riga","GR",2003,6.04111473753425,50
"Gulf of Riga","Gulf of Riga","GR",2004,6.0131961295082,50
"Gulf of Riga","Gulf of Riga","GR",2005,5.91077528410959,50
"Gulf of Riga","Gulf of Riga","GR",2006,5.95405619506849,50
"Gulf of Riga","Gulf of Riga","GR",2007,5.92531260712329,50
"Gulf of Riga","Gulf of Riga","GR",2008,5.77225777978142,50
"Gulf of Riga","Gulf of Riga","GR",2009,5.72748471232877,50
"Gulf of Riga","Gulf of Riga","GR",2010,5.7493826769863,50
"Gulf of Riga","Gulf of Riga","GR",2011,5.69534707561644,50
"Gulf of Riga","Gulf of Riga","GR",2012,5.53572700382514,50
"Gulf of Riga","Gulf of Riga","GR",2013,5.41995368136986,50
"Gulf of Riga","Gulf of Riga","GR",2014,5.36563615808219,50
"Eastern Gotland Basin","Gotland Sea","GS",1970,12.9853945315068,250
"Northern Baltic Proper","Gotland Sea","GS",1970,12.9853945315068,250
"Western Gotland Basin","Gotland Sea","GS",1970,12.9853945315068,250
"Eastern Gotland Basin","Gotland Sea","GS",1971,12.8049108054795,250
"Northern Baltic Proper","Gotland Sea","GS",1971,12.8049108054795,250
"Western Gotland Basin","Gotland Sea","GS",1971,12.8049108054795,250
"Eastern Gotland Basin","Gotland Sea","GS",1972,12.675856010929,250
"Northern Baltic Proper","Gotland Sea","GS",1972,12.675856010929,250
"Western Gotland Basin","Gotland Sea","GS",1972,12.675856010929,250
"Eastern Gotland Basin","Gotland Sea","GS",1973,12.6560769123288,250
"Northern Baltic Proper","Gotland Sea","GS",1973,12.6560769123288,250
"Western Gotland Basin","Gotland Sea","GS",1973,12.6560769123288,250
"Eastern Gotland Basin","Gotland Sea","GS",1974,12.8305655726027,250
"Northern Baltic Proper","Gotland Sea","GS",1974,12.8305655726027,250
"Western Gotland Basin","Gotland Sea","GS",1974,12.8305655726027,250
"Eastern Gotland Basin","Gotland Sea","GS",1975,13.036406139726,250
"Northern Baltic Proper","Gotland Sea","GS",1975,13.036406139726,250
"Western Gotland Basin","Gotland Sea","GS",1975,13.036406139726,250
"Eastern Gotland Basin","Gotland Sea","GS",1976,12.9138617896175,250
"Northern Baltic Proper","Gotland Sea","GS",1976,12.9138617896175,250
"Western Gotland Basin","Gotland Sea","GS",1976,12.9138617896175,250
"Eastern Gotland Basin","Gotland Sea","GS",1977,12.7606692027397,250
"Northern Baltic Proper","Gotland Sea","GS",1977,12.7606692027397,250
"Western Gotland Basin","Gotland Sea","GS",1977,12.7606692027397,250
"Eastern Gotland Basin","Gotland Sea","GS",1978,12.6027824986301,250
"Northern Baltic Proper","Gotland Sea","GS",1978,12.6027824986301,250
"Western Gotland Basin","Gotland Sea","GS",1978,12.6027824986301,250
"Eastern Gotland Basin","Gotland Sea","GS",1979,12.4883232958904,250
"Northern Baltic Proper","Gotland Sea","GS",1979,12.4883232958904,250
"Western Gotland Basin","Gotland Sea","GS",1979,12.4883232958904,250
"Eastern Gotland Basin","Gotland Sea","GS",1980,12.4353518278689,250
"Northern Baltic Proper","Gotland Sea","GS",1980,12.4353518278689,250
"Western Gotland Basin","Gotland Sea","GS",1980,12.4353518278689,250
"Eastern Gotland Basin","Gotland Sea","GS",1981,12.3337552739726,250
"Northern Baltic Proper","Gotland Sea","GS",1981,12.3337552739726,250
"Western Gotland Basin","Gotland Sea","GS",1981,12.3337552739726,250
"Eastern Gotland Basin","Gotland Sea","GS",1982,12.2384923041096,250
"Northern Baltic Proper","Gotland Sea","GS",1982,12.2384923041096,250
"Western Gotland Basin","Gotland Sea","GS",1982,12.2384923041096,250
"Eastern Gotland Basin","Gotland Sea","GS",1983,12.1087007808219,250
"Northern Baltic Proper","Gotland Sea","GS",1983,12.1087007808219,250
"Western Gotland Basin","Gotland Sea","GS",1983,12.1087007808219,250
"Eastern Gotland Basin","Gotland Sea","GS",1984,11.9543704043716,250
"Northern Baltic Proper","Gotland Sea","GS",1984,11.9543704043716,250
"Western Gotland Basin","Gotland Sea","GS",1984,11.9543704043716,250
"Eastern Gotland Basin","Gotland Sea","GS",1985,11.8570189726027,250
"Northern Baltic Proper","Gotland Sea","GS",1985,11.8570189726027,250
"Western Gotland Basin","Gotland Sea","GS",1985,11.8570189726027,250
"Eastern Gotland Basin","Gotland Sea","GS",1986,11.7246687835616,250
"Northern Baltic Proper","Gotland Sea","GS",1986,11.7246687835616,250
"Western Gotland Basin","Gotland Sea","GS",1986,11.7246687835616,250
"Eastern Gotland Basin","Gotland Sea","GS",1987,11.5779584958904,250
"Northern Baltic Proper","Gotland Sea","GS",1987,11.5779584958904,250
"Western Gotland Basin","Gotland Sea","GS",1987,11.5779584958904,250
"Eastern Gotland Basin","Gotland Sea","GS",1988,11.4245491065574,250
"Northern Baltic Proper","Gotland Sea","GS",1988,11.4245491065574,250
"Western Gotland Basin","Gotland Sea","GS",1988,11.4245491065574,250
"Eastern Gotland Basin","Gotland Sea","GS",1989,11.2167408520548,250
"Northern Baltic Proper","Gotland Sea","GS",1989,11.2167408520548,250
"Western Gotland Basin","Gotland Sea","GS",1989,11.2167408520548,250
"Eastern Gotland Basin","Gotland Sea","GS",1990,11.0652454767123,250
"Northern Baltic Proper","Gotland Sea","GS",1990,11.0652454767123,250
"Western Gotland Basin","Gotland Sea","GS",1990,11.0652454767123,250
"Eastern Gotland Basin","Gotland Sea","GS",1991,10.9820587178082,250
"Northern Baltic Proper","Gotland Sea","GS",1991,10.9820587178082,250
"Western Gotland Basin","Gotland Sea","GS",1991,10.9820587178082,250
"Eastern Gotland Basin","Gotland Sea","GS",1992,10.9472243989071,250
"Northern Baltic Proper","Gotland Sea","GS",1992,10.9472243989071,250
"Western Gotland Basin","Gotland Sea","GS",1992,10.9472243989071,250
"Eastern Gotland Basin","Gotland Sea","GS",1993,11.0273695506849,250
"Northern Baltic Proper","Gotland Sea","GS",1993,11.0273695506849,250
"Western Gotland Basin","Gotland Sea","GS",1993,11.0273695506849,250
"Eastern Gotland Basin","Gotland Sea","GS",1994,11.2347926410959,250
"Northern Baltic Proper","Gotland Sea","GS",1994,11.2347926410959,250
"Western Gotland Basin","Gotland Sea","GS",1994,11.2347926410959,250
"Eastern Gotland Basin","Gotland Sea","GS",1995,11.1217824356164,250
"Northern Baltic Proper","Gotland Sea","GS",1995,11.1217824356164,250
"Western Gotland Basin","Gotland Sea","GS",1995,11.1217824356164,250
"Eastern Gotland Basin","Gotland Sea","GS",1996,11.0267542704918,250
"Northern Baltic Proper","Gotland Sea","GS",1996,11.0267542704918,250
"Western Gotland Basin","Gotland Sea","GS",1996,11.0267542704918,250
"Eastern Gotland Basin","Gotland Sea","GS",1997,11.2341759123288,250
"Northern Baltic Proper","Gotland Sea","GS",1997,11.2341759123288,250
"Western Gotland Basin","Gotland Sea","GS",1997,11.2341759123288,250
"Eastern Gotland Basin","Gotland Sea","GS",1998,11.2786550547945,250
"Northern Baltic Proper","Gotland Sea","GS",1998,11.2786550547945,250
"Western Gotland Basin","Gotland Sea","GS",1998,11.2786550547945,250
"Eastern Gotland Basin","Gotland Sea","GS",1999,11.1647467150685,250
"Northern Baltic Proper","Gotland Sea","GS",1999,11.1647467150685,250
"Western Gotland Basin","Gotland Sea","GS",1999,11.1647467150685,250
"Eastern Gotland Basin","Gotland Sea","GS",2000,11.0374770464481,250
"Northern Baltic Proper","Gotland Sea","GS",2000,11.0374770464481,250
"Western Gotland Basin","Gotland Sea","GS",2000,11.0374770464481,250
"Eastern Gotland Basin","Gotland Sea","GS",2001,10.9157380876712,250
"Northern Baltic Proper","Gotland Sea","GS",2001,10.9157380876712,250
"Western Gotland Basin","Gotland Sea","GS",2001,10.9157380876712,250
"Eastern Gotland Basin","Gotland Sea","GS",2002,10.7832635506849,250
"Northern Baltic Proper","Gotland Sea","GS",2002,10.7832635506849,250
"Western Gotland Basin","Gotland Sea","GS",2002,10.7832635506849,250
"Eastern Gotland Basin","Gotland Sea","GS",2003,11.1187342,250
"Northern Baltic Proper","Gotland Sea","GS",2003,11.1187342,250
"Western Gotland Basin","Gotland Sea","GS",2003,11.1187342,250
"Eastern Gotland Basin","Gotland Sea","GS",2004,11.3096612076503,250
"Northern Baltic Proper","Gotland Sea","GS",2004,11.3096612076503,250
"Western Gotland Basin","Gotland Sea","GS",2004,11.3096612076503,250
"Eastern Gotland Basin","Gotland Sea","GS",2005,11.1988674246575,250
"Northern Baltic Proper","Gotland Sea","GS",2005,11.1988674246575,250
"Western Gotland Basin","Gotland Sea","GS",2005,11.1988674246575,250
"Eastern Gotland Basin","Gotland Sea","GS",2006,11.1742713917808,250
"Northern Baltic Proper","Gotland Sea","GS",2006,11.1742713917808,250
"Western Gotland Basin","Gotland Sea","GS",2006,11.1742713917808,250
"Eastern Gotland Basin","Gotland Sea","GS",2007,11.2539191917808,250
"Northern Baltic Proper","Gotland Sea","GS",2007,11.2539191917808,250
"Western Gotland Basin","Gotland Sea","GS",2007,11.2539191917808,250
"Eastern Gotland Basin","Gotland Sea","GS",2008,11.1029055245902,250
"Northern Baltic Proper","Gotland Sea","GS",2008,11.1029055245902,250
"Western Gotland Basin","Gotland Sea","GS",2008,11.1029055245902,250
"Eastern Gotland Basin","Gotland Sea","GS",2009,10.982551769863,250
"Northern Baltic Proper","Gotland Sea","GS",2009,10.982551769863,250
"Western Gotland Basin","Gotland Sea","GS",2009,10.982551769863,250
"Eastern Gotland Basin","Gotland Sea","GS",2010,10.8736634356164,250
"Northern Baltic Proper","Gotland Sea","GS",2010,10.8736634356164,250
"Western Gotland Basin","Gotland Sea","GS",2010,10.8736634356164,250
"Eastern Gotland Basin","Gotland Sea","GS",2011,10.7659597315068,250
"Northern Baltic Proper","Gotland Sea","GS",2011,10.7659597315068,250
"Western Gotland Basin","Gotland Sea","GS",2011,10.7659597315068,250
"Eastern Gotland Basin","Gotland Sea","GS",2012,10.6460235601093,250
"Northern Baltic Proper","Gotland Sea","GS",2012,10.6460235601093,250
"Western Gotland Basin","Gotland Sea","GS",2012,10.6460235601093,250
"Eastern Gotland Basin","Gotland Sea","GS",2013,10.5263840794521,250
"Northern Baltic Proper","Gotland Sea","GS",2013,10.5263840794521,250
"Western Gotland Basin","Gotland Sea","GS",2013,10.5263840794521,250
"Eastern Gotland Basin","Gotland Sea","GS",2014,10.3726920082192,250
"Northern Baltic Proper","Gotland Sea","GS",2014,10.3726920082192,250
"Western Gotland Basin","Gotland Sea","GS",2014,10.3726920082192,250
"The Sound","Oeresund","OS",1970,32.8633032328767,45
"The Sound","Oeresund","OS",1971,33.0898659232877,45
"The Sound","Oeresund","OS",1972,32.6820364699454,45
"The Sound","Oeresund","OS",1973,32.603842690411,45
"The Sound","Oeresund","OS",1974,33.0603413972603,45
"The Sound","Oeresund","OS",1975,32.3056339890411,45
"The Sound","Oeresund","OS",1976,32.7138472786885,45
"The Sound","Oeresund","OS",1977,32.6085378876712,45
"The Sound","Oeresund","OS",1978,32.4199568,45
"The Sound","Oeresund","OS",1979,32.9240458027397,45
"The Sound","Oeresund","OS",1980,32.6233789016393,45
"The Sound","Oeresund","OS",1981,31.9318888657534,45
"The Sound","Oeresund","OS",1982,32.7100204849315,45
"The Sound","Oeresund","OS",1983,31.3446155041096,45
"The Sound","Oeresund","OS",1984,32.4960789016393,45
"The Sound","Oeresund","OS",1985,33.1320880465753,45
"The Sound","Oeresund","OS",1986,32.5791135835616,45
"The Sound","Oeresund","OS",1987,33.0062181013699,45
"The Sound","Oeresund","OS",1988,32.8151454016393,45
"The Sound","Oeresund","OS",1989,32.1667001561644,45
"The Sound","Oeresund","OS",1990,31.8947496575342,45
"The Sound","Oeresund","OS",1991,32.9298651424658,45
"The Sound","Oeresund","OS",1992,32.6882803387978,45
"The Sound","Oeresund","OS",1993,32.7064851287671,45
"The Sound","Oeresund","OS",1994,32.0519280438356,45
"The Sound","Oeresund","OS",1995,31.8608002547945,45
"The Sound","Oeresund","OS",1996,33.185628579235,45
"The Sound","Oeresund","OS",1997,32.3546385150685,45
"The Sound","Oeresund","OS",1998,32.6933828958904,45
"The Sound","Oeresund","OS",1999,32.4903140246575,45
"The Sound","Oeresund","OS",2000,32.0895819562842,45
"The Sound","Oeresund","OS",2001,32.5079753068493,45
"The Sound","Oeresund","OS",2002,32.4275226410959,45
"The Sound","Oeresund","OS",2003,33.2525059369863,45
"The Sound","Oeresund","OS",2004,32.2168447814208,45
"The Sound","Oeresund","OS",2005,32.4360325835616,45
"The Sound","Oeresund","OS",2006,32.6488949506849,45
"The Sound","Oeresund","OS",2007,33.1318518684932,45
"The Sound","Oeresund","OS",2008,33.2823220519126,45
"The Sound","Oeresund","OS",2009,33.4952532356164,45
"The Sound","Oeresund","OS",2010,33.4628209972603,45
"The Sound","Oeresund","OS",2011,33.2082006712329,45
"The Sound","Oeresund","OS",2012,33.120107136612,45
"The Sound","Oeresund","OS",2013,33.425247,45
"The Sound","Oeresund","OS",2014,33.3888553726027,45
"Great Belt","Samsoe Belt","SB",1970,33.1014147205479,55
"Great Belt","Samsoe Belt","SB",1971,33.4348237643836,55
"Great Belt","Samsoe Belt","SB",1972,33.0639513825137,55
"Great Belt","Samsoe Belt","SB",1973,33.0606459041096,55
"Great Belt","Samsoe Belt","SB",1974,33.3588782438356,55
"Great Belt","Samsoe Belt","SB",1975,32.608761030137,55
"Great Belt","Samsoe Belt","SB",1976,33.0454759480874,55
"Great Belt","Samsoe Belt","SB",1977,32.9758482438356,55
"Great Belt","Samsoe Belt","SB",1978,32.7158176657534,55
"Great Belt","Samsoe Belt","SB",1979,33.2665443972603,55
"Great Belt","Samsoe Belt","SB",1980,32.9971760846995,55
"Great Belt","Samsoe Belt","SB",1981,32.4109080547945,55
"Great Belt","Samsoe Belt","SB",1982,33.069729030137,55
"Great Belt","Samsoe Belt","SB",1983,31.7160547013699,55
"Great Belt","Samsoe Belt","SB",1984,32.7934464344262,55
"Great Belt","Samsoe Belt","SB",1985,33.3934732794521,55
"Great Belt","Samsoe Belt","SB",1986,32.947204660274,55
"Great Belt","Samsoe Belt","SB",1987,33.2353345342466,55
"Great Belt","Samsoe Belt","SB",1988,33.1533871666667,55
"Great Belt","Samsoe Belt","SB",1989,32.4753764465753,55
"Great Belt","Samsoe Belt","SB",1990,32.2332026,55
"Great Belt","Samsoe Belt","SB",1991,33.3597487178082,55
"Great Belt","Samsoe Belt","SB",1992,32.9315038688525,55
"Great Belt","Samsoe Belt","SB",1993,32.9963308328767,55
"Great Belt","Samsoe Belt","SB",1994,32.5625879205479,55
"Great Belt","Samsoe Belt","SB",1995,32.2918235863014,55
"Great Belt","Samsoe Belt","SB",1996,33.4618349153005,55
"Great Belt","Samsoe Belt","SB",1997,32.7211758794521,55
"Great Belt","Samsoe Belt","SB",1998,33.1886564821918,55
"Great Belt","Samsoe Belt","SB",1999,32.8364928575342,55
"Great Belt","Samsoe Belt","SB",2000,32.4824284699454,55
"Great Belt","Samsoe Belt","SB",2001,32.9111700136986,55
"Great Belt","Samsoe Belt","SB",2002,32.6083998630137,55
"Great Belt","Samsoe Belt","SB",2003,33.4901631917808,55
"Great Belt","Samsoe Belt","SB",2004,32.6226430409836,55
"Great Belt","Samsoe Belt","SB",2005,32.6332618383562,55
"Great Belt","Samsoe Belt","SB",2006,33.0252352520548,55
"Great Belt","Samsoe Belt","SB",2007,33.3489111945205,55
"Great Belt","Samsoe Belt","SB",2008,33.5606834480874,55
"Great Belt","Samsoe Belt","SB",2009,33.654189509589,55
"Great Belt","Samsoe Belt","SB",2010,33.6405221863014,55
"Great Belt","Samsoe Belt","SB",2011,33.5543021753425,55
"Great Belt","Samsoe Belt","SB",2012,33.3638233989071,55
"Great Belt","Samsoe Belt","SB",2013,33.559129139726,55
"Great Belt","Samsoe Belt","SB",2014,33.5758907643836,55
"","Northern Kattegat","NK",NA,NA,100
"","Southern Kattegat","SK",NA,NA,70
