"region_id","status"
3,84.6
4,84.6
5,34.9
6,34.9
7,84.6
8,84.6
9,84.6
10,84.6
11,34.9
12,34.9
13,34.9
14,93.7
15,93.7
16,34.9
17,93.7
18,93.7
19,93.7
20,93.7
21,93.7
22,93.7
23,93.7
24,93.7
25,93.7
26,93.7
27,94
28,94
29,93.7
30,93.7
31,93.7
32,93.7
33,93.7
34,93.7
35,93.7
36,93.7
37,89.6
38,89.6
39,93.7
40,89.6
41,93.7
42,93.7
