"rgn_id","score","dimension"
1,0.820930586862128,"status"
2,0.820930586862128,"status"
3,0.740616889132046,"status"
4,0.740616889132046,"status"
5,0.754810595935185,"status"
6,0.754810595935185,"status"
7,0.796970920578498,"status"
8,0.796970920578498,"status"
9,0.795061021472642,"status"
10,0.795061021472642,"status"
11,0.798039791812872,"status"
12,0.798039791812872,"status"
13,0.798039791812872,"status"
14,0.794790440998868,"status"
15,0.794790440998868,"status"
16,0.794790440998868,"status"
17,0.794790440998868,"status"
18,0.76911329372373,"status"
19,0.76911329372373,"status"
20,0.712712060207851,"status"
21,0.712712060207851,"status"
22,0.712712060207851,"status"
23,0.712712060207851,"status"
24,0.712712060207851,"status"
25,0.712712060207851,"status"
26,0.702199003783612,"status"
27,0.772905277409028,"status"
28,0.772905277409028,"status"
29,0.769043687434925,"status"
30,0.769043687434925,"status"
31,0.769043687434925,"status"
32,0.800078559323334,"status"
33,0.800078559323334,"status"
34,0.800078559323334,"status"
35,0.77806391392241,"status"
36,0.77806391392241,"status"
37,0.786667328527646,"status"
38,0.786667328527646,"status"
39,0.702127297734274,"status"
40,0.702127297734274,"status"
41,0.690799271833965,"status"
42,0.690799271833965,"status"
