"rgn_id","resilience.score"
1,0.954545
2,0.863636
3,0.863636
4,0.977273
5,0.954545
6,0.863636
7,0.863636
8,0.977273
9,0.863636
10,0.977273
11,0.954545
12,0.863636
13,0.977273
14,0.954545
15,0.863636
16,0.954545
17,0.909091
18,0.909091
19,0.769691
20,0.954545
21,0.909091
22,0.769691
23,0.954545
24,0.931818
25,0.886364
26,0.954545
27,0.931818
28,0.886364
29,0.954545
30,0.954545
31,0.886364
32,0.954545
33,0.769691
34,0.886364
35,0.954545
36,0.954545
37,0.954545
38,0.954545
39,0.954545
40,0.954545
41,0.954545
42,0.954545
