"rgn_id","value"
1,0.484
2,0.704592
3,0.704592
4,0.558
5,0.484
6,0.704592
7,0.704592
8,0.558
9,0.704592
10,0.558
11,0.484
12,0.704592
13,0.558
14,0.484
15,0.704592
16,NA
17,0.632
18,0.632
19,0.632
20,0.484
21,0.632
22,0.632
23,0.632
24,0.558
25,0.632
26,0.484
27,0.558
28,0.632
29,0.484
30,0.558
31,0.632
32,0.558
33,0.632
34,0.632
35,0.484
36,0.558
37,0.484
38,0.558
39,0.484
40,NA
41,0.484
42,NA
