"rgn_id","year","gdp_mio_euro"
"1",2000,62078.5
"1",2001,59735.75
"1",2002,61962.25
"1",2003,66228.5
"1",2004,68112.75
"1",2005,69328.5
"1",2006,74922.5
"1",2007,79395.75
"1",2008,78786.75
"1",2009,67917
"1",2010,81035.25
"1",2011,88631.5
"1",2012,91799.25
"10",2000,NA
"10",2001,NA
"10",2002,NA
"10",2003,NA
"10",2004,NA
"10",2005,NA
"10",2006,NA
"10",2007,NA
"10",2008,NA
"10",2009,NA
"10",2010,20521
"10",2011,21644.5
"10",2012,22698.5
"11",2000,8083.5
"11",2001,7696.75
"11",2002,8180.25
"11",2003,8415.5
"11",2004,8704.75
"11",2005,8916.5
"11",2006,9545.5
"11",2007,10647.75
"11",2008,10060.75
"11",2009,8766
"11",2010,10471.25
"11",2011,11337.5
"11",2012,11908.25
"12",2000,31244
"12",2001,32410.5
"12",2002,33131.7
"12",2003,33885.6
"12",2004,36034.1
"12",2005,38580.3
"12",2006,39623.6
"12",2007,40930
"12",2008,42288.2
"12",2009,41500.2
"12",2010,45185
"12",2011,45401.3
"12",2012,46845.1
"13",2000,NA
"13",2001,NA
"13",2002,NA
"13",2003,NA
"13",2004,NA
"13",2005,NA
"13",2006,NA
"13",2007,NA
"13",2008,NA
"13",2009,NA
"13",2010,6007.5
"13",2011,6182
"13",2012,6217.5
"14",2000,2221.5
"14",2001,1904.5
"14",2002,2047
"14",2003,2207.5
"14",2004,2357.5
"14",2005,2390
"14",2006,2465
"14",2007,2640
"14",2008,2527.5
"14",2009,2133.5
"14",2010,2532.5
"14",2011,2628
"14",2012,2644.5
"15",2000,1036
"15",2001,1082
"15",2002,1113
"15",2003,1101
"15",2004,1112
"15",2005,1167
"15",2006,1244
"15",2007,1290
"15",2008,1261
"15",2009,1232
"15",2010,1260
"15",2011,1292
"15",2012,1311
"16",2000,NA
"16",2001,NA
"16",2002,NA
"16",2003,NA
"16",2004,NA
"16",2005,NA
"16",2006,NA
"16",2007,NA
"16",2008,NA
"16",2009,NA
"16",2010,2280
"16",2011,2325.5
"16",2012,2335.5
"17",2000,6087.5
"17",2001,6914.5
"17",2002,6729.5
"17",2003,6044.5
"17",2004,6381
"17",2005,7607
"17",2006,8444.5
"17",2007,9663
"17",2008,11328.5
"17",2009,9653
"17",2010,10941
"17",2011,11187.5
"17",2012,11487
"18",2000,7982
"18",2001,8949.5
"18",2002,9012.5
"18",2003,8095.5
"18",2004,8709
"18",2005,10545.5
"18",2006,11660.5
"18",2007,13219.5
"18",2008,14861.5
"18",2009,13320.5
"18",2010,15100.5
"18",2011,15926.5
"18",2012,16713
"2",2000,39756
"2",2001,41331.5
"2",2002,43061.7
"2",2003,43920.6
"2",2004,44989.6
"2",2005,46583.3
"2",2006,49751.1
"2",2007,51392
"2",2008,52780.2
"2",2009,51511.2
"2",2010,52110.5
"2",2011,52695.3
"2",2012,53782.6
"20",2000,719
"20",2001,652
"20",2002,714.5
"20",2003,766.5
"20",2004,780
"20",2005,782.5
"20",2006,820
"20",2007,855
"20",2008,802
"20",2009,718.5
"20",2010,836.5
"20",2011,935
"20",2012,973.5
"21",2000,1659.5
"21",2001,1985
"21",2002,1922
"21",2003,1781
"21",2004,1827
"21",2005,2254.5
"21",2006,2557
"21",2007,2969.5
"21",2008,3501
"21",2009,3103.5
"21",2010,3468.5
"21",2011,3579
"21",2012,3727
"23",2000,NA
"23",2001,NA
"23",2002,NA
"23",2003,NA
"23",2004,2563.33333333333
"23",2005,3003
"23",2006,3379
"23",2007,4118
"23",2008,4622
"23",2009,4007.33333333333
"23",2010,4062.66666666667
"23",2011,4584
"23",2012,4782
"24",2000,339.666666666666
"24",2001,371
"24",2002,405
"24",2003,424.666666666666
"24",2004,476.333333333333
"24",2005,551.999999999999
"24",2006,590.999999999999
"24",2007,790.999999999999
"24",2008,855.999999999999
"24",2009,662.333333333333
"24",2010,617.666666666666
"24",2011,757.999999999999
"24",2012,762.999999999999
"25",2000,113.8
"25",2001,128.4
"25",2002,136.4
"25",2003,145.4
"25",2004,160.6
"25",2005,195.4
"25",2006,227
"25",2007,278
"25",2008,274.4
"25",2009,224.4
"25",2010,243.8
"25",2011,252.4
"25",2012,267
"26",2000,14869.5
"26",2001,13891
"26",2002,14782.5
"26",2003,15456
"26",2004,15861.5
"26",2005,16143.5
"26",2006,17076.5
"26",2007,17945
"26",2008,17714.5
"26",2009,15308.5
"26",2010,18284.5
"26",2011,19714
"26",2012,20227.5
"27",2000,6032.46666666667
"27",2001,6638.4
"27",2002,7195.4
"27",2003,7457.06666666667
"27",2004,8352.93333333333
"27",2005,9852.4
"27",2006,12631
"27",2007,16244
"27",2008,17474.4
"27",2009,13292.7333333333
"27",2010,12860.4666666667
"27",2011,14263.4
"27",2012,15870
"28",2000,113.8
"28",2001,128.4
"28",2002,136.4
"28",2003,145.4
"28",2004,160.6
"28",2005,195.4
"28",2006,227
"28",2007,278
"28",2008,274.4
"28",2009,224.4
"28",2010,243.8
"28",2011,252.4
"28",2012,267
"29",2000,52581.5
"29",2001,49637.5
"29",2002,52107.5
"29",2003,53919
"29",2004,57432
"29",2005,59008
"29",2006,62207.5
"29",2007,67424
"29",2008,66696
"29",2009,60938.5
"29",2010,71483.5
"29",2011,79622
"29",2012,83926
"3",2000,NA
"3",2001,NA
"3",2002,NA
"3",2003,NA
"3",2004,NA
"3",2005,NA
"3",2006,NA
"3",2007,NA
"3",2008,NA
"3",2009,NA
"3",2010,66732.3333333333
"3",2011,68177.3
"3",2012,69236.4333333333
"31",2000,113.8
"31",2001,128.4
"31",2002,136.4
"31",2003,145.4
"31",2004,160.6
"31",2005,195.4
"31",2006,227
"31",2007,278
"31",2008,274.4
"31",2009,224.4
"31",2010,243.8
"31",2011,252.4
"31",2012,267
"34",2000,4613.8
"34",2001,5208.4
"34",2002,5834.4
"34",2003,6557.4
"34",2004,7388.6
"34",2005,8498.4
"34",2006,10294
"34",2007,12262
"34",2008,12370.4
"34",2009,10775.4
"34",2010,11162.8
"34",2011,12554.4
"34",2012,13518
"35",2000,44711
"35",2001,42479.5
"35",2002,44553
"35",2003,46360.5
"35",2004,49279.5
"35",2005,50794.5
"35",2006,53618.5
"35",2007,57660.5
"35",2008,57361
"35",2009,53080
"35",2010,61596.5
"35",2011,68919
"35",2012,72829.5
"36",2000,403
"36",2001,478.5
"36",2002,488.5
"36",2003,495
"36",2004,510.5
"36",2005,524
"36",2006,537.5
"36",2007,549
"36",2008,543
"36",2009,574.5
"36",2010,574
"36",2011,596.5
"36",2012,648.5
"37",2000,21577.1666666667
"37",2001,20519.1666666667
"37",2002,21368.8333333333
"37",2003,22166.5
"37",2004,23250.8333333333
"37",2005,23744.8333333333
"37",2006,25084.5
"37",2007,25510.1666666667
"37",2008,25641
"37",2009,22757.6666666667
"37",2010,26953.5
"37",2011,28685.3333333333
"37",2012,30219.6666666667
"38",2000,7253.66666666667
"38",2001,7930.5
"38",2002,7942.5
"38",2003,8068
"38",2004,8151.16666666667
"38",2005,8585.66666666666
"38",2006,8968.83333333333
"38",2007,9554.66666666666
"38",2008,9849.33333333333
"38",2009,9342.16666666666
"38",2010,9930.33333333333
"38",2011,10402.1666666667
"38",2012,10740.5
"39",2000,2193.66666666666
"39",2001,2146.66666666666
"39",2002,2238.33333333333
"39",2003,2384
"39",2004,2555.33333333333
"39",2005,2598.33333333333
"39",2006,2845
"39",2007,2830.66666666666
"39",2008,2813
"39",2009,2433.66666666666
"39",2010,2963
"39",2011,3178.33333333333
"39",2012,3385.66666666666
"4",2000,NA
"4",2001,NA
"4",2002,NA
"4",2003,NA
"4",2004,NA
"4",2005,NA
"4",2006,NA
"4",2007,NA
"4",2008,NA
"4",2009,NA
"4",2010,4478.33333333333
"4",2011,4416
"4",2012,4666.33333333333
"40",2000,1397.66666666667
"40",2001,1458
"40",2002,1394
"40",2003,1489
"40",2004,1575.66666666666
"40",2005,1667.66666666666
"40",2006,1744.33333333333
"40",2007,1931.66666666666
"40",2008,2045.33333333333
"40",2009,1989.66666666666
"40",2010,2168.33333333333
"40",2011,2203.66666666666
"40",2012,2266
"41",2000,9478.66666666666
"41",2001,9098.66666666666
"41",2002,9506.33333333333
"41",2003,9915
"41",2004,10558.3333333333
"41",2005,10973.3333333333
"41",2006,12102
"41",2007,12163.6666666667
"41",2008,12692
"41",2009,9910.66666666666
"41",2010,13805
"41",2011,14869.3333333333
"41",2012,15161.6666666667
"42",2000,1397.66666666667
"42",2001,1458
"42",2002,1394
"42",2003,1489
"42",2004,1575.66666666666
"42",2005,1667.66666666666
"42",2006,1744.33333333333
"42",2007,1931.66666666666
"42",2008,2045.33333333333
"42",2009,1989.66666666666
"42",2010,2168.33333333333
"42",2011,2203.66666666666
"42",2012,2266
"5",2000,8083.5
"5",2001,7696.75
"5",2002,8180.25
"5",2003,8415.5
"5",2004,8704.75
"5",2005,8916.5
"5",2006,9545.5
"5",2007,10647.75
"5",2008,10060.75
"5",2009,8766
"5",2010,10471.25
"5",2011,11337.5
"5",2012,11908.25
"6",2000,31835
"6",2001,32932.5
"6",2002,33419.5
"6",2003,34293.5
"6",2004,36395
"6",2005,39135.5
"6",2006,40010.5
"6",2007,41472.5
"6",2008,43292.5
"6",2009,42255.5
"6",2010,45719.5
"6",2011,45773.5
"6",2012,47384
"7",2000,2705
"7",2001,2851
"7",2002,2954.2
"7",2003,3005.6
"7",2004,3103.6
"7",2005,3199.8
"7",2006,3409.6
"7",2007,3485
"7",2008,3498.2
"7",2009,3276.2
"7",2010,3450
"7",2011,3448.8
"7",2012,3543.6
"8",2000,NA
"8",2001,NA
"8",2002,NA
"8",2003,NA
"8",2004,NA
"8",2005,NA
"8",2006,NA
"8",2007,NA
"8",2008,NA
"8",2009,NA
"8",2010,12012.8333333333
"8",2011,12739
"8",2012,12825.8333333333
"9",2000,2705
"9",2001,2851
"9",2002,2954.2
"9",2003,3005.6
"9",2004,3103.6
"9",2005,3199.8
"9",2006,3409.6
"9",2007,3485
"9",2008,3498.2
"9",2009,3276.2
"9",2010,3450
"9",2011,3448.8
"9",2012,3543.6
"19",2012,NA
"22",2012,NA
"30",2012,NA
"32",2012,NA
"33",2012,NA
