"rgn_id","pressures.score"
1,0.044364
2,0.0022641
3,0.0022641
4,0.0145839
5,0.044364
6,0.0022641
7,0.0022641
8,0.0145839
9,0.0022641
10,0.0145839
11,0.044364
12,0.0022641
13,0.0145839
14,0.044364
15,0.0022641
16,NA
17,0.00908313
18,0.00908313
19,0.040537
20,0.044364
21,0.00908313
22,0.040537
23,0.00177656
24,0.00823979
25,0.010405
26,0.044364
27,0.00823979
28,0.010405
29,0.044364
30,0.0231444
31,0.010405
32,0.0231444
33,0.040537
34,0.010405
35,0.044364
36,0.0231444
37,0.044364
38,0.0231444
39,0.044364
40,NA
41,0.044364
42,NA
