"rgn_id","year","employ_pop_bhi"
8,2003,315797.59781687
8,2004,309218.481195686
8,2005,312038.102604765
8,2006,321906.777536542
8,2007,328015.957256214
8,2008,332715.326271346
8,2009,331775.452468319
8,2010,335065.010778912
8,2011,341644.127400096
8,2012,345403.622612202
8,2013,346343.496415228
8,2014,348693.180922794
9,2000,NA
9,2001,NA
9,2002,NA
9,2003,NA
9,2004,NA
9,2005,NA
9,2006,NA
9,2007,4236.480057682
9,2008,4198.0663784025
9,2009,4104.776014438
9,2010,4022.4609874105
9,2011,4011.4856504735
9,2012,3951.12129732
9,2013,3929.170623446
9,2014,3967.5843027255
10,2000,471518.110026253
10,2001,460837.434270354
10,2002,454465.857852447
10,2003,456988.475775471
10,2004,447103.604362687
10,2005,464881.265493974
10,2006,483159.628936476
10,2007,495066.415961071
10,2008,510278.104762437
10,2009,515242.217672278
10,2010,524095.850545105
10,2011,531219.876899229
10,2012,529308.918141156
10,2013,529866.495348635
10,2014,534021.283425993
11,2000,143680.623678523
11,2001,150432.136098072
11,2002,150432.136098072
11,2003,149588.197045628
11,2004,145790.471309632
11,2005,147267.364651408
11,2006,148533.273230074
11,2007,152541.983729181
11,2008,154229.861834068
11,2009,150010.16657185
11,2010,151065.090387404
11,2011,151065.090387404
11,2012,150643.120861183
11,2013,152330.99896607
11,2014,152330.99896607
12,2000,NA
12,2001,NA
12,2002,NA
12,2003,NA
12,2004,NA
12,2005,NA
12,2006,NA
12,2007,490001.562828069
12,2008,494370.976970069
12,2009,480319.509884031
12,2010,468781.77626383
12,2011,465013.996962525
12,2012,461429.837223424
12,2013,462672.599469098
12,2014,464573.414504444
13,2000,144256.77457472
13,2001,139137.985799488
13,2002,137043.935845984
13,2003,136345.919194816
13,2004,133321.180373088
13,2005,141464.707970048
13,2006,147746.85783056
13,2007,151934.957737568
13,2008,158217.10759808
13,2009,161009.174202752
13,2010,164499.257458592
13,2011,166127.962977984
13,2012,164033.91302448
13,2013,164033.91302448
13,2014,165429.946326816
14,2000,150756.020937854
14,2001,157834.052973142
14,2002,157831.78373799
14,2003,156949.298968731
14,2004,152971.026147215
14,2005,154519.203827737
14,2006,155848.887723899
14,2007,160049.62549129
14,2008,161816.86426496
14,2009,157378.344214421
14,2010,158477.053532888
14,2011,158489.534326222
14,2012,158049.142904774
14,2013,159817.51629602
14,2014,159822.054766324
15,2000,NA
15,2001,NA
15,2002,NA
15,2003,NA
15,2004,NA
15,2005,NA
15,2006,NA
15,2007,18084.9343478155
15,2008,18409.1201107725
15,2009,17830.216962635
15,2010,17367.094444125
15,2011,17181.845436721
15,2012,17112.3770589445
15,2013,17228.157688572
15,2014,17251.3138144975
16,2000,66406.794505632
16,2000,132.599076794
16,2001,64050.4243780128
16,2001,127.8939482626
16,2002,63086.4547803504
16,2002,125.9691229543
16,2003,62765.1315811296
16,2003,125.3275145182
16,2004,61372.7310511728
16,2004,122.5472112951
16,2005,65121.5017087488
16,2005,130.0326430496
16,2006,68013.410501736
16,2006,135.8071189745
16,2007,69941.3496970608
16,2007,139.6567695911
16,2008,72833.258490048
16,2008,145.431245516
16,2009,74118.5512869312
16,2009,147.9976792604
16,2010,75725.1672830352
16,2010,151.2057214409
16,2011,76474.9214145504
16,2011,152.7028077918
16,2012,75510.951816888
16,2012,150.7779824835
16,2013,75510.951816888
16,2013,150.7779824835
16,2014,76153.5982153296
16,2014,152.0611993557
17,2000,224.8371874056
17,2000,468269.437254809
17,2001,219.1836411072
17,2001,458817.496636172
17,2002,200.9183376816
17,2002,422918.203894753
17,2003,201.7881140352
17,2003,422873.106210833
17,2004,212.6603184552
17,2004,441586.140474794
17,2005,210.0509893944
17,2005,439587.475373827
17,2006,214.8347593392
17,2006,451076.207952261
17,2007,225.7069637592
17,2007,474483.950152219
17,2008,235.7093918256
17,2008,495376.040252825
17,2009,238.7536090632
17,2009,499841.774356679
17,2010,232.2302864112
17,2010,489439.084284023
17,2011,234.4047272952
17,2011,493238.596687555
17,2012,243.1024908312
17,2012,509147.965685923
17,2013,248.3211489528
17,2013,518124.53157755
17,2014,255.2793597816
17,2014,532416.929421577
18,2000,519438.397943522
18,2000,320.3631366945
18,2001,519810.335725674
18,2001,312.7505473077
18,2002,489547.276268135
18,2002,285.472102005
18,2003,482306.628494738
18,2003,291.815926494
18,2004,480503.026351258
18,2004,291.1815440451
18,2005,500019.582178011
18,2005,308.9442526143
18,2006,521414.849378341
18,2006,321.6319015923
18,2007,553086.942366063
18,2007,345.1040522016
18,2008,575075.866670504
18,2008,353.9854064862
18,2009,570702.155988093
18,2009,355.8885538329
18,2010,575545.544513898
18,2010,352.7166415884
18,2011,573817.051600514
18,2011,346.3728170994
18,2012,576165.440817485
18,2012,340.0289926104
18,2013,576905.70801346
18,2013,345.7384346505
18,2014,591037.696609247
18,2014,352.7166415884
20,2000,7538.174198464
20,2001,7784.654008768
20,2002,7743.574040384
20,2003,7753.84403248
20,2004,7671.684095712
20,2005,7723.034056192
20,2006,7815.463985056
20,2007,7928.433898112
20,2008,7948.973882304
20,2009,7527.904206368
20,2010,7435.474277504
20,2011,7661.414103616
20,2012,7681.954087808
20,2013,7723.034056192
20,2014,7805.19399296
21,2000,41109.134023116
21,2001,41341.8272345676
21,2002,39170.023927686
21,2003,38316.8154856968
21,2004,38161.6866780624
21,2005,39557.845946772
21,2006,41264.2628307504
21,2007,43668.7593490836
21,2008,45530.3050406964
21,2009,45064.9186177932
21,2010,45607.8694445136
21,2011,45607.8694445136
21,2012,45995.6914635996
21,2013,45918.1270597824
21,2014,47081.5931170404
23,2000,134567.226265154
23,2000,220.0019960764
23,2000,70.5913694796
23,2001,131180.467214857
23,2001,214.4650330879
23,2001,68.8147410531
23,2002,136825.065632019
23,2002,223.6933047354
23,2002,71.7757884306
23,2003,141792.312239122
23,2003,231.8141837852
23,2003,74.3815101228
23,2004,139534.472872257
23,2004,228.1228751262
23,2004,73.1970911718
23,2005,142018.096175809
23,2005,232.1833146511
23,2005,74.4999520179
23,2006,143598.583732614
23,2006,234.7672307124
23,2006,75.3290452836
23,2007,146759.558846225
23,2007,239.935062835
23,2007,76.987231815
23,2008,145404.855226106
23,2008,237.7202776396
23,2008,76.2765804444
23,2009,135244.578075214
23,2009,221.1093886741
23,2009,70.9466951649
23,2010,130051.547531424
23,2010,212.6193787584
23,2010,68.2225315776
23,2011,135921.929885273
23,2011,222.2167812718
23,2011,71.3020208502
23,2012,139986.04074563
23,2012,228.861136858
23,2012,73.433974962
23,2013,143824.3676693
23,2013,235.1363615783
23,2013,75.4474871787
23,2014,148340.046403031
23,2014,242.5189788963
23,2014,77.8163250807
24,2000,99.9162234518
24,2000,45423.1313319098
24,2001,101.1347139817
24,2001,45977.0719579087
24,2002,103.7457651172
24,2002,47164.0875850492
24,2003,104.9642556471
24,2003,47718.0282110481
24,2004,105.3123957985
24,2004,47876.2969613335
24,2005,108.0975170097
24,2005,49142.4469636167
24,2006,114.7121798863
24,2006,52149.5532190393
24,2007,118.5417215517
24,2007,53890.5094721787
24,2008,118.7157916274
24,2008,53969.6438473214
24,2009,104.9642556471
24,2009,47718.0282110481
24,2010,101.8309942845
24,2010,46293.6094584795
24,2011,105.8346060256
24,2011,48113.7000867616
24,2012,109.664147691
24,2012,49854.656339901
24,2013,113.145549205
24,2013,51437.343842755
24,2014,115.4084601891
24,2014,52466.0907196101
25,2000,1664.9785736241
25,2001,1656.7767087294
25,2002,1678.6483484486
25,2003,1705.9878980976
25,2004,1727.8595378168
25,2005,1771.6028172552
25,2006,1870.0251959916
25,2007,1908.3005655002
25,2008,1916.5024303949
25,2009,1744.2632676062
25,2010,1673.1804385188
25,2011,1785.2725920797
25,2012,1834.4837814479
25,2013,1872.7591509565
25,2014,1902.8326555704
26,2000,132167.424923856
26,2001,136046.966453059
26,2002,135365.272497965
26,2003,135385.813741191
26,2004,133499.692132766
26,2005,134406.077787439
26,2006,135758.450562511
26,2007,137637.762161102
26,2008,138082.584717836
26,2009,131618.438377792
26,2010,130078.638235256
26,2011,133690.902749936
26,2012,134088.966120247
26,2013,134815.898980955
26,2014,136335.91802067
27,2000,127.973759487
27,2000,186800.37295823
27,2001,129.5344150905
27,2001,189078.426286989
27,2002,132.878677098
27,2002,193959.969134329
27,2003,134.4393327015
27,2003,196238.022463088
27,2004,134.8852343025
27,2004,196888.894842733
27,2005,138.4524471105
27,2005,202095.873879897
27,2006,146.9245775295
27,2006,214462.449093159
27,2007,151.8294951405
27,2007,221622.045269259
27,2008,152.052445941
27,2008,221947.481459081
27,2009,134.4393327015
27,2009,196238.022463088
27,2010,130.4262182925
27,2010,190380.171046279
27,2011,135.554086704
27,2011,197865.203412202
27,2012,140.459004315
27,2012,205024.799588301
27,2013,144.918020325
27,2013,211533.523384755
27,2014,147.8163807315
27,2014,215764.19385245
28,2000,58852.4663160987
28,2000,0.5267920035
28,2001,58562.5526889258
28,2001,0.524196969
28,2002,59335.6556947202
28,2002,0.531117061
28,2003,60302.0344519632
28,2003,0.539767176
28,2004,61075.1374577576
28,2004,0.546687268
28,2005,62621.3434693464
28,2005,0.560527452
28,2006,66100.3069954212
28,2006,0.591667866
28,2007,67453.2372555614
28,2007,0.603778027
28,2008,67743.1508827343
28,2008,0.6063730615
28,2009,61654.9647121034
28,2009,0.551877337
28,2010,59142.3799432716
28,2010,0.529387038
28,2011,63104.5328479679
28,2011,0.5648525095
28,2012,64844.0146110053
28,2012,0.5804227165
28,2013,66196.9448711455
28,2013,0.5925328775
28,2014,67259.9615041128
28,2014,0.602048004
29,2000,1408002.07975203
29,2001,1433169.56721867
29,2002,1419371.95714448
29,2003,1405574.34707029
29,2004,1384351.17561495
29,2005,1360088.84072821
29,2006,1367063.32501248
29,2007,1376613.90208669
29,2008,1393898.75430302
29,2009,1374646.24166025
29,2010,1365247.02308038
29,2011,1385562.04356968
29,2012,1387684.0608766
29,2013,1401633.02944513
29,2014,1403146.61438854
31,2000,1539.1028199918
31,2001,1531.5210327012
31,2002,1551.7391321428
31,2003,1577.0117564448
31,2004,1597.2298558864
31,2005,1637.6660547696
31,2006,1728.6475022568
31,2007,1764.0291762796
31,2008,1771.6109635702
31,2009,1612.3934304676
31,2010,1546.6846072824
31,2011,1650.3023669206
31,2012,1695.7930906642
31,2013,1731.174764687
31,2014,1758.9746514192
32,2000,NA
32,2000,NA
32,2001,NA
32,2001,NA
32,2002,NA
32,2002,NA
32,2003,NA
32,2003,NA
32,2004,NA
32,2004,NA
32,2005,795701.859452507
32,2005,5.8173639716
32,2006,804269.308814042
32,2006,5.8800004612
32,2007,810694.895835193
32,2007,5.9269778284
32,2008,819262.345196727
32,2008,5.989614318
32,2009,795701.859452507
32,2009,5.8173639716
32,2010,787134.410090973
32,2010,5.754727482
32,2011,795701.859452507
32,2011,5.8173639716
32,2012,793559.997112124
32,2012,5.8017048492
32,2013,786063.478920781
32,2013,5.7468979208
32,2014,781779.754240014
32,2014,5.715579676
34,2000,329650.726697174
34,2000,1922.1194846091
34,2001,328026.83149177
34,2001,1912.6509157194
34,2002,332357.218706182
34,2002,1937.9004327586
34,2003,337770.202724198
34,2003,1969.4623290576
34,2004,342100.589938611
34,2004,1994.7118460968
34,2005,350761.364367437
34,2005,2045.2108801752
34,2006,370248.106832294
34,2006,2158.8337068516
34,2007,377826.284457517
34,2007,2203.0203616702
34,2008,379450.179662922
34,2008,2212.4889305599
34,2009,345348.380349421
34,2009,2013.6489838762
34,2010,331274.621902579
34,2010,1931.5880534988
34,2011,353467.856376445
34,2011,2060.9918283247
34,2012,363211.227608874
34,2012,2117.8032416629
34,2013,370789.405234096
34,2013,2161.9898964815
34,2014,376743.687653914
34,2014,2196.7079824104
35,2000,44150.5001133449
35,2001,44938.9349622851
35,2002,44509.8575131109
35,2003,44080.7800639367
35,2004,43408.0510114452
35,2005,42662.6361941557
35,2006,42879.9563493269
35,2007,43182.202279716
35,2008,43719.9398064758
35,2009,43109.8850845294
35,2010,42813.2020153085
35,2011,43452.5539007908
35,2012,43520.7910925041
35,2013,43955.4314028465
35,2014,44011.0600145285
36,2000,NA
36,2001,NA
36,2002,NA
36,2003,NA
36,2004,NA
36,2005,227175.236718308
36,2006,229479.52691839
36,2007,231599.944750927
36,2008,234415.800406413
36,2009,227294.601991236
36,2010,225007.363973001
36,2011,227396.915082317
36,2012,227195.990532926
36,2013,224838.692970918
36,2014,224215.165508128
37,2000,256694.263545875
37,2001,260090.360391739
37,2002,257773.717151439
37,2003,253807.012526309
37,2004,251279.994383136
37,2005,260877.297432167
37,2006,263158.19447064
37,2007,270049.675452814
37,2008,264681.151485033
37,2009,256852.600639824
37,2010,256962.782799623
37,2011,264031.41982417
37,2012,265891.507449719
37,2013,269988.46909489
37,2014,270704.75950867
38,2000,NA
38,2001,NA
38,2002,NA
38,2003,NA
38,2004,NA
38,2005,125559.483049219
38,2006,127607.373881512
38,2007,131671.445285778
38,2008,131697.290185388
38,2009,127030.345739478
38,2010,125901.710848239
38,2011,127581.952488683
38,2012,128311.178682778
38,2013,127553.22907819
38,2014,128092.307337387
39,2000,77951.413794912
39,2001,81270.93068192
39,2002,79096.074790432
39,2003,78409.27819312
39,2004,78523.744292672
39,2005,81041.998482816
39,2006,82415.59167744
39,2007,84361.515369824
39,2008,82530.057776992
39,2009,80240.735785952
39,2010,79210.540889984
39,2011,82873.456075648
39,2012,82530.057776992
39,2013,84132.58317072
39,2014,85048.311967136
40,2000,65278.4528976384
40,2001,66055.577336896
40,2002,65667.0151172672
40,2003,65375.5934525456
40,2004,65764.1556721744
40,2005,65084.171787824
40,2006,66152.7178918032
40,2007,68289.8100997616
40,2008,68289.8100997616
40,2009,65861.2962270816
40,2010,65278.4528976384
40,2011,66152.7178918032
40,2012,66541.280111432
40,2013,66152.7178918032
40,2014,66444.1395565248
41,2000,182.3865724563
41,2000,130606.601700448
41,2001,190.153401533
41,2001,136168.409996062
41,2002,185.0647893793
41,2002,132524.46662997
41,2003,183.4578592255
41,2003,131373.747672257
41,2004,183.7256809178
41,2004,131565.534165209
41,2005,189.6177581484
41,2005,135784.837010158
41,2006,192.831618456
41,2006,138086.274925584
41,2007,197.3845872251
41,2007,141346.645305771
41,2008,193.0994401483
41,2008,138278.061418536
41,2009,187.7430063023
41,2009,134442.331559492
41,2010,185.3326110716
41,2010,132716.253122922
41,2011,193.9029052252
41,2011,138853.420897393
41,2012,193.0994401483
41,2012,138278.061418536
41,2013,196.8489438405
41,2013,140963.072319867
41,2014,198.9915173789
41,2014,142497.364263485
42,2000,NA
42,2000,NA
42,2001,NA
42,2001,NA
42,2002,NA
42,2002,NA
42,2003,NA
42,2003,NA
42,2004,NA
42,2004,NA
42,2005,161920.052041112
42,2005,88.4121156208
42,2006,164260.538078939
42,2006,89.6791682332
42,2007,165060.05362415
42,2007,89.9607354804
42,2008,168698.91912144
42,2008,92.0724898344
42,2009,162762.128223808
42,2009,88.8344664916
42,2010,163646.76504399
42,2010,89.397600986
42,2011,166201.26634416
42,2011,90.805437222
42,2012,166258.417885779
42,2012,90.805437222
42,2013,168141.994609382
42,2013,91.9317062108
42,2014,167942.267232444
42,2014,91.7909225872
