"rgn_id","trend.score"
1,-0.250457
2,0.218233
3,0.218233
4,0.0421204
5,-0.250457
6,0.218233
7,0.218233
8,0.0421204
9,0.218233
10,0.0421204
11,-0.250457
12,0.218233
13,0.0421204
14,-0.250457
15,0.218233
16,NA
17,0.13163
18,0.13163
19,-0.133012
20,-0.250457
21,0.13163
22,-0.133012
23,-0.391527
24,-0.0463829
25,-0.440675
26,-0.250457
27,-0.0463829
28,-0.440675
29,-0.250457
30,0.191156
31,-0.440675
32,0.191156
33,-0.133012
34,-0.440675
35,-0.250457
36,0.191156
37,-0.250457
38,0.191156
39,-0.250457
40,NA
41,-0.250457
42,NA
