"basin_name_holas","current","max","min","sst_normalize","sst_rescale"
"Aland Sea",16.0164850677419,16.8092411290323,12.0832989516129,0.832254388325325,0.832254388325325
"Arkona Basin",18.3059203758064,18.9832766129032,15.1834451612903,0.821740451985241,0.821740451985241
"Bay of Mecklenburg",18.3059203758064,18.9832766129032,15.1834451612903,0.821740451985241,0.821740451985241
"Bornholm Basin",17.7679703903226,18.2443596774194,14.7091387096774,0.865244834355823,0.865244834355823
"Bothnian Bay",15.3116237272581,16.6394846774194,10.1638475806452,0.794945125812747,0.794945125812747
"Bothnian Sea",16.0164850677419,16.8092411290323,12.0832989516129,0.832254388325325,0.832254388325325
"Eastern Gotland Basin",18.9523916951613,18.8592524193548,14.7598475806452,1.02272019463093,1
"Gdansk Basin",17.7679703903226,18.2443596774194,14.7091387096774,0.865244834355823,0.865244834355823
"Great Belt",18.2515325887097,18.7774782258065,15.2713911290323,0.84999070970578,0.84999070970578
"Gulf of Finland",18.8033307290323,18.3097306451613,13.6545551612903,1.10603254068105,1
"Gulf of Riga",19.0729334693549,19.70075,15.4070508064516,0.853781901725096,0.853781901725096
"Kattegat",18.4455732790322,18.5922951612903,14.8053677419355,0.961255692013485,0.961255692013485
"Kiel Bay",18.3865165419355,19.3926983870968,15.5730967741935,0.736574138579726,0.736574138579726
"Northern Baltic Proper",18.9523916951613,18.8592524193548,14.7598475806452,1.02272019463093,1
"The Quark",16.0164850677419,16.8092411290323,12.0832989516129,0.832254388325325,0.832254388325325
"The Sound",18.2010399451613,18.7764830645161,15.4131677419355,0.828905985861215,0.828905985861215
"Western Gotland Basin",18.9523916951613,18.8592524193548,14.7598475806452,1.02272019463093,1
