"rgn_id","ref_point"
1,7.6
2,7.6
5,8.2
6,8.2
3,8.5
4,8.5
7,7.4
8,7.4
9,7.1
10,7.1
18,6.5
19,6.5
11,7.2
12,7.2
13,7.2
14,7.1
15,7.1
16,7.1
17,7.1
20,7.6
21,7.6
22,7.6
23,7.6
24,7.6
25,7.6
26,8.4
29,7.1
30,7.1
31,7.1
27,5
28,5
32,5.5
33,5.5
34,5.5
35,6.9
36,6.9
37,6.8
38,6.8
39,6
40,6
41,5.8
42,5.8
