"rgn_id","gis_name"
18,"Halichoeru"
19,"Halichoeru"
NA,"Halichoeru"
NA,"Halichoeru"
1,"Halichoeru"
2,"Halichoeru"
32,"Halichoeru"
33,"Halichoeru"
34,"Halichoeru"
27,"Halichoeru"
28,"Halichoeru"
9,"Halichoeru"
10,"Halichoeru"
7,"Halichoeru"
8,"Halichoeru"
NA,"Halichoeru"
3,"Halichoeru"
4,"Halichoeru"
41,"Halichoeru"
42,"Halichoeru"
39,"Halichoeru"
40,"Halichoeru"
37,"Halichoeru"
38,"Halichoeru"
35,"Halichoeru"
36,"Halichoeru"
29,"Halichoeru"
30,"Halichoeru"
31,"Halichoeru"
14,"Halichoeru"
15,"Halichoeru"
16,"Halichoeru"
17,"Halichoeru"
11,"Halichoeru"
12,"Halichoeru"
13,"Halichoeru"
NA,"Halichoeru"
26,"Halichoeru"
20,"Halichoeru"
21,"Halichoeru"
22,"Halichoeru"
23,"Halichoeru"
24,"Halichoeru"
25,"Halichoeru"
5,"Halichoeru"
6,"Halichoeru"
1,"Phoca_vitu"
2,"Phoca_vitu"
9,"Phoca_vitu"
10,"Phoca_vitu"
7,"Phoca_vitu"
8,"Phoca_vitu"
NA,"Phoca_vitu"
3,"Phoca_vitu"
4,"Phoca_vitu"
14,"Phoca_vitu"
15,"Phoca_vitu"
16,"Phoca_vitu"
17,"Phoca_vitu"
11,"Phoca_vitu"
12,"Phoca_vitu"
13,"Phoca_vitu"
26,"Phoca_vitu"
5,"Phoca_vitu"
6,"Phoca_vitu"
NA,"Pusa_hispi"
32,"Pusa_hispi"
33,"Pusa_hispi"
34,"Pusa_hispi"
27,"Pusa_hispi"
28,"Pusa_hispi"
41,"Pusa_hispi"
42,"Pusa_hispi"
39,"Pusa_hispi"
40,"Pusa_hispi"
37,"Pusa_hispi"
38,"Pusa_hispi"
35,"Pusa_hispi"
36,"Pusa_hispi"
29,"Pusa_hispi"
30,"Pusa_hispi"
31,"Pusa_hispi"
NA,"Pusa_hispi"
20,"Pusa_hispi"
21,"Pusa_hispi"
22,"Pusa_hispi"
23,"Pusa_hispi"
24,"Pusa_hispi"
25,"Pusa_hispi"
1,"Phocoena_p"
2,"Phocoena_p"
9,"Phocoena_p"
10,"Phocoena_p"
7,"Phocoena_p"
8,"Phocoena_p"
NA,"Phocoena_p"
3,"Phocoena_p"
4,"Phocoena_p"
14,"Phocoena_p"
15,"Phocoena_p"
16,"Phocoena_p"
17,"Phocoena_p"
11,"Phocoena_p"
12,"Phocoena_p"
13,"Phocoena_p"
26,"Phocoena_p"
5,"Phocoena_p"
6,"Phocoena_p"
18,"Lutra_lutr"
19,"Lutra_lutr"
NA,"Lutra_lutr"
NA,"Lutra_lutr"
1,"Lutra_lutr"
2,"Lutra_lutr"
32,"Lutra_lutr"
33,"Lutra_lutr"
34,"Lutra_lutr"
27,"Lutra_lutr"
28,"Lutra_lutr"
9,"Lutra_lutr"
10,"Lutra_lutr"
7,"Lutra_lutr"
8,"Lutra_lutr"
NA,"Lutra_lutr"
3,"Lutra_lutr"
4,"Lutra_lutr"
41,"Lutra_lutr"
42,"Lutra_lutr"
39,"Lutra_lutr"
40,"Lutra_lutr"
37,"Lutra_lutr"
38,"Lutra_lutr"
35,"Lutra_lutr"
36,"Lutra_lutr"
29,"Lutra_lutr"
30,"Lutra_lutr"
31,"Lutra_lutr"
14,"Lutra_lutr"
15,"Lutra_lutr"
16,"Lutra_lutr"
17,"Lutra_lutr"
11,"Lutra_lutr"
12,"Lutra_lutr"
13,"Lutra_lutr"
NA,"Lutra_lutr"
26,"Lutra_lutr"
20,"Lutra_lutr"
21,"Lutra_lutr"
22,"Lutra_lutr"
23,"Lutra_lutr"
24,"Lutra_lutr"
25,"Lutra_lutr"
