"rgn_id","gis_name","species_name","iucn"
39,"Lumpenus_l","Lumpenus lampretaeformis","LC"
40,"Lumpenus_l","Lumpenus lampretaeformis","LC"
37,"Lumpenus_l","Lumpenus lampretaeformis","LC"
38,"Lumpenus_l","Lumpenus lampretaeformis","LC"
35,"Lumpenus_l","Lumpenus lampretaeformis","LC"
36,"Lumpenus_l","Lumpenus lampretaeformis","LC"
29,"Lumpenus_l","Lumpenus lampretaeformis","LC"
30,"Lumpenus_l","Lumpenus lampretaeformis","LC"
31,"Lumpenus_l","Lumpenus lampretaeformis","LC"
14,"Lumpenus_l","Lumpenus lampretaeformis","LC"
15,"Lumpenus_l","Lumpenus lampretaeformis","LC"
16,"Lumpenus_l","Lumpenus lampretaeformis","LC"
17,"Lumpenus_l","Lumpenus lampretaeformis","LC"
11,"Lumpenus_l","Lumpenus lampretaeformis","LC"
12,"Lumpenus_l","Lumpenus lampretaeformis","LC"
13,"Lumpenus_l","Lumpenus lampretaeformis","LC"
NA,"Lumpenus_l","Lumpenus lampretaeformis","LC"
26,"Lumpenus_l","Lumpenus lampretaeformis","LC"
5,"Melanogram","Melanogrammus aeglefinus","NT"
6,"Melanogram","Melanogrammus aeglefinus","NT"
1,"Melanogram","Melanogrammus aeglefinus","NT"
2,"Melanogram","Melanogrammus aeglefinus","NT"
3,"Melanogram","Melanogrammus aeglefinus","NT"
4,"Melanogram","Melanogrammus aeglefinus","NT"
1,"Merlangius","Merlangius merlangus","VU"
2,"Merlangius","Merlangius merlangus","VU"
5,"Merlangius","Merlangius merlangus","VU"
6,"Merlangius","Merlangius merlangus","VU"
9,"Merlangius","Merlangius merlangus","VU"
10,"Merlangius","Merlangius merlangus","VU"
7,"Merlangius","Merlangius merlangus","VU"
8,"Merlangius","Merlangius merlangus","VU"
NA,"Merlangius","Merlangius merlangus","VU"
3,"Merlangius","Merlangius merlangus","VU"
4,"Merlangius","Merlangius merlangus","VU"
14,"Merlangius","Merlangius merlangus","VU"
15,"Merlangius","Merlangius merlangus","VU"
16,"Merlangius","Merlangius merlangus","VU"
17,"Merlangius","Merlangius merlangus","VU"
11,"Merlangius","Merlangius merlangus","VU"
12,"Merlangius","Merlangius merlangus","VU"
13,"Merlangius","Merlangius merlangus","VU"
5,"Merluccius","Merluccius merluccius","NT"
6,"Merluccius","Merluccius merluccius","NT"
1,"Merluccius","Merluccius merluccius","NT"
2,"Merluccius","Merluccius merluccius","NT"
1,"Molva_molv","Molva molva","EN"
2,"Molva_molv","Molva molva","EN"
5,"Molva_molv","Molva molva","EN"
6,"Molva_molv","Molva molva","EN"
18,"Myoxocepha","Myoxocephalus scorpius","LC"
19,"Myoxocepha","Myoxocephalus scorpius","LC"
1,"Myoxocepha","Myoxocephalus scorpius","LC"
2,"Myoxocepha","Myoxocephalus scorpius","LC"
5,"Myoxocepha","Myoxocephalus scorpius","LC"
6,"Myoxocepha","Myoxocephalus scorpius","LC"
32,"Myoxocepha","Myoxocephalus scorpius","LC"
33,"Myoxocepha","Myoxocephalus scorpius","LC"
34,"Myoxocepha","Myoxocephalus scorpius","LC"
27,"Myoxocepha","Myoxocephalus scorpius","LC"
28,"Myoxocepha","Myoxocephalus scorpius","LC"
9,"Myoxocepha","Myoxocephalus scorpius","LC"
10,"Myoxocepha","Myoxocephalus scorpius","LC"
7,"Myoxocepha","Myoxocephalus scorpius","LC"
8,"Myoxocepha","Myoxocephalus scorpius","LC"
NA,"Myoxocepha","Myoxocephalus scorpius","LC"
3,"Myoxocepha","Myoxocephalus scorpius","LC"
4,"Myoxocepha","Myoxocephalus scorpius","LC"
39,"Myoxocepha","Myoxocephalus scorpius","LC"
40,"Myoxocepha","Myoxocephalus scorpius","LC"
37,"Myoxocepha","Myoxocephalus scorpius","LC"
38,"Myoxocepha","Myoxocephalus scorpius","LC"
35,"Myoxocepha","Myoxocephalus scorpius","LC"
36,"Myoxocepha","Myoxocephalus scorpius","LC"
29,"Myoxocepha","Myoxocephalus scorpius","LC"
30,"Myoxocepha","Myoxocephalus scorpius","LC"
31,"Myoxocepha","Myoxocephalus scorpius","LC"
14,"Myoxocepha","Myoxocephalus scorpius","LC"
15,"Myoxocepha","Myoxocephalus scorpius","LC"
16,"Myoxocepha","Myoxocephalus scorpius","LC"
17,"Myoxocepha","Myoxocephalus scorpius","LC"
11,"Myoxocepha","Myoxocephalus scorpius","LC"
12,"Myoxocepha","Myoxocephalus scorpius","LC"
13,"Myoxocepha","Myoxocephalus scorpius","LC"
NA,"Myoxocepha","Myoxocephalus scorpius","LC"
26,"Myoxocepha","Myoxocephalus scorpius","LC"
20,"Myoxocepha","Myoxocephalus scorpius","LC"
21,"Myoxocepha","Myoxocephalus scorpius","LC"
22,"Myoxocepha","Myoxocephalus scorpius","LC"
23,"Myoxocepha","Myoxocephalus scorpius","LC"
24,"Myoxocepha","Myoxocephalus scorpius","LC"
25,"Myoxocepha","Myoxocephalus scorpius","LC"
1,"N_lumbrici","Nerophis lumbriciformis","LC"
2,"N_lumbrici","Nerophis lumbriciformis","LC"
5,"N_lumbrici","Nerophis lumbriciformis","LC"
6,"N_lumbrici","Nerophis lumbriciformis","LC"
18,"Pelecus_cu","Pelecus cultratus","LC"
19,"Pelecus_cu","Pelecus cultratus","LC"
18,"Pelecus_cu","Pelecus cultratus","LC"
19,"Pelecus_cu","Pelecus cultratus","LC"
NA,"Pelecus_cu","Pelecus cultratus","LC"
32,"Pelecus_cu","Pelecus cultratus","LC"
33,"Pelecus_cu","Pelecus cultratus","LC"
34,"Pelecus_cu","Pelecus cultratus","LC"
1,"Petromyzon","Petromyzon marinus","VU"
2,"Petromyzon","Petromyzon marinus","VU"
5,"Petromyzon","Petromyzon marinus","VU"
6,"Petromyzon","Petromyzon marinus","VU"
14,"Petromyzon","Petromyzon marinus","VU"
15,"Petromyzon","Petromyzon marinus","VU"
16,"Petromyzon","Petromyzon marinus","VU"
17,"Petromyzon","Petromyzon marinus","VU"
32,"Phoxinus_p","Phoxinus phoxinus","LC"
33,"Phoxinus_p","Phoxinus phoxinus","LC"
34,"Phoxinus_p","Phoxinus phoxinus","LC"
27,"Phoxinus_p","Phoxinus phoxinus","LC"
28,"Phoxinus_p","Phoxinus phoxinus","LC"
41,"Phoxinus_p","Phoxinus phoxinus","LC"
42,"Phoxinus_p","Phoxinus phoxinus","LC"
39,"Phoxinus_p","Phoxinus phoxinus","LC"
40,"Phoxinus_p","Phoxinus phoxinus","LC"
37,"Phoxinus_p","Phoxinus phoxinus","LC"
38,"Phoxinus_p","Phoxinus phoxinus","LC"
35,"Phoxinus_p","Phoxinus phoxinus","LC"
36,"Phoxinus_p","Phoxinus phoxinus","LC"
29,"Phoxinus_p","Phoxinus phoxinus","LC"
30,"Phoxinus_p","Phoxinus phoxinus","LC"
31,"Phoxinus_p","Phoxinus phoxinus","LC"
NA,"Phoxinus_p","Phoxinus phoxinus","LC"
20,"Phoxinus_p","Phoxinus phoxinus","LC"
21,"Phoxinus_p","Phoxinus phoxinus","LC"
22,"Phoxinus_p","Phoxinus phoxinus","LC"
23,"Phoxinus_p","Phoxinus phoxinus","LC"
24,"Phoxinus_p","Phoxinus phoxinus","LC"
25,"Phoxinus_p","Phoxinus phoxinus","LC"
1,"Raja_clava","Raja clavata","VU"
2,"Raja_clava","Raja clavata","VU"
18,"S_salar","Salmo salar","VU"
19,"S_salar","Salmo salar","VU"
20,"S_salar","Salmo salar","VU"
21,"S_salar","Salmo salar","VU"
22,"S_salar","Salmo salar","VU"
23,"S_salar","Salmo salar","VU"
24,"S_salar","Salmo salar","VU"
25,"S_salar","Salmo salar","VU"
1,"S_salar","Salmo salar","VU"
2,"S_salar","Salmo salar","VU"
5,"S_salar","Salmo salar","VU"
6,"S_salar","Salmo salar","VU"
32,"S_salar","Salmo salar","VU"
33,"S_salar","Salmo salar","VU"
34,"S_salar","Salmo salar","VU"
27,"S_salar","Salmo salar","VU"
28,"S_salar","Salmo salar","VU"
9,"S_salar","Salmo salar","VU"
10,"S_salar","Salmo salar","VU"
7,"S_salar","Salmo salar","VU"
8,"S_salar","Salmo salar","VU"
NA,"S_salar","Salmo salar","VU"
3,"S_salar","Salmo salar","VU"
4,"S_salar","Salmo salar","VU"
41,"S_salar","Salmo salar","VU"
42,"S_salar","Salmo salar","VU"
39,"S_salar","Salmo salar","VU"
40,"S_salar","Salmo salar","VU"
37,"S_salar","Salmo salar","VU"
38,"S_salar","Salmo salar","VU"
35,"S_salar","Salmo salar","VU"
36,"S_salar","Salmo salar","VU"
29,"S_salar","Salmo salar","VU"
30,"S_salar","Salmo salar","VU"
31,"S_salar","Salmo salar","VU"
14,"S_salar","Salmo salar","VU"
15,"S_salar","Salmo salar","VU"
16,"S_salar","Salmo salar","VU"
17,"S_salar","Salmo salar","VU"
11,"S_salar","Salmo salar","VU"
12,"S_salar","Salmo salar","VU"
13,"S_salar","Salmo salar","VU"
NA,"S_salar","Salmo salar","VU"
26,"S_salar","Salmo salar","VU"
20,"S_salar","Salmo salar","VU"
21,"S_salar","Salmo salar","VU"
22,"S_salar","Salmo salar","VU"
23,"S_salar","Salmo salar","VU"
24,"S_salar","Salmo salar","VU"
25,"S_salar","Salmo salar","VU"
18,"S_trutta","Salmo trutta","VU"
19,"S_trutta","Salmo trutta","VU"
20,"S_trutta","Salmo trutta","VU"
21,"S_trutta","Salmo trutta","VU"
22,"S_trutta","Salmo trutta","VU"
23,"S_trutta","Salmo trutta","VU"
24,"S_trutta","Salmo trutta","VU"
25,"S_trutta","Salmo trutta","VU"
1,"S_trutta","Salmo trutta","VU"
2,"S_trutta","Salmo trutta","VU"
5,"S_trutta","Salmo trutta","VU"
6,"S_trutta","Salmo trutta","VU"
32,"S_trutta","Salmo trutta","VU"
33,"S_trutta","Salmo trutta","VU"
34,"S_trutta","Salmo trutta","VU"
27,"S_trutta","Salmo trutta","VU"
28,"S_trutta","Salmo trutta","VU"
9,"S_trutta","Salmo trutta","VU"
10,"S_trutta","Salmo trutta","VU"
7,"S_trutta","Salmo trutta","VU"
8,"S_trutta","Salmo trutta","VU"
NA,"S_trutta","Salmo trutta","VU"
3,"S_trutta","Salmo trutta","VU"
4,"S_trutta","Salmo trutta","VU"
41,"S_trutta","Salmo trutta","VU"
42,"S_trutta","Salmo trutta","VU"
39,"S_trutta","Salmo trutta","VU"
40,"S_trutta","Salmo trutta","VU"
37,"S_trutta","Salmo trutta","VU"
38,"S_trutta","Salmo trutta","VU"
35,"S_trutta","Salmo trutta","VU"
36,"S_trutta","Salmo trutta","VU"
29,"S_trutta","Salmo trutta","VU"
30,"S_trutta","Salmo trutta","VU"
31,"S_trutta","Salmo trutta","VU"
14,"S_trutta","Salmo trutta","VU"
15,"S_trutta","Salmo trutta","VU"
16,"S_trutta","Salmo trutta","VU"
17,"S_trutta","Salmo trutta","VU"
11,"S_trutta","Salmo trutta","VU"
12,"S_trutta","Salmo trutta","VU"
13,"S_trutta","Salmo trutta","VU"
NA,"S_trutta","Salmo trutta","VU"
26,"S_trutta","Salmo trutta","VU"
20,"S_trutta","Salmo trutta","VU"
21,"S_trutta","Salmo trutta","VU"
22,"S_trutta","Salmo trutta","VU"
23,"S_trutta","Salmo trutta","VU"
24,"S_trutta","Salmo trutta","VU"
25,"S_trutta","Salmo trutta","VU"
18,"Scophthalm","Scophthalmus maximus","NT"
19,"Scophthalm","Scophthalmus maximus","NT"
1,"Scophthalm","Scophthalmus maximus","NT"
2,"Scophthalm","Scophthalmus maximus","NT"
5,"Scophthalm","Scophthalmus maximus","NT"
6,"Scophthalm","Scophthalmus maximus","NT"
32,"Scophthalm","Scophthalmus maximus","NT"
33,"Scophthalm","Scophthalmus maximus","NT"
34,"Scophthalm","Scophthalmus maximus","NT"
27,"Scophthalm","Scophthalmus maximus","NT"
28,"Scophthalm","Scophthalmus maximus","NT"
9,"Scophthalm","Scophthalmus maximus","NT"
10,"Scophthalm","Scophthalmus maximus","NT"
7,"Scophthalm","Scophthalmus maximus","NT"
8,"Scophthalm","Scophthalmus maximus","NT"
NA,"Scophthalm","Scophthalmus maximus","NT"
3,"Scophthalm","Scophthalmus maximus","NT"
4,"Scophthalm","Scophthalmus maximus","NT"
37,"Scophthalm","Scophthalmus maximus","NT"
38,"Scophthalm","Scophthalmus maximus","NT"
35,"Scophthalm","Scophthalmus maximus","NT"
36,"Scophthalm","Scophthalmus maximus","NT"
29,"Scophthalm","Scophthalmus maximus","NT"
30,"Scophthalm","Scophthalmus maximus","NT"
31,"Scophthalm","Scophthalmus maximus","NT"
14,"Scophthalm","Scophthalmus maximus","NT"
15,"Scophthalm","Scophthalmus maximus","NT"
16,"Scophthalm","Scophthalmus maximus","NT"
17,"Scophthalm","Scophthalmus maximus","NT"
11,"Scophthalm","Scophthalmus maximus","NT"
12,"Scophthalm","Scophthalmus maximus","NT"
13,"Scophthalm","Scophthalmus maximus","NT"
NA,"Scophthalm","Scophthalmus maximus","NT"
26,"Scophthalm","Scophthalmus maximus","NT"
20,"Scophthalm","Scophthalmus maximus","NT"
21,"Scophthalm","Scophthalmus maximus","NT"
22,"Scophthalm","Scophthalmus maximus","NT"
23,"Scophthalm","Scophthalmus maximus","NT"
24,"Scophthalm","Scophthalmus maximus","NT"
25,"Scophthalm","Scophthalmus maximus","NT"
1,"Scyliorhin","Scyliorhinus canicula","LC"
2,"Scyliorhin","Scyliorhinus canicula","LC"
1,"Spinachia_","Spinachia spinachia","LC"
2,"Spinachia_","Spinachia spinachia","LC"
5,"Spinachia_","Spinachia spinachia","LC"
6,"Spinachia_","Spinachia spinachia","LC"
32,"Spinachia_","Spinachia spinachia","LC"
33,"Spinachia_","Spinachia spinachia","LC"
34,"Spinachia_","Spinachia spinachia","LC"
27,"Spinachia_","Spinachia spinachia","LC"
28,"Spinachia_","Spinachia spinachia","LC"
9,"Spinachia_","Spinachia spinachia","LC"
10,"Spinachia_","Spinachia spinachia","LC"
7,"Spinachia_","Spinachia spinachia","LC"
8,"Spinachia_","Spinachia spinachia","LC"
NA,"Spinachia_","Spinachia spinachia","LC"
3,"Spinachia_","Spinachia spinachia","LC"
4,"Spinachia_","Spinachia spinachia","LC"
37,"Spinachia_","Spinachia spinachia","LC"
38,"Spinachia_","Spinachia spinachia","LC"
35,"Spinachia_","Spinachia spinachia","LC"
36,"Spinachia_","Spinachia spinachia","LC"
29,"Spinachia_","Spinachia spinachia","LC"
30,"Spinachia_","Spinachia spinachia","LC"
31,"Spinachia_","Spinachia spinachia","LC"
14,"Spinachia_","Spinachia spinachia","LC"
15,"Spinachia_","Spinachia spinachia","LC"
16,"Spinachia_","Spinachia spinachia","LC"
17,"Spinachia_","Spinachia spinachia","LC"
11,"Spinachia_","Spinachia spinachia","LC"
12,"Spinachia_","Spinachia spinachia","LC"
13,"Spinachia_","Spinachia spinachia","LC"
NA,"Spinachia_","Spinachia spinachia","LC"
26,"Spinachia_","Spinachia spinachia","LC"
20,"Spinachia_","Spinachia spinachia","LC"
21,"Spinachia_","Spinachia spinachia","LC"
22,"Spinachia_","Spinachia spinachia","LC"
23,"Spinachia_","Spinachia spinachia","LC"
24,"Spinachia_","Spinachia spinachia","LC"
25,"Spinachia_","Spinachia spinachia","LC"
1,"Squalus_ac","Squalus acanthias","CR"
2,"Squalus_ac","Squalus acanthias","CR"
1,"Symphodus_","Symphodus melops","LC"
2,"Symphodus_","Symphodus melops","LC"
5,"Symphodus_","Symphodus melops","LC"
6,"Symphodus_","Symphodus melops","LC"
3,"Symphodus_","Symphodus melops","LC"
4,"Symphodus_","Symphodus melops","LC"
1,"S_acus","Syngnathus acus","LC"
2,"S_acus","Syngnathus acus","LC"
5,"S_acus","Syngnathus acus","LC"
6,"S_acus","Syngnathus acus","LC"
3,"S_acus","Syngnathus acus","LC"
4,"S_acus","Syngnathus acus","LC"
18,"S_typhle","Syngnathus typhle","LC"
19,"S_typhle","Syngnathus typhle","LC"
1,"S_typhle","Syngnathus typhle","LC"
2,"S_typhle","Syngnathus typhle","LC"
5,"S_typhle","Syngnathus typhle","LC"
6,"S_typhle","Syngnathus typhle","LC"
32,"S_typhle","Syngnathus typhle","LC"
33,"S_typhle","Syngnathus typhle","LC"
34,"S_typhle","Syngnathus typhle","LC"
27,"S_typhle","Syngnathus typhle","LC"
28,"S_typhle","Syngnathus typhle","LC"
9,"S_typhle","Syngnathus typhle","LC"
10,"S_typhle","Syngnathus typhle","LC"
7,"S_typhle","Syngnathus typhle","LC"
8,"S_typhle","Syngnathus typhle","LC"
NA,"S_typhle","Syngnathus typhle","LC"
3,"S_typhle","Syngnathus typhle","LC"
4,"S_typhle","Syngnathus typhle","LC"
37,"S_typhle","Syngnathus typhle","LC"
38,"S_typhle","Syngnathus typhle","LC"
35,"S_typhle","Syngnathus typhle","LC"
36,"S_typhle","Syngnathus typhle","LC"
29,"S_typhle","Syngnathus typhle","LC"
30,"S_typhle","Syngnathus typhle","LC"
31,"S_typhle","Syngnathus typhle","LC"
14,"S_typhle","Syngnathus typhle","LC"
15,"S_typhle","Syngnathus typhle","LC"
16,"S_typhle","Syngnathus typhle","LC"
17,"S_typhle","Syngnathus typhle","LC"
11,"S_typhle","Syngnathus typhle","LC"
12,"S_typhle","Syngnathus typhle","LC"
13,"S_typhle","Syngnathus typhle","LC"
NA,"S_typhle","Syngnathus typhle","LC"
26,"S_typhle","Syngnathus typhle","LC"
20,"S_typhle","Syngnathus typhle","LC"
21,"S_typhle","Syngnathus typhle","LC"
22,"S_typhle","Syngnathus typhle","LC"
23,"S_typhle","Syngnathus typhle","LC"
24,"S_typhle","Syngnathus typhle","LC"
25,"S_typhle","Syngnathus typhle","LC"
1,"Taurulus_b","Taurulus bubalis","LC"
2,"Taurulus_b","Taurulus bubalis","LC"
5,"Taurulus_b","Taurulus bubalis","LC"
6,"Taurulus_b","Taurulus bubalis","LC"
32,"Taurulus_b","Taurulus bubalis","LC"
33,"Taurulus_b","Taurulus bubalis","LC"
34,"Taurulus_b","Taurulus bubalis","LC"
27,"Taurulus_b","Taurulus bubalis","LC"
28,"Taurulus_b","Taurulus bubalis","LC"
9,"Taurulus_b","Taurulus bubalis","LC"
10,"Taurulus_b","Taurulus bubalis","LC"
7,"Taurulus_b","Taurulus bubalis","LC"
8,"Taurulus_b","Taurulus bubalis","LC"
NA,"Taurulus_b","Taurulus bubalis","LC"
3,"Taurulus_b","Taurulus bubalis","LC"
4,"Taurulus_b","Taurulus bubalis","LC"
37,"Taurulus_b","Taurulus bubalis","LC"
38,"Taurulus_b","Taurulus bubalis","LC"
35,"Taurulus_b","Taurulus bubalis","LC"
36,"Taurulus_b","Taurulus bubalis","LC"
29,"Taurulus_b","Taurulus bubalis","LC"
30,"Taurulus_b","Taurulus bubalis","LC"
31,"Taurulus_b","Taurulus bubalis","LC"
14,"Taurulus_b","Taurulus bubalis","LC"
15,"Taurulus_b","Taurulus bubalis","LC"
16,"Taurulus_b","Taurulus bubalis","LC"
17,"Taurulus_b","Taurulus bubalis","LC"
11,"Taurulus_b","Taurulus bubalis","LC"
12,"Taurulus_b","Taurulus bubalis","LC"
13,"Taurulus_b","Taurulus bubalis","LC"
NA,"Taurulus_b","Taurulus bubalis","LC"
26,"Taurulus_b","Taurulus bubalis","LC"
20,"Taurulus_b","Taurulus bubalis","LC"
21,"Taurulus_b","Taurulus bubalis","LC"
22,"Taurulus_b","Taurulus bubalis","LC"
23,"Taurulus_b","Taurulus bubalis","LC"
24,"Taurulus_b","Taurulus bubalis","LC"
25,"Taurulus_b","Taurulus bubalis","LC"
32,"Thymallus_","Thymallus thymallus","CR"
33,"Thymallus_","Thymallus thymallus","CR"
34,"Thymallus_","Thymallus thymallus","CR"
41,"Thymallus_","Thymallus thymallus","CR"
42,"Thymallus_","Thymallus thymallus","CR"
39,"Thymallus_","Thymallus thymallus","CR"
40,"Thymallus_","Thymallus thymallus","CR"
37,"Thymallus_","Thymallus thymallus","CR"
38,"Thymallus_","Thymallus thymallus","CR"
1,"Trachinus_","Trachinus draco","LC"
2,"Trachinus_","Trachinus draco","LC"
5,"Trachinus_","Trachinus draco","LC"
6,"Trachinus_","Trachinus draco","LC"
3,"Trachinus_","Trachinus draco","LC"
4,"Trachinus_","Trachinus draco","LC"
32,"Triglopsis","Triglopsis quadricornis","LC"
33,"Triglopsis","Triglopsis quadricornis","LC"
34,"Triglopsis","Triglopsis quadricornis","LC"
27,"Triglopsis","Triglopsis quadricornis","LC"
28,"Triglopsis","Triglopsis quadricornis","LC"
41,"Triglopsis","Triglopsis quadricornis","LC"
42,"Triglopsis","Triglopsis quadricornis","LC"
39,"Triglopsis","Triglopsis quadricornis","LC"
40,"Triglopsis","Triglopsis quadricornis","LC"
37,"Triglopsis","Triglopsis quadricornis","LC"
38,"Triglopsis","Triglopsis quadricornis","LC"
35,"Triglopsis","Triglopsis quadricornis","LC"
36,"Triglopsis","Triglopsis quadricornis","LC"
29,"Triglopsis","Triglopsis quadricornis","LC"
30,"Triglopsis","Triglopsis quadricornis","LC"
31,"Triglopsis","Triglopsis quadricornis","LC"
NA,"Triglopsis","Triglopsis quadricornis","LC"
26,"Triglopsis","Triglopsis quadricornis","LC"
20,"Triglopsis","Triglopsis quadricornis","LC"
21,"Triglopsis","Triglopsis quadricornis","LC"
22,"Triglopsis","Triglopsis quadricornis","LC"
23,"Triglopsis","Triglopsis quadricornis","LC"
24,"Triglopsis","Triglopsis quadricornis","LC"
25,"Triglopsis","Triglopsis quadricornis","LC"
18,"Zoarces_vi","Zoarces viviparus","NT"
19,"Zoarces_vi","Zoarces viviparus","NT"
1,"Zoarces_vi","Zoarces viviparus","NT"
2,"Zoarces_vi","Zoarces viviparus","NT"
5,"Zoarces_vi","Zoarces viviparus","NT"
6,"Zoarces_vi","Zoarces viviparus","NT"
32,"Zoarces_vi","Zoarces viviparus","NT"
33,"Zoarces_vi","Zoarces viviparus","NT"
34,"Zoarces_vi","Zoarces viviparus","NT"
27,"Zoarces_vi","Zoarces viviparus","NT"
28,"Zoarces_vi","Zoarces viviparus","NT"
9,"Zoarces_vi","Zoarces viviparus","NT"
10,"Zoarces_vi","Zoarces viviparus","NT"
7,"Zoarces_vi","Zoarces viviparus","NT"
8,"Zoarces_vi","Zoarces viviparus","NT"
NA,"Zoarces_vi","Zoarces viviparus","NT"
3,"Zoarces_vi","Zoarces viviparus","NT"
4,"Zoarces_vi","Zoarces viviparus","NT"
41,"Zoarces_vi","Zoarces viviparus","NT"
42,"Zoarces_vi","Zoarces viviparus","NT"
39,"Zoarces_vi","Zoarces viviparus","NT"
40,"Zoarces_vi","Zoarces viviparus","NT"
37,"Zoarces_vi","Zoarces viviparus","NT"
38,"Zoarces_vi","Zoarces viviparus","NT"
35,"Zoarces_vi","Zoarces viviparus","NT"
36,"Zoarces_vi","Zoarces viviparus","NT"
29,"Zoarces_vi","Zoarces viviparus","NT"
30,"Zoarces_vi","Zoarces viviparus","NT"
31,"Zoarces_vi","Zoarces viviparus","NT"
14,"Zoarces_vi","Zoarces viviparus","NT"
15,"Zoarces_vi","Zoarces viviparus","NT"
16,"Zoarces_vi","Zoarces viviparus","NT"
17,"Zoarces_vi","Zoarces viviparus","NT"
11,"Zoarces_vi","Zoarces viviparus","NT"
12,"Zoarces_vi","Zoarces viviparus","NT"
13,"Zoarces_vi","Zoarces viviparus","NT"
NA,"Zoarces_vi","Zoarces viviparus","NT"
26,"Zoarces_vi","Zoarces viviparus","NT"
20,"Zoarces_vi","Zoarces viviparus","NT"
21,"Zoarces_vi","Zoarces viviparus","NT"
22,"Zoarces_vi","Zoarces viviparus","NT"
23,"Zoarces_vi","Zoarces viviparus","NT"
24,"Zoarces_vi","Zoarces viviparus","NT"
25,"Zoarces_vi","Zoarces viviparus","NT"
