"region_id","trend"
3,-0.24
4,-0.24
5,-0.27
6,-0.27
7,-0.24
8,-0.24
9,-0.24
10,-0.24
11,-0.27
12,-0.27
13,-0.27
14,-0.26
15,-0.26
16,-0.27
17,-0.26
18,-0.26
19,-0.26
20,-0.26
21,-0.26
22,-0.26
23,-0.26
24,-0.26
25,-0.26
26,-0.26
27,-0.25
28,-0.25
29,-0.26
30,-0.26
31,-0.26
32,-0.26
33,-0.26
34,-0.26
35,-0.26
36,-0.26
37,-0.22
38,-0.22
39,-0.26
40,-0.22
41,-0.26
42,-0.26
