"region_id","stock","year","metric","score"
13,"cod_2224",2001,"bbmsy",0.800260417
16,"cod_2224",2001,"bbmsy",0.800260417
3,"cod_2224",2002,"bbmsy",0.635833333
4,"cod_2224",2002,"bbmsy",0.635833333
5,"cod_2224",2002,"bbmsy",0.635833333
6,"cod_2224",2002,"bbmsy",0.635833333
7,"cod_2224",2002,"bbmsy",0.635833333
8,"cod_2224",2002,"bbmsy",0.635833333
9,"cod_2224",2002,"bbmsy",0.635833333
10,"cod_2224",2002,"bbmsy",0.635833333
11,"cod_2224",2002,"bbmsy",0.635833333
12,"cod_2224",2002,"bbmsy",0.635833333
13,"cod_2224",2002,"bbmsy",0.635833333
16,"cod_2224",2002,"bbmsy",0.635833333
3,"cod_2224",2003,"bbmsy",0.499375
4,"cod_2224",2003,"bbmsy",0.499375
5,"cod_2224",2003,"bbmsy",0.499375
6,"cod_2224",2003,"bbmsy",0.499375
7,"cod_2224",2003,"bbmsy",0.499375
8,"cod_2224",2003,"bbmsy",0.499375
9,"cod_2224",2003,"bbmsy",0.499375
10,"cod_2224",2003,"bbmsy",0.499375
11,"cod_2224",2003,"bbmsy",0.499375
12,"cod_2224",2003,"bbmsy",0.499375
13,"cod_2224",2003,"bbmsy",0.499375
16,"cod_2224",2003,"bbmsy",0.499375
3,"cod_2224",2004,"bbmsy",0.548645833
4,"cod_2224",2004,"bbmsy",0.548645833
5,"cod_2224",2004,"bbmsy",0.548645833
6,"cod_2224",2004,"bbmsy",0.548645833
7,"cod_2224",2004,"bbmsy",0.548645833
8,"cod_2224",2004,"bbmsy",0.548645833
9,"cod_2224",2004,"bbmsy",0.548645833
10,"cod_2224",2004,"bbmsy",0.548645833
11,"cod_2224",2004,"bbmsy",0.548645833
12,"cod_2224",2004,"bbmsy",0.548645833
13,"cod_2224",2004,"bbmsy",0.548645833
16,"cod_2224",2004,"bbmsy",0.548645833
3,"cod_2224",2005,"bbmsy",0.704817708
4,"cod_2224",2005,"bbmsy",0.704817708
5,"cod_2224",2005,"bbmsy",0.704817708
6,"cod_2224",2005,"bbmsy",0.704817708
7,"cod_2224",2005,"bbmsy",0.704817708
8,"cod_2224",2005,"bbmsy",0.704817708
9,"cod_2224",2005,"bbmsy",0.704817708
10,"cod_2224",2005,"bbmsy",0.704817708
11,"cod_2224",2005,"bbmsy",0.704817708
12,"cod_2224",2005,"bbmsy",0.704817708
13,"cod_2224",2005,"bbmsy",0.704817708
16,"cod_2224",2005,"bbmsy",0.704817708
3,"cod_2224",2006,"bbmsy",0.812369792
4,"cod_2224",2006,"bbmsy",0.812369792
5,"cod_2224",2006,"bbmsy",0.812369792
6,"cod_2224",2006,"bbmsy",0.812369792
7,"cod_2224",2006,"bbmsy",0.812369792
8,"cod_2224",2006,"bbmsy",0.812369792
9,"cod_2224",2006,"bbmsy",0.812369792
10,"cod_2224",2006,"bbmsy",0.812369792
11,"cod_2224",2006,"bbmsy",0.812369792
12,"cod_2224",2006,"bbmsy",0.812369792
13,"cod_2224",2006,"bbmsy",0.812369792
16,"cod_2224",2006,"bbmsy",0.812369792
3,"cod_2224",2007,"bbmsy",0.84296875
4,"cod_2224",2007,"bbmsy",0.84296875
5,"cod_2224",2007,"bbmsy",0.84296875
6,"cod_2224",2007,"bbmsy",0.84296875
7,"cod_2224",2007,"bbmsy",0.84296875
8,"cod_2224",2007,"bbmsy",0.84296875
9,"cod_2224",2007,"bbmsy",0.84296875
10,"cod_2224",2007,"bbmsy",0.84296875
11,"cod_2224",2007,"bbmsy",0.84296875
12,"cod_2224",2007,"bbmsy",0.84296875
13,"cod_2224",2007,"bbmsy",0.84296875
16,"cod_2224",2007,"bbmsy",0.84296875
3,"cod_2224",2008,"bbmsy",0.591067708
4,"cod_2224",2008,"bbmsy",0.591067708
5,"cod_2224",2008,"bbmsy",0.591067708
6,"cod_2224",2008,"bbmsy",0.591067708
7,"cod_2224",2008,"bbmsy",0.591067708
8,"cod_2224",2008,"bbmsy",0.591067708
9,"cod_2224",2008,"bbmsy",0.591067708
10,"cod_2224",2008,"bbmsy",0.591067708
11,"cod_2224",2008,"bbmsy",0.591067708
12,"cod_2224",2008,"bbmsy",0.591067708
13,"cod_2224",2008,"bbmsy",0.591067708
16,"cod_2224",2008,"bbmsy",0.591067708
3,"cod_2224",2009,"bbmsy",0.400677083
4,"cod_2224",2009,"bbmsy",0.400677083
5,"cod_2224",2009,"bbmsy",0.400677083
6,"cod_2224",2009,"bbmsy",0.400677083
7,"cod_2224",2009,"bbmsy",0.400677083
8,"cod_2224",2009,"bbmsy",0.400677083
9,"cod_2224",2009,"bbmsy",0.400677083
10,"cod_2224",2009,"bbmsy",0.400677083
11,"cod_2224",2009,"bbmsy",0.400677083
12,"cod_2224",2009,"bbmsy",0.400677083
13,"cod_2224",2009,"bbmsy",0.400677083
16,"cod_2224",2009,"bbmsy",0.400677083
3,"cod_2224",2010,"bbmsy",0.357994792
4,"cod_2224",2010,"bbmsy",0.357994792
5,"cod_2224",2010,"bbmsy",0.357994792
6,"cod_2224",2010,"bbmsy",0.357994792
7,"cod_2224",2010,"bbmsy",0.357994792
8,"cod_2224",2010,"bbmsy",0.357994792
9,"cod_2224",2010,"bbmsy",0.357994792
10,"cod_2224",2010,"bbmsy",0.357994792
11,"cod_2224",2010,"bbmsy",0.357994792
12,"cod_2224",2010,"bbmsy",0.357994792
13,"cod_2224",2010,"bbmsy",0.357994792
16,"cod_2224",2010,"bbmsy",0.357994792
3,"cod_2224",2011,"bbmsy",0.353802083
4,"cod_2224",2011,"bbmsy",0.353802083
5,"cod_2224",2011,"bbmsy",0.353802083
6,"cod_2224",2011,"bbmsy",0.353802083
7,"cod_2224",2011,"bbmsy",0.353802083
8,"cod_2224",2011,"bbmsy",0.353802083
9,"cod_2224",2011,"bbmsy",0.353802083
10,"cod_2224",2011,"bbmsy",0.353802083
11,"cod_2224",2011,"bbmsy",0.353802083
12,"cod_2224",2011,"bbmsy",0.353802083
13,"cod_2224",2011,"bbmsy",0.353802083
16,"cod_2224",2011,"bbmsy",0.353802083
3,"cod_2224",2012,"bbmsy",0.416979167
4,"cod_2224",2012,"bbmsy",0.416979167
5,"cod_2224",2012,"bbmsy",0.416979167
6,"cod_2224",2012,"bbmsy",0.416979167
7,"cod_2224",2012,"bbmsy",0.416979167
8,"cod_2224",2012,"bbmsy",0.416979167
9,"cod_2224",2012,"bbmsy",0.416979167
10,"cod_2224",2012,"bbmsy",0.416979167
11,"cod_2224",2012,"bbmsy",0.416979167
12,"cod_2224",2012,"bbmsy",0.416979167
13,"cod_2224",2012,"bbmsy",0.416979167
16,"cod_2224",2012,"bbmsy",0.416979167
3,"cod_2224",2013,"bbmsy",0.36765625
4,"cod_2224",2013,"bbmsy",0.36765625
5,"cod_2224",2013,"bbmsy",0.36765625
6,"cod_2224",2013,"bbmsy",0.36765625
7,"cod_2224",2013,"bbmsy",0.36765625
8,"cod_2224",2013,"bbmsy",0.36765625
9,"cod_2224",2013,"bbmsy",0.36765625
10,"cod_2224",2013,"bbmsy",0.36765625
11,"cod_2224",2013,"bbmsy",0.36765625
12,"cod_2224",2013,"bbmsy",0.36765625
13,"cod_2224",2013,"bbmsy",0.36765625
16,"cod_2224",2013,"bbmsy",0.36765625
3,"cod_2224",2014,"bbmsy",0.478203125
4,"cod_2224",2014,"bbmsy",0.478203125
5,"cod_2224",2014,"bbmsy",0.478203125
6,"cod_2224",2014,"bbmsy",0.478203125
7,"cod_2224",2014,"bbmsy",0.478203125
8,"cod_2224",2014,"bbmsy",0.478203125
9,"cod_2224",2014,"bbmsy",0.478203125
10,"cod_2224",2014,"bbmsy",0.478203125
11,"cod_2224",2014,"bbmsy",0.478203125
12,"cod_2224",2014,"bbmsy",0.478203125
13,"cod_2224",2014,"bbmsy",0.478203125
16,"cod_2224",2014,"bbmsy",0.478203125
14,"cod_2532",1966,"bbmsy",1.926371882
15,"cod_2532",1966,"bbmsy",1.926371882
17,"cod_2532",1966,"bbmsy",1.926371882
18,"cod_2532",1966,"bbmsy",1.926371882
19,"cod_2532",1966,"bbmsy",1.926371882
20,"cod_2532",1966,"bbmsy",1.926371882
21,"cod_2532",1966,"bbmsy",1.926371882
22,"cod_2532",1966,"bbmsy",1.926371882
23,"cod_2532",1966,"bbmsy",1.926371882
24,"cod_2532",1966,"bbmsy",1.926371882
25,"cod_2532",1966,"bbmsy",1.926371882
26,"cod_2532",1966,"bbmsy",1.926371882
27,"cod_2532",1966,"bbmsy",1.926371882
28,"cod_2532",1966,"bbmsy",1.926371882
29,"cod_2532",1966,"bbmsy",1.926371882
30,"cod_2532",1966,"bbmsy",1.926371882
31,"cod_2532",1966,"bbmsy",1.926371882
32,"cod_2532",1966,"bbmsy",1.926371882
33,"cod_2532",1966,"bbmsy",1.926371882
34,"cod_2532",1966,"bbmsy",1.926371882
35,"cod_2532",1966,"bbmsy",1.926371882
36,"cod_2532",1966,"bbmsy",1.926371882
37,"cod_2532",1966,"bbmsy",1.926371882
38,"cod_2532",1966,"bbmsy",1.926371882
39,"cod_2532",1966,"bbmsy",1.926371882
40,"cod_2532",1966,"bbmsy",1.926371882
41,"cod_2532",1966,"bbmsy",1.926371882
42,"cod_2532",1966,"bbmsy",1.926371882
14,"cod_2532",1967,"bbmsy",2.422108844
15,"cod_2532",1967,"bbmsy",2.422108844
17,"cod_2532",1967,"bbmsy",2.422108844
18,"cod_2532",1967,"bbmsy",2.422108844
19,"cod_2532",1967,"bbmsy",2.422108844
20,"cod_2532",1967,"bbmsy",2.422108844
21,"cod_2532",1967,"bbmsy",2.422108844
22,"cod_2532",1967,"bbmsy",2.422108844
23,"cod_2532",1967,"bbmsy",2.422108844
24,"cod_2532",1967,"bbmsy",2.422108844
25,"cod_2532",1967,"bbmsy",2.422108844
26,"cod_2532",1967,"bbmsy",2.422108844
27,"cod_2532",1967,"bbmsy",2.422108844
28,"cod_2532",1967,"bbmsy",2.422108844
29,"cod_2532",1967,"bbmsy",2.422108844
30,"cod_2532",1967,"bbmsy",2.422108844
31,"cod_2532",1967,"bbmsy",2.422108844
32,"cod_2532",1967,"bbmsy",2.422108844
33,"cod_2532",1967,"bbmsy",2.422108844
34,"cod_2532",1967,"bbmsy",2.422108844
35,"cod_2532",1967,"bbmsy",2.422108844
36,"cod_2532",1967,"bbmsy",2.422108844
37,"cod_2532",1967,"bbmsy",2.422108844
38,"cod_2532",1967,"bbmsy",2.422108844
39,"cod_2532",1967,"bbmsy",2.422108844
40,"cod_2532",1967,"bbmsy",2.422108844
41,"cod_2532",1967,"bbmsy",2.422108844
42,"cod_2532",1967,"bbmsy",2.422108844
14,"cod_2532",1968,"bbmsy",2.56930839
15,"cod_2532",1968,"bbmsy",2.56930839
17,"cod_2532",1968,"bbmsy",2.56930839
18,"cod_2532",1968,"bbmsy",2.56930839
19,"cod_2532",1968,"bbmsy",2.56930839
20,"cod_2532",1968,"bbmsy",2.56930839
21,"cod_2532",1968,"bbmsy",2.56930839
22,"cod_2532",1968,"bbmsy",2.56930839
23,"cod_2532",1968,"bbmsy",2.56930839
24,"cod_2532",1968,"bbmsy",2.56930839
25,"cod_2532",1968,"bbmsy",2.56930839
26,"cod_2532",1968,"bbmsy",2.56930839
27,"cod_2532",1968,"bbmsy",2.56930839
28,"cod_2532",1968,"bbmsy",2.56930839
29,"cod_2532",1968,"bbmsy",2.56930839
30,"cod_2532",1968,"bbmsy",2.56930839
31,"cod_2532",1968,"bbmsy",2.56930839
32,"cod_2532",1968,"bbmsy",2.56930839
33,"cod_2532",1968,"bbmsy",2.56930839
34,"cod_2532",1968,"bbmsy",2.56930839
35,"cod_2532",1968,"bbmsy",2.56930839
36,"cod_2532",1968,"bbmsy",2.56930839
37,"cod_2532",1968,"bbmsy",2.56930839
38,"cod_2532",1968,"bbmsy",2.56930839
39,"cod_2532",1968,"bbmsy",2.56930839
40,"cod_2532",1968,"bbmsy",2.56930839
41,"cod_2532",1968,"bbmsy",2.56930839
42,"cod_2532",1968,"bbmsy",2.56930839
14,"cod_2532",1969,"bbmsy",2.525997732
15,"cod_2532",1969,"bbmsy",2.525997732
17,"cod_2532",1969,"bbmsy",2.525997732
18,"cod_2532",1969,"bbmsy",2.525997732
19,"cod_2532",1969,"bbmsy",2.525997732
20,"cod_2532",1969,"bbmsy",2.525997732
21,"cod_2532",1969,"bbmsy",2.525997732
22,"cod_2532",1969,"bbmsy",2.525997732
23,"cod_2532",1969,"bbmsy",2.525997732
24,"cod_2532",1969,"bbmsy",2.525997732
25,"cod_2532",1969,"bbmsy",2.525997732
26,"cod_2532",1969,"bbmsy",2.525997732
27,"cod_2532",1969,"bbmsy",2.525997732
28,"cod_2532",1969,"bbmsy",2.525997732
29,"cod_2532",1969,"bbmsy",2.525997732
30,"cod_2532",1969,"bbmsy",2.525997732
31,"cod_2532",1969,"bbmsy",2.525997732
32,"cod_2532",1969,"bbmsy",2.525997732
33,"cod_2532",1969,"bbmsy",2.525997732
34,"cod_2532",1969,"bbmsy",2.525997732
35,"cod_2532",1969,"bbmsy",2.525997732
36,"cod_2532",1969,"bbmsy",2.525997732
37,"cod_2532",1969,"bbmsy",2.525997732
38,"cod_2532",1969,"bbmsy",2.525997732
39,"cod_2532",1969,"bbmsy",2.525997732
40,"cod_2532",1969,"bbmsy",2.525997732
41,"cod_2532",1969,"bbmsy",2.525997732
42,"cod_2532",1969,"bbmsy",2.525997732
14,"cod_2532",1970,"bbmsy",2.393219955
15,"cod_2532",1970,"bbmsy",2.393219955
17,"cod_2532",1970,"bbmsy",2.393219955
18,"cod_2532",1970,"bbmsy",2.393219955
19,"cod_2532",1970,"bbmsy",2.393219955
20,"cod_2532",1970,"bbmsy",2.393219955
21,"cod_2532",1970,"bbmsy",2.393219955
22,"cod_2532",1970,"bbmsy",2.393219955
23,"cod_2532",1970,"bbmsy",2.393219955
24,"cod_2532",1970,"bbmsy",2.393219955
25,"cod_2532",1970,"bbmsy",2.393219955
26,"cod_2532",1970,"bbmsy",2.393219955
27,"cod_2532",1970,"bbmsy",2.393219955
28,"cod_2532",1970,"bbmsy",2.393219955
29,"cod_2532",1970,"bbmsy",2.393219955
30,"cod_2532",1970,"bbmsy",2.393219955
31,"cod_2532",1970,"bbmsy",2.393219955
32,"cod_2532",1970,"bbmsy",2.393219955
33,"cod_2532",1970,"bbmsy",2.393219955
34,"cod_2532",1970,"bbmsy",2.393219955
35,"cod_2532",1970,"bbmsy",2.393219955
36,"cod_2532",1970,"bbmsy",2.393219955
37,"cod_2532",1970,"bbmsy",2.393219955
38,"cod_2532",1970,"bbmsy",2.393219955
39,"cod_2532",1970,"bbmsy",2.393219955
40,"cod_2532",1970,"bbmsy",2.393219955
41,"cod_2532",1970,"bbmsy",2.393219955
42,"cod_2532",1970,"bbmsy",2.393219955
14,"cod_2532",1971,"bbmsy",2.21585034
15,"cod_2532",1971,"bbmsy",2.21585034
17,"cod_2532",1971,"bbmsy",2.21585034
18,"cod_2532",1971,"bbmsy",2.21585034
19,"cod_2532",1971,"bbmsy",2.21585034
20,"cod_2532",1971,"bbmsy",2.21585034
21,"cod_2532",1971,"bbmsy",2.21585034
22,"cod_2532",1971,"bbmsy",2.21585034
23,"cod_2532",1971,"bbmsy",2.21585034
24,"cod_2532",1971,"bbmsy",2.21585034
25,"cod_2532",1971,"bbmsy",2.21585034
26,"cod_2532",1971,"bbmsy",2.21585034
27,"cod_2532",1971,"bbmsy",2.21585034
28,"cod_2532",1971,"bbmsy",2.21585034
29,"cod_2532",1971,"bbmsy",2.21585034
30,"cod_2532",1971,"bbmsy",2.21585034
31,"cod_2532",1971,"bbmsy",2.21585034
32,"cod_2532",1971,"bbmsy",2.21585034
33,"cod_2532",1971,"bbmsy",2.21585034
34,"cod_2532",1971,"bbmsy",2.21585034
35,"cod_2532",1971,"bbmsy",2.21585034
36,"cod_2532",1971,"bbmsy",2.21585034
37,"cod_2532",1971,"bbmsy",2.21585034
38,"cod_2532",1971,"bbmsy",2.21585034
39,"cod_2532",1971,"bbmsy",2.21585034
40,"cod_2532",1971,"bbmsy",2.21585034
41,"cod_2532",1971,"bbmsy",2.21585034
42,"cod_2532",1971,"bbmsy",2.21585034
14,"cod_2532",1972,"bbmsy",2.287902494
15,"cod_2532",1972,"bbmsy",2.287902494
17,"cod_2532",1972,"bbmsy",2.287902494
18,"cod_2532",1972,"bbmsy",2.287902494
19,"cod_2532",1972,"bbmsy",2.287902494
20,"cod_2532",1972,"bbmsy",2.287902494
21,"cod_2532",1972,"bbmsy",2.287902494
22,"cod_2532",1972,"bbmsy",2.287902494
23,"cod_2532",1972,"bbmsy",2.287902494
24,"cod_2532",1972,"bbmsy",2.287902494
25,"cod_2532",1972,"bbmsy",2.287902494
26,"cod_2532",1972,"bbmsy",2.287902494
27,"cod_2532",1972,"bbmsy",2.287902494
28,"cod_2532",1972,"bbmsy",2.287902494
29,"cod_2532",1972,"bbmsy",2.287902494
30,"cod_2532",1972,"bbmsy",2.287902494
31,"cod_2532",1972,"bbmsy",2.287902494
32,"cod_2532",1972,"bbmsy",2.287902494
33,"cod_2532",1972,"bbmsy",2.287902494
34,"cod_2532",1972,"bbmsy",2.287902494
35,"cod_2532",1972,"bbmsy",2.287902494
36,"cod_2532",1972,"bbmsy",2.287902494
37,"cod_2532",1972,"bbmsy",2.287902494
38,"cod_2532",1972,"bbmsy",2.287902494
39,"cod_2532",1972,"bbmsy",2.287902494
40,"cod_2532",1972,"bbmsy",2.287902494
41,"cod_2532",1972,"bbmsy",2.287902494
42,"cod_2532",1972,"bbmsy",2.287902494
14,"cod_2532",1973,"bbmsy",2.466099773
15,"cod_2532",1973,"bbmsy",2.466099773
17,"cod_2532",1973,"bbmsy",2.466099773
18,"cod_2532",1973,"bbmsy",2.466099773
19,"cod_2532",1973,"bbmsy",2.466099773
20,"cod_2532",1973,"bbmsy",2.466099773
21,"cod_2532",1973,"bbmsy",2.466099773
22,"cod_2532",1973,"bbmsy",2.466099773
23,"cod_2532",1973,"bbmsy",2.466099773
24,"cod_2532",1973,"bbmsy",2.466099773
25,"cod_2532",1973,"bbmsy",2.466099773
26,"cod_2532",1973,"bbmsy",2.466099773
27,"cod_2532",1973,"bbmsy",2.466099773
28,"cod_2532",1973,"bbmsy",2.466099773
29,"cod_2532",1973,"bbmsy",2.466099773
30,"cod_2532",1973,"bbmsy",2.466099773
31,"cod_2532",1973,"bbmsy",2.466099773
32,"cod_2532",1973,"bbmsy",2.466099773
33,"cod_2532",1973,"bbmsy",2.466099773
34,"cod_2532",1973,"bbmsy",2.466099773
35,"cod_2532",1973,"bbmsy",2.466099773
36,"cod_2532",1973,"bbmsy",2.466099773
37,"cod_2532",1973,"bbmsy",2.466099773
38,"cod_2532",1973,"bbmsy",2.466099773
39,"cod_2532",1973,"bbmsy",2.466099773
40,"cod_2532",1973,"bbmsy",2.466099773
41,"cod_2532",1973,"bbmsy",2.466099773
42,"cod_2532",1973,"bbmsy",2.466099773
14,"cod_2532",1974,"bbmsy",2.940668934
15,"cod_2532",1974,"bbmsy",2.940668934
17,"cod_2532",1974,"bbmsy",2.940668934
18,"cod_2532",1974,"bbmsy",2.940668934
19,"cod_2532",1974,"bbmsy",2.940668934
20,"cod_2532",1974,"bbmsy",2.940668934
21,"cod_2532",1974,"bbmsy",2.940668934
22,"cod_2532",1974,"bbmsy",2.940668934
23,"cod_2532",1974,"bbmsy",2.940668934
24,"cod_2532",1974,"bbmsy",2.940668934
25,"cod_2532",1974,"bbmsy",2.940668934
26,"cod_2532",1974,"bbmsy",2.940668934
27,"cod_2532",1974,"bbmsy",2.940668934
28,"cod_2532",1974,"bbmsy",2.940668934
29,"cod_2532",1974,"bbmsy",2.940668934
30,"cod_2532",1974,"bbmsy",2.940668934
31,"cod_2532",1974,"bbmsy",2.940668934
32,"cod_2532",1974,"bbmsy",2.940668934
33,"cod_2532",1974,"bbmsy",2.940668934
34,"cod_2532",1974,"bbmsy",2.940668934
35,"cod_2532",1974,"bbmsy",2.940668934
36,"cod_2532",1974,"bbmsy",2.940668934
37,"cod_2532",1974,"bbmsy",2.940668934
38,"cod_2532",1974,"bbmsy",2.940668934
39,"cod_2532",1974,"bbmsy",2.940668934
40,"cod_2532",1974,"bbmsy",2.940668934
41,"cod_2532",1974,"bbmsy",2.940668934
42,"cod_2532",1974,"bbmsy",2.940668934
14,"cod_2532",1975,"bbmsy",3.541814059
15,"cod_2532",1975,"bbmsy",3.541814059
17,"cod_2532",1975,"bbmsy",3.541814059
18,"cod_2532",1975,"bbmsy",3.541814059
19,"cod_2532",1975,"bbmsy",3.541814059
20,"cod_2532",1975,"bbmsy",3.541814059
21,"cod_2532",1975,"bbmsy",3.541814059
22,"cod_2532",1975,"bbmsy",3.541814059
23,"cod_2532",1975,"bbmsy",3.541814059
24,"cod_2532",1975,"bbmsy",3.541814059
25,"cod_2532",1975,"bbmsy",3.541814059
26,"cod_2532",1975,"bbmsy",3.541814059
27,"cod_2532",1975,"bbmsy",3.541814059
28,"cod_2532",1975,"bbmsy",3.541814059
29,"cod_2532",1975,"bbmsy",3.541814059
30,"cod_2532",1975,"bbmsy",3.541814059
31,"cod_2532",1975,"bbmsy",3.541814059
32,"cod_2532",1975,"bbmsy",3.541814059
33,"cod_2532",1975,"bbmsy",3.541814059
34,"cod_2532",1975,"bbmsy",3.541814059
35,"cod_2532",1975,"bbmsy",3.541814059
36,"cod_2532",1975,"bbmsy",3.541814059
37,"cod_2532",1975,"bbmsy",3.541814059
38,"cod_2532",1975,"bbmsy",3.541814059
39,"cod_2532",1975,"bbmsy",3.541814059
40,"cod_2532",1975,"bbmsy",3.541814059
41,"cod_2532",1975,"bbmsy",3.541814059
42,"cod_2532",1975,"bbmsy",3.541814059
14,"cod_2532",1976,"bbmsy",3.745804989
15,"cod_2532",1976,"bbmsy",3.745804989
17,"cod_2532",1976,"bbmsy",3.745804989
18,"cod_2532",1976,"bbmsy",3.745804989
19,"cod_2532",1976,"bbmsy",3.745804989
20,"cod_2532",1976,"bbmsy",3.745804989
21,"cod_2532",1976,"bbmsy",3.745804989
22,"cod_2532",1976,"bbmsy",3.745804989
23,"cod_2532",1976,"bbmsy",3.745804989
24,"cod_2532",1976,"bbmsy",3.745804989
25,"cod_2532",1976,"bbmsy",3.745804989
26,"cod_2532",1976,"bbmsy",3.745804989
27,"cod_2532",1976,"bbmsy",3.745804989
28,"cod_2532",1976,"bbmsy",3.745804989
29,"cod_2532",1976,"bbmsy",3.745804989
30,"cod_2532",1976,"bbmsy",3.745804989
31,"cod_2532",1976,"bbmsy",3.745804989
32,"cod_2532",1976,"bbmsy",3.745804989
33,"cod_2532",1976,"bbmsy",3.745804989
34,"cod_2532",1976,"bbmsy",3.745804989
35,"cod_2532",1976,"bbmsy",3.745804989
36,"cod_2532",1976,"bbmsy",3.745804989
37,"cod_2532",1976,"bbmsy",3.745804989
38,"cod_2532",1976,"bbmsy",3.745804989
39,"cod_2532",1976,"bbmsy",3.745804989
40,"cod_2532",1976,"bbmsy",3.745804989
41,"cod_2532",1976,"bbmsy",3.745804989
