"rgn_id","CELLCODE","area"
2,"10kmE421N372",62243273.0782926
2,"10kmE421N373",29001957.4726782
2,"10kmE422N371",9679154.32801981
2,"10kmE422N372",76176569.410417
2,"10kmE422N373",20250972.8033251
2,"10kmE422N374",6867482.10960428
2,"10kmE423N370",3365875.70569515
2,"10kmE423N371",65703056.4290584
2,"10kmE423N372",51332153.5335763
2,"10kmE423N373",90915867.2327172
2,"10kmE423N374",80861989.8374452
2,"10kmE423N375",21887410.8981026
2,"10kmE423N376",75358.8515824046
2,"10kmE424N370",638857.296127426
2,"10kmE424N371",36182755.2032948
2,"10kmE424N372",15889305.3810654
2,"10kmE424N373",83818922.8667565
2,"10kmE424N374",1e+08
2,"10kmE424N375",1e+08
2,"10kmE424N376",18390753.6091418
2,"10kmE425N373",3088602.86090931
2,"10kmE425N374",64160311.4795106
2,"10kmE425N375",1e+08
2,"10kmE425N376",62612837.9476029
2,"10kmE426N371",2697426.94627515
2,"10kmE426N372",40027744.9470906
2,"10kmE426N373",16079596.4200507
2,"10kmE426N374",52470333.3320336
2,"10kmE426N375",99999782.2015897
2,"10kmE426N376",91957486.3228886
2,"10kmE426N377",2351248.11395925
2,"10kmE427N371",11338883.9252761
2,"10kmE427N372",50205344.6579248
2,"10kmE427N373",16195988.9178974
2,"10kmE427N374",1102681.79997336
2,"10kmE427N375",6404619.90317293
2,"10kmE427N376",43724100.3462517
2,"10kmE427N377",9211.85577815199
3,"10kmE428N352",9775184.84501919
4,"10kmE428N352",4357359.17575298
3,"10kmE428N354",125272.462869484
3,"10kmE428N355",5191166.14571182
3,"10kmE428N356",1512586.76503341
2,"10kmE428N371",3811967.34324158
2,"10kmE428N376",11406043.7608836
2,"10kmE428N377",2838653.91440849
3,"10kmE429N352",23113254.9527338
4,"10kmE429N352",2995368.30799378
3,"10kmE429N353",12528422.9911217
3,"10kmE429N354",22644601.0241119
3,"10kmE429N355",88641208.2738687
3,"10kmE429N356",40108484.8635061
3,"10kmE429N357",4722784.90347671
3,"10kmE429N358",29416919.775245
3,"10kmE429N359",10171448.3870543
3,"10kmE429N362",9719537.8955058
2,"10kmE429N376",16633153.8900615
2,"10kmE429N377",17993255.5503922
3,"10kmE430N352",40418939.2130102
4,"10kmE430N352",16971378.3319674
3,"10kmE430N353",17409940.1353142
3,"10kmE430N354",23562887.9775252
3,"10kmE430N355",75486943.4743092
3,"10kmE430N356",91832070.7213577
3,"10kmE430N357",88688477.3223495
3,"10kmE430N358",93579607.0738052
3,"10kmE430N359",45733561.2449083
3,"10kmE430N360",20752685.092901
3,"10kmE430N361",35018373.4462804
3,"10kmE430N362",6199058.84700428
2,"10kmE430N376",28781.3358129243
2,"10kmE430N377",23075561.4243163
8,"10kmE431N348",27863078.6719996
4,"10kmE431N351",695827.113982678
8,"10kmE431N351",3679544.58848831
3,"10kmE431N352",44143894.1992029
4,"10kmE431N352",38467643.1295858
8,"10kmE431N352",1708.70903515041
3,"10kmE431N353",4506348.21552893
3,"10kmE431N354",25696831.145848
3,"10kmE431N355",99250089.2137829
3,"10kmE431N356",92004553.2357191
3,"10kmE431N357",40265918.6748227
3,"10kmE431N358",11342708.2272743
3,"10kmE431N359",6244.28692119086
3,"10kmE431N360",80170912.7435153
3,"10kmE431N361",93914356.3597176
3,"10kmE431N362",4796168.57401199
3,"10kmE431N363",14968984.3591458
3,"10kmE431N364",761216.192153533
2,"10kmE431N372",7358114.0441277
2,"10kmE431N373",150237.525404955
2,"10kmE431N377",13775355.8671108
8,"10kmE432N348",37958546.6158606
8,"10kmE432N349",73243679.2346589
8,"10kmE432N350",65975060.0279032
3,"10kmE432N351",102136.678117871
4,"10kmE432N351",17263801.238664
8,"10kmE432N351",76412743.8932974
3,"10kmE432N352",77128675.9208667
4,"10kmE432N352",17049966.1730466
8,"10kmE432N352",4989.96252968604
3,"10kmE432N353",56717345.2933122
3,"10kmE432N354",95988759.4391081
3,"10kmE432N355",79045054.827756
3,"10kmE432N356",32826184.8565182
3,"10kmE432N360",38183955.0661845
3,"10kmE432N361",1e+08
3,"10kmE432N362",72377295.6822694
3,"10kmE432N363",68506368.6578978
3,"10kmE432N364",10125616.0931377
2,"10kmE432N372",1809021.78039786
2,"10kmE432N373",9833225.89603857
2,"10kmE432N376",3965954.28955514
2,"10kmE432N377",12861234.2149282
8,"10kmE433N348",51372297.582014
8,"10kmE433N349",1e+08
7,"10kmE433N350",183600.326553205
8,"10kmE433N350",99816399.6734468
3,"10kmE433N351",1315191.58001048
4,"10kmE433N351",820363.543828676
7,"10kmE433N351",40992150.2401959
8,"10kmE433N351",56872294.6207841
3,"10kmE433N352",90219233.1986589
