Country;MYEAR;PARGROUP;PARAM;BASIS;QFLAG;Value;MUNIT;VFLAG;DETLI;LMQNT;EqualDET;EqualLM
Sweden;1990;OC-CB;CB101;L;;46;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;59.6;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;70.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;76.7;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;16.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;57.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;102;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;64.6;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;126;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;123;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;29.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;20.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;56.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;80.6;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;90.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;103;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;23.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;11.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;32.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;47.5;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;64.4;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;66;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;11.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;9.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;19.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;30.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;39.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;43.6;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;8.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;9.39;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;23.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;40.2;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;47.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;55.5;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;9.51;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;12;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;28.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;45.4;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;59.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;68.2;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;12.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;17.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;48.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;65.5;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;103;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;106;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;24.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB101;L;;62.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;110;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;150;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;162;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;30.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;14.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;41.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;55.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;83.2;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;85.1;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;16.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB101;L;;431;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;609;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;1420;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;1380;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;336;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;10.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;21.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;32;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;38;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;44.3;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;7.95;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;24;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;74.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;107;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;171;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;172;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;35.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;10.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;25.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;42.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;58.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;65.5;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;11.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;15.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;51.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;75;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;136;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;128;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;31;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB101;L;;21.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;34.2;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;49.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;53.3;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;10.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB101;L;;20.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;36.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;46.5;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;52.8;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;10.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;10.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;22;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;38.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;41.8;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;49.6;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;9.08;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB101;L;;40.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;73.4;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;91.6;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;108;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;18.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;25.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;70.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;82.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;113;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;131;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;31.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB101;L;;33.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;48.4;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;70.5;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;69.6;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;13;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB101;L;;95.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;135;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;119;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;143;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;30.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;12;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;34.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;49.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;70.4;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;71.7;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;12.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB101;L;;26.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;44.8;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;57.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;60.6;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;12.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;17;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;46.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;61.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;93.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;93.2;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;16.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;11.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;27.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;49.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;63.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;66.5;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;11.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1990;OC-CB;CB52;L;;10.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB101;L;;21.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1990;OC-CB;CB118;L;;33.2;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB153;L;;34.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1990;OC-CB;CB138;L;;39.7;ug/kg;A;6;;FALSE;FALSE
Sweden;1990;OC-CB;CB180;L;;7.69;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;21.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;25;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;40.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;44.1;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;20.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;32;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;39.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;62.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;68.6;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;28.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;26.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;32;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;47.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;50.3;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;22.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;22.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;27.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;42.4;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;47;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;20.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;23.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;26.8;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;45.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;46.9;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;22.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;14.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;18.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;27.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;29.8;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;13;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;21.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;24.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;46.2;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;48.7;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;22.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;19.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;23.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;38;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;37;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;15.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;15.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;23.4;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;34.8;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;37.3;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;14.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;24.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;27.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;39.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;40.5;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;17.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;15.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;20.4;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;36.5;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;36.2;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;15;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;22.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;28.5;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;43.5;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;43.6;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;18.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;21;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;22.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;40.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;42.3;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;19.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;26.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;28.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;46.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;48.2;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;20;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;26.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;31.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;57.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;60.1;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;30.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;21.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;22.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;40.6;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;38.7;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;16.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB52;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1989;OC-CB;CB101;L;;14.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1989;OC-CB;CB118;L;;16.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB153;L;;29.2;ug/kg;A;5;;FALSE;FALSE
Sweden;1989;OC-CB;CB138;L;;28.7;ug/kg;A;6;;FALSE;FALSE
Sweden;1989;OC-CB;CB180;L;;12.2;ug/kg;A;4;;FALSE;FALSE
