"taxa_group","latin_name","common_name","helcom_category","helcom_category_numeric","basin","presence"
"invert","Polinices pulchella",NA,"LC",0,"Bothnian Bay",0
"invert","Polinices pulchella",NA,"LC",0,"Gulf of Finland",0
"invert","Polinices pulchella",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polinices pulchella",NA,"LC",0,"Gulf of Riga",0
"invert","Polycelis nigra",NA,"LC",0,"Kattegat",0
"invert","Polycelis nigra",NA,"LC",0,"The Sound",0
"invert","Polycelis nigra",NA,"LC",0,"Great Belt",0
"invert","Polycelis nigra",NA,"LC",0,"Kiel Bay",0
"invert","Polycelis nigra",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Polycelis nigra",NA,"LC",0,"Arkona Basin",0
"invert","Polycelis nigra",NA,"LC",0,"Bornholm Basin",0
"invert","Polycelis nigra",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polycelis nigra",NA,"LC",0,"Western Gotland Basin",0
"invert","Polycelis nigra",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polycelis nigra",NA,"LC",0,"Aland Sea",0
"invert","Polycelis nigra",NA,"LC",0,"Bothnian Sea",0
"invert","Polycelis nigra",NA,"LC",0,"The Quark",0
"invert","Polycelis nigra",NA,"LC",0,"Bothnian Bay",0
"invert","Polycelis nigra",NA,"LC",0,"Gulf of Finland",0
"invert","Polycelis nigra",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polycelis nigra",NA,"LC",0,"Gulf of Riga",0
"invert","Polycelis nigra",NA,"LC",0,"Kiel Bay",1
"invert","Polycelis nigra",NA,"LC",0,"Gulf of Gdansk",1
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Kattegat",0
"invert","Polycentropus flavomaculatus",NA,"LC",0,"The Sound",0
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Great Belt",0
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Kiel Bay",0
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Arkona Basin",0
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Bornholm Basin",0
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Western Gotland Basin",0
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Aland Sea",0
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Aland Sea",1
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Bothnian Sea",1
"invert","Polycentropus flavomaculatus",NA,"LC",0,"The Quark",0
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Bothnian Bay",1
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Gulf of Finland",1
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polycentropus flavomaculatus",NA,"LC",0,"Gulf of Riga",0
"invert","Polycera quadrilineata",NA,"LC",0,"Kattegat",1
"invert","Polycera quadrilineata",NA,"LC",0,"The Sound",0
"invert","Polycera quadrilineata",NA,"LC",0,"Great Belt",0
"invert","Polycera quadrilineata",NA,"LC",0,"Kiel Bay",1
"invert","Polycera quadrilineata",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Polycera quadrilineata",NA,"LC",0,"Arkona Basin",0
"invert","Polycera quadrilineata",NA,"LC",0,"Bornholm Basin",0
"invert","Polycera quadrilineata",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polycera quadrilineata",NA,"LC",0,"Western Gotland Basin",0
"invert","Polycera quadrilineata",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polycera quadrilineata",NA,"LC",0,"Aland Sea",0
"invert","Polycera quadrilineata",NA,"LC",0,"Bothnian Sea",0
"invert","Polycera quadrilineata",NA,"LC",0,"The Quark",0
"invert","Polycera quadrilineata",NA,"LC",0,"Bothnian Bay",0
"invert","Polycera quadrilineata",NA,"LC",0,"Gulf of Finland",0
"invert","Polycera quadrilineata",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polycera quadrilineata",NA,"LC",0,"Gulf of Riga",0
"invert","Polycera quadrilineata",NA,"LC",0,"Kiel Bay",0
"invert","Polycirrus medusa",NA,"LC",0,"Kattegat",1
"invert","Polycirrus medusa",NA,"LC",0,"The Sound",1
"invert","Polycirrus medusa",NA,"LC",0,"Great Belt",1
"invert","Polycirrus medusa",NA,"LC",0,"Kiel Bay",1
"invert","Polycirrus medusa",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Polycirrus medusa",NA,"LC",0,"Arkona Basin",1
"invert","Polycirrus medusa",NA,"LC",0,"Bornholm Basin",0
"invert","Polycirrus medusa",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polycirrus medusa",NA,"LC",0,"Western Gotland Basin",0
"invert","Polycirrus medusa",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polycirrus medusa",NA,"LC",0,"Aland Sea",0
"invert","Polycirrus medusa",NA,"LC",0,"Bothnian Sea",0
"invert","Polycirrus medusa",NA,"LC",0,"The Quark",0
"invert","Polycirrus medusa",NA,"LC",0,"Bothnian Bay",0
"invert","Polycirrus medusa",NA,"LC",0,"Gulf of Finland",0
"invert","Polycirrus medusa",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polycirrus medusa",NA,"LC",0,"Gulf of Riga",0
"invert","Polycirrus medusa",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Polycirrus medusa",NA,"LC",0,"Kiel Bay",0
"invert","Polycirrus medusa",NA,"LC",0,"Great Belt",0
"invert","Polycirrus medusa",NA,"LC",0,"Arkona Basin",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Kattegat",1
"invert","Polycirrus norvegicus",NA,"LC",0,"The Sound",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Great Belt",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Kiel Bay",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Arkona Basin",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Bornholm Basin",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Western Gotland Basin",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Aland Sea",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Bothnian Sea",0
"invert","Polycirrus norvegicus",NA,"LC",0,"The Quark",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Bothnian Bay",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Gulf of Finland",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polycirrus norvegicus",NA,"LC",0,"Gulf of Riga",0
"invert","Polycirrus plumosus",NA,"LC",0,"Kattegat",1
"invert","Polycirrus plumosus",NA,"LC",0,"The Sound",0
"invert","Polycirrus plumosus",NA,"LC",0,"Great Belt",0
"invert","Polycirrus plumosus",NA,"LC",0,"Kiel Bay",0
"invert","Polycirrus plumosus",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Polycirrus plumosus",NA,"LC",0,"Arkona Basin",0
"invert","Polycirrus plumosus",NA,"LC",0,"Bornholm Basin",0
"invert","Polycirrus plumosus",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polycirrus plumosus",NA,"LC",0,"Western Gotland Basin",0
"invert","Polycirrus plumosus",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polycirrus plumosus",NA,"LC",0,"Aland Sea",0
"invert","Polycirrus plumosus",NA,"LC",0,"Bothnian Sea",0
"invert","Polycirrus plumosus",NA,"LC",0,"The Quark",0
"invert","Polycirrus plumosus",NA,"LC",0,"Bothnian Bay",0
"invert","Polycirrus plumosus",NA,"LC",0,"Gulf of Finland",0
"invert","Polycirrus plumosus",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polycirrus plumosus",NA,"LC",0,"Gulf of Riga",0
"invert","Polyclinum aurantium",NA,"LC",0,"Kattegat",1
"invert","Polyclinum aurantium",NA,"LC",0,"The Sound",0
"invert","Polyclinum aurantium",NA,"LC",0,"Great Belt",0
"invert","Polyclinum aurantium",NA,"LC",0,"Kiel Bay",0
"invert","Polyclinum aurantium",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Polyclinum aurantium",NA,"LC",0,"Arkona Basin",0
"invert","Polyclinum aurantium",NA,"LC",0,"Bornholm Basin",0
"invert","Polyclinum aurantium",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polyclinum aurantium",NA,"LC",0,"Western Gotland Basin",0
"invert","Polyclinum aurantium",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polyclinum aurantium",NA,"LC",0,"Aland Sea",0
"invert","Polyclinum aurantium",NA,"LC",0,"Bothnian Sea",0
"invert","Polyclinum aurantium",NA,"LC",0,"The Quark",0
"invert","Polyclinum aurantium",NA,"LC",0,"Bothnian Bay",0
"invert","Polyclinum aurantium",NA,"LC",0,"Gulf of Finland",0
"invert","Polyclinum aurantium",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polyclinum aurantium",NA,"LC",0,"Gulf of Riga",0
"invert","Polydora ciliata",NA,"LC",0,"Kattegat",1
"invert","Polydora ciliata",NA,"LC",0,"The Sound",1
"invert","Polydora ciliata",NA,"LC",0,"Great Belt",1
"invert","Polydora ciliata",NA,"LC",0,"Kiel Bay",1
"invert","Polydora ciliata",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Polydora ciliata",NA,"LC",0,"Arkona Basin",1
"invert","Polydora ciliata",NA,"LC",0,"Bornholm Basin",1
"invert","Polydora ciliata",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polydora ciliata",NA,"LC",0,"Western Gotland Basin",0
"invert","Polydora ciliata",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polydora ciliata",NA,"LC",0,"Aland Sea",0
"invert","Polydora ciliata",NA,"LC",0,"Aland Sea",1
"invert","Polydora ciliata",NA,"LC",0,"Bothnian Sea",0
"invert","Polydora ciliata",NA,"LC",0,"The Quark",0
"invert","Polydora ciliata",NA,"LC",0,"Bothnian Bay",0
"invert","Polydora ciliata",NA,"LC",0,"Gulf of Finland",1
"invert","Polydora ciliata",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polydora ciliata",NA,"LC",0,"Gulf of Riga",0
"invert","Polydora ciliata",NA,"LC",0,"Bornholm Basin",0
"invert","Polydora ciliata",NA,"LC",0,"Arkona Basin",0
"invert","Polydora cornuta",NA,"LC",0,"Kattegat",1
"invert","Polydora cornuta",NA,"LC",0,"The Sound",1
"invert","Polydora cornuta",NA,"LC",0,"Great Belt",1
"invert","Polydora cornuta",NA,"LC",0,"Kiel Bay",1
"invert","Polydora cornuta",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Polydora cornuta",NA,"LC",0,"Arkona Basin",1
"invert","Polydora cornuta",NA,"LC",0,"Bornholm Basin",0
"invert","Polydora cornuta",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polydora cornuta",NA,"LC",0,"Western Gotland Basin",0
"invert","Polydora cornuta",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polydora cornuta",NA,"LC",0,"Aland Sea",0
"invert","Polydora cornuta",NA,"LC",0,"Bothnian Sea",0
"invert","Polydora cornuta",NA,"LC",0,"The Quark",0
"invert","Polydora cornuta",NA,"LC",0,"Bothnian Bay",0
"invert","Polydora cornuta",NA,"LC",0,"Gulf of Finland",0
"invert","Polydora cornuta",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polydora cornuta",NA,"LC",0,"Gulf of Riga",0
"invert","Polydora cornuta",NA,"LC",0,"Arkona Basin",0
"invert","Polygordius lacteus",NA,"LC",0,"Kattegat",1
"invert","Polygordius lacteus",NA,"LC",0,"The Sound",0
"invert","Polygordius lacteus",NA,"LC",0,"Great Belt",0
"invert","Polygordius lacteus",NA,"LC",0,"Kiel Bay",1
"invert","Polygordius lacteus",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Polygordius lacteus",NA,"LC",0,"Arkona Basin",0
"invert","Polygordius lacteus",NA,"LC",0,"Bornholm Basin",0
"invert","Polygordius lacteus",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polygordius lacteus",NA,"LC",0,"Western Gotland Basin",0
"invert","Polygordius lacteus",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polygordius lacteus",NA,"LC",0,"Aland Sea",0
"invert","Polygordius lacteus",NA,"LC",0,"Bothnian Sea",0
"invert","Polygordius lacteus",NA,"LC",0,"The Quark",0
"invert","Polygordius lacteus",NA,"LC",0,"Bothnian Bay",0
"invert","Polygordius lacteus",NA,"LC",0,"Gulf of Finland",0
"invert","Polygordius lacteus",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polygordius lacteus",NA,"LC",0,"Gulf of Riga",0
"invert","Polygordius lacteus",NA,"LC",0,"Kiel Bay",0
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Kattegat",0
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"The Sound",0
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Great Belt",0
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Kiel Bay",0
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Arkona Basin",0
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Bornholm Basin",0
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Western Gotland Basin",0
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Aland Sea",0
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Aland Sea",1
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Bothnian Sea",1
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"The Quark",1
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Bothnian Bay",1
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Gulf of Finland",1
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Gulf of Riga",0
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Gulf of Gdansk",1
"invert","Polypedilum (Polypedilum) nubeculosum",NA,"LC",0,"Bornholm Basin",1
"invert","Polypedilum bicrenatum",NA,"LC",0,"Kattegat",0
"invert","Polypedilum bicrenatum",NA,"LC",0,"The Sound",0
"invert","Polypedilum bicrenatum",NA,"LC",0,"Great Belt",0
"invert","Polypedilum bicrenatum",NA,"LC",0,"Kiel Bay",0
"invert","Polypedilum bicrenatum",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Polypedilum bicrenatum",NA,"LC",0,"Arkona Basin",0
"invert","Polypedilum bicrenatum",NA,"LC",0,"Bornholm Basin",0
"invert","Polypedilum bicrenatum",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polypedilum bicrenatum",NA,"LC",0,"Western Gotland Basin",0
"invert","Polypedilum bicrenatum",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polypedilum bicrenatum",NA,"LC",0,"Aland Sea",0
"invert","Polypedilum bicrenatum",NA,"LC",0,"Bothnian Sea",1
"invert","Polypedilum bicrenatum",NA,"LC",0,"The Quark",1
"invert","Polypedilum bicrenatum",NA,"LC",0,"Bothnian Bay",0
"invert","Polypedilum bicrenatum",NA,"LC",0,"Gulf of Finland",1
"invert","Polypedilum bicrenatum",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polypedilum bicrenatum",NA,"LC",0,"Gulf of Riga",0
"invert","Polypedilum bicrenatum",NA,"LC",0,"Bornholm Basin",1
"invert","Polypedilum pullum",NA,"LC",0,"Kattegat",0
"invert","Polypedilum pullum",NA,"LC",0,"The Sound",0
"invert","Polypedilum pullum",NA,"LC",0,"Great Belt",0
"invert","Polypedilum pullum",NA,"LC",0,"Kiel Bay",0
"invert","Polypedilum pullum",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Polypedilum pullum",NA,"LC",0,"Arkona Basin",0
"invert","Polypedilum pullum",NA,"LC",0,"Bornholm Basin",0
"invert","Polypedilum pullum",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polypedilum pullum",NA,"LC",0,"Western Gotland Basin",0
"invert","Polypedilum pullum",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polypedilum pullum",NA,"LC",0,"Aland Sea",0
"invert","Polypedilum pullum",NA,"LC",0,"Bothnian Sea",1
"invert","Polypedilum pullum",NA,"LC",0,"The Quark",1
"invert","Polypedilum pullum",NA,"LC",0,"Bothnian Bay",1
"invert","Polypedilum pullum",NA,"LC",0,"Gulf of Finland",1
"invert","Polypedilum pullum",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polypedilum pullum",NA,"LC",0,"Gulf of Riga",0
"invert","Polypedilum pullum",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Polypedilum scalaenum",NA,"LC",0,"Kattegat",0
"invert","Polypedilum scalaenum",NA,"LC",0,"The Sound",0
"invert","Polypedilum scalaenum",NA,"LC",0,"Great Belt",0
"invert","Polypedilum scalaenum",NA,"LC",0,"Kiel Bay",0
"invert","Polypedilum scalaenum",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Polypedilum scalaenum",NA,"LC",0,"Arkona Basin",0
"invert","Polypedilum scalaenum",NA,"LC",0,"Bornholm Basin",0
"invert","Polypedilum scalaenum",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polypedilum scalaenum",NA,"LC",0,"Western Gotland Basin",0
"invert","Polypedilum scalaenum",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polypedilum scalaenum",NA,"LC",0,"Aland Sea",0
"invert","Polypedilum scalaenum",NA,"LC",0,"Bothnian Sea",1
"invert","Polypedilum scalaenum",NA,"LC",0,"The Quark",0
"invert","Polypedilum scalaenum",NA,"LC",0,"Bothnian Bay",0
"invert","Polypedilum scalaenum",NA,"LC",0,"Gulf of Finland",1
"invert","Polypedilum scalaenum",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polypedilum scalaenum",NA,"LC",0,"Gulf of Riga",0
"invert","Polypedilum scalaenum",NA,"LC",0,"Bornholm Basin",1
"invert","Polypedilum scalaenum",NA,"LC",0,"Gulf of Gdansk",1
"invert","Polypedilum sordens",NA,"LC",0,"Kattegat",0
"invert","Polypedilum sordens",NA,"LC",0,"The Sound",0
"invert","Polypedilum sordens",NA,"LC",0,"Great Belt",0
"invert","Polypedilum sordens",NA,"LC",0,"Kiel Bay",0
"invert","Polypedilum sordens",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Polypedilum sordens",NA,"LC",0,"Arkona Basin",0
"invert","Polypedilum sordens",NA,"LC",0,"Bornholm Basin",0
"invert","Polypedilum sordens",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polypedilum sordens",NA,"LC",0,"Western Gotland Basin",0
"invert","Polypedilum sordens",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polypedilum sordens",NA,"LC",0,"Aland Sea",0
"invert","Polypedilum sordens",NA,"LC",0,"Bothnian Sea",1
"invert","Polypedilum sordens",NA,"LC",0,"The Quark",0
"invert","Polypedilum sordens",NA,"LC",0,"Bothnian Bay",0
"invert","Polypedilum sordens",NA,"LC",0,"Gulf of Finland",1
"invert","Polypedilum sordens",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polypedilum sordens",NA,"LC",0,"Gulf of Riga",0
"invert","Polystemma rosea",NA,"LC",0,"Kattegat",0
"invert","Polystemma rosea",NA,"LC",0,"The Sound",0
"invert","Polystemma rosea",NA,"LC",0,"Great Belt",0
"invert","Polystemma rosea",NA,"LC",0,"Kiel Bay",0
"invert","Polystemma rosea",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Polystemma rosea",NA,"LC",0,"Arkona Basin",0
"invert","Polystemma rosea",NA,"LC",0,"Bornholm Basin",0
"invert","Polystemma rosea",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Polystemma rosea",NA,"LC",0,"Western Gotland Basin",0
"invert","Polystemma rosea",NA,"LC",0,"Northern Baltic Proper",0
"invert","Polystemma rosea",NA,"LC",0,"Aland Sea",0
"invert","Polystemma rosea",NA,"LC",0,"Bothnian Sea",0
"invert","Polystemma rosea",NA,"LC",0,"The Quark",0
"invert","Polystemma rosea",NA,"LC",0,"Bothnian Bay",0
"invert","Polystemma rosea",NA,"LC",0,"Gulf of Finland",0
"invert","Polystemma rosea",NA,"LC",0,"Gulf of Gdansk",0
"invert","Polystemma rosea",NA,"LC",0,"Gulf of Riga",0
"invert","Polystemma rosea",NA,"LC",0,"Kiel Bay",1
"invert","Pontocrates altamarinus",NA,"LC",0,"Kattegat",1
"invert","Pontocrates altamarinus",NA,"LC",0,"The Sound",1
"invert","Pontocrates altamarinus",NA,"LC",0,"Great Belt",0
"invert","Pontocrates altamarinus",NA,"LC",0,"Kiel Bay",0
"invert","Pontocrates altamarinus",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Pontocrates altamarinus",NA,"LC",0,"Arkona Basin",0
"invert","Pontocrates altamarinus",NA,"LC",0,"Bornholm Basin",0
"invert","Pontocrates altamarinus",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Pontocrates altamarinus",NA,"LC",0,"Western Gotland Basin",0
"invert","Pontocrates altamarinus",NA,"LC",0,"Northern Baltic Proper",0
"invert","Pontocrates altamarinus",NA,"LC",0,"Aland Sea",0
"invert","Pontocrates altamarinus",NA,"LC",0,"Bothnian Sea",0
"invert","Pontocrates altamarinus",NA,"LC",0,"The Quark",0
"invert","Pontocrates altamarinus",NA,"LC",0,"Bothnian Bay",0
"invert","Pontocrates altamarinus",NA,"LC",0,"Gulf of Finland",0
"invert","Pontocrates altamarinus",NA,"LC",0,"Gulf of Gdansk",0
"invert","Pontocrates altamarinus",NA,"LC",0,"Gulf of Riga",0
"invert","Pontocrates arenarius",NA,"LC",0,"Kattegat",1
"invert","Pontocrates arenarius",NA,"LC",0,"The Sound",0
"invert","Pontocrates arenarius",NA,"LC",0,"Great Belt",0
"invert","Pontocrates arenarius",NA,"LC",0,"Kiel Bay",0
"invert","Pontocrates arenarius",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Pontocrates arenarius",NA,"LC",0,"Arkona Basin",0
"invert","Pontocrates arenarius",NA,"LC",0,"Bornholm Basin",0
"invert","Pontocrates arenarius",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Pontocrates arenarius",NA,"LC",0,"Western Gotland Basin",0
"invert","Pontocrates arenarius",NA,"LC",0,"Northern Baltic Proper",0
"invert","Pontocrates arenarius",NA,"LC",0,"Aland Sea",0
"invert","Pontocrates arenarius",NA,"LC",0,"Bothnian Sea",0
"invert","Pontocrates arenarius",NA,"LC",0,"The Quark",0
"invert","Pontocrates arenarius",NA,"LC",0,"Bothnian Bay",0
"invert","Pontocrates arenarius",NA,"LC",0,"Gulf of Finland",0
"invert","Pontocrates arenarius",NA,"LC",0,"Gulf of Gdansk",0
"invert","Pontocrates arenarius",NA,"LC",0,"Gulf of Riga",0
"invert","Pontoporeia femorata",NA,"LC",0,"Kattegat",0
"invert","Pontoporeia femorata",NA,"LC",0,"The Sound",1
"invert","Pontoporeia femorata",NA,"LC",0,"Great Belt",1
"invert","Pontoporeia femorata",NA,"LC",0,"Kiel Bay",1
"invert","Pontoporeia femorata",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Pontoporeia femorata",NA,"LC",0,"Arkona Basin",1
"invert","Pontoporeia femorata",NA,"LC",0,"Bornholm Basin",1
"invert","Pontoporeia femorata",NA,"LC",0,"Eastern Gotland Basin",1
"invert","Pontoporeia femorata",NA,"LC",0,"Western Gotland Basin",1
"invert","Pontoporeia femorata",NA,"LC",0,"Northern Baltic Proper",1
"invert","Pontoporeia femorata",NA,"LC",0,"Aland Sea",1
"invert","Pontoporeia femorata",NA,"LC",0,"Bothnian Sea",1
"invert","Pontoporeia femorata",NA,"LC",0,"The Quark",0
"invert","Pontoporeia femorata",NA,"LC",0,"Bothnian Bay",1
"invert","Pontoporeia femorata",NA,"LC",0,"Gulf of Finland",1
"invert","Pontoporeia femorata",NA,"LC",0,"Gulf of Gdansk",1
"invert","Pontoporeia femorata",NA,"LC",0,"Gulf of Riga",1
"invert","Pontoporeia femorata",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Pontoporeia femorata",NA,"LC",0,"Kiel Bay",0
"invert","Pontoporeia femorata",NA,"LC",0,"Gulf of Gdansk",0
"invert","Pontoporeia femorata",NA,"LC",0,"Bornholm Basin",0
"invert","Pontoporeia femorata",NA,"LC",0,"Arkona Basin",0
"invert","Porella concinna",NA,"LC",0,"Kattegat",1
"invert","Porella concinna",NA,"LC",0,"The Sound",0
"invert","Porella concinna",NA,"LC",0,"Great Belt",0
"invert","Porella concinna",NA,"LC",0,"Kiel Bay",0
"invert","Porella concinna",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Porella concinna",NA,"LC",0,"Arkona Basin",0
"invert","Porella concinna",NA,"LC",0,"Bornholm Basin",0
"invert","Porella concinna",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Porella concinna",NA,"LC",0,"Western Gotland Basin",0
"invert","Porella concinna",NA,"LC",0,"Northern Baltic Proper",0
"invert","Porella concinna",NA,"LC",0,"Aland Sea",0
"invert","Porella concinna",NA,"LC",0,"Bothnian Sea",0
"invert","Porella concinna",NA,"LC",0,"The Quark",0
"invert","Porella concinna",NA,"LC",0,"Bothnian Bay",0
"invert","Porella concinna",NA,"LC",0,"Gulf of Finland",0
"invert","Porella concinna",NA,"LC",0,"Gulf of Gdansk",0
"invert","Porella concinna",NA,"LC",0,"Gulf of Riga",0
"invert","Porella patula",NA,"LC",0,"Kattegat",1
"invert","Porella patula",NA,"LC",0,"The Sound",0
"invert","Porella patula",NA,"LC",0,"Great Belt",0
"invert","Porella patula",NA,"LC",0,"Kiel Bay",0
"invert","Porella patula",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Porella patula",NA,"LC",0,"Arkona Basin",0
"invert","Porella patula",NA,"LC",0,"Bornholm Basin",0
"invert","Porella patula",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Porella patula",NA,"LC",0,"Western Gotland Basin",0
"invert","Porella patula",NA,"LC",0,"Northern Baltic Proper",0
"invert","Porella patula",NA,"LC",0,"Aland Sea",0
"invert","Porella patula",NA,"LC",0,"Bothnian Sea",0
"invert","Porella patula",NA,"LC",0,"The Quark",0
"invert","Porella patula",NA,"LC",0,"Bothnian Bay",0
"invert","Porella patula",NA,"LC",0,"Gulf of Finland",0
"invert","Porella patula",NA,"LC",0,"Gulf of Gdansk",0
"invert","Porella patula",NA,"LC",0,"Gulf of Riga",0
"invert","Potamilla neglecta",NA,"LC",0,"Kattegat",0
"invert","Potamilla neglecta",NA,"LC",0,"The Sound",1
"invert","Potamilla neglecta",NA,"LC",0,"Great Belt",0
"invert","Potamilla neglecta",NA,"LC",0,"Kiel Bay",0
"invert","Potamilla neglecta",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Potamilla neglecta",NA,"LC",0,"Arkona Basin",0
